## 1
## 기존 핑거프레스를 사용하여 제작한 콘텐츠는 비주얼다이브의 서버 내에서만 발행 및 저장이 가능했지만, 2.0 버전에서는 원하는 서버로 소스 파일 및 데이터 전송이 가능하게 되었다.
## 기존 핑거프레스를 사용하여 제작한 콘텐츠는 비주얼다이브의 서버 내에서만 발행 및 저장이 가능했지만, <2.0 버전:NOH>에서는 원하는 서버로 소스 파일 및 데이터 전송이 가능하게 되었다.
기존	기존	NNG	O
_	_	_	O
핑거	핑거	NNP	O
프레스	프레스	NNG	O
를	를	JKO	O
_	_	_	O
사용하	사용하	VV	O
여	여	EC	O
_	_	_	O
제작한	제작하+ㄴ	VV+ETM	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
는	는	JX	O
_	_	_	O
비주얼	비주얼	NNG	O
다이브	다이브	NNG	O
의	의	JKG	O
_	_	_	O
서버	서버	NNG	O
_	_	_	O
내	내	NNB	O
에서	에서	JKB	O
만	만	JX	O
_	_	_	O
발행	발행	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
저장	저장	NNG	O
이	이	JKS	O
_	_	_	O
가능	가능하	VA	O
했	었	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
2.0	2.0	SN	B-NOH
_	_	_	I-NOH
버전	버전	NNG	I-NOH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
원하	원하	VV	O
는	는	ETM	O
_	_	_	O
서버	서버	NNG	O
로	로	JKB	O
_	_	_	O
소스	소스	NNG	O
_	_	_	O
파일	파일	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
데이터	데이터	NNG	O
_	_	_	O
전송	전송	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
게	게	EC	O
_	_	_	O
되	되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 그가 세운 회사 덱스터는 2014년 상하이에 법인을 설립했고 다음 해엔 2000만 달러(약 230억 원)를 중국 벤처캐피털 등으로부터 조달했다.
## 그가 세운 회사 <덱스터:ORG>는 <2014년:DAT> <상하이:LOC>에 법인을 설립했고 다음 해엔 <2000만 달러:MNY>(약 <230억 원:MNY>)를 <중국 벤처캐피털:ORG> 등으로부터 조달했다.
그	그	NP	O
가	가	JKS	O
_	_	_	O
세운	세우+ㄴ	VV+ETM	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
덱스터	덱스터	NNP	B-ORG
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
상하이	상하이	NNP	B-LOC
에	에	JKB	O
_	_	_	O
법인	법인	NNG	O
을	을	JKO	O
_	_	_	O
설립	설립하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
해	해	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
2000	2000	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
230	230	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
를	를	JKO	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
벤처	벤처	NNG	I-ORG
캐피털	캐피털	NNG	I-ORG
_	_	_	O
등	등	NNB	O
으로부터	으로부터	JKB	O
_	_	_	O
조달	조달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 올해의 모자란 점은 2016년에 무슨 일이 있어도 채우겠다”고 소감을 전했다.
## 올해의 모자란 점은 <2016년:DAT>에 무슨 일이 있어도 채우겠다”고 소감을 전했다.
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
모자란	모자라+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
은	은	JX	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
_	_	_	O
무슨	무슨	MM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
어도	어도	EC	O
_	_	_	O
채우	채우	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
소감	소감	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이 기간 금메달 총 예상치는 8개다.
## 이 기간 금메달 총 예상치는 <8개:NOH>다.
이	이	MM	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
금메달	금메달	NNG	O
_	_	_	O
총	총	MM	O
_	_	_	O
예상	예상	NNG	O
치	치	XSN	O
는	는	JX	O
_	_	_	O
8	8	SN	B-NOH
개	개+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 5
## 대상㈜ 식품사업총괄 중역 이광승 전무는 “우수한 우리 농산물을 보다 많은 소비자들이 건강하고 맛있게 즐길 수 있도록 할 것”이라고 말했다.
## 대상㈜ 식품사업총괄 중역 <이광승:PER> 전무는 “우수한 우리 농산물을 보다 많은 소비자들이 건강하고 맛있게 즐길 수 있도록 할 것”이라고 말했다.
대상	대상	NNG	O
㈜	㈜	SW	O
_	_	_	O
식품	식품	NNG	O
사업	사업	NNG	O
총괄	총괄	NNG	O
_	_	_	O
중역	중역	NNG	O
_	_	_	O
이광승	이광승	NNP	B-PER
_	_	_	O
전무	전무	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
우수한	우수하+ㄴ	VA+ETM	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
농산물	농산물	NNG	O
을	을	JKO	O
_	_	_	O
보다	보다	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
건강하	건강하	VA	O
고	고	EC	O
_	_	_	O
맛있	맛있	VA	O
게	게	EC	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 국민의당 경선룰 ‘현장투표 80%+여론조사 20%’ 합의
## <국민의당:ORG> 경선룰 ‘현장투표 <80%:PNT>+여론조사 <20%:PNT>’ 합의
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
_	_	_	O
경선	경선	NNG	O
룰	룰	NNG	O
_	_	_	O
‘	‘	SS	O
현장	현장	NNG	O
투표	투표	NNG	O
_	_	_	O
80	80	SN	B-PNT
