## 1
## 한편 노스페이스는 연이은 국제 광고제 수상을 기념해 6월 28일까지 노스페이스 공식 페이스북(www.facebook.com/TheNorthFaceKR)과 인스타그램(@thenorthface＿kr)을 통해 ‘#다시탐험속으로 공유 이벤트’를 진행한다.
## 한편 <노스페이스:ORG>는 연이은 국제 광고제 수상을 기념해 <6월 28일:DAT>까지 <노스페이스 공식 페이스북:POH>(<www.facebook.com/TheNorthFaceKR:POH>)과 <인스타그램:POH>(<@thenorthface＿kr:POH>)을 통해 ‘<#다시탐험속으로 공유 이벤트:POH>’를 진행한다.
한편	한편	NNG	O
_	_	_	O
노	노	NNP	B-ORG
스페이스	스페이스	NNG	I-ORG
는	는	JX	O
_	_	_	O
연이	연잇	VV	O
은	은	ETM	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
광고	광고	NNG	O
제	제	XSN	O
_	_	_	O
수상	수상	NNG	O
을	을	JKO	O
_	_	_	O
기념해	기념하+여	VV+EC	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
28	28	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
노	노	NNP	B-POH
스페이스	스페이스	NNG	I-POH
_	_	_	I-POH
공식	공식	NNG	I-POH
_	_	_	I-POH
페이스북	페이스북	NNP	I-POH
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
facebook	facebook	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
/	/	SP	I-POH
TheNorthFaceKR	TheNorthFaceKR	SL	I-POH
)	)	SS	O
과	과	JKB	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
(	(	SS	O
@	@	SW	B-POH
thenorthface	thenorthface	SL	I-POH
＿	＿	SW	I-POH
kr	kr	SL	I-POH
)	)	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
#	#	SW	B-POH
다시	다시	NNG	I-POH
탐험	탐험	NNG	I-POH
속	속	NNG	I-POH
으로	으로	JKB	I-POH
_	_	_	I-POH
공유	공유	NNG	I-POH
_	_	_	I-POH
이벤트	이벤트	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 이 낯설고 음습한 세계의 긴장된 고요, 들끓는 정적을 집요하게 추적하는 박성준은 ‘어쩌자고’ 무당 같다.
## 이 낯설고 음습한 세계의 긴장된 고요, 들끓는 정적을 집요하게 추적하는 <박성준:PER>은 ‘어쩌자고’ 무당 같다.
이	이	MM	O
_	_	_	O
낯설	낯설	VA	O
고	고	EC	O
_	_	_	O
음습한	음습하+ㄴ	VA+ETM	O
_	_	_	O
세계	세계	NNG	O
의	의	JKG	O
_	_	_	O
긴장된	긴장되+ㄴ	VV+ETM	O
_	_	_	O
고요	고요	NNG	O
,	,	SP	O
_	_	_	O
들끓	들끓	VV	O
는	는	ETM	O
_	_	_	O
정적	정적	NNG	O
을	을	JKO	O
_	_	_	O
집요하	집요하	VA	O
게	게	EC	O
_	_	_	O
추적하	추적하	VV	O
는	는	ETM	O
_	_	_	O
박성준	박성준	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
어쩌	어쩌	VV	O
자고	자고	EF	O
’	’	SS	O
_	_	_	O
무당	무당	NNG	O
_	_	_	O
같	같	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 고소영 활용 정도도 드라마 인기를 높이는 하나의 요인이 될 것으로 보인다.
## <고소영:PER> 활용 정도도 드라마 인기를 높이는 <하나:NOH>의 요인이 될 것으로 보인다.
고소영	고소영	NNP	B-PER
_	_	_	O
활용	활용	NNG	O
_	_	_	O
정도	정도	NNG	O
도	도	JX	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
높이	높이	VV	O
는	는	ETM	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
요인	요인	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 그 생존 방안을 찾는 두 명의 농부가 여기 있다.
## 그 생존 방안을 찾는 <두 명:NOH>의 농부가 여기 있다.
그	그	MM	O
_	_	_	O
생존	생존	NNG	O
_	_	_	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
농부	농부	NNG	O
가	가	JKS	O
_	_	_	O
여기	여기	NP	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 보지 않아도 목소리의 임자가 1층 여자라는 것을 알 수 있었다.
## 보지 않아도 목소리의 임자가 <1층:NOH> 여자라는 것을 알 수 있었다.
보	보	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아도	아도	EC	O
_	_	_	O
목소리	목소리	NNG	O
의	의	JKG	O
_	_	_	O
임자	임자	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
여자	여자+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 소속사 측은 이날 “서울 강남의 한 산부인과에서 아들을 낳았다.
## 소속사 측은 이날 “<서울 강남:LOC>의 <한:NOH> 산부인과에서 아들을 낳았다.
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
“	“	SS	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
강남	강남	NNP	I-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
산부인과	산부인과	NNG	O
에서	에서	JKB	O
_	_	_	O
아들	아들	NNG	O
을	을	JKO	O
_	_	_	O
낳	낳	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 영남대 로스쿨이 올해 합격률 1위를 차지한 데 대해 일부에서는 “사법시험에 1차 합격한 학생들을 데려갔기 때문에 합격률이 잘 나온 것”이라는 말이 나온다.
## <영남대 로스쿨:ORG>이 올해 합격률 <1위:NOH>를 차지한 데 대해 일부에서는 “사법시험에 <1차:NOH> 합격한 학생들을 데려갔기 때문에 합격률이 잘 나온 것”이라는 말이 나온다.
영남대	영남대	NNP	B-ORG
_	_	_	I-ORG
로스쿨	로스쿨	NNG	I-ORG
이	이	JKS	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
합격률	합격률	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
일부	일부	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
사법	사법	NNG	O
시험	시험	NNG	O
에	에	JKB	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
합격한	합격하+ㄴ	VV+ETM	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
데려갔	데려가+았	VV+EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
합격률	합격률	NNG	O
이	이	JKS	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
말	말	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 최씨는 “물을 마셔도 소변이 안 나올 만큼 더웠다”고 돌이켰다.
## <최:PER>씨는 “물을 마셔도 소변이 안 나올 만큼 더웠다”고 돌이켰다.
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
물	물	NNG	O
을	을	JKO	O
_	_	_	O
마셔도	마시+어도	VV+EC	O
_	_	_	O
소변	소변	NNG	O
이	이	JKS	O
_	_	_	O
안	안	MAG	O
_	_	_	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
더	덥	VA	O
웠	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
돌이	돌이키	VV	O
켰	었	EP	O
다	다	EF	O
