## 1
## 지난 28일 서울 중구 장충동 메가박스 동대문에서 열린 영화 ‘미쓰 와이프’ 언론시사회에는 강효진 감독과 엄정화, 송승헌이 참석했다.
## 지난 <28일:DAT> <서울:LOC> <중구:LOC> <장충동:LOC> <메가박스 동대문:LOC>에서 열린 영화 ‘<미쓰 와이프:POH>’ 언론시사회에는 <강효진:PER> 감독과 <엄정화:PER>, <송승헌:PER>이 참석했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
중	중	NNG	B-LOC
구	구	NNG	I-LOC
_	_	_	O
장충동	장충동	NNP	B-LOC
_	_	_	O
메가박스	메가박스	NNP	B-LOC
_	_	_	I-LOC
동대문	동대문	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
미쓰	미스	NNG	B-POH
_	_	_	I-POH
와이프	와이프	NNG	I-POH
’	’	SS	O
_	_	_	O
언론	언론	NNG	O
시사	시사	NNG	O
회	회	XSN	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
강효진	강효진	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
과	과	JC	O
_	_	_	O
엄정화	엄정화	NNP	B-PER
,	,	SP	O
_	_	_	O
송승헌	송승헌	NNP	B-PER
이	이	JKS	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이날 송승헌은 “엄정화라면 아내로서 몇점이겠느냐”라는 질문에 “엄정화 선배는 섹시퀸인데다 이미지도 최고이다보니 다소 어려워하는 부분이 있었다”며 “촬영을 하면서 느낀 점이 소녀 같고 배려심도 매우 많더라. 의외의 모습들을 봐 너무 좋았다”고 밝혔다.
## 이날 <송승헌:PER>은 “<엄정화:PER>라면 아내로서 몇점이겠느냐”라는 질문에 “<엄정화:PER> 선배는 섹시퀸인데다 이미지도 최고이다보니 다소 어려워하는 부분이 있었다”며 “촬영을 하면서 느낀 점이 소녀 같고 배려심도 매우 많더라. 의외의 모습들을 봐 너무 좋았다”고 밝혔다.
이날	이날	NNG	O
_	_	_	O
송승헌	송승헌	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
엄정화	엄정화+이	NNP+VCP	B-PER
라면	라면	EC	O
_	_	_	O
아내	아내	NNG	O
로서	로서	JKB	O
_	_	_	O
몇	몇	MM	O
점	점	NNB	O
이	이	VCP	O
겠	겠	EP	O
느냐	느냐	EF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
엄정화	엄정화	NNP	B-PER
_	_	_	O
선배	선배	NNG	O
는	는	JX	O
_	_	_	O
섹시	섹시	NNG	O
퀸	퀸	NNG	O
인데	이+ㄴ데	VCP+EC	O
다	다	JX	O
_	_	_	O
이미지	이미지	NNG	O
도	도	JX	O
_	_	_	O
최고	최고	NNG	O
이	이	VCP	O
다	다	EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
다소	다소	MAG	O
_	_	_	O
어려워하	어려워하	VV	O
는	는	ETM	O
_	_	_	O
부분	부분	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
촬영	촬영	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
느낀	느끼+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
소녀	소녀	NNG	O
_	_	_	O
같	같	VA	O
고	고	EC	O
_	_	_	O
배려	배려	NNG	O
심	심	XSN	O
도	도	JX	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
많	많	VA	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
의외	의외	NNG	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
봐	보+아	VV+EC	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
좋	좋	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이어 “100점 만점에 99점”이라며 “100점을 주면 거짓말인 것 같아 99점을 줬다”고 덧붙였다.
## 이어 “<100점:NOH> 만점에 <99점:NOH>”이라며 “<100점:NOH>을 주면 거짓말인 것 같아 <99점:NOH>을 줬다”고 덧붙였다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
100	100	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
만점	만점	NNG	O
에	에	JKB	O
_	_	_	O
99	99	SN	B-NOH
점	점	NNB	I-NOH
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
100	100	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
주	주	VV	O
면	면	EC	O
_	_	_	O
거짓말	거짓말	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EC	O
_	_	_	O
99	99	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 공신력 있는 제3의 전문가와 주민 대표 등이 포함된 ‘괌 검증단’을 따로 꾸릴 수도 있다”고 말했다.
## 공신력 있는 제3의 전문가와 <주민:PER> 대표 등이 포함된 ‘괌 검증단’을 따로 꾸릴 수도 있다”고 말했다.
공신력	공신력	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
제	제	XPN	O
3	3	SN	O
의	의	JKG	O
_	_	_	O
전문가	전문가	NNG	O
와	와	JC	O
_	_	_	O
주민	주민	NNG	B-PER
_	_	_	O
대표	대표	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
포함된	포함되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
괌	괌	NNP	O
_	_	_	O
검증	검증	NNG	O
단	단	XSN	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
따로	따로	MAG	O
_	_	_	O
꾸릴	꾸리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 러블리즈는 26일 오후 10시 정규2집 '알 유 레디?(R U Ready?)'를 발표했다.
## <러블리즈:ORG>는 <26일:DAT> <오후 10시:TIM> 정규<2집:NOH> '<알 유 레디?:POH>(<R U Ready?:POH>)'를 발표했다.
러	러	NNP	B-ORG
블	블	NNG	I-ORG
리즈	리즈	NNP	I-ORG
는	는	JX	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
정규	정규	NNG	O
2	2	SN	B-NOH
집	집	NNB	I-NOH
_	_	_	O
'	'	SS	O
알	알	NNP	B-POH
_	_	_	I-POH
유	유	NNG	I-POH
_	_	_	I-POH
레디	레디	NNG	I-POH
?	?	SF	I-POH
(	(	SS	O
R	R	SL	B-POH
_	_	_	I-POH
U	U	SL	I-POH
_	_	_	I-POH
Ready	Ready	SL	I-POH
?	?	SF	I-POH
)	)	SS	O
'	'	SS	O
를	를	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 전날 추 대표는 “(사드 배치가) 군사적으로 무용지물이며 중국과 러시아를 등 돌리게 하기 때문에 외교적으로 패착”이라면서도 반대 당론을 채택하지 않았다.
## 전날 <추:PER> 대표는 “(<사드:POH> 배치가) 군사적으로 무용지물이며 <중국:ORG>과 <러시아:ORG>를 등 돌리게 하기 때문에 외교적으로 패착”이라면서도 반대 당론을 채택하지 않았다.
전날	전날	NNG	O
_	_	_	O
추	추	NNG	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
(	(	SS	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
가	가	JKS	O
)	)	SS	O
_	_	_	O
군사적	군사적	NNG	O
으로	으로	JKB	O
_	_	_	O
무용지물	무용지물	NNG	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JC	O
_	_	_	O
러시아	러시아	NNP	B-ORG
를	를	JKO	O
_	_	_	O
등	등	NNG	O
_	_	_	O
돌리	돌리	VV	O
게	게	EC	O
_	_	_	O
