## 1
## 며칠 동안 음식물쓰레기 봉투를 구입하지 못해 집 안에 음식물쓰레기를 쌓아 놓고 있었던 김모 씨(47)도 집에서 멀리 떨어진 S마트까지 찾아갔지만 헛걸음을 했다.
## 며칠 동안 음식물쓰레기 봉투를 구입하지 못해 집 안에 음식물쓰레기를 쌓아 놓고 있었던 <김모:PER> 씨(<47:NOH>)도 집에서 멀리 떨어진 <S마트:LOC>까지 찾아갔지만 헛걸음을 했다.
며칠	며칠	NNG	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
음식물	음식물	NNG	O
쓰레기	쓰레기	NNG	O
_	_	_	O
봉투	봉투	NNG	O
를	를	JKO	O
_	_	_	O
구입하	구입하	VV	O
지	지	EC	O
_	_	_	O
못해	못하+여	VX+EC	O
_	_	_	O
집	집	NNG	O
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
음식물	음식물	NNG	O
쓰레기	쓰레기	NNG	O
를	를	JKO	O
_	_	_	O
쌓	쌓	VV	O
아	아	EC	O
_	_	_	O
놓	놓	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
47	47	SN	B-NOH
)	)	SS	O
도	도	JX	O
_	_	_	O
집	집	NNG	O
에서	에서	JKB	O
_	_	_	O
멀리	멀리	MAG	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
S	S	SL	B-LOC
마트	마트	NNG	I-LOC
까지	까지	JX	O
_	_	_	O
찾아갔	찾아가+았	VV+EP	O
지만	지만	EC	O
_	_	_	O
헛걸음	헛걸음	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 하지만 우리은행의 수익성과 건전성이 개선된 점에 투자자들이 좀 더 주목한 것이라는 분석이 나온다.
## 하지만 <우리은행:ORG>의 수익성과 건전성이 개선된 점에 투자자들이 좀 더 주목한 것이라는 분석이 나온다.
하지만	하지만	MAJ	O
_	_	_	O
우리은행	우리은행	NNP	B-ORG
의	의	JKG	O
_	_	_	O
수익성	수익성	NNG	O
과	과	JC	O
_	_	_	O
건전성	건전성	NNG	O
이	이	JKS	O
_	_	_	O
개선된	개선되+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
에	에	JKB	O
_	_	_	O
투자자	투자자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
주목한	주목하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
분석	분석	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 이 분야의 전문가인 ㈜진학사 청소년교육연구소 윤동수 이사, 와이즈만 입시전략연구소 유근상 책임연구원에게 학생·학부모에게 전해줄 만한 조언을 들어봤다.
## 이 분야의 전문가인 <㈜진학사 청소년교육연구소:ORG> <윤동수:PER> 이사, <와이즈만 입시전략연구소:ORG> 유근상 책임연구원에게 학생·학부모에게 전해줄 만한 조언을 들어봤다.
이	이	MM	O
_	_	_	O
분야	분야	NNG	O
의	의	JKG	O
_	_	_	O
전문가	전문가	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
㈜	㈜	SW	B-ORG
진학사	진학사	NNP	I-ORG
_	_	_	I-ORG
청소년	청소년	NNG	I-ORG
교육	교육	NNG	I-ORG
연구소	연구소	NNG	I-ORG
_	_	_	O
윤동수	윤동수	NNP	B-PER
_	_	_	O
이사	이사	NNG	O
,	,	SP	O
_	_	_	O
와이즈만	와이즈만	NNP	B-ORG
_	_	_	I-ORG
입시	입시	NNG	I-ORG
전략	전략	NNG	I-ORG
연구소	연구소	NNG	I-ORG
_	_	_	O
유근상	유근상	NNP	O
_	_	_	O
책임	책임	NNG	O
연구원	연구원	NNG	O
에게	에게	JKB	O
_	_	_	O
학생	학생	NNG	O
·	·	SP	O
학부모	학부모	NNG	O
에게	에게	JKB	O
_	_	_	O
전해	전하+여	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
조언	조언	NNG	O
을	을	JKO	O
_	_	_	O
들	듣	VV	O
어	어+보	EC+VX	O
봤	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 주목해야 할 흐름은.윤동수 이사“첫째, 이제 수시가 필수가 됐다.
## 주목해야 할 흐름은.<윤동수:PER> 이사“첫째, 이제 수시가 필수가 됐다.
주목해야	주목하+여야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
흐름	흐름	NNG	O
은	은	JX	O
.	.	SF	O
윤동수	윤동수	NNP	B-PER
_	_	_	O
이사	이사	NNG	O
“	“	SS	O
첫째	첫째	NR	O
,	,	SP	O
_	_	_	O
이제	이제	MAG	O
_	_	_	O
수	수	NNG	O
시가	시가	NNG	O
_	_	_	O
필수	필수	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 군인 출신 홍의선 씨와 결혼해 64년 남편과 함께 답십리영화촬영소(대한연합영화주식회사)를 설립했으며 ‘부부전쟁’(1964)을 시작으로 여성으로서는 처음으로 영화제작에 뛰어들었다.
## 군인 출신 <홍의선:PER> 씨와 결혼해 <64년:DAT> 남편과 함께 <답십리영화촬영소:ORG>(<대한연합영화주식회사:ORG>)를 설립했으며 ‘<부부전쟁:POH>’(<1964:DAT>)을 시작으로 여성으로서는 처음으로 영화제작에 뛰어들었다.
군인	군인	NNG	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
홍의선	홍의선	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JKB	O
_	_	_	O
결혼해	결혼하+여	VV+EC	O
_	_	_	O
64	64	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
남편	남편	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
답십리	답십리	NNP	B-ORG
영화	영화	NNG	I-ORG
촬영소	촬영소	NNG	I-ORG
(	(	SS	O
대한	대한	NNP	B-ORG
연합	연합	NNG	I-ORG
영화	영화	NNG	I-ORG
주식회사	주식회사	NNG	I-ORG
)	)	SS	O
를	를	JKO	O
_	_	_	O
설립	설립하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
‘	‘	SS	O
부부	부부	NNG	B-POH
전쟁	전쟁	NNG	I-POH
’	’	SS	O
(	(	SS	O
1964	1964	SN	B-DAT
)	)	SS	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
여성	여성	NNG	O
으로서	으로서	JKB	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
영화	영화	NNG	O
제작	제작	NNG	O
에	에	JKB	O
_	_	_	O
뛰어들	뛰어들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 현대백화점 측은 “내년 2월까지 방문객 600만 명을 끌어 모아 1년 매출액 4000억 원을 달성하는 것이 목표”라고 밝혔다.
## <현대백화점:ORG> 측은 “내년 <2월:DAT>까지 방문객 <600만 명:NOH>을 끌어 모아 <1년:NOH> 매출액 <4000억 원:MNY>을 달성하는 것이 목표”라고 밝혔다.
현대백화점	현대백화점	NNP	B-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
내년	내년	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
방문객	방문객	NNG	O
_	_	_	O
600	600	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
어	어	EC	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
매출액	매출액	NNG	O
_	_	_	O
4000	4000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
달성하	달성하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
목표	목표	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 결과적으로 인문계열은 등급 합 4를, 자연계열은 등급 합 5를 맞추면 상위권 대학까지 지원할 수 있다는 것입니다.
## 결과적으로 인문계열은 등급 합 <4:NOH>를, 자연계열은 등급 합 <5:NOH>를 맞추면 상위권 대학까지 지원할 수 있다는 것입니다.
결과적	결과적	NNG	O
으로	으로	JKB	O
_	_	_	O
인문	인문	NNG	O
계열	계열	NNG	O
은	은	JX	O
_	_	_	O
등급	등급	NNG	O
_	_	_	O
합	합	NNG	O
_	_	_	O
4	4	SN	B-NOH
를	를	JKO	O
,	,	SP	O
_	_	_	O
자연	자연	NNG	O
계열	계열	NNG	O
은	은	JX	O
_	_	_	O
등급	등급	NNG	O
_	_	_	O
합	합	NNG	O
_	_	_	O
5	5	SN	B-NOH
를	를	JKO	O
_	_	_	O
맞추	맞추	VV	O
면	면	EC	O
_	_	_	O
상위권	상위권	NNG	O
_	_	_	O
대학	대학	NNG	O
까지	까지	JX	O
_	_	_	O
지원할	지원하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 8
## 돌 전후 심하다가 2~3세에 사라질 수 있으며, 20세가 넘어서까지 지속되더라도 대부분 경한 증상을 나타내고 유병율도 낮다.
## 돌 전후 심하다가 <2:NOH>~<3세:NOH>에 사라질 수 있으며, <20세:NOH>가 넘어서까지 지속되더라도 대부분 경한 증상을 나타내고 유병율도 낮다.
돌	돌	NNG	O
_	_	_	O
전후	전후	NNG	O
_	_	_	O
심하	심하	VA	O
다가	다가	EC	O
_	_	_	O
2	2	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
세	세	NNB	I-NOH
에	에	JKB	O
_	_	_	O
사라질	사라지+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
20	20	SN	B-NOH
세	세	NNB	I-NOH
가	가	JKS	O
_	_	_	O
넘	넘	VV	O
어서	어서	EC	O
까지	까지	JX	O
_	_	_	O
지속되	지속되	VV	O
더라도	더라도	EC	O
_	_	_	O
대부분	대부분	NNG	O
_	_	_	O
경한	경하+ㄴ	VA+ETM	O
_	_	_	O
증상	증상	NNG	O
을	을	JKO	O
_	_	_	O
나타내	나타내	VV	O
고	고	EC	O
_	_	_	O
유병율	유병율	NNP	O
도	도	JX	O
_	_	_	O
낮	낮	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 크라이슬러 200과 피아트 500X은 전방 추돌 경고-플러스 시스템(FCW-Plus)과 전방 추돌 경고 시스템(FCW)으로 불리는 AEB로 각각 최우수(Superior)와 우수(Advanced) 등급을 받으며 탑 세이프티 픽 플러스 조건을 만족시켰다.
## <크라이슬러 200:POH>과 <피아트 500X:POH>은 전방 추돌 경고-플러스 시스템(FCW-Plus)과 전방 추돌 경고 시스템(FCW)으로 불리는 AEB로 각각 최우수(Superior)와 우수(Advanced) 등급을 받으며 탑 세이프티 픽 플러스 조건을 만족시켰다.
크라이슬러	크라이슬러	NNP	B-POH
_	_	_	I-POH
200	200	SN	I-POH
과	과	JC	O
_	_	_	O
피아트	피아트	NNP	B-POH
_	_	_	I-POH
500	500	SN	I-POH
X	X	SL	I-POH
은	은	JX	O
_	_	_	O
전방	전방	NNG	O
_	_	_	O
추돌	추돌	NNG	O
_	_	_	O
경고	경고	NNG	O
-	-	SO	O
플러스	플러스	NNG	O
_	_	_	O
시스템	시스템	NNG	O
(	(	SS	O
FCW	FCW	SL	O
-	-	SO	O
Plus	Plus	SL	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
전방	전방	NNG	O
_	_	_	O
추돌	추돌	NNG	O
_	_	_	O
경고	경고	NNG	O
_	_	_	O
시스템	시스템	NNG	O
(	(	SS	O
FCW	FCW	SL	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
AEB	AEB	SL	O
로	로	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
최우수	최우수	NNG	O
(	(	SS	O
Superior	Superior	SL	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
우수	우수	NNG	O
(	(	SS	O
Advanced	Advanced	SL	O
)	)	SS	O
_	_	_	O
등급	등급	NNG	O
을	을	JKO	O
_	_	_	O
