## 1
## 윤주영 미래에셋자산운용 ETF본부장은 “저성장 시대엔 전통적 투자 상품보다 ETF 같은 파생상품 수요가 늘게 된다”며 “투자업계도 이런 상품에 눈을 돌릴 수밖에 없다”고 말했다.
## <윤주영:PER> <미래에셋자산운용:ORG> ETF본부장은 “저성장 시대엔 전통적 투자 상품보다 ETF 같은 파생상품 수요가 늘게 된다”며 “투자업계도 이런 상품에 눈을 돌릴 수밖에 없다”고 말했다.
윤주영	윤주영	NNP	B-PER
_	_	_	O
미래에셋자산운용	미래에셋자산운용	NNP	B-ORG
_	_	_	O
ETF	ETF	SL	O
본부	본부	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
저성장	저성장	NNG	O
_	_	_	O
시대	시대	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
전통적	전통적	NNG	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
상품	상품	NNG	O
보다	보다	JKB	O
_	_	_	O
ETF	ETF	SL	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
파생	파생	NNG	O
상품	상품	NNG	O
_	_	_	O
수요	수요	NNG	O
가	가	JKS	O
_	_	_	O
늘	늘	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
투자	투자	NNG	O
업계	업계	NNG	O
도	도	JX	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
상품	상품	NNG	O
에	에	JKB	O
_	_	_	O
눈	눈	NNG	O
을	을	JKO	O
_	_	_	O
돌릴	돌리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 유이, 유노윤호 퇴소식서 포착…소속사 열애설 반박 "절친이라 응원차 참석"
## <유이:PER>, <유노윤호:PER> 퇴소식서 포착…소속사 열애설 반박 "절친이라 응원차 참석"
유이	유이	NNG	B-PER
,	,	SP	O
_	_	_	O
유	유	NNG	B-PER
노윤호	노윤호	NNP	I-PER
_	_	_	O
퇴소	퇴소	NNG	O
식	식	NNB	O
서	서	JKB	O
_	_	_	O
포착	포착	NNG	O
…	…	SE	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
_	_	_	O
반박	반박	NNG	O
_	_	_	O
"	"	SS	O
절친	절친	NNG	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
응원	응원	NNG	O
차	차	XSN	O
_	_	_	O
참석	참석	NNG	O
"	"	SS	O

## 3
## 양봉 체험장은 박근호(56) 대전양봉협회장과 대전시가 공동 운영한다.
## 양봉 체험장은 <박근호:PER>(<56:NOH>) 대전양봉협회장과 <대전시:ORG>가 공동 운영한다.
양봉	양봉	NNG	O
_	_	_	O
체험	체험	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
박근호	박근호	NNP	B-PER
(	(	SS	O
56	56	SN	B-NOH
)	)	SS	O
_	_	_	O
대	대	NNG	O
전양봉	전양봉	NNP	O
협회	협회	NNG	O
장	장	XSN	O
과	과	JC	O
_	_	_	O
대전시	대전시	NNP	B-ORG
가	가	JKS	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
운영한다	운영하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 블로그에는 제2의 인생 행동 계획을 비롯해 50대가 쓰는 ‘노노(老老) 간병’ 연재물, 60대 이후를 다룬 도서 등 다양한 정보가 매일 올라온다.
## 블로그에는 <제2:NOH>의 인생 행동 계획을 비롯해 <50대:NOH>가 쓰는 ‘노노(老老) 간병’ 연재물, <60대:NOH> 이후를 다룬 도서 등 다양한 정보가 매일 올라온다.
블로그	블로그	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
의	의	JKG	O
_	_	_	O
인생	인생	NNG	O
_	_	_	O
행동	행동	NNG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
50	50	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKS	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
노노	노노	NNG	O
(	(	SS	O
老老	老老	SH	O
)	)	SS	O
_	_	_	O
간병	간병	NNG	O
’	’	SS	O
_	_	_	O
연재물	연재물	NNG	O
,	,	SP	O
_	_	_	O
60	60	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
이후	이후	NNG	O
를	를	JKO	O
_	_	_	O
다룬	다루+ㄴ	VV+ETM	O
_	_	_	O
도서	도서	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
정보	정보	NNG	O
가	가	JKS	O
_	_	_	O
매일	매일	MAG	O
_	_	_	O
올라온다	올라오+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 인천 을왕리 소재의 한 음식점이나 서울 소재의 한 놀이공원·극장·주점 등에서 유리와 오승환이 만나는 모습이 잡히기도 했다고 보도했다.
## <인천:LOC> <을왕리:LOC> 소재의 한 음식점이나 <서울:LOC> 소재의 한 놀이공원·극장·주점 등에서 유리와 <오승환:PER>이 만나는 모습이 잡히기도 했다고 보도했다.
인천	인천	NNP	B-LOC
_	_	_	O
을왕리	을왕리	NNP	B-LOC
_	_	_	O
소재	소재	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
음식점	음식점	NNG	O
이나	이나	JC	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
소재	소재	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
놀이	놀이	NNG	O
공원	공원	NNG	O
·	·	SP	O
극장	극장	NNG	O
·	·	SP	O
주점	주점	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
유리	유리	NNG	O
와	와	JC	O
_	_	_	O
오승환	오승환	NNP	B-PER
이	이	JKS	O
_	_	_	O
만나	만나	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
잡히	잡히	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다고	다고	EC	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이 수첩에는 박 대통령이 최 씨의 조카 장시호 씨(37)가 설립을 주도했던 한국동계스포츠영재센터에 재정 지원을 해줄 것을 안 전 수석에게 지시하는 내용도 있는 것으로 전해졌다.
## 이 수첩에는 <박:PER> 대통령이 <최:PER> 씨의 조카 <장시호:PER> 씨(<37:NOH>)가 설립을 주도했던 <한국동계스포츠영재센터:ORG>에 재정 지원을 해줄 것을 안 <전:PER> 수석에게 지시하는 내용도 있는 것으로 전해졌다.
이	이	MM	O
_	_	_	O
수첩	수첩	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNG	O
의	의	JKG	O
_	_	_	O
조카	조카	NNG	O
_	_	_	O
장시호	장시호	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
37	37	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
설립	설립	NNG	O
을	을	JKO	O
_	_	_	O
주도	주도하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
동계	동계	NNG	I-ORG
스포츠	스포츠	NNG	I-ORG
영재	영재	NNG	I-ORG
센터	센터	NNG	I-ORG
에	에	JKB	O
_	_	_	O
재정	재정	NNG	O
_	_	_	O
지원	지원	NNG	O
을	을	JKO	O
_	_	_	O
해	하+여	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
안	알+ㄴ	VV+ETM	O
_	_	_	O
전	전	MM	B-PER
_	_	_	O
수석	수석	NNG	O
에게	에게	JKB	O
_	_	_	O
지시하	지시하	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 마모루 감독의 영화로 지난 2007년 개봉했다.
## <마모루:PER> 감독의 영화로 지난 <2007년:DAT> 개봉했다.
마모루	마모루	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
영화	영화	NNG	O
로	로	JKB	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
개봉	개봉하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 세입자도 한 가구만 상대하면 된다.
## 세입자도 <한:NOH> 가구만 상대하면 된다.
세입자	세입자	NNG	O
도	도	JX	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
가구	가구	NNG	O
만	만	JX	O
_	_	_	O
상대하	상대하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 캔자스시티는 2일(한국시간) 미국 뉴욕 주 플러싱의 시티 필드에서 열린 뉴욕 메츠와의 2015 메이저리그 월드시리즈 5차전에서 12회 연장 끝에 7-2로 승리했다.
