## 1
## 40kg 대였다.
## <40kg:NOH> 대였다.
40	40	SN	B-NOH
kg	kg	SL	I-NOH
_	_	_	O
대	대+이	NNB+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 김 교무부장은 “청소년판 유엔(UN)이라 불러도 손색이 없을 정도로 토론의 수준이 높다”고 강조했다.
## <김:PER> 교무부장은 “청소년판 <유엔:ORG>(<UN:ORG>)이라 불러도 손색이 없을 정도로 토론의 수준이 높다”고 강조했다.
김	김	NNP	B-PER
_	_	_	O
교무	교무	NNG	O
부장	부장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
청소년	청소년	NNG	O
판	판	XSN	O
_	_	_	O
유엔	유엔	NNP	B-ORG
(	(	SS	O
UN	UN	SL	B-ORG
)	)	SS	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
불	부르	VV	O
러도	어도	EC	O
_	_	_	O
손색	손색	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
토론	토론	NNG	O
의	의	JKG	O
_	_	_	O
수준	수준	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 김성태 한국개발연구원(KDI) 거시경제연구부 연구위원은 “기초생활보장제도가 근로 유인을 저해하는 원인으로 작용한 측면이 있다”며 기초생활보장제도의 수급 기간을 제한하고 근로장려금 지급 대상 및 지급액을 늘리는 식의 제도 개선이 필요하다고 봤다.
## <김성태:PER> <한국개발연구원:ORG>(<KDI:ORG>) <거시경제연구부:ORG> 연구위원은 “기초생활보장제도가 근로 유인을 저해하는 원인으로 작용한 측면이 있다”며 기초생활보장제도의 수급 기간을 제한하고 근로장려금 지급 대상 및 지급액을 늘리는 식의 제도 개선이 필요하다고 봤다.
김성태	김성태	NNP	B-PER
_	_	_	O
한국개발연구원	한국개발연구원	NNP	B-ORG
