## 1
## “삼풍백화점 붕괴된 날…” 전설적 ‘가위손’이 목회자 된 이유?
## “<삼풍백화점 붕괴:POH>된 날…” 전설적 ‘가위손’이 목회자 된 이유?
“	“	SS	O
삼풍백화점	삼풍백화점	NNP	B-POH
_	_	_	I-POH
붕괴된	붕괴되+ㄴ	VV+ETM	O
_	_	_	O
날	날	NNG	O
…	…	SE	O
”	”	SS	O
_	_	_	O
전설적	전설적	NNG	O
_	_	_	O
‘	‘	SS	O
가위손	가위손	NNP	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
목회	목회	NNG	O
자	자	XSN	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
이유	이유	NNG	O
?	?	SF	O

## 2
## 소속팀에서 최전방 공격수로 뛰는 3명(이정협·이종호·김승대)을 동시에 내세웠다.
## 소속팀에서 최전방 공격수로 뛰는 <3명:NOH>(<이정협:PER>·<이종호:PER>·<김승대:PER>)을 동시에 내세웠다.
소속	소속	NNG	O
팀	팀	NNG	O
에서	에서	JKB	O
_	_	_	O
최전방	최전방	NNG	O
_	_	_	O
공격수	공격수	NNG	O
로	로	JKB	O
_	_	_	O
뛰	뛰	VV	O
는	는	ETM	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
이정협	이정협	NNP	B-PER
·	·	SP	O
이종호	이종호	NNP	B-PER
·	·	SP	O
김승대	김승대	NNP	B-PER
)	)	SS	O
을	을	JKO	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
내세	내세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 위에 언급한 6개의 제2외국어 중에서 하나를 중학에서부터 자유로 선택할 수 있는 교육환경을 만들어주는 것이 지금 가속적으로 진전되고 있는 국제화, 세계화에 지혜롭게 대응하는 교육입안자들의 의무이다.
## 위에 언급한 <6개:NOH>의 <제2:NOH>외국어 중에서 <하나:NOH>를 중학에서부터 자유로 선택할 수 있는 교육환경을 만들어주는 것이 지금 가속적으로 진전되고 있는 국제화, 세계화에 지혜롭게 대응하는 교육입안자들의 의무이다.
위	위	NNG	O
에	에	JKB	O
_	_	_	O
언급한	언급하+ㄴ	VV+ETM	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
외국어	외국어	NNG	O
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
_	_	_	O
하나	하나	NR	B-NOH
를	를	JKO	O
_	_	_	O
중학	중학	NNG	O
에서	에서	JKB	O
부터	부터	JX	O
_	_	_	O
자유	자유	NNG	O
로	로	JKB	O
_	_	_	O
선택할	선택하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
교육	교육	NNG	O
환경	환경	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
가속	가속	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
진전되	진전되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
국제	국제	NNG	O
화	화	XSN	O
,	,	SP	O
_	_	_	O
세계화	세계화	NNG	O
에	에	JKB	O
_	_	_	O
지혜롭	지혜롭	VA	O
게	게	EC	O
_	_	_	O
대응하	대응하	VV	O
는	는	ETM	O
_	_	_	O
교육	교육	NNG	O
입안자	입안자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
의무	의무	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 소비자물가는 이듬해부터 10% 언저리로 뚝 떨어졌다.
## 소비자물가는 이듬해부터 <10%:PNT> 언저리로 뚝 떨어졌다.
소비자	소비자	NNG	O
물가	물가	NNG	O
는	는	JX	O
_	_	_	O
이듬해	이듬해	NNG	O
부터	부터	JX	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
언저리	언저리	NNG	O
로	로	JKB	O
_	_	_	O
뚝	뚝	MAG	O
_	_	_	O
떨어	떨어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 69년 취임한 김학렬 경제부총리는 명석한 두뇌로 실무를 꿰뚫었다.
## <69년:DAT> 취임한 <김학렬:PER> 경제부총리는 명석한 두뇌로 실무를 꿰뚫었다.
69	69	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
취임한	취임하+ㄴ	VV+ETM	O
_	_	_	O
김학렬	김학렬	NNP	B-PER
_	_	_	O
경제	경제	NNG	O
부총리	부총리	NNG	O
는	는	JX	O
_	_	_	O
명석한	명석하+ㄴ	VA+ETM	O
_	_	_	O
두뇌	두뇌	NNG	O
로	로	JKB	O
_	_	_	O
실무	실무	NNG	O
를	를	JKO	O
_	_	_	O
꿰뚫	꿰뚫	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이번 사태로 중국 관광객에 취해 있던 우리의 부끄러운 민낯이 드러났습니다.
## 이번 사태로 <중국:ORG> 관광객에 취해 있던 우리의 부끄러운 민낯이 드러났습니다.
이번	이번	NNG	O
_	_	_	O
사태	사태	NNG	O
로	로	JKB	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
관광객	관광객	NNG	O
에	에	JKB	O
_	_	_	O
취해	취하+여	VV+EC	O
_	_	_	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
우리	우리	NP	O
의	의	JKG	O
_	_	_	O
부끄러	부끄럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
민낯	민낯	NNG	O
이	이	JKS	O
_	_	_	O
드러났	드러나+았	VV+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 7
## ‘KB골든라이프 110LTC 건강보험’은 110세까지 노인 장기요양보험에서 지급하는 급여와 별개로 간병비를 보장해주는 상품이다.
## ‘<KB골든라이프 110LTC 건강보험:POH>’은 <110세:NOH>까지 노인 장기요양보험에서 지급하는 급여와 별개로 간병비를 보장<해주:LOC>는 상품이다.
‘	‘	SS	O
KB	KB	SL	B-POH
골든	골든	NNG	I-POH
라이프	라이프	NNG	I-POH
_	_	_	I-POH
110	110	SN	I-POH
LTC	LTC	SL	I-POH
_	_	_	I-POH
건강	건강	NNG	I-POH
보험	보험	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
110	110	SN	B-NOH
세	세	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
노인	노인	NNG	O
_	_	_	O
장기	장기	NNG	O
요양	요양	NNG	O
보험	보험	NNG	O
에서	에서	JKB	O
_	_	_	O
지급하	지급하	VV	O
