## 1
## 4~7월까지 보건소 금연 성공 확인증을 배달판매원인 모닝스텝에 제출하면 된다.
## <4~7월:DUR>까지 보건소 금연 성공 확인증을 배달판매원인 <모닝스텝:ORG>에 제출하면 된다.
4	4	SN	B-DUR
~	~	SO	I-DUR
7	7	SN	I-DUR
월	월	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
보건소	보건소	NNG	O
_	_	_	O
금연	금연	NNG	O
_	_	_	O
성공	성공	NNG	O
_	_	_	O
확인	확인	NNG	O
증	증	XSN	O
을	을	JKO	O
_	_	_	O
배달	배달	NNG	O
판매	판매	NNG	O
원인	원인	NNG	O
_	_	_	O
모닝	모닝	NNG	B-ORG
스텝	스텝	NNG	I-ORG
에	에	JKB	O
_	_	_	O
제출하	제출하	VV	O
면	면	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## LPGA투어는 7일 홈페이지를 통해 ‘올해 주목할 만한 기록으로 최운정의 최다
## <LPGA투어:POH>는 <7일:DAT> 홈페이지를 통해 ‘올해 주목할 만한 기록으로 <최운정:PER>의 최다
LPGA	LPGA	SL	B-POH
투어	투어	NNG	I-POH
는	는	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
홈페이지	홈페이지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
올해	올해	NNG	O
_	_	_	O
주목할	주목하+ㄹ	VV+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
기록	기록	NNG	O
으로	으로	JKB	O
_	_	_	O
최운정	최운정	NNP	B-PER
의	의	JKG	O
_	_	_	O
최다	최다	NNG	O

## 3
## [김무성-유승민, 21일 與 탈당 선언]한때 일부만 게릴라식 탈당 고려
## [<김무성:PER>-<유승민:PER>, <21일:DAT> 與 탈당 선언]한때 일부만 게릴라식 탈당 고려
[	[	SS	O
김무성	김무성	NNP	B-PER
-	-	SO	O
유승민	유승민	NNP	B-PER
,	,	SP	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
與	與	SH	O
_	_	_	O
탈당	탈당	NNG	O
_	_	_	O
선언	선언	NNG	O
]	]	SS	O
한때	한때	NNG	O
_	_	_	O
일부	일부	NNG	O
만	만	JX	O
_	_	_	O
게릴라	게릴라	NNG	O
식	식	XSN	O
_	_	_	O
탈당	탈당	NNG	O
_	_	_	O
고려	고려	NNP	O

## 4
## 지난해 매출액 482억 원에 영업이익 88억 원을 올렸다.
## 지난해 매출액 <482억 원:MNY>에 영업이익 <88억 원:MNY>을 올렸다.
지난해	지난해	NNG	O
_	_	_	O
매출액	매출액	NNG	O
_	_	_	O
482	482	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
영업	영업	NNG	O
이익	이익	NNG	O
_	_	_	O
88	88	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 배수빈, ‘후아유 학교’ 카메오 출연… ‘비밀’ 감독과 인연
## <배수빈:PER>, ‘<후아유 학교:POH>’ 카메오 출연… ‘<비밀:POH>’ 감독과 인연
배수	배수	NNG	B-PER
빈	빈	NNP	I-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
후아유	후아유	NNG	B-POH
_	_	_	I-POH
학교	학교	NNG	I-POH
’	’	SS	O
_	_	_	O
카메오	카메오	NNG	O
_	_	_	O
출연	출연	NNG	O
…	…	SE	O
_	_	_	O
‘	‘	SS	O
비밀	비밀	NNG	B-POH
’	’	SS	O
_	_	_	O
감독	감독	NNG	O
과	과	JC	O
_	_	_	O
인연	인연	NNG	O

## 6
## '72초TV' 장희령 소식을 접한 네티즌들은 "‘72초TV’ 장희령, 미소가 예쁘다"
## '<72초TV:POH>' <장희령:PER> 소식을 접한 네티즌들은 "‘<72초TV:POH>’ <장희령:PER>, <미소:PER>가 예쁘다"
'	'	SS	O
72	72	SN	B-POH
초	초	NNB	I-POH
TV	TV	SL	I-POH
'	'	SS	O
_	_	_	O
장희령	장희령	NNP	B-PER
_	_	_	O
소식	소식	NNG	O
을	을	JKO	O
_	_	_	O
접한	접하+ㄴ	VV+ETM	O
_	_	_	O
네티즌	네티즌	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
"	"	SS	O
‘	‘	SS	O
72	72	SN	B-POH
초	초	NNB	I-POH
TV	TV	SL	I-POH
’	’	SS	O
_	_	_	O
장희령	장희령	NNP	B-PER
,	,	SP	O
_	_	_	O
미소	미소	NNG	B-PER
가	가	JKS	O
_	_	_	O
예쁘	예쁘	VA	O
다	다	EF	O
"	"	SS	O

## 7
## 이 소프트웨어를 스마트폰이나 VR기기 같은 하드웨어에 얹거나, 유튜브·페이스북 같은 360도 동영상 플랫폼에 얹으면 VR 콘텐트를 더 실감나게 느낄 수 있다는 것이다.
## 이 소프트웨어를 스마트폰이나 VR기기 같은 하드웨어에 얹거나, <유튜브:POH>·<페이스북:POH> 같은 <360도:NOH> 동영상 플랫폼에 얹으면 VR 콘텐트를 더 실감나게 느낄 수 있다는 것이다.
이	이	MM	O
_	_	_	O
소프트웨어	소프트웨어	NNG	O
를	를	JKO	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
이나	이나	JC	O
_	_	_	O
VR	VR	SL	O
기기	기기	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
하드웨어	하드웨어	NNG	O
에	에	JKB	O
_	_	_	O
얹	얹	VV	O
거나	거나	EC	O
,	,	SP	O
_	_	_	O
유튜브	유튜브	NNP	B-POH
·	·	SP	O
페이스북	페이스북	NNP	B-POH
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
360	360	SN	B-NOH
도	도	NNB	I-NOH
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
플랫폼	플랫폼	NNG	O
에	에	JKB	O
_	_	_	O
얹	얹	VV	O
으면	으면	EC	O
_	_	_	O
VR	VR	SL	O
_	_	_	O
콘텐트	콘텐트	NNG	O
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
실감	실감	NNG	O
나	나	VV	O
게	게	EC	O
_	_	_	O
느낄	느끼+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 가우디오디오랩의 이 기술은 2014년 스페인 바르셀로나에서 열린 국제표준화 회의에서 미국 퀄컴·독일 프라운호퍼·중국 화웨이 등 쟁쟁한 글로벌 기업들을 제치고 ‘엠펙(MPEG)-H 3D 오디오’라는 차세대 오디오 국제표준으로 채택됐다.
## <가우디오디오랩:ORG>의 이 기술은 <2014년:DAT> <스페인 바르셀로나:LOC>에서 열린 국제표준화 회의에서 <미국 퀄컴:ORG>·<독일 프라운호퍼:ORG>·<중국 화웨이:ORG> 등 쟁쟁한 글로벌 기업들을 제치고 ‘<엠펙(MPEG)-H 3D 오디오:POH>’라는 차세대 오디오 국제표준으로 채택됐다.
가우디	가우디	NNP	B-ORG
오디오	오디오	NNG	I-ORG
랩	랩	NNG	I-ORG
의	의	JKG	O
_	_	_	O
이	이	MM	O
_	_	_	O
기술	기술	NNG	O
은	은	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
스페인	스페인	NNP	B-LOC
_	_	_	I-LOC
바르셀로나	바르셀로나	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
국제	국제	NNG	O
표준화	표준화	NNG	O
_	_	_	O
회의	회의	NNG	O
에서	에서	JKB	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
퀄컴	퀄컴	NNP	I-ORG
·	·	SP	O
독일	독일	NNP	B-ORG
_	_	_	I-ORG
프라운호퍼	프라운호퍼	NNP	I-ORG
·	·	SP	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
화웨이	화웨이	NNP	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
쟁쟁한	쟁쟁하+ㄴ	VA+ETM	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
제치	제치	VV	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
엠펙	엠펙	NNG	B-POH
(	(	SS	I-POH
MPEG	MPEG	SL	I-POH
)	)	SS	I-POH
-	-	SO	I-POH
H	H	SL	I-POH
_	_	_	I-POH
3	3	SN	I-POH
D	D	SL	I-POH
_	_	_	I-POH
오디오	오디오	NNG	I-POH
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
차세대	차세대	NNG	O
_	_	_	O
오디오	오디오	NNG	O
_	_	_	O
국제	국제	NNG	O
표준	표준	NNG	O
으로	으로	JKB	O
_	_	_	O
채택	채택되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 물론 장여인 사건이 실명제의 허점을 드러냈다는 견해도 있지만, 그보다는 실명제 덕분에 검은돈을 세탁하려던 그녀의 행동에 제약을 받았음도 드러나고 있다.
## 물론 <장여인:PER> 사건이 실명제의 허점을 드러냈다는 견해도 있지만, 그보다는 실명제 덕분에 검은돈을 세탁하려던 그녀의 행동에 제약을 받았음도 드러나고 있다.
물론	물론	MAG	O
_	_	_	O
장	장	NNP	B-PER
여인	여인	NNG	I-PER
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
실명제	실명제	NNG	O
의	의	JKG	O
_	_	_	O
허점	허점	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다는	다는	ETM	O
_	_	_	O
견해	견해	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
그	그	NP	O
보다	보다	JKB	O
는	는	JX	O
_	_	_	O
실명제	실명제	NNG	O
_	_	_	O
덕분	덕분	NNG	O
에	에	JKB	O
_	_	_	O
검은돈	검은돈	NNG	O
을	을	JKO	O
_	_	_	O
세탁하	세탁하	VV	O
려던	려던	ETM	O
_	_	_	O
그녀	그녀	NP	O
의	의	JKG	O
_	_	_	O
행동	행동	NNG	O
에	에	JKB	O
_	_	_	O
제약	제약	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
음	음	ETN	O
도	도	JX	O
_	_	_	O
드러나	드러나	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 그는 "지난 19일 도쿄신문과의 인터뷰에서도 같은 취지의 발언으로 국민적 공분을 사더니 불과 일주일도 지나지 않아 다시금 한일 위안부 합의를 지켜야 한다고 주장한다"고 했다.
## 그는 "지난 <19일:DAT> <도쿄신문:ORG>과의 인터뷰에서도 같은 취지의 발언으로 국민적 공분을 사더니 불과 <일주일:DUR>도 지나지 않아 다시금 <한일 위안부 합의:POH>를 지켜야 한다고 주장한다"고 했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
"	"	SS	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
도쿄신문	도쿄신문	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
취지	취지	NNG	O
의	의	JKG	O
_	_	_	O
발언	발언	NNG	O
으로	으로	JKB	O
_	_	_	O
국민적	국민적	NNG	O
_	_	_	O
공분	공분	NNG	O
을	을	JKO	O
_	_	_	O
사	사	VV	O
더니	더니	EC	O
_	_	_	O
불과	불과	MAG	O
_	_	_	O
일주일	일주일	NNG	B-DUR
도	도	JX	O
_	_	_	O
지나	지나	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
다시금	다시금	MAG	O
_	_	_	O
한일	한일	NNP	B-POH
_	_	_	I-POH
위안부	위안부	NNG	I-POH
_	_	_	I-POH
합의	합의	NNG	I-POH
를	를	JKO	O
_	_	_	O
지켜야	지키+어야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
주장한다	주장하+ㄴ다	VV+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 어린 시절, 김진수의 가정 형편은 넉넉지 않았다.
## 어린 시절, <김진수:PER>의 가정 형편은 넉넉지 않았다.
어린	어리+ㄴ	VA+ETM	O
_	_	_	O
시절	시절	NNG	O
,	,	SP	O
_	_	_	O
김진수	김진수	NNP	B-PER
의	의	JKG	O
_	_	_	O
가정	가정	NNG	O
_	_	_	O
형편	형편	NNG	O
은	은	JX	O
_	_	_	O
넉넉	넉넉하	VA	O
지	지	EC	O
