## 1
## ‘오렌지 마말레이드’ 설현, 여진구에 목키스…“이 냄새 맛있어, 먹고 싶다”
## ‘<오렌지 마말레이드:POH>’ <설현:PER>, <여진구:PER>에 목키스…“이 냄새 맛있어, 먹고 싶다”
‘	‘	SS	O
오렌지	오렌지	NNG	B-POH
_	_	_	I-POH
마	마	NNG	I-POH
말	말	NNB	I-POH
레이드	레이드	NNP	I-POH
’	’	SS	O
_	_	_	O
설현	설현	NNP	B-PER
,	,	SP	O
_	_	_	O
여진구	여진구	NNP	B-PER
에	에	JKB	O
_	_	_	O
목	목	NNG	O
키스	키스	NNG	O
…	…	SE	O
“	“	SS	O
이	이	MM	O
_	_	_	O
냄새	냄새	NNG	O
_	_	_	O
맛있	맛있	VA	O
어	어	EC	O
,	,	SP	O
_	_	_	O
먹	먹	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
”	”	SS	O

## 2
## 15∼29세 6.32점이었던 것이 50대 이상은 5.33점으로 1점 가까이 하락했다.
## <15:NOH>∼<29세:NOH> <6.32점:NOH>이었던 것이 <50대:NOH> 이상은 <5.33점:NOH>으로 <1점:NOH> 가까이 하락했다.
15	15	SN	B-NOH
∼	∼	SO	O
29	29	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
6.32	6.32	SN	B-NOH
점	점	NNG	I-NOH
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
50	50	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
은	은	JX	O
_	_	_	O
5.33	5.33	SN	B-NOH
점	점	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
1	1	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
하락	하락하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 사진은 BTR-82A 탱크 병들의 퍼레이드 연습인데 붉은 색 깃발은 소련군 승리의 상징이다.
## 사진은 <BTR-82A 탱크:POH> 병들의 퍼레이드 연습인데 붉은 색 깃발은 <소련군:ORG> 승리의 상징이다.
사진	사진	NNG	O
은	은	JX	O
_	_	_	O
BTR	BTR	SL	B-POH
-	-	SO	I-POH
82	82	SN	I-POH
A	A	SL	I-POH
_	_	_	I-POH
탱크	탱크	NNG	I-POH
_	_	_	O
병	병	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
퍼레이드	퍼레이드	NNG	O
_	_	_	O
연습	연습	NNG	O
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
붉	붉	VA	O
은	은	ETM	O
_	_	_	O
색	색	NNG	O
_	_	_	O
깃발	깃발	NNG	O
은	은	JX	O
_	_	_	O
소련	소련	NNP	B-ORG
군	군	NNG	I-ORG
_	_	_	O
승리	승리	NNG	O
의	의	JKG	O
_	_	_	O
상징	상징	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 경기 군포에 있는 계측기 전문기업인 에디테크는 한전을 비롯한 공기업과 대기업에 전문화된 정밀계측기를 공급하며 독보적 기술력을 인정받고 있다.
## <경기:LOC> <군포:LOC>에 있는 계측기 전문기업인 <에디테크:ORG>는 <한전:ORG>을 비롯한 공기업과 대기업에 전문화된 정밀계측기를 공급하며 독보적 기술력을 인정받고 있다.
경기	경기	NNP	B-LOC
_	_	_	O
군포	군포	NNG	B-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
계측기	계측기	NNG	O
_	_	_	O
전문	전문	NNG	O
기업인	기업인	NNG	O
_	_	_	O
에디	에디	NNP	B-ORG
테크	테크	NNG	I-ORG
는	는	JX	O
_	_	_	O
한전	한전	NNP	B-ORG
을	을	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
공기업	공기업	NNG	O
과	과	JC	O
_	_	_	O
대기업	대기업	NNG	O
에	에	JKB	O
_	_	_	O
전문화된	전문화되+ㄴ	VV+ETM	O
_	_	_	O
정밀	정밀	NNG	O
계측기	계측기	NNG	O
를	를	JKO	O
_	_	_	O
공급하	공급하	VV	O
며	며	EC	O
_	_	_	O
독보적	독보적	NNG	O
_	_	_	O
기술력	기술력	NNG	O
을	을	JKO	O
_	_	_	O
인정받	인정받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 다문화 가정 아이인 희망이(여). 2014년 12월 4일 필리핀인 엄마 배 속에서 155일 만에 태어났다.
## 다문화 가정 아이인 희망이(여). <2014년 12월 4일:DAT> <필리핀:ORG>인 엄마 배 속에서 <155일:DAT> 만에 태어났다.
다	다	XPN	O
문화	문화	NNG	O
_	_	_	O
가정	가정	NNG	O
_	_	_	O
아이	아이	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
희망	희망	NNG	O
이	이	JKS	O
(	(	SS	O
여	여	NNG	O
)	)	SS	O
.	.	SF	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
12	12	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
필리핀	필리핀	NNP	B-ORG
인	인	XSN	O
_	_	_	O
엄마	엄마	NNG	O
_	_	_	O
배	배	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
155	155	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
태어났	태어나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 비마이앱의 함수원 매니저는 “현재 시스코 버츄얼 해커톤은 미성년자와 한국, 일본, 호주에 거주하지 않는 분들은 참가할 수 없다”고 아쉬워하면서 “이번 인기에 힘입어 다음에 진행할 제3회 기술 온라인 해커톤에서는 참가자 규모를 더욱 확대할 것”이라고 말했다.
## <비마이앱:POH>의 <함수원:PER> 매니저는 “현재 <시스코 버츄얼 해커톤:POH>은 미성년자와 <한국:LOC>, <일본:LOC>, <호주:LOC>에 거주하지 않는 분들은 참가할 수 없다”고 아쉬워하면서 “이번 인기에 힘입어 다음에 진행할 <제3회:NOH> 기술 <온라인 해커톤:POH>에서는 참가자 규모를 더욱 확대할 것”이라고 말했다.
비마	비마	NNG	B-POH
이	이	JKS	I-POH
앱	앱	NNG	I-POH
의	의	JKG	O
_	_	_	O
함수원	함수원	NNP	B-PER
_	_	_	O
매니저	매니저	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
현재	현재	MAG	O
_	_	_	O
시스코	시스코	NNP	B-POH
_	_	_	I-POH
버츄얼	버츄어+ㄹ	NNP+JKO	I-POH
_	_	_	I-POH
해커	해커	NNG	I-POH
톤	톤	NNB	I-POH
은	은	JX	O
_	_	_	O
미성년자	미성년자	NNG	O
와	와	JC	O
_	_	_	O
한국	한국	NNP	B-LOC
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-LOC
,	,	SP	O
_	_	_	O
호주	호주	NNP	B-LOC
에	에	JKB	O
_	_	_	O
거주하	거주하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
참가할	참가하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
아쉬워하	아쉬워하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
인기	인기	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
다음	다음	NNG	O
에	에	JKB	O
_	_	_	O
진행할	진행하+ㄹ	VV+ETM	O
_	_	_	O
제	제	XPN	B-NOH
3	3	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
기술	기술	NNG	O
_	_	_	O
온라인	온라인	NNG	B-POH
_	_	_	I-POH
해커톤	해커톤	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
참가자	참가자	NNG	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
확대할	확대하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이경자 한국투자증권 연구원은 “정부가 2013년 도시 재생 활성화 및 지원에 관한 특별법을 제정하면서 재개발 시장이 커졌다”며 “도시정책 패러다임이 외곽 신도시 개발에서 도시 내 노후 시가지 재정비로 바뀌었다”고 설명했다.
## <이경자:PER> <한국투자증권:ORG> 연구원은 “정부가 <2013년:DAT> 도시 재생 활성화 및 지원에 관한 특별법을 제정하면서 재개발 시장이 커졌다”며 “도시정책 패러다임이 외곽 신도시 개발에서 도시 내 노후 시가지 재정비로 바뀌었다”고 설명했다.
이경자	이경자	NNP	B-PER
_	_	_	O
한국투자증권	한국투자증권	NNP	B-ORG
_	_	_	O
연구원	연구원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
도시	도시	NNG	O
_	_	_	O
재생	재생	NNG	O
_	_	_	O
활성화	활성화	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
지원	지원	NNG	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
