## 1
## 4년 만에 60대 이상 남성의 화장품 구매는 72.8%, 여성은 100.3% 급증했다.
## <4년:NOH> 만에 <60대:NOH> 이상 남성의 화장품 구매는 <72.8%:PNT>, 여성은 <100.3%:PNT> 급증했다.
4	4	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
60	60	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
남성	남성	NNG	O
의	의	JKG	O
_	_	_	O
화장품	화장품	NNG	O
_	_	_	O
구매	구매	NNG	O
는	는	JX	O
_	_	_	O
72.8	72.8	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
여성	여성	NNG	O
은	은	JX	O
_	_	_	O
100.3	100.3	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
급증	급증하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이상문학상, 동인문학상 수상작가 권지예가 사임당의 삶과 예술을 문학이라는 새로운 화폭 위에 그려낸 소설 ‘사임당의 붉은 비단보’를 출간했다.
## <이상문학상:POH>, <동인문학상:POH> 수상작가 <권지예:PER>가 <사임당:PER>의 삶과 예술을 문학이라는 새로운 화폭 위에 그려낸 소설 ‘<사임당의 붉은 비단보:POH>’를 출간했다.
이상	이상	NNP	B-POH
문학상	문학상	NNG	I-POH
,	,	SP	O
_	_	_	O
동인	동인	NNP	B-POH
문학상	문학상	NNG	I-POH
_	_	_	O
수상	수상	NNG	O
작가	작가	NNG	O
_	_	_	O
권지예	권지예	NNP	B-PER
가	가	JKS	O
_	_	_	O
사임당	사임당	NNP	B-PER
의	의	JKG	O
_	_	_	O
삶	삶	NNG	O
과	과	JC	O
_	_	_	O
예술	예술	NNG	O
을	을	JKO	O
_	_	_	O
문학	문학	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
화폭	화폭	NNG	O
_	_	_	O
위	위	NNG	O
에	에	JKB	O
_	_	_	O
그려	그리+어	VV+EC	O
낸	내+ㄴ	VX+ETM	O
_	_	_	O
소설	소설	NNG	O
_	_	_	O
‘	‘	SS	O
사임당	사임당	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
붉	붉	VA	I-POH
은	은	ETM	I-POH
_	_	_	I-POH
비단보	비단보	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
출간	출간하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## “근엄하고 현숙한 표정으로 낡은 초상화 속에 들어앉은 여자, 케케묵은 신화 속에 박제된 여자, 누구나 알지만 아무도 모르는 그 여자. 권지예가 그 여자를 여기, 불러냈다.
## “근엄하고 현숙한 표정으로 낡은 초상화 속에 들어앉은 여자, 케케묵은 신화 속에 박제된 여자, 누구나 알지만 아무도 모르는 그 여자. <권지예:PER>가 그 여자를 여기, 불러냈다.
“	“	SS	O
근엄하	근엄하	VA	O
고	고	EC	O
_	_	_	O
현숙한	현숙하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
낡	낡	VA	O
은	은	ETM	O
_	_	_	O
초상화	초상화	NNG	O
_	_	_	O
속	속	NNG	O
에	에	JKB	O
_	_	_	O
들어앉	들어앉	VV	O
은	은	ETM	O
_	_	_	O
여자	여자	NNG	O
,	,	SP	O
_	_	_	O
케케묵	케케묵	VA	O
은	은	ETM	O
_	_	_	O
신화	신화	NNG	O
_	_	_	O
속	속	NNG	O
에	에	JKB	O
_	_	_	O
박제된	박제되+ㄴ	VV+ETM	O
_	_	_	O
여자	여자	NNG	O
,	,	SP	O
_	_	_	O
누구	누구	NP	O
나	나	JX	O
_	_	_	O
알	알	VV	O
지만	지만	EC	O
_	_	_	O
아무	아무	NP	O
도	도	JX	O
_	_	_	O
모르	모르	VV	O
는	는	ETM	O
_	_	_	O
그	그	MM	O
_	_	_	O
여자	여자	NNG	O
.	.	SF	O
_	_	_	O
권지예	권지예	NNP	B-PER
가	가	JKS	O
_	_	_	O
그	그	MM	O
_	_	_	O
여자	여자	NNG	O
를	를	JKO	O
_	_	_	O
여기	여기	NP	O
,	,	SP	O
_	_	_	O
불러냈	불러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## ”정이현 소설가의 ‘추천의 말’처럼 권지예 소설가는 우상으로서만 존재하던 사임당을 온기와 숨결을 가진 따뜻한 한 인간으로 호명하고 있다.
## ”<정이현:PER> 소설가의 ‘<추천의 말:POH>’처럼 <권지예:PER> 소설가는 우상으로서만 존재하던 <사임당:PER>을 온기와 숨결을 가진 따뜻한 한 인간으로 호명하고 있다.
”	”	SS	O
정이현	정이현	NNP	B-PER
_	_	_	O
소설가	소설가	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
추천	추천	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
말	말	NNG	I-POH
’	’	SS	O
처럼	처럼	JKB	O
_	_	_	O
권지예	권지예	NNP	B-PER
_	_	_	O
소설가	소설가	NNG	O
는	는	JX	O
_	_	_	O
우상	우상	NNG	O
으로서	으로서	JKB	O
만	만	JX	O
_	_	_	O
존재하	존재하	VV	O
던	던	ETM	O
_	_	_	O
사임당	사임당	NNP	B-PER
을	을	JKO	O
_	_	_	O
온기	온기	NNG	O
와	와	JC	O
_	_	_	O
숨결	숨결	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
따뜻한	따뜻하+ㄴ	VA+ETM	O
_	_	_	O
한	한	MM	O
_	_	_	O
인간	인간	NNG	O
으로	으로	JKB	O
_	_	_	O
호명하	호명하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## [아파트 미리보기]“서울 도심 30분대” 출퇴근족에 손짓
## [아파트 미리보기]“<서울:LOC> 도심 <30분:NOH>대” 출퇴근족에 손짓
[	[	SS	O
아파트	아파트	NNG	O
_	_	_	O
미리	미리	MAG	O
보	보	VV	O
기	기	ETN	O
]	]	SS	O
“	“	SS	O
서울	서울	NNP	B-LOC
_	_	_	O
도심	도심	NNG	O
_	_	_	O
30	30	SN	B-NOH
분	분	NNB	I-NOH
대	대	XSN	O
”	”	SS	O
_	_	_	O
출퇴근	출퇴근	NNG	O
족	족	XSN	O
에	에	JKB	O
_	_	_	O
손짓	손짓	NNG	O

## 6
## 내년 개통예정인 KTX수서역과 문정지구의 풍부한 배후수요를 갖추고 있다.
## 내년 개통예정인 <KTX수서역:LOC>과 <문정:LOC>지구의 풍부한 배후수요를 갖추고 있다.
내년	내년	NNG	O
_	_	_	O
개통	개통	NNG	O
예정	예정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
KTX	KTX	SL	B-LOC
수서역	수서역	NNP	I-LOC
과	과	JC	O
_	_	_	O
문정	문정	NNP	B-LOC
지구	지구	NNG	O
의	의	JKG	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
배후	배후	NNG	O
수요	수요	NNG	O
를	를	JKO	O
_	_	_	O
갖추	갖추	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 이어 노 전 감독은 “끝까지 해야 한다”는 말로 제자를 응원했다.
## 이어 <노:PER> 전 감독은 “끝까지 해야 한다”는 말로 제자를 응원했다.
이어	이어	MAG	O
_	_	_	O
노	노	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
끝	끝	NNG	O
까지	까지	JX	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
로	로	JKB	O
_	_	_	O
제자	제자	NNG	O
를	를	JKO	O
_	_	_	O
응원	응원하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 박태환은 자유형 200m와 100m, 1500m 출전을 남겨두고 있다.
## <박태환:PER>은 자유형 <200m:NOH>와 <100m:NOH>, <1500m:NOH> 출전을 남겨두고 있다.
박태환	박태환	NNP	B-PER
은	은	JX	O
_	_	_	O
자유	자유	NNG	O
형	형	XSN	O
_	_	_	O
200	200	SN	B-NOH
m	m	SL	I-NOH
와	와	JC	O
_	_	_	O
100	100	SN	B-NOH
m	m	SL	I-NOH
,	,	SP	O
_	_	_	O
1500	1500	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
출전	출전	NNG	O
을	을	JKO	O
_	_	_	O
남겨	남기+어	VV+EC	O
두	두	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 남산 예장자락.남산 예장자락, 공원으로 탈바꿈…남산 잇는 곤돌라 설치 계획도남산 예장자락 2만2330㎡ 부지가 공원으로 탈바꿈한다.
## <남산:LOC> <예장자락:LOC>.<남산:LOC> <예장자락:LOC>, 공원으로 탈바꿈…<남산:LOC> 잇는 곤돌라 설치 계획도<남산:LOC> <예장자락:LOC> <2만2330㎡:NOH> 부지가 공원으로 탈바꿈한다.
남산	남산	NNP	B-LOC
_	_	_	O
예장	예장	NNG	B-LOC
자락	자락	NNG	I-LOC
.	.	SF	O
남산	남산	NNP	B-LOC
_	_	_	O
예장	예장	NNG	B-LOC
자락	자락	NNG	I-LOC
,	,	SP	O
_	_	_	O
공원	공원	NNG	O
으로	으로	JKB	O
_	_	_	O
탈바꿈	탈바꿈	NNG	O
…	…	SE	O
남산	남산	NNP	B-LOC
_	_	_	O
잇	잇	VV	O
는	는	ETM	O
_	_	_	O
곤돌라	곤돌라	NNG	O
_	_	_	O
설치	설치	NNG	O
_	_	_	O
계획도	계획도	NNG	O
남산	남산	NNP	B-LOC
_	_	_	O
예장	예장	NNG	B-LOC
자락	자락	NNG	I-LOC
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
2330	2330	SN	I-NOH
