## 1
## 서세원, 서정희와 이혼 한달만에 여성과 홍콩 출국?… 과거 폭행 CCTV 영상 재조명
## <서세원:PER>, <서정희:PER>와 이혼 <한달:NOH>만에 여성과 <홍콩:LOC> 출국?… 과거 폭행 CCTV 영상 재조명
서세원	서세원	NNP	B-PER
,	,	SP	O
_	_	_	O
서정희	서정희	NNP	B-PER
와	와	JKB	O
_	_	_	O
이혼	이혼	NNG	O
_	_	_	O
한	한	MM	B-NOH
달	달	NNB	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
여성	여성	NNG	O
과	과	JC	O
_	_	_	O
홍콩	홍콩	NNP	B-LOC
_	_	_	O
출국	출국	NNG	O
?	?	SF	O
…	…	SE	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
폭행	폭행	NNG	O
_	_	_	O
CCTV	CCTV	SL	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
재조명	재조명	NNG	O

## 2
## 문제는 한국에서 유독 불평등 의식이 강하다는 점이다.
## 문제는 <한국:LOC>에서 유독 불평등 의식이 강하다는 점이다.
문제	문제	NNG	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
유독	유독	MAG	O
_	_	_	O
불평등	불평등	NNG	O
_	_	_	O
의식	의식	NNG	O
이	이	JKS	O
_	_	_	O
강하	강하	VA	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 이윤은 할아버지의 뜻대로 목숨을 부지하고 귀(이수혁 분)를 처단해야 하기에 귀 앞에서 스스로 무릎을 꿇고 고개를 숙였다.
## <이윤:PER>은 할아버지의 뜻대로 목숨을 부지하고 <귀:PER>(<이수혁:PER> 분)를 처단해야 하기에 <귀:PER> 앞에서 스스로 무릎을 꿇고 고개를 숙였다.
이윤	이윤	NNG	B-PER
은	은	JX	O
_	_	_	O
할아버지	할아버지	NNG	O
의	의	JKG	O
_	_	_	O
뜻	뜻	NNG	O
대로	대로	JX	O
_	_	_	O
목숨	목숨	NNG	O
을	을	JKO	O
_	_	_	O
부지하	부지하	VV	O
고	고	EC	O
_	_	_	O
귀	귀	NNG	B-PER
(	(	SS	O
이수혁	이수혁	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
처단해야	처단하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
기	기	ETN	O
에	에	JKB	O
_	_	_	O
귀	귀	NNG	B-PER
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
무릎	무릎	NNG	O
을	을	JKO	O
_	_	_	O
꿇	꿇	VV	O
고	고	EC	O
_	_	_	O
고개	고개	NNG	O
를	를	JKO	O
_	_	_	O
숙	숙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 그것은 미국 대통령 닉슨의 방식이다.
## 그것은 <미국:ORG> 대통령 <닉슨:PER>의 방식이다.
그것	그것	NP	O
은	은	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
닉슨	닉슨	NNP	B-PER
의	의	JKG	O
_	_	_	O
방식	방식	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 그는 ‘당선되면 미국보다 북한에 먼저 가겠다’고 한 발언을 문제 삼았다가 ‘북한 핵을 완전히 폐기할 수 있다면 홍 후보는 북한에 가지 않을 것인가’라는 문 후보의 반박에 밀려 말을 돌리기도 했다.
## 그는 ‘당선되면 <미국:ORG>보다 <북한:ORG>에 먼저 가겠다’고 한 발언을 문제 삼았다가 ‘<북한:ORG> 핵을 완전히 폐기할 수 있다면 <홍:PER> 후보는 <북한:ORG>에 가지 않을 것인가’라는 <문:PER> 후보의 반박에 밀려 말을 돌리기도 했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
당선되	당선되	VV	O
면	면	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
보다	보다	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
에	에	JKB	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
가	가	VV	O
겠	겠	EP	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
발언	발언	NNG	O
을	을	JKO	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
삼	삼	VV	O
았	았	EP	O
다	다	EC	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
북한	북한	NNP	B-ORG
_	_	_	O
핵	핵	NNG	O
을	을	JKO	O
_	_	_	O
완전히	완전히	MAG	O
_	_	_	O
폐기할	폐기하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다면	다면	EC	O
_	_	_	O
홍	홍	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
에	에	JKB	O
_	_	_	O
가	가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
인가	이+ㄴ가	VCP+EF	O
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
반박	반박	NNG	O
에	에	JKB	O
_	_	_	O
밀려	밀리+어	VV+EC	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
돌리	돌리	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 책에는 2015년 6월 28일자 미국 뉴욕타임스에 ‘가장 외로운 코끼리’라는 제목의 기사를 쓴 트레이시 툴리스 기자의 사례가 나와 있었다.
## 책에는 <2015년 6월 28일:DAT>자 <미국 뉴욕타임스:ORG>에 ‘가장 외로운 코끼리’라는 제목의 기사를 쓴 <트레이시 툴리스:PER> 기자의 사례가 나와 있었다.
책	책	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
28	28	SN	I-DAT
일자	일자	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
뉴욕타임스	뉴욕타임스	NNP	I-ORG
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
가장	가장	MAG	O
_	_	_	O
외로	외롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
코끼리	코끼리	NNG	O
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
제목	제목	NNG	O
의	의	JKG	O
_	_	_	O
기사	기사	NNG	O
를	를	JKO	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
트레이시	트레이시	NNP	B-PER
_	_	_	I-PER
툴리스	툴리스	NNP	I-PER
_	_	_	O
기자	기자	NNG	O
의	의	JKG	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
나	나오	VV	O
와	아	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 12월 분양 예정인 ‘하남테크노밸리 U1 center’는 하남시 풍산동 401번지 일원, 지역 현안 사업1지구 내 도시지원시설용지에 위치한다.
## <12월:DAT> 분양 예정인 ‘<하남테크노밸리 U1 center:LOC>’는 <하남시:LOC> <풍산동 401번지:LOC> 일원, 지역 현안 사업<1지구:NOH> 내 도시지원시설용지에 위치한다.
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
분양	분양	NNG	O
_	_	_	O
예정	예정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
하남	하남	NNP	B-LOC
테크노밸리	테크노밸리	NNG	I-LOC
_	_	_	I-LOC
U	U	SL	I-LOC
1	1	SN	I-LOC
_	_	_	I-LOC
center	center	SL	I-LOC
’	’	SS	O
는	는	JX	O
_	_	_	O
하남시	하남시	NNP	B-LOC
_	_	_	O
풍산동	풍산동	NNP	B-LOC
_	_	_	I-LOC
401	401	SN	I-LOC
번지	번지	NNG	I-LOC
_	_	_	O
일원	일원	NNG	O
,	,	SP	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
현안	현안	NNG	O
_	_	_	O
사업	사업	NNG	O
1	1	SN	B-NOH
지구	지구	NNG	I-NOH
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
도시	도시	NNG	O
지원	지원	NNG	O
시설	시설	NNG	O
용지	용지	NNG	O
에	에	JKB	O
_	_	_	O
위치한다	위치하+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 이 기능을 체험하는 소비자들에게는 코엑스 내 제휴된 매장에서 사용 가능한 할인 쿠폰을 제공한다.
## 이 기능을 체험하는 소비자들에게는 <코엑스:LOC> 내 제휴된 매장에서 사용 가능한 할인 쿠폰을 제공한다.
이	이	MM	O
_	_	_	O
기능	기능	NNG	O
을	을	JKO	O
_	_	_	O
체험하	체험하	VV	O
는	는	ETM	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
코엑스	코엑스	NNP	B-LOC
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
제휴	제휴	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
매장	매장	NNG	O
에서	에서	JKB	O
_	_	_	O
사용	사용	NNG	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
할인	할인	NNG	O
_	_	_	O
쿠폰	쿠폰	NNG	O
을	을	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 최 감독은 국가대표팀 감독 시절 두 선수를 함께 뽑아 활용했던 적이 있다.
## <최:PER> 감독은 <국가대표팀:ORG> 감독 시절 <두 선수:NOH>를 함께 뽑아 활용했던 적이 있다.
최	최	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
국가	국가	NNG	B-ORG
대표	대표	NNG	I-ORG
팀	팀	NNG	I-ORG
_	_	_	O
감독	감독	NNG	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
선수	선수	NNG	I-NOH
를	를	JKO	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
뽑	뽑	VV	O
아	아	EC	O
_	_	_	O
활용	활용하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 캐나다 퀘벡 총기 난사범이 극우 성향의 명문대생인 것으로 밝혀졌다.
## <캐나다 퀘벡:LOC> 총기 난사범이 극우 성향의 명문대생인 것으로 밝혀졌다.
캐나다	캐나다	NNP	B-LOC
_	_	_	I-LOC
퀘벡	퀘벡	NNP	I-LOC
_	_	_	O
총기	총기	NNG	O
_	_	_	O
난사	난사	NNG	O
범	범	XSN	O
이	이	JKS	O
_	_	_	O
극우	극우	NNG	O
_	_	_	O
성향	성향	NNG	O
의	의	JKG	O
_	_	_	O
명문	명문	NNG	O
대	대	NNG	O
생	생	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## AP통신 등은 지난달 30일(현지시간) “퀘벡시 이슬람 사원에서 무슬림들에게 무차별적으로 총기를 난사한 알렉상드르 비소네트(27)는 프랑스계 캐나다인”이라며 “퀘벡 라발대학에서 인류학과 정치학을 공부하는 대학생으로 극우 성향을 지닌 인물”이라고 보도했다.
## <AP통신:ORG> 등은 지난달 <30일:DAT>(현지시간) “<퀘벡시 이슬람 사원:LOC>에서 무슬림들에게 무차별적으로 총기를 난사한 <알렉상드르 비소네트:PER>(<27:NOH>)는 프랑스계 캐나다인”이라며 “<퀘벡 라발대학:ORG>에서 인류학과 정치학을 공부하는 대학생으로 극우 성향을 지닌 인물”이라고 보도했다.
AP	AP	SL	B-ORG
통신	통신	NNG	I-ORG
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
“	“	SS	O
퀘벡시	퀘벡시	NNP	B-LOC
_	_	_	I-LOC
이슬람	이슬람	NNG	I-LOC
_	_	_	I-LOC
사원	사원	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
무슬림	무슬림	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
무차별적	무차별적	NNG	O
으로	으로	JKB	O
_	_	_	O
총기	총기	NNG	O
를	를	JKO	O
_	_	_	O
난사한	난사하+ㄴ	VV+ETM	O
_	_	_	O
알렉상드르	알렉상드르	NNP	B-PER
_	_	_	I-PER
비	비	XPN	I-PER
소네트	소네트	NNG	I-PER
(	(	SS	O
27	27	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
프랑스	프랑스	NNP	O
계	계	XSN	O
_	_	_	O
캐나다	캐나다	NNP	O
인	인	XSN	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
퀘벡	퀘벡	NNP	B-ORG
_	_	_	I-ORG
라발	라발	NNG	I-ORG
대학	대학	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
인류학	인류학	NNG	O
과	과	JC	O
_	_	_	O
정치학	정치학	NNG	O
을	을	JKO	O
_	_	_	O
공부하	공부하	VV	O
는	는	ETM	O
_	_	_	O
대학생	대학생	NNG	O
으로	으로	JKB	O
_	_	_	O
극우	극우	NNG	O
_	_	_	O
성향	성향	NNG	O
을	을	JKO	O
_	_	_	O
지닌	지니+ㄴ	VV+ETM	O
_	_	_	O
인물	인물	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 또 “그가 1급 살인 혐의로 기소됐다”고 덧붙였다.
## 또 “그가 <1급:NOH> 살인 혐의로 기소됐다”고 덧붙였다.
또	또	MAG	O
_	_	_	O
“	“	SS	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
급	급	NNG	I-NOH
_	_	_	O
살인	살인	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
기소	기소되	VV	O
됐	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 지난해 서울가정법원에 접수된 정년 연령 정정 사건은 384건. 올해는 4월까지 141건이 접수됐다.
## 지난해 <서울가정법원:ORG>에 접수된 정년 연령 정정 사건은 <384건:NOH>. 올해는 <4월:DAT>까지 <141건:NOH>이 접수됐다.
지난해	지난해	NNG	O
_	_	_	O
서울	서울	NNP	B-ORG
가정	가정	NNG	I-ORG
법원	법원	NNG	I-ORG
에	에	JKB	O
_	_	_	O
접수된	접수되+ㄴ	VV+ETM	O
_	_	_	O
정년	정년	NNG	O
_	_	_	O
연령	연령	NNG	O
_	_	_	O
정정	정정	NNG	O
_	_	_	O
사건	사건	NNG	O
은	은	JX	O
_	_	_	O
384	384	SN	B-NOH
건	건	NNB	I-NOH
.	.	SF	O
_	_	_	O
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
141	141	SN	B-NOH
건	건	NNB	I-NOH
이	이	JKS	O
_	_	_	O
접수	접수되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 미니마우스가 그려진 손수건은 기억이 나지만 내가 누군가의 눈물을 닦아 준 기억은 아무리 애를 써도 떠오르지 않았다.
## <미니마우스:PER>가 그려진 손수건은 기억이 나지만 내가 누군가의 눈물을 닦아 준 기억은 아무리 애를 써도 떠오르지 않았다.
미니	미니	NNG	B-PER
마우스	마우스	NNG	I-PER
가	가	JKS	O
_	_	_	O
그려	그리+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
손수건	손수건	NNG	O
은	은	JX	O
_	_	_	O
기억	기억	NNG	O
이	이	JKS	O
_	_	_	O
나	나	VV	O
지만	지만	EC	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
누군가	누구+이+ㄴ가	NP+VCP+EC	O
의	의	JKG	O
_	_	_	O
눈물	눈물	NNG	O
을	을	JKO	O
_	_	_	O
닦	닦	VV	O
아	아	EC	O
_	_	_	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
기억	기억	NNG	O
은	은	JX	O
_	_	_	O
아무리	아무리	MAG	O
_	_	_	O
애	애	NNG	O
를	를	JKO	O
_	_	_	O
써도	+어도	+EC	O
_	_	_	O
떠오르	떠오르	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 신라아이파크면세점은 한류의 거점이 되는 ‘K-디스커버리 면세점’을 목표로 하고 있어 내년 그랜드 오픈일에 맞춰 관련 상품과 콘텐츠를 더 강화할 예정이다.
## <신라아이파크면세점:ORG>은 한류의 거점이 되는 ‘<K-디스커버리 면세점:ORG>’을 목표로 하고 있어 내년 그랜드 오픈일에 맞춰 관련 상품과 콘텐츠를 더 강화할 예정이다.
신라	신라	NNP	B-ORG
아이파크	아이파크	NNP	I-ORG
면세점	면세점	NNG	I-ORG
은	은	JX	O
_	_	_	O
한류	한류	NNG	O
의	의	JKG	O
_	_	_	O
거점	거점	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
K	K	SL	B-ORG
-	-	SO	I-ORG
디스커버리	디스커버리	NNP	I-ORG
_	_	_	I-ORG
면세점	면세점	NNG	I-ORG
’	’	SS	O
을	을	JKO	O
_	_	_	O
목표	목표	NNG	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
그랜드	그랜드	NNG	O
_	_	_	O
오픈	오픈	NNG	O
일	일	XSN	O
에	에	JKB	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
상품	상품	NNG	O
과	과	JC	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
강화할	강화하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 길은 작년 12월 하하-스컬의 합동콘서트 ‘합X체’ 무대에 올랐다.
## 길은 작년 <12월:DAT> <하하:PER>-<스컬:PER>의 합동콘서트 ‘<합X체:POH>’ 무대에 올랐다.
길	길	NNG	O
은	은	JX	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
하하	하하	IC	B-PER
-	-	SO	O
스컬	스컬	NNG	B-PER
의	의	JKG	O
_	_	_	O
합동	합동	NNG	O
콘서트	콘서트	NNG	O
_	_	_	O
‘	‘	SS	O
합	합	NNG	B-POH
X	X	SL	I-POH
체	체	NNB	I-POH
’	’	SS	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 리쌍 소속사 측은 “별도의 방송활동 계획은 없다”고 밝혔다.
## <리쌍:ORG> 소속사 측은 “별도의 방송활동 계획은 없다”고 밝혔다.
리쌍	리쌍	NNP	B-ORG
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
별도	별도	NNG	O
의	의	JKG	O
_	_	_	O
방송	방송	NNG	O
활동	활동	NNG	O
_	_	_	O
계획	계획	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

