## 1
## 그러나 글로벌 경기가 살아나지 않으면서 중국 내 수주를 제외하면 사실상 수주가 없고 그마저도 ‘유령 잔량(Phantom Order)’이라는 의문이 제기됐다.
## 그러나 글로벌 경기가 살아나지 않으면서 <중국:ORG> 내 수주를 제외하면 사실상 수주가 없고 그마저도 ‘유령 잔량(Phantom Order)’이라는 의문이 제기됐다.
그러나	그러나	MAJ	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
경기	경기	NNG	O
가	가	JKS	O
_	_	_	O
살아나	살아나	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면서	으면서	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
내	내	NNB	O
_	_	_	O
수주	수주	NNG	O
를	를	JKO	O
_	_	_	O
제외하	제외하	VV	O
면	면	EC	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
수주	수주	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
고	고	EC	O
_	_	_	O
그	그	NP	O
마저	마저	JX	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
유령	유령	NNG	O
_	_	_	O
잔량	잔량	NNG	O
(	(	SS	O
Phantom	Phantom	SL	O
_	_	_	O
Order	Order	SL	O
)	)	SS	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
의문	의문	NNG	O
이	이	JKS	O
_	_	_	O
제기	제기되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 창원시설관리공단에서 기간제로 주차관리업무를 하던 A 씨는 공단이 노조에 가입된 무기계약직 근로자들과 달리 자신에게는 상여금과 명절휴가비, 교통보조비 등을 지급하지 않자 차별적 처우라며 중노위에게서 시정명령을 받아냈다.
## <창원시설관리공단:ORG>에서 기간제로 주차관리업무를 하던 <A:PER> 씨는 공단이 노조에 가입된 무기계약직 근로자들과 달리 자신에게는 상여금과 명절휴가비, 교통보조비 등을 지급하지 않자 차별적 처우라며 중노위에게서 시정명령을 받아냈다.
창원시	창원시	NNP	B-ORG
설	설	XSN	I-ORG
관리	관리	NNG	I-ORG
공단	공단	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
기간제	기간제	NNG	O
로	로	JKB	O
_	_	_	O
주차	주차	NNG	O
관리	관리	NNG	O
업무	업무	NNG	O
