## 1
## 주요 시장조사업체들은 2020년까지 전 세계 수십억 명이 수백억 개 기기를 통해 인터넷에 연결될 것으로 전망하는데, 이 막대한 시장을 겨낭한 업체간 경쟁이 벌써부터 뜨겁게 달아오르고 있다.
## 주요 시장조사업체들은 <2020년:DAT>까지 전 세계 수십억 명이 수백억 개 기기를 통해 인터넷에 연결될 것으로 전망하는데, 이 막대한 시장을 겨낭한 업체간 경쟁이 벌써부터 뜨겁게 달아오르고 있다.
주요	주요	NNG	O
_	_	_	O
시장	시장	NNG	O
조사	조사	NNG	O
업체	업체	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
2020	2020	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
수십	수십	NR	O
억	억	NR	O
_	_	_	O
명	명	NNB	O
이	이	JKS	O
_	_	_	O
수백	수백	NR	O
억	억	NR	O
_	_	_	O
개	개	NNB	O
_	_	_	O
기기	기기	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
인터넷	인터넷	NNG	O
에	에	JKB	O
_	_	_	O
연결될	연결되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전망하	전망하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
막대한	막대하+ㄴ	VA+ETM	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
겨	겨	NNG	O
낭한	낭한	NNG	O
_	_	_	O
업체	업체	NNG	O
간	간	NNB	O
_	_	_	O
경쟁	경쟁	NNG	O
이	이	JKS	O
_	_	_	O
벌써	벌써	MAG	O
부터	부터	JX	O
_	_	_	O
뜨겁	뜨겁	VA	O
게	게	EC	O
_	_	_	O
달아오르	달아오르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 2
## 당과 후보 지지율에서 압도적 1위를 달리고 있는 더불어민주당은 27일 호남 경선이 중대 분수령이 될 전망이다.
## 당과 후보 지지율에서 압도적 <1위:NOH>를 달리고 있는 <더불어민주당:ORG>은 <27일:DAT> <호남:LOC> 경선이 중대 분수령이 될 전망이다.
당	당	NNG	O
과	과	JC	O
_	_	_	O
후보	후보	NNG	O
_	_	_	O
지지율	지지율	NNG	O
에서	에서	JKB	O
_	_	_	O
압도적	압도적	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
달리	달리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
은	은	JX	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
호남	호남	NNP	B-LOC
_	_	_	O
경선	경선	NNG	O
이	이	JKS	O
_	_	_	O
중대	중대	NNG	O
_	_	_	O
분수령	분수령	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
전망	전망	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 아버지 선조의 질시와 배척 속에서도 왕위에 오르는 인물을 맡았다.
## 아버지 <선조:PER>의 질시와 배척 속에서도 왕위에 오르는 인물을 맡았다.
아버지	아버지	NNG	O
_	_	_	O
선조	선조	NNG	B-PER
의	의	JKG	O
_	_	_	O
질시	질시	NNG	O
와	와	JC	O
_	_	_	O
배척	배척	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
왕위	왕위	NNG	O
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
는	는	ETM	O
_	_	_	O
인물	인물	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## NYT에 따르면 각종 경제정책 강화와 국유 기업 및 은행에 대한 당의 통제는 외국 투자자들의 우려를 깊게 하고 있다.
## <NYT:ORG>에 따르면 각종 경제정책 강화와 국유 기업 및 은행에 대한 당의 통제는 외국 투자자들의 우려를 깊게 하고 있다.
NYT	NYT	SL	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
경제	경제	NNG	O
정책	정책	NNG	O
_	_	_	O
강화	강화	NNG	O
와	와	JC	O
_	_	_	O
국유	국유	NNG	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
은행	은행	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
당	당	NNG	O
의	의	JKG	O
_	_	_	O
통제	통제	NNG	O
는	는	JX	O
_	_	_	O
외국	외국	NNG	O
_	_	_	O
투자자	투자자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
우려	우려	NNG	O
를	를	JKO	O
_	_	_	O
깊	깊	VA	O
게	게	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## ‘이게 뭐지’ 궁금증을 불러일으키는 것이죠. 엘리베이터 문이 열리면 10개의 말풍선이 가볍게 인사할 때의 각도(15~30도)에서 보입니다.
## ‘이게 뭐지’ 궁금증을 불러일으키는 것이죠. 엘리베이터 문이 열리면 <10개:NOH>의 말풍선이 가볍게 인사할 때의 각도(<15:NOH>~<30도:NOH>)에서 보입니다.
‘	‘	SS	O
이게	이것+이	NP+JKS	O
_	_	_	O
뭐	뭐+이	NP+VCP	O
지	지	EF	O
’	’	SS	O
_	_	_	O
궁금증	궁금증	NNG	O
을	을	JKO	O
_	_	_	O
불러일으키	불러일으키	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
엘리베이터	엘리베이터	NNG	O
_	_	_	O
문	문	NNG	O
이	이	JKS	O
_	_	_	O
열리	열리	VV	O
면	면	EC	O
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
말	말	NNG	O
풍선	풍선	NNG	O
이	이	JKS	O
_	_	_	O
가볍	가볍	VA	O
게	게	EC	O
_	_	_	O
