## 1
## 그래서 한국어가 서툰 사람처럼 보이도록 말도 어눌하게 하고 발음도 굴리려고 노력했던 기억이 나는데, 사실 저도 다니엘처럼 해외 여기저기로 돌아다니는 걸 좋아해요. 한국에서는 그걸 ‘역마살’이라고 하더군요.
## 그래서 한국어가 서툰 사람처럼 보이도록 말도 어눌하게 하고 발음도 굴리려고 노력했던 기억이 나는데, 사실 저도 <다니엘:PER>처럼 해외 여기저기로 돌아다니는 걸 좋아해요. <한국:LOC>에서는 그걸 ‘역마살’이라고 하더군요.
그래서	그래서	MAJ	O
_	_	_	O
한국어	한국어	NNP	O
가	가	JKS	O
_	_	_	O
서툰	서툴+ㄴ	VA+ETM	O
_	_	_	O
사람	사람	NNG	O
처럼	처럼	JKB	O
_	_	_	O
보이	보이	VV	O
도록	도록	EC	O
_	_	_	O
말	말	NNG	O
도	도	JX	O
_	_	_	O
어눌하	어눌하	VA	O
게	게	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
발음	발음	NNG	O
도	도	JX	O
_	_	_	O
굴리	굴리	VV	O
려고	려고	EC	O
_	_	_	O
노력	노력하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
기억	기억	NNG	O
이	이	JKS	O
_	_	_	O
나	나	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
사실	사실	MAG	O
_	_	_	O
저	저	NP	O
도	도	JX	O
_	_	_	O
다니엘	다니엘	NNP	B-PER
처럼	처럼	JKB	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
여기저기	여기저기	NNG	O
로	로	JKB	O
_	_	_	O
돌아다니	돌아다니	VV	O
는	는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
좋아해요	좋아하+여요	VV+EF	O
.	.	SF	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
그걸	그것+ㄹ	NP+JKO	O
_	_	_	O
‘	‘	SS	O
역마살	역마살	NNG	O
’	’	SS	O
이라고	이라고	JKQ	O
_	_	_	O
하	하	VV	O
더군	더군	EC	O
요	요	JX	O
.	.	SF	O

## 2
## 1 입을 크게 벌리고 턱밑을 주먹으로 누른다.
## <1:NOH> 입을 크게 벌리고 턱밑을 주먹으로 누른다.
1	1	SN	B-NOH
_	_	_	O
