## 1
## 대북 소식통은 “김정남에게 호의적이었던 김원홍 전 국가안전보위상이 최근 해임된 것이 김정남 암살에 반대한 것도 하나의 원인”이라고 밝혔다.
## 대북 소식통은 “<김정남:PER>에게 호의적이었던 <김원홍:PER> 전 국가안전보위상이 최근 해임된 것이 <김정남:PER> 암살에 반대한 것도 <하나:NOH>의 원인”이라고 밝혔다.
대북	대북	NNG	O
_	_	_	O
소식통	소식통	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
김정남	김정남	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
호의적	호의적	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
김원홍	김원홍	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
국가	국가	NNG	O
안전	안전	NNG	O
보위	보위	NNG	O
상	상	NNG	O
이	이	JKS	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
해임된	해임되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
김정남	김정남	NNP	B-PER
_	_	_	O
암살	암살	NNG	O
에	에	JKB	O
_	_	_	O
반대한	반대하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
원인	원인	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 경찰 경호도 초비상 경찰은 “주요 탈북인사 등에 신변보호팀을 추가로 배치했다”고 15일 밝혔다.
## 경찰 경호도 초비상 경찰은 “주요 탈북인사 등에 신변보호팀을 추가로 배치했다”고 <15일:DAT> 밝혔다.
경찰	경찰	NNG	O
_	_	_	O
경호	경호	NNG	O
도	도	JX	O
_	_	_	O
초비상	초비상	NNG	O
_	_	_	O
경찰	경찰	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
주요	주요	NNG	O
_	_	_	O
탈	탈	XPN	O
북	북	NNP	O
인사	인사	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
신변	신변	NNG	O
보호	보호	NNG	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
배치	배치하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## ■ G9, 박보검·김고은 효과 ‘톡톡’대세남녀 모델 기용 새 광고 인기트렌디한 이미지, 2539세대 어필유입률 증가·인지도 상승 효과도프리미엄 큐레이션 종합쇼핑몰 G9(지구·www.g9.co.kr)가 ‘대세남’ 박보검과 ‘대세녀’ 김고은을 모델로 기용한 새 광고를 선보인 이후 모바일 앱 다운로드 수가 크게 상승한 것으로 나타났다.
## ■ <G9:ORG>, <박보검:PER>·<김고은:PER> 효과 ‘톡톡’대세남녀 모델 기용 새 광고 인기트렌디한 이미지, <2539세대:NOH> 어필유입률 증가·인지도 상승 효과도프리미엄 큐레이션 종합쇼핑몰 <G9:ORG>(<지구:ORG>·<www.g9.co.kr:POH>)가 ‘대세남’ <박보검:PER>과 ‘대세녀’ <김고은:PER>을 모델로 기용한 새 광고를 선보인 이후 모바일 앱 다운로드 수가 크게 상승한 것으로 나타났다.
■	■	SW	O
_	_	_	O
G	G	SL	B-ORG
9	9	SN	I-ORG
,	,	SP	O
_	_	_	O
박	박	NNP	B-PER
보검	보검	NNG	I-PER
·	·	SP	O
김고은	김고은	NNP	B-PER
_	_	_	O
효과	효과	NNG	O
_	_	_	O
‘	‘	SS	O
톡톡	톡톡	MAG	O
’	’	SS	O
대세	대세	NNG	O
남녀	남녀	NNG	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
기용	기용	NNG	O
_	_	_	O
새	새	MM	O
_	_	_	O
광고	광고	NNG	O
_	_	_	O
인기	인기	NNG	O
트렌디	트렌디	NNG	O
한	하+ㄴ	XSA+ETM	O
_	_	_	O
이미지	이미지	NNG	O
,	,	SP	O
_	_	_	O
2539	2539	SN	B-NOH
세대	세대	NNG	I-NOH
_	_	_	O
어필	어필	NNG	O
유입	유입	NNG	O
률	률	XSN	O
_	_	_	O
증가	증가	NNG	O
·	·	SP	O
인지도	인지도	NNG	O
_	_	_	O
상승	상승	NNG	O
_	_	_	O
효과	효과	NNG	O
도	도	NNG	O
프리미엄	프리미엄	NNG	O
_	_	_	O
큐	큐	NNG	O
레이션	레이션	NNG	O
_	_	_	O
종합	종합	NNG	O
쇼핑몰	쇼핑몰	NNG	O
_	_	_	O
G	G	SL	B-ORG
9	9	SN	I-ORG
(	(	SS	O
지구	지구	NNG	B-ORG
·	·	SP	O
www	www	SL	B-POH
.	.	SF	I-POH
g	g	SL	I-POH
9	9	SN	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
대세	대세	NNG	O
남	남	NNG	O
’	’	SS	O
_	_	_	O
박보	박보	NNG	B-PER
검	검	NNG	I-PER
과	과	JC	O
_	_	_	O
‘	‘	SS	O
대세	대세	NNG	O
녀	녀	XSN	O
’	’	SS	O
_	_	_	O
김고은	김고은	NNP	B-PER
을	을	JKO	O
_	_	_	O
모델	모델	NNG	O
로	로	JKB	O
_	_	_	O
기용한	기용하+ㄴ	VV+ETM	O
_	_	_	O
새	새	MM	O
_	_	_	O
광고	광고	NNG	O
를	를	JKO	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
앱	앱	NNG	O
_	_	_	O
다운로드	다운로드	NNG	O
_	_	_	O
수	수	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
상승한	상승하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 양철호 감독님이 자신감을 많이 심어주셨다.
## <양철호:PER> 감독님이 자신감을 많이 심어주셨다.
양철호	양철호	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
님	님	XSN	O
이	이	JKS	O
_	_	_	O
자신감	자신감	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
심	심	VV	O
어	어	EC	O
주	주	VX	O
셨	시+었	EP+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 보당은 6.25전쟁 중에도 피난지 마산에서 생산 판매를 멈추지 않았다.
## <보당:PER>은 <6.25전쟁:POH> 중에도 피난지 <마산:LOC>에서 생산 판매를 멈추지 않았다.
보당	보당	NNG	B-PER
은	은	JX	O
_	_	_	O
6.25	6.25	SN	B-POH
전쟁	전쟁	NNG	I-POH
_	_	_	O
중	중	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
피난지	피난지	NNG	O
_	_	_	O
마산	마산	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
생산	생산	NNG	O
_	_	_	O
판매	판매	NNG	O
를	를	JKO	O
_	_	_	O
멈추	멈추	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 기업은 이런 요구에 어떻게 대응해야 할까. 도나 마셜 아일랜드 더블린대 경영대학원 부교수 등이 공급망 관련 정보 요구에 어떻게 대처해야 하는지를 자세히 전했다.
## 기업은 이런 요구에 어떻게 대응해야 할까. <도나 마셜:PER> <아일랜드 더블린대 경영대학원:ORG> 부교수 등이 공급망 관련 정보 요구에 어떻게 대처해야 하는지를 자세히 전했다.
기업	기업	NNG	O
은	은	JX	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
요구	요구	NNG	O
에	에	JKB	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
대응해야	대응하+여야	VV+EC	O
_	_	_	O
할까	하+ㄹ까	VX+EF	O
.	.	SF	O
_	_	_	O
도나	도나	NNP	B-PER
_	_	_	I-PER
마셜	마셜	NNP	I-PER
_	_	_	O
아일랜드	아일랜드	NNP	B-ORG
_	_	_	I-ORG
더블린	더블린	NNP	I-ORG
대	대	XSN	I-ORG
_	_	_	I-ORG
경영	경영	NNG	I-ORG
대학원	대학원	NNG	I-ORG
_	_	_	O
부	부	NNG	O
교수	교수	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
공급	공급	NNG	O
망	망	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
정보	정보	NNG	O
_	_	_	O
요구	요구	NNG	O
에	에	JKB	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
대처해야	대처하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는지	는지	EC	O
를	를	JKO	O
_	_	_	O
자세히	자세히	MAG	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 위스타트는 ‘가난의 대물림을 끊자’는 취지로 저소득층 아동에게 복지·교육·건강 서비스를 지원하는 운동이다.
## <위스타트:POH>는 ‘가난의 대물림을 끊자’는 취지로 저소득층 아동에게 복지·교육·건강 서비스를 지원하는 운동이다.
위스타	위스타	NNP	B-POH
트	트	VV	I-POH
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
가난	가난	NNG	O
의	의	JKG	O
_	_	_	O
대물림	대물림	NNG	O
을	을	JKO	O
_	_	_	O
끊	끊	VV	O
자	자	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
취지	취지	NNG	O
로	로	JKB	O
_	_	_	O
저소득층	저소득층	NNG	O
_	_	_	O
아동	아동	NNG	O
에게	에게	JKB	O
_	_	_	O
복지	복지	NNG	O
·	·	SP	O
교육	교육	NNG	O
·	·	SP	O
건강	건강	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
운동	운동	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 13일부터 26일까지 ‘마이펫’, ‘앵그리버드’, ‘아이스에이지5’ 등 애니메이션을 구매한 고객 중 500여명을 추첨해 말하는 마이펫 인형, 레고, 에버랜드 글램핑 이용권 등 다양한 경품을 증정하는 ‘어린이 경품 대축제’ 이벤트도 진행한다.
## <13일부터 26일:DUR>까지 ‘<마이펫:POH>’, ‘<앵그리버드:POH>’, ‘<아이스에이지5:POH>’ 등 애니메이션을 구매한 고객 중 <500여명:NOH>을 추첨해 말하는 <마이펫:POH> 인형, <레고:POH>, <에버랜드:LOC> 글램핑 이용권 등 다양한 경품을 증정하는 ‘<어린이 경품 대축제:POH>’ 이벤트도 진행한다.
13	13	SN	B-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
26	26	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
‘	‘	SS	O
마이펫	마이펫	NNP	B-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
앵그리	앵그리	NNG	B-POH
버드	버드	NNP	I-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
아이스	아이스	NNG	B-POH
에이지	에이지	NNG	I-POH
5	5	SN	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
애니메이션	애니메이션	NNG	O
을	을	JKO	O
_	_	_	O
구매한	구매하+ㄴ	VV+ETM	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
500	500	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
추첨해	추첨하+여	VV+EC	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
마이펫	마이펫	NNP	B-POH
_	_	_	O
인형	인형	NNG	O
,	,	SP	O
_	_	_	O
레고	레고	NNG	B-POH
,	,	SP	O
_	_	_	O
에버랜드	에버랜드	NNP	B-LOC
_	_	_	O
글램핑	글램핑	NNG	O
_	_	_	O
이용권	이용권	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
경품	경품	NNG	O
을	을	JKO	O
_	_	_	O
증정하	증정하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
어린이	어린이	NNG	B-POH
_	_	_	I-POH
경품	경품	NNG	I-POH
_	_	_	I-POH
대축제	대축제	NNG	I-POH
’	’	SS	O
_	_	_	O
이벤트	이벤트	NNG	O
도	도	JX	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## SNL 레이양.SNL 레이양, 소셜미디어 비키니 사진 모아보니…‘후끈후끈’SNL에서 19금 유머를 선보인 레이양(28)의 비키니 수영복 차림 사진이 눈길을 끈다.
## <SNL:POH> <레이양:PER>.<SNL:POH> <레이양:PER>, 소셜미디어 비키니 사진 모아보니…‘후끈후끈’<SNL:POH>에서 <19금:NOH> 유머를 선보인 <레이양:PER>(<28:NOH>)의 비키니 수영복 차림 사진이 <눈길:POH>을 끈다.
SNL	SNL	SL	B-POH
_	_	_	O
레이	레이	NNP	B-PER
양	양	NNB	I-PER
.	.	SF	O
SNL	SNL	SL	B-POH
_	_	_	O
레이	레이	NNP	B-PER
양	양	NNB	I-PER
,	,	SP	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
_	_	_	O
비키니	비키니	NNG	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
보	보	VX	O
니	니	EC	O
…	…	SE	O
‘	‘	SS	O
후끈후끈	후끈후끈	MAG	O
’	’	SS	O
SNL	SNL	SL	B-POH
에서	에서	JKB	O
_	_	_	O
19	19	SN	B-NOH
금	금	NNG	I-NOH
_	_	_	O
유머	유머	NNG	O
를	를	JKO	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
레이	레이	NNP	B-PER
양	양	NNB	I-PER
(	(	SS	O
28	28	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
비키니	비키니	NNG	O
_	_	_	O
수영복	수영복	NNG	O
_	_	_	O
차림	차림	NNG	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
눈길	눈길	NNG	B-POH
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 레이양은 자신의 소셜미디어에 다수의 비키니 사진을 게시해 누리꾼들의 뜨거운 관심을 받았다.
## <레이양:PER>은 자신의 소셜미디어에 다수의 비키니 사진을 게시해 누리꾼들의 뜨거운 관심을 받았다.
레이	레이	NNP	B-PER
양	양	NNB	I-PER
은	은	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
에	에	JKB	O
_	_	_	O
다수	다수	NNG	O
의	의	JKG	O
_	_	_	O
비키니	비키니	NNG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
게시해	게시하+여	VV+EC	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
뜨거	뜨겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

