## 1
## 지난 9월에는 프리미엄 시네마 토털 솔루션을 구현한 MX관을 론칭해 어느 좌석에서나 밝고 선명한 화질로 영화를 관람할 수 있도록 했다.
## 지난 <9월:DAT>에는 프리미엄 시네마 토털 솔루션을 구현한 MX관을 론칭해 어느 좌석에서나 밝고 선명한 화질로 영화를 관람할 수 있도록 했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
프리미엄	프리미엄	NNG	O
_	_	_	O
시네마	시네마	NNG	O
_	_	_	O
토털	토털	NNG	O
_	_	_	O
솔루션	솔루션	NNG	O
을	을	JKO	O
_	_	_	O
구현한	구현하+ㄴ	VV+ETM	O
_	_	_	O
MX	MX	SL	O
관	관	NNG	O
을	을	JKO	O
_	_	_	O
론칭	론칭	NNG	O
해	하+여	XSV+EC	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
좌석	좌석	NNG	O
에서	에서	JKB	O
나	나	JC	O
_	_	_	O
밝	밝	VA	O
고	고	EC	O
_	_	_	O
선명한	선명하+ㄴ	VA+ETM	O
_	_	_	O
화질	화질	NNG	O
로	로	JKB	O
_	_	_	O
영화	영화	NNG	O
를	를	JKO	O
_	_	_	O
관람할	관람하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 그 대신 △왜 대북제재는 제대로 작동하지 않는지 △도대체 북한은 어디를 향해 가는 것인지에 대한 질문을 쏟아냈다.
## 그 대신 △왜 대북제재는 제대로 작동하지 않는지 △도대체 <북한:ORG>은 어디를 향해 가는 것인지에 대한 질문을 쏟아냈다.
그	그	MM	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
△	△	SW	O
왜	왜	MAG	O
_	_	_	O
대북	대북	NNG	O
제재	제재	NNG	O
는	는	JX	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
작동하	작동하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는지	는지	EC	O
_	_	_	O
△	△	SW	O
도대체	도대체	MAG	O
_	_	_	O
북한	북한	NNP	B-ORG
은	은	JX	O
_	_	_	O
어디	어디	NP	O
를	를	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
가	가	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
인지	이+ㄴ지	VCP+EC	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
질문	질문	NNG	O
을	을	JKO	O
_	_	_	O
쏟	쏟	VV	O
아	아	EC	O
냈	내+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이 보고서에 따르면 2030년 인력이 가장 부족한 직종은 간호사다.
## 이 보고서에 따르면 <2030년:DAT> 인력이 가장 부족한 직종은 간호사다.
이	이	MM	O
_	_	_	O
보고서	보고서	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
2030	2030	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
인력	인력	NNG	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
직종	직종	NNG	O
은	은	JX	O
_	_	_	O
간호사	간호사	NNG	O
다	다	NNG	O
.	.	SF	O

## 4
## 4·13총선에서 부실 여론조사로 인한 각종 문제점이 드러나면서 중앙선거관리위원회(위원장 이인복)가 선거 여론조사를 할 수 있는 업체를 제한하는 방안을 검토 중인 것으로 28일 알려졌다.
## <4·13총선:POH>에서 부실 여론조사로 인한 각종 문제점이 드러나면서 <중앙선거관리위원회:ORG>(위원장 <이인복:PER>)가 선거 여론조사를 할 수 있는 업체를 제한하는 방안을 검토 중인 것으로 <28일:DAT> 알려졌다.
4	4	SN	B-POH
·	·	SP	I-POH
13	13	SN	I-POH
총선	총선	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
부실	부실	NNG	O
_	_	_	O
여론조사	여론조사	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
문제점	문제점	NNG	O
이	이	JKS	O
_	_	_	O
드러나	드러나	VV	O
면서	면서	EC	O
_	_	_	O
중앙선거관리위원회	중앙선거관리위원회	NNG	B-ORG
(	(	SS	O
위원장	위원장	NNG	O
_	_	_	O
이인복	이인복	NNP	B-PER
)	)	SS	O
가	가	JKS	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
여론	여론	NNG	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
업체	업체	NNG	O
를	를	JKO	O
_	_	_	O
제한하	제한하	VV	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
검토	검토	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 프테라노돈의 비행막은 두께가 1㎜에 불과하다.
## 프테라노돈의 비행막은 두께가 <1㎜:NOH>에 불과하다.
프테라노돈	프테라노돈	NNG	O
의	의	JKG	O
_	_	_	O
비행	비행	NNG	O
막	막	VV	O
은	은	ETM	O
_	_	_	O
두께	두께	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
㎜	㎜	SW	I-NOH
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
다	다	EF	O
.	.	SF	O

## 6
