## 1
## ‘고무 롤 100년 기업’을 지향하는 이 회사는 지난해 200억 원의 매출을 올렸다.
## ‘고무 롤 <100년:NOH> 기업’을 지향하는 이 회사는 지난해 <200억 원:MNY>의 매출을 올렸다.
‘	‘	SS	O
고무	고무	NNG	O
_	_	_	O
롤	롤	NNG	O
_	_	_	O
100	100	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
기업	기업	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
지향하	지향하	VV	O
는	는	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
회사	회사	NNG	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
200	200	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
매출	매출	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 등판에 착 달라붙어 편안한 활동성이 보장되는 밀레 모빌리티 34 배낭은 MBS(Mobility Back System) 하네스 구조의 등판을 적용한 제품. 응급 상황 시 구조 요청을 할 수 있는 휘슬 버클이 가슴 스트랩에 기본 구성품으로 달려 있어 안전 사고 발생 시에도 효과적인 대처가 가능하다.
## 등판에 착 달라붙어 편안한 활동성이 보장되는 밀레 <모빌리티 34 배낭:POH>은 MBS(Mobility Back System) 하네스 구조의 등판을 적용한 제품. 응급 상황 시 구조 요청을 할 수 있는 휘슬 버클이 가슴 스트랩에 기본 구성품으로 달려 있어 안전 사고 발생 시에도 효과적인 대처가 가능하다.
등판	등판	NNG	O
에	에	JKB	O
_	_	_	O
착	착	MAG	O
_	_	_	O
달라붙	달라붙	VV	O
어	어	EC	O
_	_	_	O
편안한	편안하+ㄴ	VA+ETM	O
_	_	_	O
활동성	활동성	NNG	O
이	이	JKS	O
_	_	_	O
보장되	보장되	VV	O
는	는	ETM	O
_	_	_	O
밀레	밀레	NNP	O
_	_	_	O
모빌리티	모빌리티	NNG	B-POH
_	_	_	I-POH
34	34	SN	I-POH
_	_	_	I-POH
배낭	배낭	NNG	I-POH
은	은	JX	O
_	_	_	O
MBS	MBS	SL	O
(	(	SS	O
Mobility	Mobility	SL	O
_	_	_	O
Back	Back	SL	O
_	_	_	O
System	System	SL	O
)	)	SS	O
_	_	_	O
하네스	하네스	NNP	O
_	_	_	O
구조	구조	NNG	O
의	의	JKG	O
_	_	_	O
등판	등판	NNG	O
을	을	JKO	O
_	_	_	O
적용한	적용하+ㄴ	VV+ETM	O
_	_	_	O
제품	제품	NNG	O
.	.	SF	O
_	_	_	O
응급	응급	NNG	O
_	_	_	O
상황	상황	NNG	O
_	_	_	O
시	시	NNG	O
_	_	_	O
구조	구조	NNG	O
_	_	_	O
요청	요청	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
휘슬	휘슬	NNG	O
_	_	_	O
버클	버클	NNG	O
이	이	JKS	O
_	_	_	O
가슴	가슴	NNG	O
_	_	_	O
스트랩	스트랩	NNG	O
에	에	JKB	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
구성	구성	NNG	O
품	품	NNG	O
으로	으로	JKB	O
_	_	_	O
달려	달리+어	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
안전	안전	NNG	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
발생	발생	NNG	O
_	_	_	O
시	시	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
효과적	효과적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
대처	대처	NNG	O
가	가	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 2~3년 전에 비해 대출 금리를 연 1%포인트 정도 떨어뜨릴 수 있기 때문에 중도상환수수료를 내도 유리하다.
## <2:NOH>~<3년:NOH> 전에 비해 대출 금리를 연 <1%:PNT>포인트 정도 떨어뜨릴 수 있기 때문에 중도상환수수료를 내도 유리하다.
2	2	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
대출	대출	NNG	O
_	_	_	O
금리	금리	NNG	O
를	를	JKO	O
_	_	_	O
연	연	NNG	O
_	_	_	O
1	1	SN	B-PNT
%	%	SW	I-PNT
포인트	포인트	NNG	O
_	_	_	O
정도	정도	NNG	O
_	_	_	O
떨어뜨릴	떨어뜨리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
중도	중도	NNG	O
상환	상환	NNG	O
수수료	수수료	NNG	O
를	를	JKO	O
_	_	_	O
내도	내+어도	VV+EC	O
_	_	_	O
유리하	유리하	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 이에 보답하고자 헤라는 3월 한 달간 UV 미스트 쿠션 본품과 추가 리필을 동시 구매하는 고객에 한해 쿠션을 장식할 수 있는 스와로브스키○R(등록기호) 크리스털 데코 아이템을 증정할 예정이다.
## 이에 보답하고자 <헤라:ORG>는 <3월:DAT> 한 달간 UV 미스트 쿠션 본품과 추가 리필을 동시 구매하는 고객에 한해 쿠션을 장식할 수 있는 <스와로브스키○R:ORG>(등록기호) 크리스털 데코 아이템을 증정할 예정이다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
보답하	보답하	VV	O
고자	고자	EC	O
_	_	_	O
헤라	헤라	NNP	B-ORG
는	는	JX	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
한	한	MM	O
_	_	_	O
달	달	NNB	O
간	간	XSN	O
_	_	_	O
UV	UV	SL	O
_	_	_	O
미스트	미스트	NNP	O
_	_	_	O
쿠션	쿠션	NNG	O
_	_	_	O
본품	본품	NNG	O
과	과	JC	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
리필	리필	NNG	O
을	을	JKO	O
_	_	_	O
동시	동시	NNG	O
_	_	_	O
구매하	구매하	VV	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
