## 1
## ”박근혜 대통령이 16일 오전 서울 강남구 대모초등학교를 방문해 초등학생들에게 이같이 밝혔다.
## ”<박근혜:PER> 대통령이 <16일:DAT> 오전 <서울:LOC> <강남구:LOC> <대모초등학교:ORG>를 방문해 초등학생들에게 이같이 밝혔다.
”	”	SS	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
강남구	강남구	NNP	B-LOC
_	_	_	O
대모	대모	NNG	B-ORG
초등학교	초등학교	NNG	I-ORG
를	를	JKO	O
_	_	_	O
방문해	방문하+여	VV+EC	O
_	_	_	O
초등학생	초등학생	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이 조합은 이달 중 법인 설립을 완료한 뒤 6월 항공 화물운송사업 신청과 12월 항공여객운송사업 인허가 신청 등을 거쳐 항공기를 띄울 계획이다.
## 이 조합은 이달 중 법인 설립을 완료한 뒤 <6월:DAT> 항공 화물운송사업 신청과 <12월:DAT> 항공여객운송사업 인허가 신청 등을 거쳐 항공기를 띄울 계획이다.
이	이	MM	O
_	_	_	O
조합	조합	NNG	O
은	은	JX	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
법인	법인	NNG	O
_	_	_	O
설립	설립	NNG	O
을	을	JKO	O
_	_	_	O
완료한	완료하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
항공	항공	NNG	O
_	_	_	O
화물	화물	NNG	O
운송	운송	NNG	O
사업	사업	NNG	O
_	_	_	O
신청	신청	NNG	O
과	과	JC	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
항공	항공	NNG	O
여객	여객	NNG	O
운송	운송	NNG	O
사업	사업	NNG	O
_	_	_	O
인	인	NNG	O
허가	허가	NNG	O
_	_	_	O
신청	신청	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
항공기	항공기	NNG	O
를	를	JKO	O
_	_	_	O
띄울	띄우+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 전문가도 알기 힘든 부분을 김 강사는 꿰고 있었다.
## 전문가도 알기 힘든 부분을 <김:PER> 강사는 꿰고 있었다.
전문가	전문가	NNG	O
도	도	JX	O
_	_	_	O
알	알	VV	O
기	기	ETN	O
_	_	_	O
힘든	힘들+ㄴ	VA+ETM	O
_	_	_	O
부분	부분	NNG	O
을	을	JKO	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
강사	강사	NNG	O
는	는	JX	O
_	_	_	O
꿰	꿰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## NHL에서 뛴 경험이 있는 골리 후쿠후지 유타카 등을 보강해 최강팀을 구성했다.
## <NHL:ORG>에서 뛴 경험이 있는 골리 <후쿠후지 유타카:PER> 등을 보강해 최강팀을 구성했다.
NHL	NHL	SL	B-ORG
에서	에서	JKB	O
_	_	_	O
뛴	뛰+ㄴ	VV+ETM	O
_	_	_	O
경험	경험	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
골리	골리	NNG	O
_	_	_	O
후쿠후	후쿠후+하	NNG+XSV	B-PER
지	지	EC	I-PER
_	_	_	I-PER
유타카	유타카	NNP	I-PER
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
보강해	보강하+여	VV+EC	O
_	_	_	O
최강	최강	NNG	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
구성	구성하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 웨딩업체 아이패밀리SC 측은 26일 “신랑, 신부는 약 3개월 전부터 결혼준비를 시작했다.
## 웨딩업체 <아이패밀리SC:ORG> 측은 <26일:DAT> “신랑, 신부는 약 <3개월:NOH> 전부터 결혼준비를 시작했다.
웨딩	웨딩	NNG	O
업체	업체	NNG	O
_	_	_	O
아이	아이	NNG	B-ORG
패밀리	패밀리	NNG	I-ORG
SC	SC	SL	I-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
신랑	신랑	NNG	O
,	,	SP	O
_	_	_	O
신부	신부	NNG	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
3	3	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
결혼	결혼	NNG	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 4승2무1패(승점 14)가 된 홍콩은 6전승의 카타르에 이어 조 2위를 지켰고, 중국은 3승2무1패(승점 11)로 3위에 머물렀다.
## <4승2무1패:NOH>(승점 <14:DAT>)가 된 <홍콩:ORG>은 <6전승:NOH>의 <카타르:ORG>에 이어 조 <2위:NOH>를 지켰고, <중국:ORG>은 <3승:NOH><2무:NOH><1패:NOH>(승점 <11:DAT>)로 <3위:NOH>에 머물렀다.
4	4	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	I-NOH
무	무	NNG	I-NOH
1	1	SN	I-NOH
패	패	NNB	I-NOH
(	(	SS	O
승점	승점	NNG	O
_	_	_	O
14	14	SN	B-DAT
)	)	SS	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
홍콩	홍콩	NNP	B-ORG
은	은	JX	O
_	_	_	O
6	6	SN	B-NOH
전승	전승	NNG	I-NOH
의	의	JKG	O
_	_	_	O
카타르	카타르	NNP	B-ORG
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
조	조	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
지	지키	VV	O
켰	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	B-NOH
무	무	NNG	I-NOH
1	1	SN	B-NOH
패	패	NNB	I-NOH
(	(	SS	O
승점	승점	NNG	O
_	_	_	O
11	11	SN	B-DAT
)	)	SS	O
로	로	JKB	O
_	_	_	O
3	3	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
머물	머무르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## LED 헤드램프와 9개의 크리스탈을 형상화한 방향지시등, 핫스탬핑 공법이 적용된 라디에이터 그릴은 스팅어만의 매력을 강조한다.
## LED 헤드램프와 <9개:NOH>의 크리스탈을 형상화한 방향지시등, 핫스탬핑 공법이 적용된 라디에이터 그릴은 스팅어만의 매력을 강조한다.
LED	LED	SL	O
_	_	_	O
헤드램프	헤드램프	NNG	O
와	와	JC	O
_	_	_	O
9	9	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
크리스탈	크리스탈	NNG	O
을	을	JKO	O
_	_	_	O
형상화한	형상화하+ㄴ	VV+ETM	O
_	_	_	O
