## 1
## 5일 대구 한화전에서 오른쪽 종아리에 통증을 느낀 삼성 웹스터 또한 6일 1군 엔트리에서 말소됐다.
## <5일:DAT> <대구:LOC> 한화전에서 오른쪽 종아리에 통증을 느낀 <삼성:ORG> <웹스터:PER> 또한 <6일:DAT> 1군 엔트리에서 말소됐다.
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
대구	대구	NNP	B-LOC
_	_	_	O
한화	한화	NNP	O
전	전	XSN	O
에서	에서	JKB	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
종아리	종아리	NNG	O
에	에	JKB	O
_	_	_	O
통증	통증	NNG	O
을	을	JKO	O
_	_	_	O
느낀	느끼+ㄴ	VV+ETM	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
웹스터	웹스터	NNP	B-PER
_	_	_	O
또한	또한	MAG	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
1	1	SN	O
군	군	NNG	O
_	_	_	O
엔트리	엔트리	NNG	O
에서	에서	JKB	O
_	_	_	O
말소	말소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## [스포츠동아]
## [<스포츠동아:ORG>]
[	[	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
]	]	SS	O

## 3
## “떠리몰 임박몰 이유몰, 현명한 소비방법인 듯”, “떠리몰 임박몰 이유몰, 물건 살게 뭐 있나 한 번 봐야지” 등의 반응을 보였다.
## “떠리몰 임박몰 이유몰, 현명한 소비방법인 듯”, “떠리몰 임박몰 이유몰, 물건 살게 뭐 있나 <한 번:NOH> 봐야지” 등의 반응을 보였다.
“	“	SS	O
떠리몰	떠리몰	NNG	O
_	_	_	O
임박	임박	NNG	O
몰	몰	VV	O
_	_	_	O
이유	이유	NNG	O
몰	몰	VV	O
,	,	SP	O
_	_	_	O
현명한	현명하+ㄴ	VA+ETM	O
_	_	_	O
소비	소비	NNG	O
방법	방법	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
듯	듯	NNB	O
”	”	SS	O
,	,	SP	O
_	_	_	O
