## 1
## 이날 공항에는 수십 명의 취재진이 박인비에게로 몰려들었다.
## 이날 공항에는 <수십 명:NOH>의 취재진이 <박인비:PER>에게로 몰려들었다.
이날	이날	NNG	O
_	_	_	O
공항	공항	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
수십	수십	NR	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
취재진	취재진	NNG	O
이	이	JKS	O
_	_	_	O
박인비	박인비	NNP	B-PER
에게로	에게로	JKB	O
_	_	_	O
몰려들	몰려들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 서울 잠실 롯데월드타워 최상층부에 17일 첨탑구조물이 설치돼 국내 최고 건물 높이인 555m(기존 송도 동북아무역센터·305m)에 도달했다.
## <서울 잠실 롯데월드타워:LOC> 최상층부에 <17일:DAT> 첨탑구조물이 설치돼 국내 최고 건물 높이인 <555m:NOH>(기존 <송도 동북아무역센터:NOH>·<305m:NOH>)에 도달했다.
서울	서울	NNP	B-LOC
_	_	_	I-LOC
잠실	잠실	NNP	I-LOC
_	_	_	I-LOC
롯데월드	롯데월드	NNP	I-LOC
타워	타워	NNG	I-LOC
_	_	_	O
최	최	XPN	O
상층부	상층부	NNG	O
에	에	JKB	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
첨탑	첨탑	NNG	O
구조물	구조물	NNG	O
이	이	JKS	O
_	_	_	O
설치돼	설치되+어	VV+EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
건물	건물	NNG	O
_	_	_	O
높이	높이	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
555	555	SN	B-NOH
m	m	SL	I-NOH
(	(	SS	O
기존	기존	NNG	O
_	_	_	O
송도	송도	NNP	B-NOH
_	_	_	I-NOH
동북아	동북아	NNP	I-NOH
무역	무역	NNG	I-NOH
센터	센터	NNG	I-NOH
·	·	SP	O
305	305	SN	B-NOH
m	m	SL	I-NOH
)	)	SS	O
에	에	JKB	O
_	_	_	O
도달	도달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 그러면서 “안민석 더불어민주당 의원이 상임위에서 국가대표 선발 과정에 대해 문제를 제기했다”면서 “내가 죽어도 눈을 못 감을 정도로 애를 공격했다.
## 그러면서 “<안민석:PER> <더불어민주당:ORG> 의원이 상임위에서 국가대표 선발 과정에 대해 문제를 제기했다”면서 “내가 죽어도 눈을 못 감을 정도로 애를 공격했다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
안민석	안민석	NNP	B-PER
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
상임위	상임위	NNG	O
에서	에서	JKB	O
_	_	_	O
국가	국가	NNG	O
대표	대표	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
과정	과정	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
제기	제기하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
죽	죽	VV	O
어도	어도	EC	O
_	_	_	O
눈	눈	NNG	O
을	을	JKO	O
_	_	_	O
못	못	MAG	O
_	_	_	O
감	감	VV	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
애	애	NNG	O
를	를	JKO	O
_	_	_	O
공격	공격하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
