## 1
## ▼ 지금도 중국에 머물고 있나요?네. 〈나가수〉 무대 준비 때문에 계속 중국 후난성 성도 창사에서 지내고 있어요.
## ▼ 지금도 <중국:LOC>에 머물고 있나요?네. 〈<나가수:POH>〉 무대 준비 때문에 계속 <중국 후난성 성도 창사:LOC>에서 지내고 있어요.
▼	▼	SW	O
_	_	_	O
지금	지금	NNG	O
도	도	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
머물	머물	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
나요	나요	EF	O
?	?	SF	O
네	네	MM	O
.	.	SF	O
_	_	_	O
〈	〈	SS	O
나가수	나가수	NNG	B-POH
〉	〉	SS	O
_	_	_	O
무대	무대	NNG	O
_	_	_	O
준비	준비	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	I-LOC
후난성	후난성	NNP	I-LOC
_	_	_	I-LOC
성도	성도	NNG	I-LOC
_	_	_	I-LOC
창사	창사	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
지내	지내	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어요	어요	EF	O
.	.	SF	O

## 2
## 주택담보대출 여부를 묻는 질문에 53.4%가 대출을 받았다고 답했다.
## 주택담보대출 여부를 묻는 질문에 <53.4%:PNT>가 대출을 받았다고 답했다.
주택	주택	NNG	O
담보대출	담보대출	NNG	O
_	_	_	O
여부	여부	NNG	O
를	를	JKO	O
_	_	_	O
묻	묻	VV	O
는	는	ETM	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
53.4	53.4	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
대출	대출	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다고	다고	EC	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## ‘이휘재 문정원’39금 토크쇼 ‘어쩌다 어른’ 새 MC 이휘재가 아내 문정원에 대해 언급했다.
## ‘<이휘재:PER> <문정원:PER>’<39금:NOH> 토크쇼 ‘<어쩌다 어른:POH>’ 새 MC <이휘재:PER>가 아내 <문정원:PER>에 대해 언급했다.
‘	‘	SS	O
이휘재	이휘재	NNP	B-PER
_	_	_	O
문정원	문정원	NNP	B-PER
’	’	SS	O
39	39	SN	B-NOH
금	금	NNG	I-NOH
_	_	_	O
토크쇼	토크쇼	NNG	O
_	_	_	O
‘	‘	SS	O
어쩌다	어쩌다	MAG	B-POH
_	_	_	I-POH
어른	어른	NNG	I-POH
’	’	SS	O
_	_	_	O
새	새	MM	O
_	_	_	O
MC	MC	SL	O
_	_	_	O
이휘재	이휘재	NNP	B-PER
가	가	JKS	O
_	_	_	O
아내	아내	NNG	O
_	_	_	O
문정원	문정원	NNP	B-PER
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 신현준이 “그 때는 야구 방망이 몇 개를 망가뜨렸나”고 묻자 류현진은 “그 때는 방망이를 부수지 않았다.
## <신현준:PER>이 “그 때는 야구 방망이 몇 개를 망가뜨렸나”고 묻자 <류현진:PER>은 “그 때는 방망이를 부수지 않았다.
신현준	신현준	NNP	B-PER
이	이	JKS	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
야구	야구	NNG	O
_	_	_	O
방망이	방망이	NNG	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
개	개	NNB	O
를	를	JKO	O
_	_	_	O
망가뜨	망가뜨리	VV	O
렸	었	EP	O
나	나	JC	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
묻	묻	VV	O
자	자	EC	O
_	_	_	O
류현진	류현진	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
방망이	방망이	NNG	O
를	를	JKO	O
_	_	_	O
부수	부수	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 인청경제자유구역 부동산 시장 회복…오피스텔시장도 훈풍
## <인청경제자유구역:LOC> 부동산 시장 회복…오피스텔시장도 훈풍
인	인	NNG	B-LOC
청	청	XSN	I-LOC
경제	경제	NNG	I-LOC
자유	자유	NNG	I-LOC
구역	구역	NNG	I-LOC
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
회복	회복	NNG	O
…	…	SE	O
오피스텔	오피스텔	NNG	O
시장	시장	NNG	O
도	도	JX	O
_	_	_	O
훈풍	훈풍	NNG	O

## 6
## 일본과 유럽이 마이너스 금리를 도입했다.
## <일본:ORG>과 <유럽:ORG>이 마이너스 금리를 도입했다.
일본	일본	NNP	B-ORG
과	과	JC	O
_	_	_	O
유럽	유럽	NNP	B-ORG
이	이	JKS	O
_	_	_	O
마이너스	마이너스	NNG	O
_	_	_	O
금리	금리	NNG	O
를	를	JKO	O
_	_	_	O
도입	도입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 8위 LG는 4위 오리온스를 93-84로 꺾었다.
## <8위:NOH> <LG:ORG>는 <4위:NOH> <오리온스:ORG>를 <93-84:NOH>로 꺾었다.
8	8	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
LG	LG	SL	B-ORG
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
오리온스	오리온스	NNP	B-ORG
를	를	JKO	O
_	_	_	O
93	93	SN	B-NOH
-	-	SO	I-NOH
84	84	SN	I-NOH
로	로	JKB	O
_	_	_	O
꺾	꺾	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ㈔5·18 유엔유네스코 등재 및 기념사업회 등 6개 단체는 7일 오후 광주시의회 브리핑룸에서 기자회견을 열고 “망언을 담은 회고록 편찬으로 광주민주화운동을 폄훼한 전두환을 강력 규탄하고, 쓰레기에 불과한 회고록은 즉각 폐기할 것”을 촉구했다.
## ㈔<5·18 유엔유네스코 등재 및 기념사업회:ORG> 등 <6개:NOH> 단체는 <7일:DAT> 오후 <광주시의회 브리핑룸:LOC>에서 기자회견을 열고 “망언을 담은 회고록 편찬으로 <광주민주화운동:POH>을 폄훼한 <전두환:PER>을 강력 규탄하고, 쓰레기에 불과한 회고록은 즉각 폐기할 것”을 촉구했다.
㈔	㈔	SW	O
5	5	SN	B-ORG
·	·	SP	I-ORG
18	18	SN	I-ORG
_	_	_	I-ORG
유엔	유엔	NNP	I-ORG
유네스코	유네스코	NNP	I-ORG
_	_	_	I-ORG
등재	등재	NNG	I-ORG
_	_	_	I-ORG
및	및	MAG	I-ORG
_	_	_	I-ORG
기념	기념	NNG	I-ORG
사업	사업	NNG	I-ORG
회	회	XSN	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
단체	단체	NNG	O
는	는	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
광주시	광주시	NNP	B-LOC
의회	의회	NNG	I-LOC
_	_	_	I-LOC
브리핑	브리핑	NNG	I-LOC
룸	룸	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
망언	망언	NNG	O
을	을	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
회고록	회고록	NNG	O
_	_	_	O
편찬	편찬	NNG	O
으로	으로	JKB	O
_	_	_	O
광주	광주	NNP	B-POH
민주화	민주화	NNG	I-POH
운동	운동	NNG	I-POH
을	을	JKO	O
_	_	_	O
폄훼한	폄훼하+ㄴ	VV+ETM	O
_	_	_	O
전두환	전두환	NNP	B-PER
을	을	JKO	O
_	_	_	O
강력	강력	NNG	O
_	_	_	O
규탄하	규탄하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
쓰레기	쓰레기	NNG	O
에	에	JKB	O
_	_	_	O
불과한	불과하+ㄴ	VA+ETM	O
_	_	_	O
회고록	회고록	NNG	O
은	은	JX	O
_	_	_	O
즉각	즉각	MAG	O
_	_	_	O
폐기할	폐기하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
을	을	JKO	O
_	_	_	O
촉구	촉구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 참고로 가가멜은 사다리나 미끄럼틀이 그려진 칸에 도착해도 사다리나 미끄럼틀을 타지 않는다.
## 참고로 <가가멜:PER>은 사다리나 미끄럼틀이 그려진 칸에 도착해도 사다리나 미끄럼틀을 타지 않는다.
참고	참고	NNG	O
로	로	JKB	O
_	_	_	O
가가멜	가가멜	NNP	B-PER
은	은	JX	O
_	_	_	O
사다리	사다리	NNG	O
나	나	JC	O
_	_	_	O
미끄럼틀	미끄럼틀	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
칸	칸	NNG	O
에	에	JKB	O
_	_	_	O
도착해도	도착하+여도	VV+EC	O
_	_	_	O
사다리	사다리	NNG	O
나	나	JC	O
_	_	_	O
미끄럼틀	미끄럼틀	NNG	O
을	을	JKO	O
_	_	_	O
타	타	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 10
## 이렇게 게임을 진행해 가장 먼저 100번째 칸에 도착한 사람이 승리한다.
## 이렇게 게임을 진행해 가장 먼저 <100번:NOH>째 칸에 도착한 사람이 승리한다.
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
게임	게임	NNG	O
을	을	JKO	O
_	_	_	O
진행해	진행하+여	VV+EC	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
100	100	SN	B-NOH
번째	번째	NNB	O
_	_	_	O
칸	칸	NNG	O
에	에	JKB	O
_	_	_	O
도착한	도착하+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
승리한다	승리하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 보건복지부는 30일 메르스 상황에 관한 브리핑에서 유언비어 유포자에 대해 수사를 의뢰하는 등 엄정한 조치를 취하겠다고 경고했다.
## <보건복지부:ORG>는 <30일:DAT> <메르스:POH> 상황에 관한 브리핑에서 유언비어 유포자에 대해 수사를 의뢰하는 등 엄정한 조치를 취하겠다고 경고했다.
보건복지부	보건복지부	NNG	B-ORG
는	는	JX	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
브리핑	브리핑	NNG	O
에서	에서	JKB	O
_	_	_	O
유언비어	유언비어	NNG	O
_	_	_	O
유포	유포	NNG	O
자	자	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
의뢰하	의뢰하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
엄정한	엄정하+ㄴ	VA+ETM	O
_	_	_	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
취하	취하	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
경고	경고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 괴한들은 “엘반 군에게 최루탄을 쏜 경찰관들이 TV 생방송으로 혐의를 인정하고, 항의시위를 벌이다
## 괴한들은 “<엘반:PER> 군에게 최루탄을 쏜 경찰관들이 TV 생방송으로 혐의를 인정하고, 항의시위를 벌이다
괴한	괴한	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
엘반	엘반	NNP	B-PER
_	_	_	O
군	군	NNB	O
에게	에게	JKB	O
_	_	_	O
최루탄	최루탄	NNG	O
을	을	JKO	O
_	_	_	O
쏜	쏘+ㄴ	VV+ETM	O
_	_	_	O
경찰관	경찰관	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
생방송	생방송	NNG	O
으로	으로	JKB	O
_	_	_	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
인정하	인정하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
항의	항의	NNG	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
벌이	벌이	VV	O
다	다	EF	O

