## 1
## 한국 조 선두 유지, 레바논전에 달렸다
## <한국:ORG> 조 선두 유지, <레바논전:POH>에 달렸다
한국	한국	NNP	B-ORG
_	_	_	O
조	조	NNG	O
_	_	_	O
선두	선두	NNG	O
_	_	_	O
유지	유지	NNG	O
,	,	SP	O
_	_	_	O
레바논	레바논	NNP	B-POH
전	전	NNG	I-POH
에	에	JKB	O
_	_	_	O
달	달리	VV	O
렸	었	EP	O
다	다	EF	O

## 2
## 20일 역대 최대 규모(참가자 2만8000명)로 치러질 동아마라톤(서울국제마라톤)은 채널A를 통해 100여 개국으로 생중계된다.
## <20일:DAT> 역대 최대 규모(참가자 <2만8000명:NOH>)로 치러질 동아마라톤(<서울국제마라톤:ORG>)은 <채널A:ORG>를 통해 <100여 개:NOH>국으로 생중계된다.
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
규모	규모	NNG	O
(	(	SS	O
참가자	참가자	NNG	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
8000	8000	SN	I-NOH
명	명	NNB	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
치	치르	VV	O
러	어	EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
동아	동아	NNP	O
마라톤	마라톤	NNG	O
(	(	SS	O
서울	서울	NNP	B-ORG
국제	국제	NNG	I-ORG
마라톤	마라톤	NNG	I-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
채널	채널	NNG	B-ORG
A	A	SL	I-ORG
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
100	100	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개국	개국	NNB	O
으로	으로	JKB	O
_	_	_	O
생	생	XPN	O
중계된다	중계되+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 이 제품은 6.7g 무게에 4cm 크기에 불과해 세계 최소형 최경량 반려견 웨어러블 디바이스라는 기록을 가지고 있다.
## 이 제품은 <6.7g:NOH> 무게에 <4cm:NOH> 크기에 불과해 세계 최소형 최경량 반려견 웨어러블 디바이스라는 기록을 가지고 있다.
이	이	MM	O
_	_	_	O
제품	제품	NNG	O
은	은	JX	O
_	_	_	O
6.7	6.7	SN	B-NOH
g	g	SL	I-NOH
_	_	_	O
무게	무게	NNG	O
에	에	JKB	O
_	_	_	O
4	4	SN	B-NOH
cm	cm	SL	I-NOH
_	_	_	O
크기	크기	NNG	O
에	에	JKB	O
_	_	_	O
불과해	불과하+여	VA+EC	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최소형	최소형	NNP	O
_	_	_	O
최경량	최경량	NNP	O
_	_	_	O
반려	반려	NNG	O
견	견	NNG	O
_	_	_	O
웨어러블	웨어러블	NNG	O
_	_	_	O
디바이스	디바이스+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
가지	가지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 마모트의 광고 풀버전은 24일, 마모트 유튜브 브랜드 채널과 공식 페이스북 등에서, ‘너만 있으면 돼’ 음원은 각종 음원사이트에서 확인 할 수 있다.
## <마모트:ORG>의 광고 풀버전은 <24일:DAT>, <마모트:ORG> <유튜브:POH> 브랜드 채널과 공식 <페이스북:POH> 등에서, ‘<너만 있으면 돼:POH>’ 음원은 각종 음원사이트에서 확인 할 수 있다.
마모트	마모트	NNG	B-ORG
의	의	JKG	O
_	_	_	O
광고	광고	NNG	O
_	_	_	O
풀	풀	NNG	O
버전	버전	NNG	O
은	은	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
,	,	SP	O
_	_	_	O
마모트	마모트	NNG	B-ORG
_	_	_	O
유튜브	유튜브	NNP	B-POH
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
채널	채널	NNG	O
과	과	JC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
너	너	NP	B-POH
만	만	JX	I-POH
_	_	_	I-POH
있	있	VA	I-POH
으면	으면	EC	I-POH
_	_	_	I-POH
돼	되+어	VV+EF	I-POH
’	’	SS	O
_	_	_	O
음원	음원	NNG	O
은	은	JX	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
음원	음원	NNG	O
사이트	사이트	NNG	O
에서	에서	JKB	O
_	_	_	O
확인	확인	NNG	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 배영수, 대구구장 1루 덕아웃의 추억
## <배영수:PER>, <대구구장:LOC> <1루:NOH> 덕아웃의 추억
배영수	배영수	NNP	B-PER
,	,	SP	O
_	_	_	O
대구구장	대구구장	NNP	B-LOC
_	_	_	O
1	1	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
덕아웃	덕아웃	NNG	O
의	의	JKG	O
_	_	_	O
추억	추억	NNG	O

## 6
## 박 대통령은 지난 15일 광복절 경축사에서 지난해에 이어 광복절을 ‘건국절’로 규정짓고, 안중근 의사의 순국 장소를 하얼빈으로 잘못 말해 논란을 불러 일으켰다.
## <박:PER> 대통령은 지난 <15일:DAT> <광복절:DAT> 경축사에서 지난해에 이어 <광복절:DAT>을 ‘<건국절:DAT>’로 규정짓고, <안중근:PER> 의사의 순국 장소를 <하얼빈:LOC>으로 잘못 말해 논란을 불러 일으켰다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
광복절	광복절	NNG	B-DAT
_	_	_	O
경축사	경축사	NNG	O
에서	에서	JKB	O
_	_	_	O
지난해	지난해	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
광복절	광복절	NNG	B-DAT
을	을	JKO	O
_	_	_	O
‘	‘	SS	O
건국	건국	NNG	B-DAT
절	절	NNG	I-DAT
’	’	SS	O
로	로	JKB	O
_	_	_	O
규정짓	규정짓	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
안중근	안중근	NNP	B-PER
_	_	_	O
