## 1
## 섹시 ‘왝스(WAGS:축구선수들의 아내 또는 여자친구)’ 중 하나로 손꼽히는 캐나다 토론토 출신 모델 니콜 윌리엄스(29)의 비키니 자태가 포착됐다.
## 섹시 ‘<왝스:ORG>(<WAGS:ORG>:축구선수들의 아내 또는 여자친구)’ 중 <하나:NOH>로 손꼽히는 <캐나다 토론토:LOC> 출신 <모델 니콜 윌리엄스:PER>(<29:NOH>)의 비키니 자태가 포착됐다.
섹시	섹시	NNG	O
_	_	_	O
‘	‘	SS	O
왝스	왝스	NNG	B-ORG
(	(	SS	O
WAGS	WAGS	SL	B-ORG
:	:	SP	O
축구	축구	NNG	O
선수	선수	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
여자	여자	NNG	O
친구	친구	NNG	O
)	)	SS	O
’	’	SS	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	B-NOH
로	로	JKB	O
_	_	_	O
손꼽히	손꼽히	VV	O
는	는	ETM	O
_	_	_	O
캐나다	캐나다	NNP	B-LOC
_	_	_	I-LOC
토론토	토론토	NNP	I-LOC
_	_	_	O
출신	출신	NNG	O
_	_	_	O
모델	모델	NNG	B-PER
_	_	_	I-PER
니콜	니콜	NNP	I-PER
_	_	_	I-PER
윌리엄스	윌리엄스	NNP	I-PER
(	(	SS	O
29	29	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
비키니	비키니	NNG	O
_	_	_	O
자태	자태	NNG	O
가	가	JKS	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 오대산에 ‘산양’ 자연방사, 2030년까지 자체 존속 가능한 100개체 이상 서식 목표환경부와 국립공원관리공단은 16일 산양(멸종위기야생생물 1급·천연기념물 제217호) 4마리를 오대산국립공원에 자연 방사했다고 밝혔다.
## <오대산:LOC>에 ‘산양’ 자연방사, <2030년:DAT>까지 자체 존속 가능한 <100:PNT>개체 이상 서식 목표<환경부:ORG>와 <국립공원관리공단:ORG>은 <16일:DAT> 산양(멸종위기야생생물 <1급:NOH>·천연기념물 <제217호:NOH>) <4마리:NOH>를 <오대산국립공원:LOC>에 자연 방사했다고 밝혔다.
오대산	오대산	NNP	B-LOC
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
산양	산양	NNG	O
’	’	SS	O
_	_	_	O
자연	자연	NNG	O
방사	방사	NNG	O
,	,	SP	O
_	_	_	O
2030	2030	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
자체	자체	NNG	O
_	_	_	O
존속	존속	NNG	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
100	100	SN	B-PNT
개체	개체	NNG	O
_	_	_	O
이상	이상	NNG	O
_	_	_	O
서식	서식	NNG	O
_	_	_	O
목표	목표	NNG	O
환경부	환경부	NNG	B-ORG
와	와	JC	O
_	_	_	O
국립	국립	NNG	B-ORG
공원	공원	NNG	I-ORG
관리	관리	NNG	I-ORG
공단	공단	NNG	I-ORG
은	은	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
산양	산양	NNG	O
(	(	SS	O
멸종	멸종	NNG	O
위기	위기	NNG	O
야생	야생	NNG	O
생물	생물	NNG	O
_	_	_	O
1	1	SN	B-NOH
급	급	NNG	I-NOH
·	·	SP	O
천연기념물	천연기념물	NNG	O
_	_	_	O
제	제	XPN	B-NOH
217	217	SN	I-NOH
호	호	NNB	I-NOH
)	)	SS	O
_	_	_	O
4	4	SN	B-NOH
마리	마리	NNB	I-NOH
를	를	JKO	O
_	_	_	O
오대산	오대산	NNP	B-LOC
국립	국립	NNG	I-LOC
공원	공원	NNG	I-LOC
에	에	JKB	O
_	_	_	O
자연	자연	NNG	O
_	_	_	O
방사	방사하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이번에 방사된 산양들은 지난해 국립공원관리공단 종복원기술원 북부복원센터의 증식·계류시설에서 태어난 2년생 수컷, 암컷 각 1마리와 문화재청 양구산양증식복원센터에서 관리하던 4년생 수컷 1마리, 5년생 암컷 1마리로, 오대산 노인봉(문바우골)에 방사됐다.
## 이번에 방사된 산양들은 지난해 <국립공원관리공단 종복원기술원:ORG> 북부복원센터의 증식·계류시설에서 태어난 <2년생:NOH> 수컷, 암컷 각 <1마리:NOH>와 <문화재청 양구산양증식복원센터:ORG>에서 관리하던 <4년생:NOH> 수컷 <1마리:NOH>, <5년생:NOH> 암컷 <1마리:NOH>로, <오대산:LOC> <노인봉:LOC>(<문바우골:LOC>)에 방사됐다.
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
방사된	방사되+ㄴ	VV+ETM	O
_	_	_	O
산양	산양	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
국립	국립	NNG	B-ORG
공원	공원	NNG	I-ORG
관리	관리	NNG	I-ORG
공단	공단	NNG	I-ORG
_	_	_	I-ORG
종	종	NNG	I-ORG
복원	복원	NNG	I-ORG
기술원	기술원	NNG	I-ORG
_	_	_	O
북부	북부	NNG	O
복원	복원	NNG	O
센터	센터	NNG	O
의	의	JKG	O
_	_	_	O
증식	증식	NNG	O
·	·	SP	O
계류	계류	NNG	O
시설	시설	NNG	O
에서	에서	JKB	O
_	_	_	O
태어난	태어나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
생	생	XSN	I-NOH
_	_	_	O
수컷	수컷	NNG	O
,	,	SP	O
_	_	_	O
암컷	암컷	NNG	O
_	_	_	O
각	각	MM	O
_	_	_	O
1	1	SN	B-NOH
마리	마리	NNB	I-NOH
와	와	JC	O
_	_	_	O
문화재청	문화재청	NNG	B-ORG
_	_	_	I-ORG
양구	양구	NNP	I-ORG
산양	산양	NNG	I-ORG
증식	증식	NNG	I-ORG
복원	복원	NNG	I-ORG
센터	센터	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
관리하	관리하	VV	O
던	던	ETM	O
_	_	_	O
4	4	SN	B-NOH
년	년	NNB	I-NOH
생	생	XSN	I-NOH
_	_	_	O
수컷	수컷	NNG	O
_	_	_	O
1	1	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
생	생	XSN	I-NOH
_	_	_	O
암컷	암컷	NNG	O
_	_	_	O
1	1	SN	B-NOH
마리	마리	NNB	I-NOH
로	로	JKB	O
,	,	SP	O
_	_	_	O
오대산	오대산	NNP	B-LOC
_	_	_	O
노인봉	노인봉	NNP	B-LOC
(	(	SS	O
문바우골	문바우골	NNG	B-LOC
)	)	SS	O
에	에	JKB	O
_	_	_	O
방사	방사되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 현재 이곳에는 산양 6마리가 살고 있지만, 국도 6호선에 의해 서식지가 단절돼 있어 산양의 개체 수 확대가 필요했다.
## 현재 이곳에는 산양 <6마리:NOH>가 살고 있지만, 국도 <6호선:NOH>에 의해 서식지가 단절돼 있어 산양의 개체 수 확대가 필요했다.
현재	현재	MAG	O
_	_	_	O
이곳	이곳	NP	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
산양	산양	NNG	O
_	_	_	O
6	6	SN	B-NOH
마리	마리	NNB	I-NOH
가	가	JKS	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
국도	국도	NNG	O
_	_	_	O
6	6	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
서식지	서식지	NNG	O
가	가	JKS	O
_	_	_	O
단절돼	단절되+어	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
산양	산양	NNG	O
의	의	JKG	O
_	_	_	O
개체	개체	NNG	O
_	_	_	O
수	수	NNG	O
_	_	_	O
확대	확대	NNG	O
가	가	JKS	O
_	_	_	O
필요	필요하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 환경부가 2010년부터 지난해까지 오대산국립공원 일대의 산양 개체수를 조사한 결과 두로봉 4마리, 동대산 12마리, 호령봉 4마리, 노인봉 6마리, 을수골 5마리, 소황병산 5마리 등 총 36마리의 산양이 살고 있는 것으로 밝혀졌다.
## <환경부:ORG>가 <2010년:DAT>부터 지난해까지 <오대산국립공원:LOC> 일대의 산양 개체수를 조사한 결과 <두로봉:LOC> <4마리:NOH>, <동대산:LOC> <12마리:NOH>, <호령봉:LOC> <4마리:NOH>, <노인봉:LOC> <6마리:NOH>, <을수골:LOC> <5마리:NOH>, <소황병산:LOC> <5마리:NOH> 등 총 <36마리:NOH>의 산양이 살고 있는 것으로 밝혀졌다.
환경부	환경부	NNG	B-ORG
가	가	JKS	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
지난해	지난해	NNG	O
까지	까지	JX	O
_	_	_	O
오대산	오대산	NNP	B-LOC
국립	국립	NNG	I-LOC
공원	공원	NNG	I-LOC
_	_	_	O
일대	일대	NNG	O
의	의	JKG	O
_	_	_	O
산양	산양	NNG	O
_	_	_	O
개체	개체	NNG	O
수	수	NNG	O
를	를	JKO	O
_	_	_	O
조사한	조사하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
두로봉	두로봉	NNP	B-LOC
_	_	_	O
4	4	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
동대산	동대산	NNP	B-LOC
_	_	_	O
12	12	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
호령봉	호령봉	NNP	B-LOC
_	_	_	O
4	4	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
노인봉	노인봉	NNP	B-LOC
_	_	_	O
6	6	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
을	을	NNG	B-LOC
수골	수골	NNG	I-LOC
_	_	_	O
5	5	SN	B-NOH
마리	마리	NNB	I-NOH
,	,	SP	O
_	_	_	O
소	소	NNG	B-LOC
황병산	황병산	NNP	I-LOC
_	_	_	O
5	5	SN	B-NOH
마리	마리	NNB	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
총	총	MM	O
_	_	_	O
36	36	SN	B-NOH
마리	마리	NNB	I-NOH
의	의	JKG	O
_	_	_	O
산양	산양	NNG	O
이	이	JKS	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 당국은 2030년까지 자체 존속 가능한 100개체 이상 서식을 목표로 오대산 산양 복업사업을 추진하고 있으며, 국립공원관리공단 종복원기술원 원장은 “백두대간 내 산양 생태축은 서식지의 파편화 등 다양한 요인으로 인해 단절돼 있는 상태”라며 “이번 방사를 통해 산양의 개체수가 확대되고 유전적 다양성이 증대될 것”이라고 기대감을 나타냈다.
## 당국은 <2030년:DAT>까지 자체 존속 가능한 <100:PNT>개체 이상 서식을 목표로 <오대산:LOC> 산양 복업사업을 추진하고 있으며, <국립공원관리공단 종복원기술원:ORG> 원장은 “백두대간 내 산양 생태축은 서식지의 파편화 등 다양한 요인으로 인해 단절돼 있는 상태”라며 “이번 방사를 통해 산양의 개체수가 확대되고 유전적 다양성이 증대될 것”이라고 기대감을 나타냈다.
당국	당국	NNG	O
은	은	JX	O
_	_	_	O
2030	2030	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
자체	자체	NNG	O
_	_	_	O
존속	존속	NNG	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
100	100	SN	B-PNT
개체	개체	NNG	O
_	_	_	O
이상	이상	NNG	O
_	_	_	O
서식	서식	NNG	O
을	을	JKO	O
_	_	_	O
목표	목표	NNG	O
로	로	JKB	O
_	_	_	O
오대산	오대산	NNP	B-LOC
_	_	_	O
산양	산양	NNG	O
_	_	_	O
복업	복업	NNG	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
추진하	추진하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
국립	국립	NNG	B-ORG
공원	공원	NNG	I-ORG
관리	관리	NNG	I-ORG
공단	공단	NNG	I-ORG
_	_	_	I-ORG
종	종	NNG	I-ORG
복원	복원	NNG	I-ORG
기술원	기술원	NNG	I-ORG
_	_	_	O
원장	원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
백두대간	백두대간	NNG	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
산양	산양	NNG	O
_	_	_	O
생태	생태	NNG	O
축	축	NNG	O
은	은	JX	O
_	_	_	O
서식지	서식지	NNG	O
의	의	JKG	O
_	_	_	O
파편	파편	NNG	O
화	화	XSN	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
요인	요인	NNG	O
으로	으로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
단절돼	단절되+어	VV+EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상태	상태	NNG	O
”	”	SS	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
방사	방사	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
산양	산양	NNG	O
의	의	JKG	O
_	_	_	O
개체	개체	NNG	O
수	수	NNG	O
가	가	JKS	O
_	_	_	O
확대되	확대되	VV	O
고	고	EC	O
_	_	_	O
유전적	유전적	NNG	O
_	_	_	O
다양성	다양성	NNG	O
이	이	JKS	O
_	_	_	O
증대될	증대되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
기대감	기대감	NNG	O
을	을	JKO	O
_	_	_	O
나타냈	나타내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 종복원기술원은 백두대간 산양 생태축 복원을 위해 북부권(설악산, 오대산, 비무장지대), 중부권(월악산, 속리산, 울진, 삼척), 남부권(지리산, 덕유산) 등 권역별 핵심지역을 중심으로 복원사업을 추진 중이다.
## 종복원기술원은 백두대간 산양 생태축 복원을 위해 북부권(<설악산:LOC>, <오대산:LOC>, <비무장지대:LOC>), 중부권(<월악산:LOC>, <속리산:LOC>, <울진:LOC>, <삼척:LOC>), 남부권(<지리산:LOC>, <덕유산:LOC>) 등 권역별 핵심지역을 중심으로 복원사업을 추진 중이다.
종	종	NNG	O
복원	복원	NNG	O
기술원	기술원	NNG	O
은	은	JX	O
_	_	_	O
백두대간	백두대간	NNG	O
_	_	_	O
산양	산양	NNG	O
_	_	_	O
생태	생태	NNG	O
축	축	NNG	O
_	_	_	O
복원	복원	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
북부	북부	NNG	O
권	권	XSN	O
(	(	SS	O
설악산	설악산	NNP	B-LOC
,	,	SP	O
_	_	_	O
오대산	오대산	NNP	B-LOC
,	,	SP	O
_	_	_	O
비무장	비무장	NNG	B-LOC
지대	지대	NNG	I-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
중부	중부	NNG	O
권	권	XSN	O
(	(	SS	O
월악산	월악산	NNP	B-LOC
,	,	SP	O
_	_	_	O
속리산	속리산	NNP	B-LOC
,	,	SP	O
_	_	_	O
울진	울진	NNP	B-LOC
,	,	SP	O
_	_	_	O
삼척	삼척	NNP	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
남부	남부	NNG	O
권	권	XSN	O
(	(	SS	O
지리산	지리산	NNP	B-LOC
,	,	SP	O
_	_	_	O
덕유산	덕유산	NNP	B-LOC
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
권역	권역	NNG	O
별	별	XSN	O
_	_	_	O
핵심지역	핵심지역	NNG	O
을	을	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
복원	복원	NNG	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
추진	추진	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 앞서 환경부는 2014년에도 생물다양성 총회에 맞춰 오대산에 산양 4마리를 방사했었다.
## 앞서 <환경부:ORG>는 <2014년:DAT>에도 생물다양성 총회에 맞춰 <오대산:LOC>에 산양 <4마리:NOH>를 방사했었다.
앞서	앞서+어	VV+EC	O
_	_	_	O
환경부	환경부	NNG	B-ORG
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
도	도	JX	O
_	_	_	O
생물	생물	NNG	O
다양성	다양성	NNG	O
_	_	_	O
총회	총회	NNG	O
에	에	JKB	O
_	_	_	O
맞춰	맞추+어	VV+EC	O
_	_	_	O
오대산	오대산	NNP	B-LOC
에	에	JKB	O
_	_	_	O
산양	산양	NNG	O
_	_	_	O
4	4	SN	B-NOH
마리	마리	NNB	I-NOH
를	를	JKO	O
_	_	_	O
방사	방사하	VV	O
했었	였었	EP	O
다	다	EF	O
.	.	SF	O

## 9
