## 1
## 러시아어 프리랜서 통역가인 전미라(40)씨는 오랜 고민 끝에 지난달 서울의 한 난임센터를 찾았다.
## <러시아:ORG>어 프리랜서 통역가인 <전미라:PER>(<40:NOH>)씨는 오랜 고민 끝에 지난달 <서울:LOC>의 한 난임센터를 찾았다.
러시아	러시아	NNP	B-ORG
어	어	XSN	O
_	_	_	O
프리랜서	프리랜서	NNG	O
_	_	_	O
통역	통역	NNG	O
가인	가인	NNG	O
_	_	_	O
전미라	전미라	NNP	B-PER
(	(	SS	O
40	40	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
오랜	오랜	MM	O
_	_	_	O
고민	고민	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
난임	난임	NNG	O
센터	센터	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 경마 경륜이 공익마케팅을 통해 가족 속으로 한 발짝 더 다가가는 것이다.
## 경마 경륜이 공익마케팅을 통해 가족 속으로 <한 발짝:NOH> 더 다가가는 것이다.
경마	경마	NNG	O
_	_	_	O
경륜	경륜	NNG	O
이	이	JKS	O
_	_	_	O
공익	공익	NNG	O
마케팅	마케팅	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
속	속	NNG	O
으로	으로	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
발짝	발짝	NNB	I-NOH
_	_	_	O
더	더	MAG	O
_	_	_	O
다가가	다가가	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 이 자리에는 역시 ‘구르미 그린 달빛’의 동료 곽동연이 동행하기도 했다.
## 이 자리에는 역시 ‘<구르미 그린 달빛:POH>’의 동료 <곽동연:PER>이 동행하기도 했다.
이	이	MM	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
‘	‘	SS	O
구르	구르	NNP	B-POH
미	미	NNP	I-POH
_	_	_	I-POH
그린	그리+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
달빛	달빛	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
동료	동료	NNG	O
_	_	_	O
곽동연	곽동연	NNP	B-PER
이	이	JKS	O
_	_	_	O
동행하	동행하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## [5] 체르마트→생모리츠(291km·8시간 3분) 알프스의 풍광을 즐기도록 통유리 창을 지붕 일부까지 확장시킨 럭셔리 파노라마 객차 글래시어 익스프레스의 운행 구간이다.
## [5] <체르마트:LOC>→<생모리츠:LOC>(<291km:NOH>·<8시간 3분:NOH>) <알프스:LOC>의 풍광을 즐기도록 통유리 창을 지붕 일부까지 확장시킨 럭셔리 파노라마 객차 <글래시어 익스프레스:POH>의 운행 구간이다.
[	[	SS	O
5	5	SN	O
]	]	SS	O
_	_	_	O
체르마트	체르마트	NNP	B-LOC
→	→	SW	O
생모리츠	생모리츠	NNP	B-LOC
(	(	SS	O
291	291	SN	B-NOH
km	km	SL	I-NOH
·	·	SP	O
8	8	SN	B-NOH
시간	시간	NNB	I-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
분	분	NNB	I-NOH
)	)	SS	O
_	_	_	O
알프스	알프스	NNP	B-LOC
의	의	JKG	O
_	_	_	O
풍광	풍광	NNG	O
을	을	JKO	O
_	_	_	O
즐기	즐기	VV	O
도록	도록	EC	O
_	_	_	O
통유리	통유리	NNG	O
_	_	_	O
창	창	NNG	O
을	을	JKO	O
_	_	_	O
지붕	지붕	NNG	O
_	_	_	O
일부	일부	NNG	O
까지	까지	JX	O
_	_	_	O
확장	확장	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
럭셔리	럭셔리	NNG	O
_	_	_	O
파노라마	파노라마	NNG	O
_	_	_	O
객차	객차	NNG	O
_	_	_	O
글래	그러하	VA	B-POH
시	시	EP	I-POH
어	어	EC	I-POH
_	_	_	I-POH
익스프레스	익스프레스	NNG	I-POH
의	의	JKG	O
_	_	_	O
운행	운행	NNG	O
_	_	_	O
구간	구간	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 그러나 2000년에서 2010년까지 10년 동안 기업소득은 개발연대 기간에 비해서도 2배 이상이나 높은 연평균 16.5%씩 늘어난 반면, 가계소득은 과거에 비해 증가속도가 4분의 1토막이 난 연평균 2.3%에 그쳤다.
## 그러나 <2000년에서 2010년:DUR>까지 <10년 동안:DUR> 기업소득은 개발연대 기간에 비해서도 <2배:PNT> 이상이나 높은 연평균 <16.5%:PNT>씩 늘어난 반면, 가계소득은 과거에 비해 증가속도가 <4분의 1:PNT>토막이 난 연평균 <2.3%:PNT>에 그쳤다.
그러나	그러나	MAJ	O
_	_	_	O
2000	2000	SN	B-DUR
년	년	NNB	I-DUR
에서	에서	JKB	I-DUR
_	_	_	I-DUR
2010	2010	SN	I-DUR
년	년	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
동안	동안	NNG	I-DUR
_	_	_	O
기업	기업	NNG	O
소득	소득	NNG	O
은	은	JX	O
_	_	_	O
개발	개발	NNG	O
연대	연대	NNG	O
_	_	_	O
기간	기간	NNG	O
에	에	JKB	O
_	_	_	O
비해서	비하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
2	2	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
이상	이상	NNG	O
이나	이나	JC	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
연평균	연평균	NNG	O
_	_	_	O
16.5	16.5	SN	B-PNT
%	%	SW	I-PNT
씩	씩	XSN	O
_	_	_	O
늘어난	늘어나+ㄴ	VV+ETM	O
_	_	_	O
반면	반면	NNG	O
,	,	SP	O
_	_	_	O
가계	가계	NNG	O
소득	소득	NNG	O
은	은	JX	O
_	_	_	O
과거	과거	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
증가	증가	NNG	O
속도	속도	NNG	O
가	가	JKS	O
_	_	_	O
4	4	SN	B-PNT
분	분	XSN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
토막	토막	NNG	O
이	이	JKS	O
_	_	_	O
난	나+ㄴ	VV+ETM	O
_	_	_	O
연평균	연평균	NNG	O
_	_	_	O
2.3	2.3	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 더민주당은 23일 선출직평가위원회의 ‘하위 20% 컷오프’ 명단을 공개한다.
## <더민주당:ORG>은 <23일:DAT> 선출직평가위원회의 ‘하위 <20%:PNT> 컷오프’ 명단을 공개한다.
더	더	MAG	B-ORG
민주당	민주당	NNP	I-ORG
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
선출	선출	NNG	O
직	직	NNG	O
평가	평가	NNG	O
위원회	위원회	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
하위	하위	NNG	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
컷오프	컷오프	NNG	O
’	’	SS	O
_	_	_	O
명단	명단	NNG	O
을	을	JKO	O
_	_	_	O
공개한다	공개하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 이전 기록은 몸길이 14피트(약 4.2m), 몸무게 780파운드(약 353kg)다.
## 이전 기록은 몸길이 <14피트:NOH>(약 <4.2m:NOH>), 몸무게 <780파운드:NOH>(약 <353kg:NOH>)다.
이전	이전	NNG	O
_	_	_	O
기록	기록	NNG	O
은	은	JX	O
_	_	_	O
몸길이	몸길이	NNG	O
_	_	_	O
14	14	SN	B-NOH
피트	피트	NNB	I-NOH
(	(	SS	O
약	약	MM	O
_	_	_	O
4.2	4.2	SN	B-NOH
m	m	SL	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
몸무게	몸무게	NNG	O
_	_	_	O
780	780	SN	B-NOH
파운드	파운드	NNB	I-NOH
(	(	SS	O
약	약	MM	O
_	_	_	O
353	353	SN	B-NOH
kg	kg	SL	I-NOH
)	)+이	SS+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 이번 계약에 따라 킨랜드는 한국마사회에 스폰서 후원금으로 6만달러(약 7200만원)를 지급하기로 했고, 한국마사회는 해당 경주에 ‘킨랜드 코리아컵’, ‘킨랜드 코리아 스프린트’와 같은 기업 명칭을 부여하기로 했다.
## 이번 계약에 따라 <킨랜드:ORG>는 <한국마사회:ORG>에 스폰서 후원금으로 <6만달러:MNY>(약 <7200만원:MNY>)를 지급하기로 했고, <한국마사회:ORG>는 해당 경주에 ‘<킨랜드 코리아컵:POH>’, ‘<킨랜드 코리아 스프린트:POH>’와 같은 기업 명칭을 부여하기로 했다.
이번	이번	NNG	O
_	_	_	O
계약	계약	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
킨	킨	NNP	B-ORG
랜드	랜드	NNG	I-ORG
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
마사회	마사회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
스폰서	스폰서	NNG	O
_	_	_	O
후원금	후원금	NNG	O
으로	으로	JKB	O
_	_	_	O
6	6	SN	B-MNY
만	만	NR	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
7200	7200	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
를	를	JKO	O
_	_	_	O
지급하	지급하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-ORG
마사회	마사회	NNG	I-ORG
는	는	JX	O
_	_	_	O
해당	해당	NNG	O
_	_	_	O
경주	경주	NNP	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
킨	킨	NNP	B-POH
랜드	랜드	NNG	I-POH
_	_	_	I-POH
코리아컵	코리아컵	NNG	I-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
킨	킨	NNP	B-POH
랜드	랜드	NNG	I-POH
_	_	_	I-POH
코리아	코리아	NNP	I-POH
_	_	_	I-POH
스프린트	스프린트	NNG	I-POH
’	’	SS	O
와	와	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
명칭	명칭	NNG	O
을	을	JKO	O
_	_	_	O
부여하	부여하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그는 “많은 사람이 ‘과연 미국이 내가 생각하던 나라인가’라고 자문했다는 걸 알고 있다”며 도널드 트럼프의 대통령 당선 이후 전국에서 일어난 반(反)트럼프 시위를 우회적으로 언급했다.
## 그는 “많은 사람이 ‘과연 <미국:ORG>이 내가 생각하던 나라인가’라고 자문했다는 걸 알고 있다”며 <도널드 트럼프:PER>의 대통령 당선 이후 전국에서 일어난 반(反)<트럼프:PER> 시위를 우회적으로 언급했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
과연	과연	MAG	O
_	_	_	O
미국	미국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
생각하	생각하	VV	O
던	던	ETM	O
_	_	_	O
나라	나라	NNG	O
인가	이+ㄴ가	VCP+EF	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
자문	자문하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
도널드	도널드	NNP	B-PER
_	_	_	I-PER
트럼프	트럼프	NNP	I-PER
의	의	JKG	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
당선	당선	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
일어난	일어나+ㄴ	VV+ETM	O
_	_	_	O
반	반	XPN	O
(	(	SS	O
反	反	SH	O
)	)	SS	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
우회적	우회적	NNG	O
으로	으로	JKB	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 뽀얀 국물에 백암순대가 들어간 ‘순대국’은 인근 상인들과 전국에서 찾아오는 손님들의 한 끼 식사를 책임지고 있다.
## 뽀얀 국물에 <백암순대:POH>가 들어간 ‘순대국’은 인근 상인들과 전국에서 찾아오는 손님들의 <한 끼:NOH> 식사를 책임지고 있다.
뽀얀	뽀얗+ㄴ	VA+ETM	O
_	_	_	O
국물	국물	NNG	O
에	에	JKB	O
_	_	_	O
백암순	백암순	NNP	B-POH
대	대	NNB	I-POH
가	가	JKS	O
_	_	_	O
들어간	들어가+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
순대	순대	NNG	O
국	국	NNG	O
’	’	SS	O
은	은	JX	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
상인	상인	NNG	O
들	들	XSN	O
과	과	JC	O
_	_	_	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
찾아오	찾아오	VV	O
는	는	ETM	O
_	_	_	O
손님	손님	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
끼	끼	NNG	I-NOH
_	_	_	O
식사	식사	NNG	O
를	를	JKO	O
_	_	_	O
책임지	책임지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 문 기수는 이날까지 6650전 1349승으로 20.3%의 최고 승률을 기록하고 있다.
## <문:PER> 기수는 이날까지 <6650전:NOH> <1349승:NOH>으로 <20.3%:PNT>의 최고 승률을 기록하고 있다.
문	문	NNG	B-PER
_	_	_	O
기수	기수	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
까지	까지	JX	O
_	_	_	O
6650	6650	SN	B-NOH
전	전	NNB	I-NOH
_	_	_	O
1349	1349	SN	B-NOH
승	승	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
20.3	20.3	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
승률	승률	NNG	O
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 오라힐리 교수 연구팀은 초고도 비만 또는 저체중인 사람에게 초점을 맞춘다.
## <오라힐리:PER> 교수 연구팀은 초고도 비만 또는 저체중인 사람에게 초점을 맞춘다.
오라	오라	NNG	B-PER
힐리	힐리	NNP	I-PER
_	_	_	O
교수	교수	NNG	O
_	_	_	O
연구	연구	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
초	초	XPN	O
고도	고도	NNG	O
_	_	_	O
비만	비만	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
저	저	XPN	O
체중	체중	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
사람	사람	NNG	O
에게	에게	JKB	O
_	_	_	O
초점	초점	NNG	O
을	을	JKO	O
_	_	_	O
맞춘다	맞추+ㄴ다	VV+EF	O
.	.	SF	O

