## 1
## 단, 미국의 증권시장엔 알파벳만 상장돼 있고 나머지는 비상장사입니다.
## 단, <미국:ORG>의 증권시장엔 알파벳만 상장돼 있고 나머지는 비상장사입니다.
단	단	MAG	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
증권	증권	NNG	O
시장	시장	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
알파벳	알파벳	NNG	O
만	만	JX	O
_	_	_	O
상장돼	상장되+어	VV+EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
_	_	_	O
나머지	나머지	NNG	O
는	는	JX	O
_	_	_	O
비	비	XPN	O
상장	상장	NNG	O
사	사	XSN	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 2
## 고영욱은 2010년 7월부터 2012년 12월까지 자신의 오피스텔과 승용차 등에서 미성년자 세 명을 총 4차례에 걸쳐 성폭행 및 강제 추행한 혐의로 구속 기소됐다.
## <고영욱:PER>은 <2010년 7월부터 2012년 12월:DUR>까지 자신의 오피스텔과 승용차 등에서 미성년자 <세 명:NOH>을 총 <4차례:NOH>에 걸쳐 성폭행 및 강제 추행한 혐의로 구속 기소됐다.
고영욱	고영욱	NNP	B-PER
은	은	JX	O
_	_	_	O
2010	2010	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
7	7	SN	I-DUR
월	월	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
2012	2012	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
12	12	SN	I-DUR
월	월	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
오피스텔	오피스텔	NNG	O
과	과	JC	O
_	_	_	O
승용차	승용차	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
미성년자	미성년자	NNG	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
총	총	MM	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
성폭행	성폭행	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
강제	강제	NNG	O
_	_	_	O
추행한	추행하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
구속	구속	NNG	O
_	_	_	O
기소	기소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 정두언 “한번 간신은…” 직격탄, 친박 “계파 대립 걷어치워야” 옹호
## <정두언:PER> “<한번:NOH> 간신은…” 직격탄, 친박 “계파 대립 걷어치워야” 옹호
정두언	정두언	NNP	B-PER
_	_	_	O
“	“	SS	O
한번	한번	NNG	B-NOH
_	_	_	O
간신	간신	NNG	O
은	은	JX	O
…	…	SE	O
”	”	SS	O
_	_	_	O
직격탄	직격탄	NNG	O
,	,	SP	O
_	_	_	O
친	친	XPN	O
박	박	NNP	O
_	_	_	O
“	“	SS	O
계파	계파	NNG	O
_	_	_	O
대립	대립	NNG	O
_	_	_	O
걷어치	걷어치우	VV	O
워야	어야	EF	O
”	”	SS	O
_	_	_	O
옹호	옹호	NNG	O

## 4
## 안 의원의 멘토였던 윤여준 전 환경부 장관은 “안 의원이 (합당 후) 1년 9개월 만에 제자리로 돌아온 것 아니냐”며 “야권을 분열시켰다는 비판이 나오겠지만 (안 의원이 자신의) 세력을 만들어야 한다”고 조언했다.
## <안:PER> 의원의 멘토였던 <윤여준:PER> 전 <환경부:ORG> 장관은 “<안:PER> 의원이 (합당 후) <1년 9개월:NOH> 만에 제자리로 돌아온 것 아니냐”며 “야권을 분열시켰다는 비판이 나오겠지만 (<안:PER> 의원이 자신의) 세력을 만들어야 한다”고 조언했다.
안	안	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
의	의	JKG	O
_	_	_	O
멘토	멘토+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
윤여준	윤여준	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
환경부	환경부	NNG	B-ORG
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
안	안	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
(	(	SS	O
합당	합당	NNG	O
_	_	_	O
후	후	NNG	O
)	)	SS	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
9	9	SN	I-NOH
개월	개월	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
제자리	제자리	NNG	O
로	로	JKB	O
_	_	_	O
돌아온	돌아오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
아니	아니	VCN	O
냐	냐	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
야권	야권	NNG	O
을	을	JKO	O
_	_	_	O
분열	분열	NNG	O
시	시키	XSV	O
켰	었	EP	O
다는	다는	ETM	O
_	_	_	O
비판	비판	NNG	O
이	이	JKS	O
_	_	_	O
나오	나오	VV	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
(	(	SS	O
안	안	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
)	)	SS	O
_	_	_	O
세력	세력	NNG	O
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
어야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
조언	조언하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 밥 딜런은 국내 가수에도 영향을 미쳤다.
## <밥 딜런:PER>은 국내 가수에도 영향을 미쳤다.
밥	밥	NNP	B-PER
_	_	_	I-PER
딜런	딜런	NNP	I-PER
은	은	JX	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
가수	가수	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 실제 공항 이용객은 2013년 108만명에서 올해 250만명으로 무려 131%나 증가했다.
## 실제 공항 이용객은 <2013년:DAT> <108만명:NOH>에서 올해 <250만명:NOH>으로 무려 <131%:PNT>나 증가했다.
실제	실제	NNG	O
_	_	_	O
공항	공항	NNG	O
_	_	_	O
이용객	이용객	NNG	O
은	은	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
108	108	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
250	250	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
무려	무려	MAG	O
_	_	_	O
131	131	SN	B-PNT
%	%	SW	I-PNT
나	나	JX	O
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 손학규 “함께하는 개혁, 평민시대 열겠다”…대선출마 공식선언
## <손학규:PER> “함께하는 개혁, 평민시대 열겠다”…대선출마 공식선언
손학규	손학규	NNP	B-PER
_	_	_	O
“	“	SS	O
함께하	함께하	VV	O
는	는	ETM	O
_	_	_	O
개혁	개혁	NNG	O
,	,	SP	O
_	_	_	O
평민	평민	NNG	O
시대	시대	NNG	O
_	_	_	O
열	열	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
…	…	SE	O
대선	대선	NNG	O
출마	출마	NNG	O
_	_	_	O
공식	공식	NNG	O
선언	선언	NNG	O

## 8
## ―이충무 씨(36·심부름서비스업체 직원) 쉽지 않은 서비스 “배달 오토바이는 차가 와서 살짝만 부딪쳐도 나가떨어져요.
## ―<이충무:PER> 씨(<36:NOH>·심부름서비스업체 직원) 쉽지 않은 서비스 “배달 오토바이는 차가 와서 살짝만 부딪쳐도 나가떨어져요.
―	―	SS	O
이충무	이충무	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
36	36	SN	B-NOH
·	·	SP	O
심부름	심부름	NNG	O
서비스	서비스	NNG	O
업체	업체	NNG	O
_	_	_	O
직원	직원	NNG	O
)	)	SS	O
_	_	_	O
쉽	쉽	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
“	“	SS	O
배달	배달	NNG	O
_	_	_	O
오토바이	오토바이	NNG	O
는	는	JX	O
_	_	_	O
차	차	NNG	O
가	가	JKS	O
_	_	_	O
와서	+아서	+EC	O
_	_	_	O
살짝	살짝	MAG	O
만	만	JX	O
_	_	_	O
부딪쳐도	부딪치+어도	VV+EC	O
_	_	_	O
나가떨어져요	나가떨어지+어요	VV+EF	O
.	.	SF	O

## 9
## 8년간 800만 달러 계약, 광주대는 수출 전진기지
## <8년간:DUR> <800만 달러:MNY> 계약, <광주대:ORG>는 수출 전진기지
8	8	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
800	800	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
_	_	_	O
계약	계약	NNG	O
,	,	SP	O
_	_	_	O
광주대	광주대	NNP	B-ORG
는	는	JX	O
_	_	_	O
수출	수출	NNG	O
_	_	_	O
전진	전진	NNG	O
기지	기지	NNG	O

## 10
## 한 해 중 음주운전 사고가 가장 많은 달은 11월이다.
## <한 해:NOH> 중 음주운전 사고가 가장 많은 달은 <11월:DAT>이다.
한	한	MM	B-NOH
_	_	_	I-NOH
해	해	NNB	I-NOH
_	_	_	O
중	중	NNP	O
_	_	_	O
음주	음주	NNG	O
운전	운전	NNG	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
달	달	NNG	O
은	은	JX	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 아베 총리는 “미일 동맹의 강고한 유대는 흔들림이 없다는 것을 보여주고 싶다”고 밝혔다.
## <아베:PER> 총리는 “<미일:ORG> 동맹의 강고한 유대는 흔들림이 없다는 것을 보여주고 싶다”고 밝혔다.
아베	아베	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
미	미	NNP	B-ORG
일	일	NNP	I-ORG
_	_	_	O
동맹	동맹	NNG	O
의	의	JKG	O
_	_	_	O
강고한	강고하+ㄴ	VA+ETM	O
_	_	_	O
유대	유대	NNG	O
는	는	JX	O
_	_	_	O
흔들림	흔들리+ㅁ	VV+ETN	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 국정원 직원 차량 의혹에 경찰 “재연 실험 10여차례…색 왜곡 사실 확인”경찰 국정원 직원 차량국가정보원 직원이 자살 직전 타고 간 마티즈 승용차 번호판이 바꿔치기된 것 아니냐는 의혹에 대해 경찰이 “전혀 가능성이 없다”는 입장을 재차 밝혔다.
## <국정원:ORG> 직원 차량 의혹에 경찰 “재연 실험 <10여차례:NOH>…색 왜곡 사실 확인”경찰 <국정원:ORG> 직원 차량국가정보원 직원이 자살 직전 타고 간 마티즈 승용차 번호판이 바꿔치기된 것 아니냐는 의혹에 대해 경찰이 “전혀 가능성이 없다”는 입장을 재차 밝혔다.
국정원	국정원	NNG	B-ORG
_	_	_	O
직원	직원	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
의혹	의혹	NNG	O
에	에	JKB	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
“	“	SS	O
재연	재연	NNG	O
_	_	_	O
실험	실험	NNG	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
차례	차례	NNG	I-NOH
…	…	SE	O
색	색	NNG	O
_	_	_	O
왜곡	왜곡	NNG	O
_	_	_	O
사실	사실	NNG	O
_	_	_	O
확인	확인	NNG	O
”	”	SS	O
경찰	경찰	NNG	O
_	_	_	O
국정원	국정원	NNG	B-ORG
_	_	_	O
직원	직원	NNG	O
_	_	_	O
차량	차량	NNG	O
국가정보원	국가정보원	NNG	O
_	_	_	O
직원	직원	NNG	O
이	이	JKS	O
_	_	_	O
자살	자살	NNG	O
_	_	_	O
직전	직전	NNG	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
간	가+ㄴ	VV+ETM	O
_	_	_	O
마티즈	마티즈	NNP	O
_	_	_	O
승용차	승용차	NNG	O
_	_	_	O
번호판	번호판	NNG	O
이	이	JKS	O
_	_	_	O
바꿔치기된	바꿔치기되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
아니	아니	VCN	O
냐는	냐는	ETM	O
_	_	_	O
의혹	의혹	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
경찰	경찰	NNG	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
전혀	전혀	MAG	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
재차	재차	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 경기지방경찰청 과학수사계는 23일 오후 경기청 2층 제2회의실에서 CC(폐쇄회로)TV 영상 분석 결과에 대한 언론 브리핑을 갖고 이같이 밝혔다.
## <경기지방경찰청 과학수사계:ORG>는 <23일:DAT> 오후 <경기청 2층 제2회의실:LOC>에서 CC(폐쇄회로)TV 영상 분석 결과에 대한 언론 브리핑을 갖고 이같이 밝혔다.
경기지방경찰청	경기지방경찰청	NNP	B-ORG
_	_	_	I-ORG
과학	과학	NNG	I-ORG
수사	수사	NNG	I-ORG
계	계	XSN	I-ORG
는	는	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
경기청	경기청	NNG	B-LOC
_	_	_	I-LOC
2	2	SN	I-LOC
층	층	NNG	I-LOC
_	_	_	I-LOC
제	제	XPN	I-LOC
2	2	SN	I-LOC
회의실	회의실	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
CC	CC	SL	O
(	(	SS	O
폐쇄	폐쇄	NNG	O
회로	회로	NNG	O
)	)	SS	O
TV	TV	SL	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
분석	분석	NNG	O
_	_	_	O
결과	결과	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
언론	언론	NNG	O
_	_	_	O
브리핑	브리핑	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 경찰 관계자는 “(의혹이 제기된)동영상을 초당 30프레임으로 나눠보면 차량 진행에 따라 동일한 번호판이 밝은색 또는 어두운 색으로 변화하는 것이 관찰된다”며 “동종차량(1999년식 빨간색 마티즈·녹색 전국번호판)으로 같은 시간대 재연 실험을 10여차례 해보니 실제로 녹색 번호판이 흰색으로 왜곡, 변형된다는 사실도 확인했다”고 말했다.
## 경찰 관계자는 “(의혹이 제기된)동영상을 초당 <30프레임:NOH>으로 나눠보면 차량 진행에 따라 동일한 번호판이 밝은색 또는 어두운 색으로 변화하는 것이 관찰된다”며 “동종차량(<1999년식:NOH> 빨간색 마티즈·녹색 전국번호판)으로 같은 시간대 재연 실험을 <10여차례:NOH> 해보니 실제로 녹색 번호판이 흰색으로 왜곡, 변형된다는 사실도 확인했다”고 말했다.
경찰	경찰	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
(	(	SS	O
의혹	의혹	NNG	O
이	이	JKS	O
_	_	_	O
제기된	제기되+ㄴ	VV+ETM	O
)	)	SS	O
동영상	동영상	NNG	O
을	을	JKO	O
_	_	_	O
초	초	NNB	O
당	당	XSN	O
_	_	_	O
30	30	SN	B-NOH
프레임	프레임	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
나눠	나누+어	VV+EC	O
보	보	VX	O
면	면	EC	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
진행	진행	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
동일한	동일하+ㄴ	VA+ETM	O
_	_	_	O
번호판	번호판	NNG	O
이	이	JKS	O
_	_	_	O
밝	밝	VA	O
은	은	ETM	O
색	색	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
어두	어둡	VA	O
운	ㄴ	ETM	O
_	_	_	O
색	색	NNG	O
으로	으로	JKB	O
_	_	_	O
변화하	변화하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
관찰된다	관찰되+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
동	동	NNG	O
종	종	NNG	O
차량	차량	NNG	O
(	(	SS	O
1999	1999	SN	B-NOH
년	년	NNB	I-NOH
식	식	NNB	I-NOH
_	_	_	O
빨간색	빨간색	NNG	O
_	_	_	O
마티즈	마티즈	NNP	O
·	·	SP	O
녹색	녹색	NNG	O
_	_	_	O
전국	전국	NNG	O
번호판	번호판	NNG	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
시간	시간	NNG	O
대	대	NNB	O
_	_	_	O
재연	재연	NNG	O
_	_	_	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
차례	차례	NNG	I-NOH
_	_	_	O
해	하+여	VV+EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
실제로	실제로	MAG	O
_	_	_	O
녹색	녹색	NNG	O
_	_	_	O
번호판	번호판	NNG	O
이	이	JKS	O
_	_	_	O
흰색	흰색	NNG	O
으로	으로	JKB	O
_	_	_	O
왜곡	왜곡	NNG	O
,	,	SP	O
_	_	_	O
변형된다는	변형되+ㄴ다는	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
도	도	JX	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## EPL&런던 누구보다 최고가 되고 싶다는 열망이 굉장히 크지만 손흥민은 필요 이상의 욕심을 부리지 않겠다고 했다.
## <EPL&런던:ORG> 누구보다 최고가 되고 싶다는 열망이 굉장히 크지만 <손흥민:PER>은 필요 이상의 욕심을 부리지 않겠다고 했다.
EPL	EPL	SL	B-ORG
&	&	SW	I-ORG
런던	런던	NNP	I-ORG
_	_	_	O
누구	누구	NP	O
보다	보다	JKB	O
_	_	_	O
최고	최고	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다는	다는	ETM	O
_	_	_	O
열망	열망	NNG	O
이	이	JKS	O
_	_	_	O
굉장히	굉장히	MAG	O
_	_	_	O
크	크	VA	O
지만	지만	EC	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
은	은	JX	O
_	_	_	O
필요	필요	NNG	O
_	_	_	O
이상	이상	NNG	O
의	의	JKG	O
_	_	_	O
욕심	욕심	NNG	O
을	을	JKO	O
_	_	_	O
부리	부리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

