## 1
## 김 매니저는 “저축성보험 금리가 현재 3% 중,후반대이며 최저보증이율도 2% 중반대라 다른 확정금리 상품보다 유리하다”고 말했다.
## <김:PER> 매니저는 “저축성보험 금리가 현재 <3%:PNT> 중,후반대이며 최저보증이율도 <2%:PNT> 중반대라 다른 확정금리 상품보다 유리하다”고 말했다.
김	김	NNP	B-PER
_	_	_	O
매니저	매니저	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
저축	저축	NNG	O
성	성	XSN	O
보험	보험	NNG	O
_	_	_	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
현재	현재	NNG	O
_	_	_	O
3	3	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
중	중	NNP	O
,	,	SP	O
후반	후반	NNG	O
대	대	XSN	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
최저	최저	NNG	O
보증	보증	NNG	O
이율	이율	NNG	O
도	도	JX	O
_	_	_	O
2	2	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
중반	중반	NNG	O
대	대+이	XSN+VCP	O
라	라	EC	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
확정	확정	NNG	O
금리	금리	NNG	O
_	_	_	O
상품	상품	NNG	O
보다	보다	JKB	O
_	_	_	O
유리하	유리하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이보미는 “모두 열심히 달려왔고 최선을 다했다.
## <이보미:PER>는 “모두 열심히 달려왔고 최선을 다했다.
이보미	이보미	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
모두	모두	MAG	O
_	_	_	O
열심히	열심히	MAG	O
_	_	_	O
달려	달려오	VV	O
왔	았	EP	O
고	고	EC	O
_	_	_	O
최선	최선	NNG	O
을	을	JKO	O
_	_	_	O
다	다하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 스켑슐트의 매력 포인트는 100% 스웨덴산 주철을 장인이 수작업으로 만들어 프라이팬, 그릴팬, 웍 등 모든 제품이 고급스럽다는 것. 한국에 상륙하자마자 요리 마니아들 사이에서 이미 애장템으로 등극했을 정도로 인기를 끌고 있다.
## <스켑슐트:ORG>의 매력 포인트는 <100%:PNT> 스웨덴산 주철을 장인이 수작업으로 만들어 프라이팬, 그릴팬, 웍 등 모든 제품이 고급스럽다는 것. <한국:LOC>에 상륙하자마자 요리 마니아들 사이에서 이미 애장템으로 등극했을 정도로 인기를 끌고 있다.
스	스	NNG	B-ORG
켑	켑	NNP	I-ORG
슐트	슐트	NNP	I-ORG
의	의	JKG	O
_	_	_	O
매력	매력	NNG	O
_	_	_	O
포인트	포인트	NNG	O
는	는	JX	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
스웨덴	스웨덴	NNP	O
산	산	XSN	O
_	_	_	O
주철	주철	NNG	O
을	을	JKO	O
_	_	_	O
장인	장인	NNG	O
이	이	JKS	O
_	_	_	O
수작업	수작업	NNG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
_	_	_	O
프라이팬	프라이팬	NNG	O
,	,	SP	O
_	_	_	O
그릴	그릴	NNG	O
팬	팬	NNG	O
,	,	SP	O
_	_	_	O
웍	웍	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
제품	제품	NNG	O
이	이	JKS	O
_	_	_	O
고급스럽	고급스럽	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
한국	한국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
상륙하	상륙하	VV	O
자마자	자마자	EC	O
_	_	_	O
요리	요리	NNG	O
_	_	_	O
마니아	마니아	NNG	O
들	들	XSN	O
_	_	_	O
사이	사이	NNG	O
에서	에서	JKB	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
애	애	NNG	O
장	장	NNG	O
템	템	NNP	O
으로	으로	JKB	O
_	_	_	O
등극	등극하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 지난 시즌 연봉은 문태종이 3억8500만원, 허일영이 2억5000만원, 김강선 1억1000만원이었다.
## 지난 시즌 연봉은 <문태종:PER>이 <3억8500만원:MNY>, <허일영:PER>이 <2억5000만원:MNY>, <김강선:PER> <1억1000만원:MNY>이었다.
