## 1
## 박한별, 정은우와 결별…공개열애 7개월 만 결별이유 알고보니…
## <박한별:PER>, <정은우:PER>와 결별…공개열애 <7개월 만:DUR> 결별이유 알고보니…
박한별	박한별	NNP	B-PER
,	,	SP	O
_	_	_	O
정은우	정은우	NNP	B-PER
와	와	JKB	O
_	_	_	O
결별	결별	NNG	O
…	…	SE	O
공개	공개	NNG	O
열애	열애	NNG	O
_	_	_	O
7	7	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	I-DUR
만	만	JX	I-DUR
_	_	_	O
결별	결별	NNG	O
이유	이유	NNG	O
_	_	_	O
알	알	VV	O
고	고	EC	O
보	보	VX	O
니	니	EC	O
…	…	SE	O

## 2
## 올해는 중앙대(서울)가 다군에서 창의ICT공과대학 등 자연계열 선발을 추가해 상위권 학생들이 막판에 몰릴 것으로 보인다.
## 올해는 <중앙대:ORG>(<서울:LOC>)가 다군에서 창의ICT공과대학 등 자연계열 선발을 추가해 상위권 학생들이 막판에 몰릴 것으로 보인다.
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
중앙대	중앙대	NNP	B-ORG
(	(	SS	O
서울	서울	NNP	B-LOC
)	)	SS	O
가	가	JKS	O
_	_	_	O
다	다	NNG	O
군	군	NNG	O
에서	에서	JKB	O
_	_	_	O
창의	창의	NNG	O
ICT	ICT	SL	O
공과	공과	NNG	O
대학	대학	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
자연	자연	NNG	O
계열	계열	NNG	O
_	_	_	O
선발	선발	NNG	O
을	을	JKO	O
_	_	_	O
추가해	추가하+여	VV+EC	O
_	_	_	O
상위권	상위권	NNG	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
막판	막판	NNG	O
에	에	JKB	O
_	_	_	O
몰릴	몰리+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 인문계 최상위권은 가군에서 서울대를 지원한 학생이 대체로 나군에서 고려대 경영대와 연세대 경제학부 등에 지원한다.
## 인문계 최상위권은 가군에서 <서울대:ORG>를 지원한 학생이 대체로 나군에서 <고려대 경영대:ORG>와 <연세대 경제학부:ORG> 등에 지원한다.
인문계	인문계	NNG	O
_	_	_	O
최	최	XPN	O
상위권	상위권	NNG	O
은	은	JX	O
_	_	_	O
가군	가군	NNG	O
에서	에서	JKB	O
_	_	_	O
서울대	서울대	NNP	B-ORG
를	를	JKO	O
_	_	_	O
지원한	지원하+ㄴ	VV+ETM	O
_	_	_	O
학생	학생	NNG	O
이	이	JKS	O
_	_	_	O
대체로	대체로	MAG	O
_	_	_	O
나군	나군	NNG	O
에서	에서	JKB	O
_	_	_	O
고려대	고려대	NNP	B-ORG
_	_	_	I-ORG
경영	경영	NNG	I-ORG
대	대	NNG	I-ORG
와	와	JC	O
_	_	_	O
연세대	연세대	NNP	B-ORG
_	_	_	I-ORG
경제학	경제학	NNG	I-ORG
부	부	XSN	I-ORG
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
지원한다	지원하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 야당이 모두 반대표를 던졌다는 가정 하에 새누리당에서 7표의 반란표가 나왔다고 추정할 수 있다.
## 야당이 모두 반대표를 던졌다는 가정 하에 <새누리당:ORG>에서 <7표:NOH>의 반란표가 나왔다고 추정할 수 있다.
야당	야당	NNG	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
반대표	반대표	NNG	O
를	를	JKO	O
_	_	_	O
던	던지	VV	O
졌	었	EP	O
다는	다는	ETM	O
_	_	_	O
가정	가정	NNG	O
_	_	_	O
하	하	XSN	O
에	에	JKB	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
7	7	SN	B-NOH
표	표	NNG	I-NOH
의	의	JKG	O
_	_	_	O
반란	반란	NNG	O
표	표	NNG	O
가	가	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다고	다고	EC	O
_	_	_	O
추정할	추정하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 정의당(5석)은 이날 이 후보자의 인준에 반대하는 뜻으로 본회의에 불참했다.
## <정의당:ORG>(<5석:NOH>)은 이날 이 후보자의 인준에 반대하는 뜻으로 본회의에 불참했다.
정의당	정의당	NNP	B-ORG
(	(	SS	O
5	5	SN	B-NOH
석	석	NNB	I-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
이	이	NNP	O
_	_	_	O
후보자	후보자	NNG	O
의	의	JKG	O
_	_	_	O
인준	인준	NNG	O
에	에	JKB	O
_	_	_	O
반대하	반대하	VV	O
는	는	ETM	O
_	_	_	O
뜻	뜻	NNG	O
으로	으로	JKB	O
_	_	_	O
본회의	본회의	NNG	O
에	에	JKB	O
_	_	_	O
불참	불참하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 앞서 새정치연합은 의원총회를 통해 양심에 따라 자유투표에 임하기로 결정, 이완구 인준 동의 표결에 참석했다.
## 앞서 <새정치연합:ORG>은 의원총회를 통해 양심에 따라 자유투표에 임하기로 결정, <이완구:PER> 인준 동의 표결에 참석했다.
앞서	앞서	MAG	O
_	_	_	O
새정치연합	새정치연합	NNP	B-ORG
은	은	JX	O
_	_	_	O
의원총회	의원총회	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
양심	양심	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
자유	자유	NNG	O
투표	투표	NNG	O
에	에	JKB	O
_	_	_	O
임하	임하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
결정	결정	NNG	O
,	,	SP	O
_	_	_	O
이완구	이완구	NNP	B-PER
_	_	_	O
인준	인준	NNG	O
_	_	_	O
동의	동의	NNG	O
_	_	_	O
표결	표결	NNG	O
에	에	JKB	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 한편 정의당은 이날 오후 의원총회 후 김제남 원내대변인의 브리핑을 통해 이완구 인준 표결 불참 이유를 섦명했다.
## 한편 <정의당:ORG>은 이날 오후 의원총회 후 <김제남:PER> 원내대변인의 브리핑을 통해 <이완구:PER> 인준 표결 불참 이유를 섦명했다.
한편	한편	MAG	O
_	_	_	O
정의당	정의당	NNP	B-ORG
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	O
_	_	_	O
의원	의원	NNG	O
총회	총회	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
김제남	김제남	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대변인	대변인	NNG	O
의	의	JKG	O
_	_	_	O
브리핑	브리핑	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
이완구	이완구	NNP	B-PER
_	_	_	O
인준	인준	NNG	O
_	_	_	O
표결	표결	NNG	O
_	_	_	O
불참	불참	NNG	O
_	_	_	O
이유	이유	NNG	O
를	를	JKO	O
_	_	_	O
섦명	섦명+하	NNG+XSV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 그는 “이완구 국무총리 후보자는 인사 청문회를 통해 총리로서의 자격이 없음이 이미 검증되었다.
## 그는 “<이완구:PER> 국무총리 후보자는 인사 청문회를 통해 총리로서의 자격이 없음이 이미 검증되었다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
이완구	이완구	NNP	B-PER
_	_	_	O
국무총리	국무총리	NNG	O
_	_	_	O
후보자	후보자	NNG	O
는	는	JX	O
_	_	_	O
인사	인사	NNG	O
_	_	_	O
청문회	청문회	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
총리	총리	NNG	O
로서	로서	JKB	O
의	의	JKG	O
_	_	_	O
자격	자격	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
음	음	ETN	O
이	이	JKS	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
검증	검증	NNG	O
되	되	XSV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이로써 가습기 살균제로 인한 피해자 수는 총 258명으로 확정됐다.
## 이로써 가습기 살균제로 인한 피해자 수는 총 <258명:NOH>으로 확정됐다.
이	이	NP	O
로써	로써	JKB	O
_	_	_	O
가습기	가습기	NNG	O
_	_	_	O
살균제	살균제	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
피해자	피해자	NNG	O
_	_	_	O
수	수	NNG	O
는	는	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
258	258	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
확정	확정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그 이후 구름다리가 조계사에서 관음전으로 통하는 유일한 출입구였다.
## 그 이후 구름다리가 <조계사:LOC>에서 관음전으로 통하는 유일한 출입구였다.
그	그	MM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
구름다리	구름다리	NNG	O
가	가	JKS	O
_	_	_	O
조계사	조계사	NNG	B-LOC
에서	에서	JKB	O
_	_	_	O
관음전	관음전	NNG	O
으로	으로	JKB	O
_	_	_	O
통하	통하	VV	O
는	는	ETM	O
_	_	_	O
유일한	유일하+ㄴ	VA+ETM	O
_	_	_	O
출입구	출입구+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 최근 연습경기에서 임동섭과 김준일이 잘해줘 더 만족스러웠다.
## 최근 연습경기에서 <임동섭:PER>과 <김준일:PER>이 잘해줘 더 만족스러웠다.
최근	최근	NNG	O
_	_	_	O
연습	연습	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
임동섭	임동섭	NNP	B-PER
과	과	JC	O
_	_	_	O
김준일	김준일	NNP	B-PER
이	이	JKS	O
_	_	_	O
잘해	잘하+여	VV+EC	O
줘	주+어	VX+EC	O
_	_	_	O
더	더	MAG	O
_	_	_	O
만족스러	만족스럽	VA	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## KB투자증권과 현대증권을 합해 자기자본 약 4조 원의 업계 3위 증권사를 보유하게 된 KB금융지주는 명실상부한 종합금융그룹으로 도약할 수 있게 됐다.
## <KB투자증권:ORG>과 <현대증권:ORG>을 합해 자기자본 약 <4조 원:MNY>의 업계 <3위:NOH> 증권사를 보유하게 된 <KB금융지주:ORG>는 명실상부한 종합금융그룹으로 도약할 수 있게 됐다.
KB	KB	SL	B-ORG
투자	투자	NNG	I-ORG
증권	증권	NNG	I-ORG
과	과	JC	O
_	_	_	O
현대증권	현대증권	NNP	B-ORG
을	을	JKO	O
_	_	_	O
합해	합하+여	VV+EC	O
_	_	_	O
자기	자기	NNG	O
자본	자본	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
4	4	SN	B-MNY
조	조	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
업계	업계	NNG	O
_	_	_	O
3	3	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
증권사	증권사	NNG	O
를	를	JKO	O
_	_	_	O
보유하	보유하	VV	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
KB	KB	SL	B-ORG
금융	금융	NNG	I-ORG
지주	지주	NNG	I-ORG
는	는	JX	O
_	_	_	O
명실상부한	명실상부하+ㄴ	VA+ETM	O
_	_	_	O
종합	종합	NNG	O
금융	금융	NNG	O
그룹	그룹	NNG	O
으로	으로	JKB	O
_	_	_	O
도약할	도약하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한국선수 중에선 김현태(26)가 유일하게 출전한다.
## 한국선수 중에선 <김현태:PER>(<26:NOH>)가 유일하게 출전한다.
한국	한국	NNP	O
선수	선수	NNG	O
_	_	_	O
중	중	NNB	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
김현태	김현태	NNP	B-PER
(	(	SS	O
26	26	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
유일하	유일하	VA	O
게	게	EC	O
_	_	_	O
출전한다	출전하+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 이에 윤원형은 “난 지금 난정(박주미)이를 막고 싶다.
## 이에 <윤원형:PER>은 “난 지금 <난정:PER>(<박주미:PER>)이를 막고 싶다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
윤원형	윤원형	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
난	나+ㄴ	NP+JX	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
난정	난정	NNG	B-PER
(	(	SS	O
박주미	박주미	NNP	B-PER
)	)	SS	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
막	막	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
.	.	SF	O

## 15
## 스티븐 스필버그 감독, 뉴욕 메츠 구단주, 상·하원 의원, HSBC 같은 세계적 금융회사들까지 말려들었다.
## <스티븐 스필버그:PER> 감독, <뉴욕 메츠 구단주:ORG>, 상·하원 의원, <HSBC:ORG> 같은 세계적 금융회사들까지 말려들었다.
스티븐	스티븐	NNP	B-PER
_	_	_	I-PER
스필버그	스필버그	NNP	I-PER
_	_	_	O
감독	감독	NNG	O
,	,	SP	O
_	_	_	O
뉴욕	뉴욕	NNP	B-ORG
_	_	_	I-ORG
메츠	메츠	NNP	I-ORG
_	_	_	I-ORG
구단주	구단주	NNG	I-ORG
,	,	SP	O
_	_	_	O
상	상	NNG	O
·	·	SP	O
하원	하원	NNG	O
_	_	_	O
의원	의원	NNG	O
,	,	SP	O
_	_	_	O
HSBC	HSBC	SL	B-ORG
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
세계적	세계적	NNG	O
_	_	_	O
금융	금융	NNG	O
회사	회사	NNG	O
들	들	XSN	O
까지	까지	JX	O
_	_	_	O
말려들	말려들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 총 32차례의 개막전에서 20승1무11패로 0.645의 최고 승률을 기록 중이다.
## 총 <32차례:NOH>의 개막전에서 <20승:NOH><1무:NOH><11패:NOH>로 <0.645:PNT>의 최고 승률을 기록 중이다.
총	총	MM	O
_	_	_	O
32	32	SN	B-NOH
차례	차례	NNG	I-NOH
의	의	JKG	O
_	_	_	O
개막	개막	NNG	O
전	전	XSN	O
에서	에서	JKB	O
_	_	_	O
20	20	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
무	무	NNG	I-NOH
11	11	SN	B-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
0.645	0.645	SN	B-PNT
의	의	JKG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
승률	승률	NNG	O
을	을	JKO	O
_	_	_	O
기록	기록	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

