## 1
## 그는 “보다 ‘타당한(plausible)’ 대안인 루비오로 단일화해 트럼프에 맞서야 한다”며 “1980년 대선에서 로널드 레이건이 경쟁자인 조지 HW 부시를 부통령 후보로 선출했듯 크루즈가 루비오의 러닝메이트가 돼야 한다”고 주장했다.
## 그는 “보다 ‘타당한(plausible)’ 대안인 <루비오:PER>로 단일화해 <트럼프:PER>에 맞서야 한다”며 “<1980년:DAT> 대선에서 <로널드 레이건:PER>이 경쟁자인 <조지 HW 부시:PER>를 부통령 후보로 선출했듯 <크루즈:PER>가 <루비오:PER>의 러닝메이트가 돼야 한다”고 주장했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
보다	보다	JKB	O
_	_	_	O
‘	‘	SS	O
타당한	타당하+ㄴ	VA+ETM	O
(	(	SS	O
plausible	plausible	SL	O
)	)	SS	O
’	’	SS	O
_	_	_	O
대안	대안	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
루비오	루비오	NNP	B-PER
로	로	JKB	O
_	_	_	O
단일화해	단일화하+여	VV+EC	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
에	에	JKB	O
_	_	_	O
맞서야	맞서+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
1980	1980	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
대선	대선	NNG	O
에서	에서	JKB	O
_	_	_	O
로널드	로널드	NNP	B-PER
_	_	_	I-PER
레이건	레이건	NNP	I-PER
이	이	JKS	O
_	_	_	O
경쟁자	경쟁자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
조지	조지	NNP	B-PER
_	_	_	I-PER
HW	HW	SL	I-PER
_	_	_	I-PER
부시	부시	NNG	I-PER
를	를	JKO	O
_	_	_	O
부통령	부통령	NNG	O
_	_	_	O
후보	후보	NNG	O
로	로	JKB	O
_	_	_	O
선출	선출하	VV	O
했	였	EP	O
듯	듯	EC	O
_	_	_	O
크루즈	크루즈	NNG	B-PER
가	가	JKS	O
_	_	_	O
루비오	루비오	NNP	B-PER
의	의	JKG	O
_	_	_	O
러닝메이트	러닝메이트	NNG	O
가	가	JKC	O
_	_	_	O
돼야	되+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 은퇴 이후 2009년부터 제주유나이티드 유소년 감독, 경기영상과학고 코치 등을 거치며 지도자 경력을 쌓은 박성철 코치는 올 시즌 김도훈 체제로 새롭게 출발하는 인천유나이티드에 힘을 보태게 되됐다.
## 은퇴 이후 <2009년:DAT>부터 <제주유나이티드:ORG> 유소년 감독, <경기영상과학고:ORG> 코치 등을 거치며 지도자 경력을 쌓은 <박성철:PER> 코치는 올 시즌 <김도훈:PER> 체제로 새롭게 출발하는 <인천유나이티드:ORG>에 힘을 보태게 되됐다.
은퇴	은퇴	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
제주	제주	NNP	B-ORG
유나이티드	유나이티드	NNG	I-ORG
_	_	_	O
유소년	유소년	NNG	O
_	_	_	O
감독	감독	NNG	O
,	,	SP	O
_	_	_	O
경기	경기	NNG	B-ORG
