## 1
## 서울 등 수도권의 경우 762.8원, 부산권은 775.8원으로 더욱 낮았다.
## <서울:LOC> 등 <수도권:LOC>의 경우 <762.8원:MNY>, <부산권:LOC>은 <775.8원:MNY>으로 더욱 낮았다.
서울	서울	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
수도권	수도권	NNG	B-LOC
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
762.8	762.8	SN	B-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
부산	부산	NNP	B-LOC
권	권	XSN	I-LOC
은	은	JX	O
_	_	_	O
775.8	775.8	SN	B-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
낮	낮	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 휴가는 7월보다 8월에 더 많이 떠난 것으로 추산됐다.
## 휴가는 <7월:DAT>보다 <8월:DAT>에 더 많이 떠난 것으로 추산됐다.
휴가	휴가	NNG	O
는	는	JX	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
보다	보다	JKB	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
떠난	떠나+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추산	추산되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 문재인 안철수 혁신안 수용문재인, ‘안철수 혁신안’ 수용, “실천하지 않는 혁신은 혁신이 아니다”새정치민주연합 문재인 대표가 안철수 의원이 ‘10가지 혁신안’을 전면 수용, 당헌·당규에 반영키로 했다.
## <문재인:PER> <안철수:PER> 혁신안 수용<문재인:PER>, ‘<안철수:PER> 혁신안’ 수용, “실천하지 않는 혁신은 혁신이 아니다”<새정치민주연합:ORG> <문재인:PER> 대표가 <안철수:PER> 의원이 ‘<10가지:NOH> 혁신안’을 전면 수용, 당헌·당규에 반영키로 했다.
문재인	문재인	NNP	B-PER
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
혁신안	혁신안	NNG	O
_	_	_	O
수용	수용	NNG	O
문재인	문재인	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
안철수	안철수	NNP	B-PER
_	_	_	O
혁신안	혁신안	NNG	O
’	’	SS	O
_	_	_	O
수용	수용	NNG	O
,	,	SP	O
_	_	_	O
“	“	SS	O
실천하	실천하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
혁신	혁신	NNG	O
은	은	JX	O
_	_	_	O
혁신	혁신	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
새정치민주연합	새정치민주연합	NNP	B-ORG
_	_	_	O
문재인	문재인	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
10	10	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
혁신안	혁신안	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
전면	전면	NNG	O
_	_	_	O
수용	수용	NNG	O
,	,	SP	O
_	_	_	O
당헌	당헌	NNG	O
·	·	SP	O
당규	당규	NNG	O
에	에	JKB	O
_	_	_	O
반영	반영하	VV	O
키	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 총 저수량 1951만 t의 사연댐 평균 저수율은 지난해 19.1%, 올해 15.3%다.
## 총 저수량 <1951만 t:NOH>의 사연댐 평균 저수율은 지난해 <19.1%:PNT>, 올해 <15.3%:PNT>다.
총	총	MM	O
_	_	_	O
저수량	저수량	NNG	O
_	_	_	O
1951	1951	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
t	t	SL	I-NOH
의	의	JKG	O
_	_	_	O
사연댐	사연댐	NNP	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
저수율	저수율	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
19.1	19.1	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
15.3	15.3	SN	B-PNT
%	%+이	SW+VCP	I-PNT
다	다	EF	O
.	.	SF	O

## 5
## ■부천시립꿈빛도서관은 다음 달 14∼17일 오후 7시 부처 공자 소크라테스 예수를 주제로 한 청소년 인문학 강좌 ‘인물 톡(talk)-4대 성인의 초대’를 마련한다.
## ■<부천시립꿈빛도서관:ORG>은 다음 달 <14∼17일:DUR> <오후 7시:TIM> <부처:PER> <공자:PER> <소크라테스:PER> <예수:PER>를 주제로 한 청소년 인문학 강좌 ‘인물 톡(talk)-<4대:NOH> 성인의 초대’를 마련한다.
■	■	SW	O
부천	부천	NNP	B-ORG
시립	시립	NNG	I-ORG
꿈	꿈	NNG	I-ORG
빛	빛	NNG	I-ORG
도서관	도서관	NNG	I-ORG
은	은	JX	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
달	달	NNG	O
_	_	_	O
14	14	SN	B-DUR
∼	∼	SO	I-DUR
17	17	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
부처	부처	NNG	B-PER
_	_	_	O
공자	공자	NNP	B-PER
_	_	_	O
소크라테스	소크라테스	NNP	B-PER
_	_	_	O
예수	예수	NNP	B-PER
를	를	JKO	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
청소년	청소년	NNG	O
_	_	_	O
인문학	인문학	NNG	O
_	_	_	O
강좌	강좌	NNG	O
_	_	_	O
‘	‘	SS	O
인물	인물	NNG	O
_	_	_	O
톡	톡	MAG	O
(	(	SS	O
talk	talk	SL	O
)	)	SS	O
-	-	SO	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
성인	성인	NNG	O
의	의	JKG	O
_	_	_	O
초대	초대	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
마련한다	마련하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## LH는 올해에만 전국에서 행복주택 1만1268가구의 입주자를 모집할 계획이다.
## <LH:ORG>는 올해에만 전국에서 행복주택 <1만1268가구:NOH>의 입주자를 모집할 계획이다.
LH	LH	SL	B-ORG
는	는	JX	O
_	_	_	O
올해	올해	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
행복	행복	NNG	O
주택	주택	NNG	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
1268	1268	SN	I-NOH
가구	가구	NNG	I-NOH
의	의	JKG	O
_	_	_	O
입주자	입주자	NNG	O
를	를	JKO	O
_	_	_	O
모집할	모집하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 그래서 지금 안성 놀이패 33명 중 어름사니는 여자가 맡습니다.
## 그래서 지금 <안성:LOC> 놀이패 <33명:NOH> 중 어름사니는 여자가 맡습니다.
그래서	그래서	MAJ	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
안성	안성	NNP	B-LOC
_	_	_	O
놀이패	놀이패	NNG	O
_	_	_	O
33	33	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
중	중	NNP	O
_	_	_	O
어름사니	어름사니	NNG	O
