## 1
## <김민배기자>
## <<김민배:PER>기자>
<	<	SS	O
김민배	김민배	NNP	B-PER
기자	기자	NNG	O
>	>	SS	O

## 2
## 김세현은 “과거에는 맹목적인 투구를 했다”며 “특정 선수에게 안타를 맞았다면, 그 다음에는 충분히 생각하고 맞붙어야 한다.
## <김세현:PER>은 “과거에는 맹목적인 투구를 했다”며 “특정 선수에게 안타를 맞았다면, 그 다음에는 충분히 생각하고 맞붙어야 한다.
김세현	김세현	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
과거	과거	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
맹목적	맹목적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
투구	투구	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
특정	특정	NNG	O
_	_	_	O
선수	선수	NNG	O
에게	에게	JKB	O
_	_	_	O
안타	안타	NNG	O
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다면	다면	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
다음	다음	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
충분히	충분히	MAG	O
_	_	_	O
생각하	생각하	VV	O
고	고	EC	O
_	_	_	O
맞붙	맞붙	VV	O
어야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 3
## 31일 두산과의 대전 홈 개막전이 우천으로 취소된 뒤 취재진과 만난 김 감독은 “선수들에게 모티베이션(동기부여)이 올라가지 않았나 싶다.
## <31일:DAT> <두산:ORG>과의 대전 홈 개막전이 우천으로 취소된 뒤 취재진과 만난 <김:PER> 감독은 “선수들에게 모티베이션(동기부여)이 올라가지 않았나 싶다.
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
두산	두산	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
대전	대전	NNG	O
_	_	_	O
홈	홈	NNG	O
_	_	_	O
개막	개막	NNG	O
전	전	XSN	O
이	이	JKS	O
_	_	_	O
우천	우천	NNG	O
으로	으로	JKB	O
_	_	_	O
취소된	취소되+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
취재진	취재진	NNG	O
과	과	JKB	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
선수	선수	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
모티베이션	모티베이션	NNG	O
(	(	SS	O
동기	동기	NNG	O
부여	부여	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
올라가	올라가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
나	나	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 엄상백은 “체계적으로 운동을 하고, 먹는 데 신경을 많이 썼다.
## <엄상백:PER>은 “체계적으로 운동을 하고, 먹는 데 신경을 많이 썼다.
엄상백	엄상백	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
체계적	체계적	NNG	O
으로	으로	JKB	O
_	_	_	O
운동	운동	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
먹	먹	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
신경	신경	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지난주 공화당 전대장인 클리블랜드에서 자주 보였던 반(反)트럼프 진영의 ‘네버 트럼프’를 응용한 ‘네버 힐러리’ 구호도 곳곳에서 들렸다.
## 지난주 <공화당:ORG> 전대장인 <클리블랜드:ORG>에서 자주 보였던 반(反)<트럼프:PER> 진영의 ‘네버 <트럼프:PER>’를 응용한 ‘네버 <힐러리:PER>’ 구호도 곳곳에서 들렸다.
지난주	지난주	NNG	O
_	_	_	O
공화당	공화당	NNP	B-ORG
_	_	_	O
전	전	NNP	O
대장	대장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
클리블랜드	클리블랜드	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
반	반	NNP	O
(	(	SS	O
反	反	SH	O
)	)	SS	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
진영	진영	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
네버	네버	NNG	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
’	’	SS	O
를	를	JKO	O
_	_	_	O
응용한	응용하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
네버	네버	NNG	O
_	_	_	O
힐러리	힐러리	NNP	B-PER
’	’	SS	O
_	_	_	O
구호	구호	NNG	O
도	도	JX	O
_	_	_	O
곳곳	곳곳	NNG	O
에서	에서	JKB	O
_	_	_	O
들	들리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 민아는 이날 23번째 생일을 맞았다.
## <민아:PER>는 이날 <23번:NOH>째 생일을 맞았다.
민아	민아	NNP	B-PER
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
23	23	SN	B-NOH
번째	번째	NNB	O
_	_	_	O
생일	생일	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 공개된 사진에는상반된 표정을 짓고 있는 설현과 민아의 모습이 담겨 있다.
## 공개된 사진에는상반된 표정을 짓고 있는 <설현:PER>과 <민아:PER>의 모습이 담겨 있다.
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
에	에	VV	O
는	는	ETM	O
상반된	상반되+ㄴ	VV+ETM	O
_	_	_	O
표정	표정	NNG	O
을	을	JKO	O
_	_	_	O
짓	짓	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
설현	설현	NNP	B-PER
과	과	JC	O
_	_	_	O
민아	민아	NNP	B-PER
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
담겨	담기+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 한편 AOA는 오는 10월 4일 서울 종로구 상명아트센터 계당홀에서 ‘하트어택’ 콘서트를 개최한다.
## 한편 <AOA:ORG>는 오는 <10월 4일:DAT> <서울:LOC> <종로구 상명아트센터 계당홀:LOC>에서 ‘<하트어택:POH>’ 콘서트를 개최한다.
한편	한편	MAG	O
_	_	_	O
AOA	AOA	SL	B-ORG
는	는	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
