## 1
## 김창근, 하하 선배로 런닝맨 등장… 유재석 인터넷 검색 후 “대체 여기 왜 오셨냐”걸그룹 ‘여자친구’가 런닝맨 촬영장을 초토화 시켰다.
## <김창근:PER>, <하하:PER> 선배로 <런닝맨:POH> 등장… <유재석:PER> 인터넷 검색 후 “대체 여기 왜 오셨냐”걸그룹 ‘<여자친구:ORG>’가 런닝맨 촬영장을 초토화 시켰다.
김창근	김창근	NNP	B-PER
,	,	SP	O
_	_	_	O
하하	하하	IC	B-PER
_	_	_	O
선배	선배	NNG	O
로	로	JKB	O
_	_	_	O
런닝맨	런닝맨	NNP	B-POH
_	_	_	O
등장	등장	NNG	O
…	…	SE	O
_	_	_	O
유재석	유재석	NNP	B-PER
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
검색	검색	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
“	“	SS	O
대체	대체	MAG	O
_	_	_	O
여기	여기	NP	O
_	_	_	O
왜	왜	MAG	O
_	_	_	O
오	오+시	VV+EP	O
셨	었	EP	O
냐	냐	EF	O
”	”	SS	O
걸	걸	NNG	O
그룹	그룹	NNG	O
_	_	_	O
‘	‘	SS	O
여자	여자	NNG	B-ORG
친구	친구	NNG	I-ORG
’	’	SS	O
가	가	JKS	O
_	_	_	O
런닝맨	런닝맨	NNP	O
_	_	_	O
촬영장	촬영장	NNG	O
을	을	JKO	O
_	_	_	O
초토화	초토화	NNG	O
_	_	_	O
시	시키	VV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 8일 방송된 SBS ‘일요일이 좋다-런닝맨’에서는 지난 주에 이어 100 VS 100 두 번째 이야기가 방송됐다.
## <8일:DAT> 방송된 <SBS:ORG> ‘<일요일이 좋다-런닝맨:POH>’에서는 지난 주에 이어 <100 VS 100:NOH> 두 번째 이야기가 방송됐다.
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
일요일	일요일	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
좋	좋	VA	I-POH
다	다	EC	I-POH
-	-	SO	I-POH
런닝맨	런닝맨	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
주	주	NNB	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
100	100	SN	B-NOH
_	_	_	I-NOH
VS	VS	SL	I-NOH
_	_	_	I-NOH
100	100	SN	I-NOH
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
이야기	이야기	NNG	O
가	가	JKS	O
_	_	_	O
방송	방송되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 출시 후 소비자의 니즈와 스마트 트렌드를 바탕으로 매달 콘텐츠 업그레이드를 진행하며 지속적으로 진화하고 있는 삼성 ‘패밀리 허브’는 식재료 보관뿐 아니라 가족들이 즐겁게 소통하는 ‘패밀리 커뮤니케이션’, 음악과 영상을 즐기는 ‘키친 엔터테인먼트’, 사용자 편의성을 높여주는 ‘스마트홈’ 등으로 주방을 단순히 식사와 요리만의 공간이 아닌 가족 생활의 중심이 되는 공간으로 만들어 준다.
## 출시 후 소비자의 니즈와 스마트 트렌드를 바탕으로 매달 콘텐츠 업그레이드를 진행하며 지속적으로 진화하고 있는 <삼성:ORG> ‘<패밀리 허브:POH>’는 식재료 보관뿐 아니라 가족들이 즐겁게 소통하는 ‘패밀리 커뮤니케이션’, 음악과 영상을 즐기는 ‘키친 엔터테인먼트’, 사용자 편의성을 높여주는 ‘스마트홈’ 등으로 주방을 단순히 식사와 요리만의 공간이 아닌 가족 생활의 중심이 되는 공간으로 만들어 준다.
출시	출시	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
소비자	소비자	NNG	O
의	의	JKG	O
_	_	_	O
니즈와	니즈와	NNP	O
_	_	_	O
스마트	스마트	NNG	O
_	_	_	O
트렌드	트렌드	NNG	O
를	를	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
매달	매달	MAG	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
_	_	_	O
업그레이드	업그레이드	NNG	O
를	를	JKO	O
_	_	_	O
진행하	진행하	VV	O
며	며	EC	O
_	_	_	O
지속적	지속적	NNG	O
으로	으로	JKB	O
_	_	_	O
진화하	진화하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
패밀리	패밀리	NNG	B-POH
_	_	_	I-POH
허브	허브	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
식	식	NNG	O
재료	재료	NNG	O
_	_	_	O
보관	보관	NNG	O
뿐	뿐	NNB	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
가족	가족	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
즐겁	즐겁	VA	O
게	게	EC	O
_	_	_	O
소통하	소통하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
패밀리	패밀리	NNG	O
_	_	_	O
커뮤니케이션	커뮤니케이션	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
음악	음악	NNG	O
과	과	JC	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
즐기	즐기	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
키친	키친	NNG	O
_	_	_	O
엔터테인먼트	엔터테인먼트	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
사용자	사용자	NNG	O
_	_	_	O
편의성	편의성	NNG	O
을	을	JKO	O
_	_	_	O
높	높이	VV	O
여	어	EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
스마트	스마트	NNG	O
홈	홈	NNG	O
’	’	SS	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
주방	주방	NNG	O
을	을	JKO	O
_	_	_	O
단순히	단순히	MAG	O
_	_	_	O
식사	식사	NNG	O
와	와	JC	O
_	_	_	O
요리	요리	NNG	O
만	만	JX	O
의	의	JKG	O
_	_	_	O
공간	공간	NNG	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
생활	생활	NNG	O
의	의	JKG	O
_	_	_	O
중심	중심	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
공간	공간	NNG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
_	_	_	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 4
## 스타벅스는 ‘15번가 카페’를 오픈하면서 창문에 ‘스타벅스로부터 영감을 얻은(inspired by Starbucks)’이라는 문구를 써넣었다.
## <스타벅스:ORG>는 ‘<15번가 카페:POH>’를 오픈하면서 창문에 ‘<스타벅스로:ORG>부터 영감을 얻은(inspired by <Starbucks:ORG>)’이라는 문구를 써넣었다.
스타벅스	스타벅스	NNP	B-ORG
는	는	JX	O
_	_	_	O
‘	‘	SS	O
15	15	SN	B-POH
번	번	NNB	I-POH
가	가	XSN	I-POH
_	_	_	I-POH
카페	카페	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
오픈	오픈	NNG	O
하	하	XSV	O
면서	면서	EC	O
_	_	_	O
창문	창문	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
스타벅스	스타벅스	NNP	B-ORG
로부터	로부터	JKB	O
_	_	_	O
영감	영감	NNG	O
을	을	JKO	O
_	_	_	O
얻	얻	VV	O
은	은	ETM	O
(	(	SS	O
inspired	inspired	SL	O
_	_	_	O
by	by	SL	O
_	_	_	O
Starbucks	Starbucks	SL	B-ORG
)	)	SS	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
문구	문구	NNG	O
를	를	JKO	O
_	_	_	O
써넣	써넣	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 또 다른 추천서 『괴짜 사회학』은 컬럼비아 대학 사회학과 교수 수디르 벤카테시가 10년간 시카고 슬럼가를 드나들며 경험한 실상을 토대로 쓴 책이다.
## 또 다른 추천서 『괴짜 사회학』은 <컬럼비아 대학 사회학과:ORG> 교수 <수디르 벤카테시:PER>가 <10년간:DUR> <시카고:LOC> 슬럼가를 드나들며 경험한 실상을 토대로 쓴 책이다.
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
추천서	추천서	NNG	O
_	_	_	O
『	『	SS	O
괴짜	괴짜	NNG	O
_	_	_	O
사회학	사회학	NNG	O
』	』	SS	O
은	은	JX	O
_	_	_	O
컬럼비아	컬럼비아	NNP	B-ORG
_	_	_	I-ORG
대학	대학	NNG	I-ORG
_	_	_	I-ORG
사회	사회	NNG	I-ORG
학과	학과	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
_	_	_	O
수	수	NNG	B-PER
디르	디르	VV	I-PER
_	_	_	I-PER
벤카테시	벤카테시	NNG	I-PER
가	가	JKS	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
시카고	시카고	NNP	B-LOC
_	_	_	O
슬럼가	슬럼가	NNG	O
를	를	JKO	O
_	_	_	O
드나들	드나들	VV	O
며	며	EC	O
_	_	_	O
경험한	경험하+ㄴ	VV+ETM	O
_	_	_	O
실상	실상	NNG	O
을	을	JKO	O
_	_	_	O
토대	토대	NNG	O
로	로	JKB	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
책	책	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 아마존의 '에코', 레노버의 '스마트 어시스턴트 ', LG전자의 '허브로봇', 바이두의 '리틀피쉬' 등이 그 예죠. 인공지능 제품 개발의 세 가지 요소 이렇게 인공지능 기술이 빠른 속도로 확산된 배경에는 인공지능을 구성하는 세 가지 기술의 발전이 있습니다.
## <아마존:ORG>의 '<에코:POH>', <레노버:ORG>의 '<스마트 어시스턴트:POH> ', <LG전자:ORG>의 '<허브로봇:POH>', <바이두:ORG>의 '<리틀피쉬:POH>' 등이 그 예죠. 인공지능 제품 개발의 <세 가지:NOH> 요소 이렇게 인공지능 기술이 빠른 속도로 확산된 배경에는 인공지능을 구성하는 <세 가지:NOH> 기술의 발전이 있습니다.
아마존	아마존	NNP	B-ORG
의	의	JKG	O
_	_	_	O
'	'	SS	O
에코	에코	NNG	B-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
레노버	레노버	NNG	B-ORG
의	의	JKG	O
_	_	_	O
'	'	SS	O
스마트	스마트	NNG	B-POH
_	_	_	I-POH
어시스턴트	어시스턴트	NNG	I-POH
_	_	_	O
'	'	SS	O
,	,	SP	O
_	_	_	O
LG	LG	SL	B-ORG
전자	전자	NNG	I-ORG
의	의	JKG	O
_	_	_	O
'	'	SS	O
허브	허브	NNG	B-POH
로봇	로봇	NNG	I-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
바이두	바이두	NNP	B-ORG
의	의	JKG	O
_	_	_	O
'	'	SS	O
리틀	리틀	NNP	B-POH
피쉬	피쉬	NNG	I-POH
'	'	SS	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
그	그	MM	O
_	_	_	O
예	예+이	NNG+VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
개발	개발	NNG	O
의	의	JKG	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
_	_	_	O
요소	요소	NNG	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
_	_	_	O
기술	기술	NNG	O
이	이	JKS	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
속도	속도	NNG	O
로	로	JKB	O
_	_	_	O
확산된	확산되+ㄴ	VV+ETM	O
_	_	_	O
배경	배경	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
을	을	JKO	O
_	_	_	O
구성하	구성하	VV	O
는	는	ETM	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
_	_	_	O
기술	기술	NNG	O
의	의	JKG	O
_	_	_	O
발전	발전	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
습니다	습니다	EF	O
.	.	SF	O

## 7
## 그러자 백종원은 웃으며 “팔지 않는다.
## 그러자 <백종원:PER>은 웃으며 “팔지 않는다.
그러	그러	VV	O
자	자	EC	O
_	_	_	O
백종원	백종원	NNP	B-PER
은	은	JX	O
_	_	_	O
웃	웃	VV	O
으며	으며	EC	O
_	_	_	O
“	“	SS	O
팔	팔	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 8
## 서울에서 지역아동센터를 운영하는 이모 씨(53)는 “지역아동센터의 통학차량 대부분은 센터를 운영하는 복지시설이나 종교기관의 차량을 그대로 사용하는 경우가 많다”고 말했다.
## <서울:LOC>에서 지역아동센터를 운영하는 <이모:PER> 씨(<53:NOH>)는 “지역아동센터의 통학차량 대부분은 센터를 운영하는 복지시설이나 종교기관의 차량을 그대로 사용하는 경우가 많다”고 말했다.
서울	서울	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
지역	지역	NNG	O
아동	아동	NNG	O
센터	센터	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
는	는	ETM	O
_	_	_	O
이	이	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
53	53	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
지역	지역	NNG	O
아동	아동	NNG	O
센터	센터	NNG	O
의	의	JKG	O
_	_	_	O
통학	통학	NNG	O
차량	차량	NNG	O
_	_	_	O
대부분	대부분	NNG	O
은	은	JX	O
_	_	_	O
센터	센터	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
는	는	ETM	O
_	_	_	O
복지	복지	NNG	O
시설	시설	NNG	O
이나	이나	JC	O
_	_	_	O
종교	종교	NNG	O
기관	기관	NNG	O
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 메르스 확산 조짐이 나타난 이달 첫 주말 경기전을 찾은 관광객은 5044명으로 지난해 같은 기간 2만4963명의 20% 선에 그쳤다.
## 메르스 확산 조짐이 나타난 이달 첫 주말 <경기전:POH>을 찾은 관광객은 <5044명:NOH>으로 지난해 같은 기간 <2만4963명:NOH>의 <20%:PNT> 선에 그쳤다.
메르스	메르스	NNG	O
_	_	_	O
확산	확산	NNG	O
_	_	_	O
조짐	조짐	NNG	O
이	이	JKS	O
_	_	_	O
나타난	나타나+ㄴ	VV+ETM	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
주말	주말	NNG	O
_	_	_	O
경기	경기	NNG	B-POH
전	전	NNG	I-POH
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
관광객	관광객	NNG	O
은	은	JX	O
_	_	_	O
5044	5044	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
4963	4963	SN	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
선	선	NNG	O
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한편 브로커 이 씨가 접촉한 정 대표의 항소심 첫 재판장인 L 부장판사는 이날 법원에 사의를 표명했다.
## 한편 브로커 <이:PER> 씨가 접촉한 <정:PER> 대표의 항소심 첫 재판장인 <L:PER> 부장판사는 이날 법원에 사의를 표명했다.
한편	한편	MAG	O
_	_	_	O
브로커	브로커	NNG	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
접촉한	접촉하+ㄴ	VV+ETM	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
항소심	항소심	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
재판장	재판장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
L	L	SL	B-PER
_	_	_	O
부장	부장	NNG	O
판사	판사	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
법원	법원	NNG	O
에	에	JKB	O
_	_	_	O
사의	사의	NNG	O
를	를	JKO	O
_	_	_	O
표명	표명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 가운데 이반 분양물량은 336가구다.
## 이 가운데 이반 분양물량은 <336가구:NOH>다.
이	이	MM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
이반	이반	NNP	O
_	_	_	O
분양	분양	NNG	O
물량	물량	NNG	O
은	은	JX	O
_	_	_	O
336	336	SN	B-NOH
가구	가구+이	NNG+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 12
## 키신저는 하나의 중국으로 미국이 얻은 것도 많지만 이제 미국을 위협할 정도로 커진 중국을 포위할 때가 됐다는 판단을 했을 것이다.
## <키신저:PER>는 <하나:NOH>의 <중국:ORG>으로 <미국:ORG>이 얻은 것도 많지만 이제 <미국:ORG>을 위협할 정도로 커진 <중국:ORG>을 포위할 때가 됐다는 판단을 했을 것이다.
키신저	키신저	NNP	B-PER
는	는	JX	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
중국	중국	NNP	B-ORG
으로	으로	JKB	O
_	_	_	O
미국	미국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
얻	얻	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
많	많	VA	O
지만	지만	EC	O
_	_	_	O
이제	이제	MAG	O
_	_	_	O
미국	미국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
위협할	위협하+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
커진	커지+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
포위할	포위하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다는	다는	ETM	O
_	_	_	O
판단	판단	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## ”‘국민타자’ 이승엽(41·삼성)이 팬들과 맺은 마지막 약속을 지키기 위해 고이 묵혀두었던 1루수 미트를 다시 꺼내들었다.
## ”‘국민타자’ <이승엽:PER>(<41:NOH>·<삼성:ORG>)이 팬들과 맺은 마지막 약속을 지키기 위해 고이 묵혀두었던 <1루수:NOH> 미트를 다시 꺼내들었다.
”	”	SS	O
‘	‘	SS	O
국민	국민	NNG	O
타자	타자	NNG	O
’	’	SS	O
_	_	_	O
이승엽	이승엽	NNP	B-PER
(	(	SS	O
41	41	SN	B-NOH
·	·	SP	O
삼성	삼성	NNP	B-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
맺	맺	VV	O
은	은	ETM	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
약속	약속	NNG	O
을	을	JKO	O
_	_	_	O
지키	지키	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
고이	고이	MAG	O
_	_	_	O
묵혀	묵히+어	VV+EC	O
두	두	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
1	1	SN	B-NOH
루수	루수	NNG	I-NOH
_	_	_	O
미트	미트	NNG	O
를	를	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
꺼내	꺼내+어	VV+EC	O
