## 1
## 지난해 확실한 믿음(?)을 줬던 한화가 달라졌기 때문이죠.
## 지난해 확실한 믿음(?)을 줬던 <한화:ORG>가 달라졌기 때문이죠.
지난해	지난해	NNG	O
_	_	_	O
확실한	확실하+ㄴ	VA+ETM	O
_	_	_	O
믿음	믿음	NNG	O
(	(	SS	O
?	?	SF	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
줬	+었	+EP	O
던	던	ETM	O
_	_	_	O
한화	한화	NNP	B-ORG
가	가	JKS	O
_	_	_	O
달라	달라지	VV	O
졌	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
죠	죠	EF	O
.	.	SF	O

## 2
## “토종 먹거리로 국민밥상 사수” 315억 기부 등 사회공헌도 앞장
## “토종 먹거리로 국민밥상 사수” <315억:MNY> 기부 등 사회공헌도 앞장
“	“	SS	O
토종	토종	NNG	O
_	_	_	O
먹거리	먹거리	NNG	O
로	로	JKB	O
_	_	_	O
국민	국민	NNG	O
밥상	밥상	NNG	O
_	_	_	O
사수	사수	NNG	O
”	”	SS	O
_	_	_	O
315	315	SN	B-MNY
억	억	NR	I-MNY
_	_	_	O
기부	기부	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
도	도	NNG	O
_	_	_	O
앞장	앞장	NNG	O

## 3
## 대전을 ‘강하게 만든’, 또 ‘항상 사력을 다한’ 그런 선수로 각인될 것이다.
## <대전:LOC>을 ‘강하게 만든’, 또 ‘항상 사력을 다한’ 그런 선수로 각인될 것이다.
대전	대전	NNP	B-LOC
을	을	JKO	O
_	_	_	O
‘	‘	SS	O
강하	강하	VA	O
게	게	EC	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
’	’	SS	O
,	,	SP	O
_	_	_	O
또	또	MAG	O
_	_	_	O
‘	‘	SS	O
항상	항상	MAG	O
_	_	_	O
사력	사력	NNG	O
을	을	JKO	O
_	_	_	O
다한	다하+ㄴ	VV+ETM	O
’	’	SS	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
선수	선수	NNG	O
로	로	JKB	O
_	_	_	O
각인될	각인되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## NS홈쇼핑(대표이사 도상철·www.nsmall.com)은 4월23일 서울 양재동 aT센터(농수산물유통공사)에서 ‘제8회 우리먹거리 요리경연축제’를 연다고 5일 밝혔다.
## <NS홈쇼핑:ORG>(대표이사 <도상철:PER>·<www.nsmall.com:POH>)은 <4월23일:DAT> <서울:LOC> <양재동:LOC> <aT센터:LOC>(<농수산물유통공사:ORG>)에서 ‘<제8회:NOH> <우리먹거리 요리경연축제:POH>’를 연다고 <5일:DAT> 밝혔다.
NS	NS	SL	B-ORG
홈	홈	NNG	I-ORG
쇼핑	쇼핑	NNG	I-ORG
(	(	SS	O
대표	대표	NNG	O
이사	이사	NNG	O
_	_	_	O
도상철	도상철	NNP	B-PER
·	·	SP	O
www	www	SL	B-POH
.	.	SF	I-POH
nsmall	nsmall	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
)	)	SS	O
은	은	JX	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
23	23	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
양재동	양재동	NNP	B-LOC
_	_	_	O
aT	aT	SL	B-LOC
센터	센터	NNG	I-LOC
(	(	SS	O
농수산물	농수산물	NNG	B-ORG
유통	유통	NNG	I-ORG
공사	공사	NNG	I-ORG
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
제	제	XPN	B-NOH
8	8	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
우리	우리	NP	B-POH
먹거리	먹거리	NNG	I-POH
_	_	_	I-POH
요리	요리	NNG	I-POH
경연	경연	NNG	I-POH
축제	축제	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
연다고	열+ㄴ다고	VV+EC	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

