## 1
## 한편 '아는 형님'은 인생을 살다보면 마주치게 되는 사소하지만 궁금해 견딜 수 없는 시청자의 질문에 출연진이 다양한 방법으로 정답을 찾는 프로그램이다.
## 한편 '<아는 형님:POH>'은 인생을 살다보면 마주치게 되는 사소하지만 궁금해 견딜 수 없는 시청자의 질문에 출연진이 다양한 방법으로 정답을 찾는 프로그램이다.
한편	한편	MAG	O
_	_	_	O
'	'	SS	O
아	알	VV	B-POH
는	는	ETM	I-POH
_	_	_	I-POH
형님	형님	NNG	I-POH
'	'	SS	O
은	은	JX	O
_	_	_	O
인생	인생	NNG	O
을	을	JKO	O
_	_	_	O
살	살	VV	O
다	다	EC	O
보	보	VX	O
면	면	EC	O
_	_	_	O
마주치	마주치	VV	O
게	게	EC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
사소하	사소하	VA	O
지만	지만	EC	O
_	_	_	O
궁금해	궁금하+여	VA+EC	O
_	_	_	O
견딜	견디+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
시청자	시청자	NNG	O
의	의	JKG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
출연진	출연진	NNG	O
이	이	JKS	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
방법	방법	NNG	O
으로	으로	JKB	O
_	_	_	O
정답	정답	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
프로그램	프로그램	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 더불어민주당을 탈당한 김종인 전 비대위원장이 18일 “대선출마에 대해 어떤 결정을 하는지 지켜봐달라”며 대선출마 가능성을 열어놨다.
## <더불어민주당:ORG>을 탈당한 <김종인:PER> 전 비대위원장이 <18일:DAT> “대선출마에 대해 어떤 결정을 하는지 지켜봐달라”며 대선출마 가능성을 열어놨다.
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
을	을	JKO	O
_	_	_	O
탈당한	탈당하+ㄴ	VV+ETM	O
_	_	_	O
김종인	김종인	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비대	비대	NNG	O
위원장	위원장	NNG	O
이	이	JKS	O
_	_	_	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
대선	대선	NNG	O
출마	출마	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
결정	결정	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는지	는지	EC	O
_	_	_	O
지켜봐	지켜보+아	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
대선	대선	NNG	O
출마	출마	NNG	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
놨	놓+았	VX+EP	O
다	다	EF	O
.	.	SF	O

## 3
## 김 전 비대위원장은 이날 오전 부산 해운대구 해운정사에서 조계종 종정인 진제스님과 오찬을 가진 후 기자들과 만나 “지금까지 (대선출마) 고민을 솔직히 많이 한 게 사실이다”며 이같이 밝혔다.
## <김:PER> 전 비대위원장은 이날 오전 <부산 해운대구:LOC> 해운정사에서 <조계종:ORG> 종정인 <진제:PER>스님과 오찬을 가진 후 기자들과 만나 “지금까지 (대선출마) 고민을 솔직히 많이 한 게 사실이다”며 이같이 밝혔다.
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비대	비대	NNG	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	O
_	_	_	O
부산	부산	NNP	B-LOC
_	_	_	I-LOC
해운대구	해운대구	NNP	I-LOC
_	_	_	O
해운	해운	NNG	O
정사	정사	NNG	O
에서	에서	JKB	O
_	_	_	O
조계종	조계종	NNG	B-ORG
_	_	_	O
종정	종정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
진제	진제	NNG	B-PER
스님	스님	NNG	O
과	과	JC	O
_	_	_	O
오찬	오찬	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
“	“	SS	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
(	(	SS	O
대선	대선	NNG	O
출마	출마	NNG	O
)	)	SS	O
_	_	_	O
고민	고민	NNG	O
을	을	JKO	O
_	_	_	O
솔직히	솔직히	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
사실	사실	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 김 전 비대위원장은 “대선에 뛰어들어서 성취할 수 있을 것인가 판단을 스스로 해봐야 한다”며 “혼자 힘으로 가능하다고 생각되면 결심할 수 있지만, 불가능하다고 생각하면 안할 수 있다”고 대선출마를 고민 중임을 밝혔다.
## <김:PER> 전 비대위원장은 “대선에 뛰어들어서 성취할 수 있을 것인가 판단을 스스로 해봐야 한다”며 “혼자 힘으로 가능하다고 생각되면 결심할 수 있지만, 불가능하다고 생각하면 안할 수 있다”고 대선출마를 고민 중임을 밝혔다.
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비대	비대	NNG	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
대선	대선	NNG	O
에	에	JKB	O
_	_	_	O
뛰어들	뛰어들	VV	O
어서	어서	EC	O
_	_	_	O
성취할	성취하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
인가	이+ㄴ가	VCP+EC	O
_	_	_	O
판단	판단	NNG	O
을	을	JKO	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
해	하+여	VV+EC	O
봐야	보+아야	VX+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
혼자	혼자	NNG	O
_	_	_	O
힘	힘	NNG	O
으로	으로	JKB	O
_	_	_	O
가능하	가능하	VA	O
다고	다고	EC	O
_	_	_	O
생각되	생각되	VV	O
면	면	EC	O
_	_	_	O
결심할	결심하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
불가능하	불가능하	VA	O
다고	다고	EC	O
_	_	_	O
생각하	생각하	VV	O
면	면	EC	O
_	_	_	O
안	안	MAG	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
대선	대선	NNG	O
출마	출마	NNG	O
를	를	JKO	O
_	_	_	O
고민	고민	NNG	O
_	_	_	O
중	중	NNB	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 그러면서 “정치는 항상 움직이는 것”이라며 “아직 시간이 조금 남아 있으니 한 번 두고보자”고 덧붙였다.
## 그러면서 “정치는 항상 움직이는 것”이라며 “아직 시간이 조금 남아 있으니 <한 번:NOH> 두고보자”고 덧붙였다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
정치	정치	NNG	O
는	는	JX	O
_	_	_	O
항상	항상	MAG	O
_	_	_	O
움직이	움직이	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
아직	아직	MAG	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
조금	조금	MAG	O
_	_	_	O
남	남	VV	O
아	아	EC	O
_	_	_	O
있	있	VA	O
으니	으니	EC	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
두	두	VV	O
고	고	EC	O
보	보	VV	O
자	자	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 김 전 비대위원장은 최근 논란이 되고 있는 개헌에 대해서는 “민주당 대선주자들은 다음 지방선거에서의 개헌을 확실한 공약으로 내놔야 한다”고 목소리를 높였다.
## <김:PER> 전 비대위원장은 최근 논란이 되고 있는 개헌에 대해서는 “<민주당:ORG> 대선주자들은 다음 지방선거에서의 개헌을 확실한 공약으로 내놔야 한다”고 목소리를 높였다.
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비대	비대	NNG	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
논란	논란	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
개헌	개헌	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
“	“	SS	O
민주당	민주당	NNP	B-ORG
_	_	_	O
대선	대선	NNG	O
주자	주자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
지방	지방	NNG	O
선거	선거	NNG	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
개헌	개헌	NNG	O
을	을	JKO	O
_	_	_	O
확실한	확실하+ㄴ	VA+ETM	O
_	_	_	O
공약	공약	NNG	O
으로	으로	JKB	O
_	_	_	O
내놔야	내놓+아야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
목소리	목소리	NNG	O
를	를	JKO	O
_	_	_	O
높	높이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그는 “3당이 개헌을 발의한다고 하지만 민주당 쪽에서 흔쾌한 자세를 보이지 않고 있다”며 “대선 전 개헌에 대해 상당히 회의적으로 생각한다”고 대선 전 개헌을 부정적으로 전망했다.
## 그는 “<3당:NOH>이 개헌을 발의한다고 하지만 <민주당:ORG> 쪽에서 흔쾌한 자세를 보이지 않고 있다”며 “대선 전 개헌에 대해 상당히 회의적으로 생각한다”고 대선 전 개헌을 부정적으로 전망했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
3	3	SN	B-NOH
당	당	NNG	I-NOH
이	이	JKS	O
_	_	_	O
개헌	개헌	NNG	O
을	을	JKO	O
_	_	_	O
발의한다고	발의하+ㄴ다고	VV+EC	O
_	_	_	O
하	하	VV	O
지만	지만	EC	O
_	_	_	O
민주당	민주당	NNP	B-ORG
_	_	_	O
쪽	쪽	NNB	O
에서	에서	JKB	O
_	_	_	O
흔쾌한	흔쾌하+ㄴ	VA+ETM	O
_	_	_	O
자세	자세	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
대선	대선	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
개헌	개헌	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
상당히	상당히	MAG	O
_	_	_	O
회의적	회의적	NNG	O
으로	으로	JKB	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
개헌	개헌	NNG	O
을	을	JKO	O
_	_	_	O
부정적	부정적	NNG	O
으로	으로	JKB	O
_	_	_	O
전망	전망하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 현재 건축계 노벨상이라 불리는 프리츠커상 국제심사위원으로 활동 중인 톰 메인은 모포시스 건축그룹의 창업자이자 CEO로, 미국 정부 건축 문화부문의 최고 자문위원으로도 활동하고 있다.
## 현재 건축계 <노벨상:POH>이라 불리는 <프리츠커상:POH> 국제심사위원으로 활동 중인 <톰 메인:PER>은 <모포시스 건축그룹:ORG>의 창업자이자 CEO로, <미국 정부:ORG> 건축 문화부문의 최고 자문위원으로도 활동하고 있다.
현재	현재	MAG	O
_	_	_	O
건축	건축	NNG	O
계	계	XSN	O
_	_	_	O
노벨상	노벨상	NNG	B-POH
이	이	VCP	O
라	라	EC	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
프리츠	프리츠	NNP	B-POH
커	커	NNP	I-POH
상	뿐	JX	I-POH
_	_	_	O
국제	국제	NNG	O
심사	심사	NNG	O
위원	위원	NNG	O
으로	으로	JKB	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
톰	톰	NNP	B-PER
_	_	_	I-PER
메인	메인	NNG	I-PER
은	은	JX	O
_	_	_	O
모포	모포	NNG	B-ORG
시스	시스	NNP	I-ORG
_	_	_	I-ORG
건축	건축	NNG	I-ORG
그룹	그룹	NNG	I-ORG
의	의	JKG	O
_	_	_	O
창업자	창업자	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
CEO	CEO	SL	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
_	_	_	O
건축	건축	NNG	O
_	_	_	O
문화	문화	NNG	O
부문	부문	NNG	O
의	의	JKG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
자문	자문	NNG	O
위원	위원	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
활동하	활동하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 고 조남철 9단이 한성기원을 세우며 한국 현대바둑의 씨앗을 뿌렸다.
## 고 <조남철:PER> <9단:NOH>이 <한성기원:ORG>을 세우며 <한국:ORG> 현대바둑의 씨앗을 뿌렸다.
고	고	JKQ	O
_	_	_	O
조남철	조남철	NNP	B-PER
_	_	_	O
9	9	SN	B-NOH
단	단	NNG	I-NOH
이	이	JKS	O
_	_	_	O
한성기원	한성기원	NNP	B-ORG
을	을	JKO	O
_	_	_	O
세우	세우	VV	O
며	며	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
현대	현대	NNG	O
바둑	바둑	NNG	O
의	의	JKG	O
_	_	_	O
씨앗	씨앗	NNG	O
을	을	JKO	O
_	_	_	O
뿌	뿌리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 무역업체 쉘라인의 김영심 대표는 “해외진출을 위해서는 관세정책등을 조사해야 하는데 조사할 때마다 달라서 어려움이 많다”며 “정부에서 관세정책을 일목요연하게 정리해 주면 좋겠다”고 제안했다.
## 무역업체 <쉘라인:ORG>의 <김영심:PER> 대표는 “해외진출을 위해서는 관세정책등을 조사해야 하는데 조사할 때마다 달라서 어려움이 많다”며 “정부에서 관세정책을 일목요연하게 정리해 주면 좋겠다”고 제안했다.
무역	무역	NNG	O
업체	업체	NNG	O
_	_	_	O
쉘	쉘	NNP	B-ORG
라인	라인	NNG	I-ORG
의	의	JKG	O
_	_	_	O
김영심	김영심	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
해외	해외	NNG	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
관세	관세	NNG	O
정책	정책	NNG	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
조사해야	조사하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는데	는데	EC	O
_	_	_	O
조사할	조사하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
달	다르	VA	O
라서	아서	EC	O
_	_	_	O
어려움	어려움	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
정부	정부	NNG	O
에서	에서	JKB	O
_	_	_	O
관세	관세	NNG	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
일목요연하	일목요연하	VA	O
게	게	EC	O
_	_	_	O
정리해	정리하+여	VV+EC	O
_	_	_	O
주	주	VX	O
면	면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
제안	제안하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## XE는 주행 성능을 확보하기 위해 차체 무게 배분을 전후 50대50으로 설계했다.
## <XE:POH>는 주행 성능을 확보하기 위해 차체 무게 배분을 전후 <50대50:NOH>으로 설계했다.
XE	XE	SL	B-POH
는	는	JX	O
_	_	_	O
주행	주행	NNG	O
_	_	_	O
성능	성능	NNG	O
을	을	JKO	O
_	_	_	O
확보하	확보하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
차체	차체	NNG	O
_	_	_	O
무게	무게	NNG	O
_	_	_	O
배분	배분	NNG	O
