## 1
## 지난해 150만 달러(약 17억 원)로 이미 최고를 찍은 니퍼트의 연봉이 어디까지 오를 지도 관심사다.
## 지난해 <150만 달러:MNY>(약 <17억 원:MNY>)로 이미 최고를 찍은 <니퍼트:PER>의 연봉이 어디까지 오를 지도 관심사다.
지난해	지난해	NNG	O
_	_	_	O
150	150	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
17	17	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
로	로	JKB	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
최고	최고	NNG	O
를	를	JKO	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
니퍼트	니퍼트	NNP	B-PER
의	의	JKG	O
_	_	_	O
연봉	연봉	NNG	O
이	이	JKS	O
_	_	_	O
어디	어디	NP	O
까지	까지	JX	O
_	_	_	O
오를	오르+ㄹ	VV+ETM	O
_	_	_	O
지	지	NNB	O
도	도	JX	O
_	_	_	O
관심사	관심사+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 리우 올림픽 개막 전만 해도 골프의 흥행을 걱정하는 목소리가 많았다.
## <리우 올림픽:POH> 개막 전만 해도 골프의 흥행을 걱정하는 목소리가 많았다.
리우	리우	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
개막	개막	NNG	O
_	_	_	O
전	전	NNG	O
만	만	JX	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
골프	골프	NNG	O
의	의	JKG	O
_	_	_	O
흥행	흥행	NNG	O
을	을	JKO	O
_	_	_	O
걱정하	걱정하	VV	O
는	는	ETM	O
_	_	_	O
목소리	목소리	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## ③ 기권 입장 결정은 언제? 정부가 유엔 북한인권결의안에 대한 기권 입장을 2007년 11월 16일에 결정했느냐, 20일에 했느냐는 북한에 의사를 사전에 타진했는지와 직접적으로 연결된다.
## <③:NOH> 기권 입장 결정은 언제? 정부가 <유엔 북한인권결의안:POH>에 대한 기권 입장을 <2007년 11월 16일:DAT>에 결정했느냐, <20일:DAT>에 했느냐는 <북한:ORG>에 의사를 사전에 타진했는지와 직접적으로 연결된다.
③	③	SW	B-NOH
_	_	_	O
기권	기권	NNG	O
_	_	_	O
입장	입장	NNG	O
_	_	_	O
결정	결정	NNG	O
은	은	JX	O
_	_	_	O
언제	언제	MAG	O
?	?	SF	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
유엔	유엔	NNP	B-POH
_	_	_	I-POH
북한	북한	NNP	I-POH
인권	인권	NNG	I-POH
결의안	결의안	NNG	I-POH
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
기권	기권	NNG	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
11	11	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
16	16	SN	I-DAT
일	일	NNB	I-DAT
에	에	JKB	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
느냐	느냐	EC	O
,	,	SP	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
_	_	_	O
했	+였	+EP	O
느냐는	느냐는	ETM	O
_	_	_	O
북한	북한	NNP	B-ORG
에	에	JKB	O
_	_	_	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
사전	사전	NNG	O
에	에	JKB	O
_	_	_	O
타진	타진하	VV	O
했	였	EP	O
는지	는지	EC	O
와	와	JC	O
_	_	_	O
직접적	직접적	NNG	O
으로	으로	JKB	O
_	_	_	O
연결된다	연결되+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 하나금융그룹은 1971년 국내 최초의 단자사(短資社)인 한국투자금융으로 사업을 시작한 이래 초고속성장의 신화를 거듭해왔다.
## <하나금융그룹:ORG>은 <1971년:DAT> 국내 최초의 단자사(短資社)인 한국투자금융으로 사업을 시작한 이래 초고속성장의 신화를 거듭해왔다.
하나금융	하나금융	NNP	B-ORG
그룹	그룹	NNG	I-ORG
은	은	JX	O
_	_	_	O
1971	1971	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최초	최초	NNG	O
의	의	JKG	O
_	_	_	O
단자	단자	NNG	O
사	사	XSN	O
(	(	SS	O
短資社	短資社	SH	O
)	)	SS	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
한국투자금융	한국투자금융	NNP	O
으로	으로	JKB	O
_	_	_	O
사업	사업	NNG	O
