## 1
## 2012년에는 온스타일 '솔드 아웃' 진행자로도 활약했으며 오는 3월 개봉 예정인 영화 '살인 의뢰' 촬영을 마쳤다.
## <2012년:DAT>에는 <온스타일:POH> '<솔드 아웃:POH>' 진행자로도 활약했으며 오는 <3월:DAT> 개봉 예정인 영화 '<살인 의뢰:POH>' 촬영을 마쳤다.
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
온스타	온스타	NNP	B-POH
일	일	NNP	I-POH
_	_	_	O
'	'	SS	O
솔드	솔드	NNG	B-POH
_	_	_	I-POH
아웃	아웃	NNG	I-POH
'	'	SS	O
_	_	_	O
진행자	진행자	NNG	O
로	로	JKB	O
도	도	JX	O
_	_	_	O
활약	활약하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
개봉	개봉	NNG	O
_	_	_	O
예정	예정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
살인	살인	NNG	B-POH
_	_	_	I-POH
의뢰	의뢰	NNG	I-POH
'	'	SS	O
_	_	_	O
촬영	촬영	NNG	O
을	을	JKO	O
_	_	_	O
마	마치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 목동 아덴프라우드 홍보관은 지난달 26일 오픈 이후 소비자의 방문 행렬이 이어지고 있다.
## <목동 아덴프라우드:LOC> 홍보관은 지난달 <26일:DAT> 오픈 이후 소비자의 방문 행렬이 이어지고 있다.
목동	목동	NNP	B-LOC
_	_	_	I-LOC
아덴	아덴	NNP	I-LOC
프라우드	프라우드	NNG	I-LOC
_	_	_	O
홍보	홍보	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
소비자	소비자	NNG	O
의	의	JKG	O
_	_	_	O
방문	방문	NNG	O
_	_	_	O
행렬	행렬	NNG	O
이	이	JKS	O
_	_	_	O
이어지	이어지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 대한민국이 저성장의 덫에 걸렸다.
## <대한민국:ORG>이 저성장의 덫에 걸렸다.
대한민국	대한민국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
저성장	저성장	NNG	O
의	의	JKG	O
_	_	_	O
덫	덫	NNG	O
에	에	JKB	O
_	_	_	O
걸	걸리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## '파워타임' 공명 솔직한 입담으로 화제 "음악 들으면서 잘 울어요"
## '<파워타임:POH>' <공명:PER> 솔직한 입담으로 화제 "음악 들으면서 잘 울어요"
'	'	SS	O
파워	파워	NNG	B-POH
타임	타임	NNG	I-POH
'	'	SS	O
_	_	_	O
공명	공명	NNG	B-PER
_	_	_	O
솔직한	솔직하+ㄴ	VA+ETM	O
_	_	_	O
입담	입담	NNG	O
으로	으로	JKB	O
_	_	_	O
화제	화제	NNG	O
_	_	_	O
"	"	SS	O
음악	음악	NNG	O
_	_	_	O
들	듣	VV	O
으면서	으면서	EC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
울	울	VV	O
어요	어요	EF	O
"	"	SS	O

## 5
## DJ, 노무현 때 70억불 돈을 줬기 때문이다"라며 "북에는 돈이 없다.
## <DJ:PER>, <노무현:PER> 때 <70억불:MNY> 돈을 줬기 때문이다"라며 "<북:ORG>에는 돈이 없다.
DJ	DJ	SL	B-PER
,	,	SP	O
_	_	_	O
노무현	노무현	NNP	B-PER
_	_	_	O
때	때	NNG	O
_	_	_	O
70	70	SN	B-MNY
억	억	NR	I-MNY
불	불	NNB	I-MNY
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
줬	+었	+EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
북	북	NNG	B-ORG
에	에	JKB	O
는	는	JX	O
_	_	_	O
돈	돈	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 후원은 월드비전 홈페이지(www.worldvision.or.kr), 전화(02-784-2004), 후원계좌(우리은행 269-800743-18-228)로 가능하다.
## 후원은 <월드비전:ORG> 홈페이지(<www.worldvision.or.kr:POH>), 전화(<02-784-2004:POH>), 후원계좌(<우리은행:ORG> <269-800743-18-228:POH>)로 가능하다.
후원	후원	NNG	O
은	은	JX	O
_	_	_	O
월드비전	월드비전	NNP	B-ORG
_	_	_	O
홈페이지	홈페이지	NNG	O
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
worldvision	worldvision	SL	I-POH
.	.	SF	I-POH
or	or	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
,	,	SP	O
_	_	_	O
전화	전화	NNG	O
(	(	SS	O
02	02	SN	B-POH
-	-	SO	I-POH
784	784	SN	I-POH
-	-	SO	I-POH
2004	2004	SN	I-POH
)	)	SS	O
,	,	SP	O
