## 1
## 76명의 건축가에게서 지은 지 10년 안짝인 주택 108채의 기본 정보, 도면, 사진과 더불어 설계 의도나 시공 과정에 대한 글을 받아 묶었다.
## <76명:NOH>의 건축가에게서 지은 지 <10년:NOH> 안짝인 주택 <108채:NOH>의 기본 정보, 도면, 사진과 더불어 설계 의도나 시공 과정에 대한 글을 받아 묶었다.
76	76	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
건축가	건축가	NNG	O
에게서	에게서	JKB	O
_	_	_	O
지	짓	VV	O
은	은	ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
안짝	안짝	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
주택	주택	NNG	O
_	_	_	O
108	108	SN	B-NOH
채	채	NNB	I-NOH
의	의	JKG	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
정보	정보	NNG	O
,	,	SP	O
_	_	_	O
도면	도면	NNG	O
,	,	SP	O
_	_	_	O
사진	사진	NNG	O
과	과	JKB	O
_	_	_	O
더불	더불	VV	O
어	어	EC	O
_	_	_	O
설계	설계	NNG	O
_	_	_	O
의도	의도	NNG	O
나	나	JC	O
_	_	_	O
시공	시공	NNG	O
_	_	_	O
과정	과정	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
글	글	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
묶	묶	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 특히 할인쿠폰을 한번만 다운받으면 이벤트 기간 내 1인당 최대 7회에 걸쳐 사용할 수 있다.
## 특히 할인쿠폰을 <한번:NOH>만 다운받으면 이벤트 기간 내 <1인당:NOH> 최대 <7회:NOH>에 걸쳐 사용할 수 있다.
특히	특히	MAG	O
_	_	_	O
할인	할인	NNG	O
쿠폰	쿠폰	NNG	O
을	을	JKO	O
_	_	_	O
한	한	MM	B-NOH
번	번	NNB	I-NOH
만	만	JX	O
_	_	_	O
다운	다운	NNG	O
받	받	VV	O
으면	으면	EC	O
_	_	_	O
이벤트	이벤트	NNG	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
당	당	XSN	I-NOH
_	_	_	O
최대	최대	NNG	O
_	_	_	O
7	7	SN	B-NOH
회	회	NNB	I-NOH
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
사용할	사용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 인천 중구에 사는 김채연(여·21) 씨는 “오징어 모양이 온전히 살아 있어서 먹는 재미가 만점”이라며 엄지손가락을 치켜세웠다.
## <인천 중구:LOC>에 사는 <김채연:PER>(여·<21:NOH>) 씨는 “오징어 모양이 온전히 살아 있어서 먹는 재미가 만점”이라며 엄지손가락을 치켜세웠다.
인천	인천	NNP	B-LOC
_	_	_	I-LOC
중구	중구	NNP	I-LOC
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
김채연	김채연	NNP	B-PER
(	(	SS	O
여	여	NNG	O
·	·	SP	O
21	21	SN	B-NOH
)	)	SS	O
_	_	_	O
