## 1
## 자동차-항공우주-선박-에너지 등 전시물 80% 체험형 시설로 꾸며
## 자동차-항공우주-선박-에너지 등 전시물 <80%:PNT> 체험형 시설로 꾸며
자동차	자동차	NNG	O
-	-	SO	O
항공	항공	NNG	O
우주	우주	NNG	O
-	-	SO	O
선박	선박	NNG	O
-	-	SO	O
에너지	에너지	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
전시물	전시물	NNG	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
체험	체험	NNG	O
형	형	XSN	O
_	_	_	O
시설	시설	NNG	O
로	로	JKB	O
_	_	_	O
꾸며	꾸미+어	VV+EC	O

## 2
## 새만금개발청은 공동구매와 설치예술, 월드뮤직, 캠핑 등으로 구성되는 노마드 축제가 안착되면 2023년 새만금 세계잼버리 대회 개최를 위한 발판 역시 마련할 수 있을 것으로 보고 있다.
## <새만금개발청:ORG>은 공동구매와 설치예술, 월드뮤직, 캠핑 등으로 구성되는 노마드 축제가 안착되면 <2023년:DAT> <새만금 세계잼버리 대회:POH> 개최를 위한 발판 역시 마련할 수 있을 것으로 보고 있다.
새만금	새만금	NNP	B-ORG
개발	개발	NNG	I-ORG
청	청	XSN	I-ORG
은	은	JX	O
_	_	_	O
공동	공동	NNG	O
구매	구매	NNG	O
와	와	JC	O
_	_	_	O
설치	설치	NNG	O
예술	예술	NNG	O
,	,	SP	O
_	_	_	O
월드	월드	NNG	O
뮤직	뮤직	NNG	O
,	,	SP	O
_	_	_	O
캠핑	캠핑	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
구성되	구성되	VV	O
는	는	ETM	O
_	_	_	O
노마드	노마드	NNG	O
_	_	_	O
축제	축제	NNG	O
가	가	JKS	O
_	_	_	O
안착되	안착되	VV	O
면	면	EC	O
_	_	_	O
2023	2023	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
새만금	새만금	NNP	B-POH
_	_	_	I-POH
세계	세계	NNG	I-POH
잼버리	잼버리	NNG	I-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
_	_	_	O
개최	개최	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
발판	발판	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
마련할	마련하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 동시 개봉 ‘공조’ vs ‘더 킹’…브로맨스 승자는?
## 동시 개봉 ‘<공조:POH>’ vs ‘<더 킹:POH>’…브로맨스 승자는?
동시	동시	NNG	O
_	_	_	O
개봉	개봉	NNG	O
_	_	_	O
‘	‘	SS	O
공조	공조	NNG	B-POH
’	’	SS	O
_	_	_	O
vs	vs	SL	O
_	_	_	O
‘	‘	SS	O
더	더	MAG	B-POH
_	_	_	I-POH
킹	킹	NNP	I-POH
’	’	SS	O
…	…	SE	O
브	브	NNG	O
로맨스	로맨스	NNG	O
_	_	_	O
승자	승자	NNG	O
는	는	JX	O
?	?	SF	O

## 4
## 바로 오스카죠. 사실 그는 어릴 적부터 시장 ‘캐서린’만 사랑한 순정남이거든요.
## 바로 <오스카:PER>죠. 사실 그는 어릴 적부터 시장 ‘<캐서린:PER>’만 사랑한 순정남이거든요.
바로	바로	MAG	O
_	_	_	O
오스카	오스카+이	NNP+VCP	B-PER
죠	죠	EF	O
.	.	SF	O
_	_	_	O
사실	사실	MAG	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
어릴	어리+ㄹ	VA+ETM	O
_	_	_	O
적	적	NNB	O
부터	부터	JX	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
‘	‘	SS	O
캐서린	캐서린	NNP	B-PER
’	’	SS	O
만	만	JX	O
_	_	_	O
사랑한	사랑하+ㄴ	VV+ETM	O
_	_	_	O
순정	순정	NNG	O
남	남	NNG	O
이	이	VCP	O
거든요	거든요	EF	O
.	.	SF	O

## 5
## 中 신화통신 “중국 톈진 폭발 사고로 44명 사망·500여 명 부상”…‘대형참사’
## <中 신화통신:ORG> “<중국 톈진 폭발 사고:POH>로 <44명:NOH> 사망·<500여 명:NOH> 부상”…‘대형참사’
中	中	SH	B-ORG
_	_	_	I-ORG
신화통신	신화통신	NNP	I-ORG
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-POH
_	_	_	I-POH
톈진	톈진	NNP	I-POH
_	_	_	I-POH
폭발	폭발	NNG	I-POH
_	_	_	I-POH
사고	사고	NNG	I-POH
로	로	JKB	O
_	_	_	O
44	44	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
사망	사망	NNG	O
·	·	SP	O
500	500	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
_	_	_	O
부상	부상	NNG	O
”	”	SS	O
…	…	SE	O
‘	‘	SS	O
대형	대형	NNG	O
참사	참사	NNG	O
’	’	SS	O

## 6
## 실리콘밸리는 글로벌 정보기술(IT) 패러다임을 주도하고 있는 미국에 위치해 있다.
## <실리콘밸리:LOC>는 글로벌 정보기술(IT) 패러다임을 주도하고 있는 <미국:LOC>에 위치해 있다.
실리콘밸리	실리콘밸리	NNP	B-LOC
는	는	JX	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
정보	정보	NNG	O
기술	기술	NNG	O
(	(	SS	O
IT	IT	SL	O
)	)	SS	O
_	_	_	O
패러다임	패러다임	NNG	O
을	을	JKO	O
_	_	_	O
주도하	주도하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
미국	미국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치해	위치하+여	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 백다미 현대경제연구원 선임연구원은 “저물가로 인한 혜택이 상대적으로 적었던 저소득층, 소형 가구의 물가 부담 완화를 위해 식료품 물가 안정을 위한 노력이 필요하다”며 “농산물 계약재배 물량을 늘리고, 대규모 출하시설을 건설해 가격 안정성을 높이고 유통구조를 바꿔야 한다”고 지적했다.
## <백다미:PER> <현대경제연구원:ORG> 선임연구원은 “저물가로 인한 혜택이 상대적으로 적었던 저소득층, 소형 가구의 물가 부담 완화를 위해 식료품 물가 안정을 위한 노력이 필요하다”며 “농산물 계약재배 물량을 늘리고, 대규모 출하시설을 건설해 가격 안정성을 높이고 유통구조를 바꿔야 한다”고 지적했다.
백다	백다	NNG	B-PER
미	미	NNP	I-PER
_	_	_	O
현대	현대	NNG	B-ORG
경제	경제	NNG	I-ORG
연구원	연구원	NNG	I-ORG
_	_	_	O
선임	선임	NNG	O
연구원	연구원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
저물가	저물가	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
혜택	혜택	NNG	O
이	이	JKS	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
적	적	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
저소득층	저소득층	NNG	O
,	,	SP	O
_	_	_	O
소형	소형	NNG	O
_	_	_	O
가구	가구	NNG	O
의	의	JKG	O
_	_	_	O
물가	물가	NNG	O
