## 1
## 지난 8일 방송된 KBS2 '우리는 형제입니다'에서는 하니와 그의 남동생 안태환이 동반 출연했다.
## 지난 <8일:DAT> 방송된 <KBS2:POH> '<우리는 형제입니다:POH>'에서는 <하니:PER>와 그의 남동생 <안태환:PER>이 동반 출연했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
'	'	SS	O
우리	우리	NP	B-POH
는	는	JX	I-POH
_	_	_	I-POH
형제	형제	NNG	I-POH
입니다	이+ㅂ니다	VCP+EF	I-POH
'	'	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
하	하	NNP	B-PER
니와	니와	NNP	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
남동생	남동생	NNG	O
_	_	_	O
안태환	안태환	NNP	B-PER
이	이	JKS	O
_	_	_	O
동반	동반	NNG	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이날 '우리는 형제입니다' 하니는 군대에서 휴가 나온 남동생이 끓여준 라면을 흡입했다.
## 이날 '<우리는 형제입니다:POH>' <하니:PER>는 군대에서 휴가 나온 남동생이 끓여준 라면을 흡입했다.
이날	이날	NNG	O
_	_	_	O
'	'	SS	O
우리	우리	NP	B-POH
는	는	JX	I-POH
_	_	_	I-POH
형제	형제	NNG	I-POH
입니다	이+ㅂ니다	VCP+EF	I-POH
'	'	SS	O
_	_	_	O
하니	하니	NNP	B-PER
는	는	JX	O
_	_	_	O
군대	군대	NNG	O
에서	에서	JKB	O
_	_	_	O
휴가	휴가	NNG	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
남동생	남동생	NNG	O
이	이	JKS	O
_	_	_	O
끓	끓이	VV	O
여	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
라면	라면	NNG	O
을	을	JKO	O
_	_	_	O
흡입	흡입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이곳에 한국인 관광객만을 골라 100엔을 구걸하는 여인이 있다.
## 이곳에 한국인 관광객만을 골라 <100엔:MNY>을 구걸하는 여인이 있다.
이곳	이곳	NP	O
에	에	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
관광객	관광객	NNG	O
만	만	JX	O
을	을	JKO	O
_	_	_	O
골	고르	VV	O
