## 1
## [브리핑] 풀무원 ‘알래스칸특급 고추어묵’ 출시
## [브리핑] <풀무원:ORG> ‘<알래스칸특급 고추어묵:POH>’ 출시
[	[	SS	O
브리핑	브리핑	NNG	O
]	]	SS	O
_	_	_	O
풀무원	풀무원	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
알래스칸	알래스칸	NNG	B-POH
특급	특급	NNG	I-POH
_	_	_	I-POH
고추	고추	NNG	I-POH
어묵	어묵	NNG	I-POH
’	’	SS	O
_	_	_	O
출시	출시	NNG	O

## 2
## ▲한국의 불안 조성=북한은 한국내 정치, 경제, 사회적 불만세력들을 선동, 주한미군 주둔에 대한 비판 분위기를 조성해 한미 방위체제를 붕괴시키고 한국 정부를 전복하기 위한 심리전을 펼 것이다.
## ▲<한국:ORG>의 불안 조성=<북한:ORG>은 <한국:ORG>내 정치, 경제, 사회적 불만세력들을 선동, 주한미군 주둔에 대한 비판 분위기를 조성해 <한미:ORG> 방위체제를 붕괴시키고 <한국 정부:ORG>를 전복하기 위한 심리전을 펼 것이다.
▲	▲	SW	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
불안	불안	NNG	O
_	_	_	O
조성	조성	NNG	O
=	=	SW	O
북한	북한	NNP	B-ORG
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
내	내	NNB	O
_	_	_	O
정치	정치	NNG	O
,	,	SP	O
_	_	_	O
경제	경제	NNG	O
,	,	SP	O
_	_	_	O
사회적	사회적	NNG	O
_	_	_	O
불만	불만	NNG	O
세력	세력	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
선동	선동	NNG	O
,	,	SP	O
_	_	_	O
주한	주한	NNG	O
미군	미군	NNG	O
_	_	_	O
주둔	주둔	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
비판	비판	NNG	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
조성해	조성하+여	VV+EC	O
_	_	_	O
한미	한미	NNP	B-ORG
_	_	_	O
방위	방위	NNG	O
체제	체제	NNG	O
를	를	JKO	O
_	_	_	O
붕괴	붕괴	NNG	O
시키	시키	XSV	O
고	고	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
를	를	JKO	O
_	_	_	O
전복하	전복하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
심리전	심리전	NNG	O
을	을	JKO	O
_	_	_	O
펼	펴+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 옐런 의장의 “올해 금리가 더 빠른 속도로 올라갈 것 같다”는 발언도 이 같은 판단의 근거가 되고 있다.
## <옐런:PER> 의장의 “올해 금리가 더 빠른 속도로 올라갈 것 같다”는 발언도 이 같은 판단의 근거가 되고 있다.
옐런	옐런	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
의	의	JKG	O
_	_	_	O
“	“	SS	O
올해	올해	NNG	O
_	_	_	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
속도	속도	NNG	O
로	로	JKB	O
_	_	_	O
올라갈	올라가+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
발언	발언	NNG	O
도	도	JX	O
_	_	_	O
이	이	NP	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
판단	판단	NNG	O
의	의	JKG	O
_	_	_	O
근거	근거	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 흐트러진 문재인의 ‘희망스크럼’
## 흐트러진 <문재인:PER>의 ‘희망스크럼’
흐트러진	흐트러지+ㄴ	VV+ETM	O
_	_	_	O
문재인	문재인	NNP	B-PER
