## 1
## 하지만 트럼프는 나흘 뒤인 21일 영상 메시지를 통해 ＂취임 후 TPP에서 탈퇴하겠다＂고 선언했다.
## 하지만 <트럼프:PER>는 나흘 뒤인 <21일:DAT> 영상 <메시:PER>지를 통해 ＂취임 후 <TPP:ORG>에서 탈퇴하겠다＂고 선언했다.
하지만	하지만	MAJ	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
는	는	JX	O
_	_	_	O
나흘	나흘	NNG	O
_	_	_	O
뒤	뒤	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
영상	영상	NNG	O
_	_	_	O
메시지	메시지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
＂	＂	SS	O
취임	취임	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
TPP	TPP	SL	B-ORG
에서	에서	JKB	O
_	_	_	O
탈퇴하	탈퇴하	VV	O
겠	겠	EP	O
다	다	EF	O
＂	＂	SS	O
고	고	JKQ	O
_	_	_	O
선언	선언하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 한ㆍ미 합동 군사훈련인 ‘2016 UFG(을지프리덤가디언·Ulchi-Freedom Guardian)훈련’이 22일 시작됐다.
## <한ㆍ미:ORG> 합동 군사훈련인 ‘<2016 UFG:POH>(<을지프리덤가디언:POH>·<Ulchi-Freedom Guardian:POH>)훈련’이 <22일:DAT> 시작됐다.
한	한	NNP	B-ORG
ㆍ	ㆍ	SP	I-ORG
미	미	NNP	I-ORG
_	_	_	O
합동	합동	NNG	O
_	_	_	O
군사	군사	NNG	O
훈련	훈련	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
2016	2016	SN	B-POH
_	_	_	I-POH
UFG	UFG	SL	I-POH
(	(	SS	O
을지	을지	NNG	B-POH
프리덤	프리덤	NNG	I-POH
가디언	가디언	NNG	I-POH
·	·	SP	O
Ulchi	Ulchi	SL	B-POH
-	-	SO	I-POH
Freedom	Freedom	SL	I-POH
_	_	_	I-POH
Guardian	Guardian	SL	I-POH
)	)	SS	O
훈련	훈련	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
시작	시작되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 6·25전쟁에서 대한민국을 지켜낸 참전용사 송용호 씨(81)는 29일 충남 논산 육군훈련소 연무관에서 열린 신병 수료식에서 자신의 손자 송봉근 이병(21)의 전투복 오른쪽 어깨에 태극기를 붙여주며 감동의 눈물을 흘렸다.
## <6·25전쟁:POH>에서 <대한민국:ORG>을 지켜낸 참전용사 <송용호:PER> 씨(<81:NOH>)는 <29일:DAT> <충남:LOC> <논산:LOC> <육군훈련소 연무관:LOC>에서 열린 신병 수료식에서 자신의 손자 <송봉근:PER> 이병(<21:NOH>)의 전투복 오른쪽 어깨에 태극기를 붙여주며 감동의 눈물을 흘렸다.
6	6	SN	B-POH
·	·	SP	I-POH
25	25	SN	I-POH
전쟁	전쟁	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
지켜	지키+어	VV+EC	O
낸	내+ㄴ	VX+ETM	O
_	_	_	O
참전	참전	NNG	O
용사	용사	NNG	O
_	_	_	O
송용호	송용호	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
81	81	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
충남	충남	NNP	B-LOC
_	_	_	O
논산	논산	NNP	B-LOC
_	_	_	O
육군	육군	NNG	B-LOC
훈련소	훈련소	NNG	I-LOC
_	_	_	I-LOC
연무관	연무관	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
신병	신병	NNG	O
_	_	_	O
수료식	수료식	NNG	O
에서	에서	JKB	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
손자	손자	NNG	O
_	_	_	O
송봉근	송봉근	NNP	B-PER
_	_	_	O
이병	이병	NNG	O
(	(	SS	O
21	21	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
전투복	전투복	NNG	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
어깨	어깨	NNG	O
에	에	JKB	O
_	_	_	O
태극기	태극기	NNG	O
를	를	JKO	O
_	_	_	O
붙	붙이	VV	O
여	어	EC	O
주	주	VX	O
며	며	EC	O
_	_	_	O
감동	감동	NNG	O
의	의	JKG	O
_	_	_	O
눈물	눈물	NNG	O
을	을	JKO	O
_	_	_	O
흘	흘리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘이민호 열애 언급’ 수지, 최근 SNS글 보니 의미심장? “고마워요. 믿어줘서”수지 이민호 열애 언급그룹 미쓰에이 수지가 ‘해피투게더’에서 이민호와의 열애 사실에 대해 언급한 가운데, 수지의 최근 SNS글이 눈길을 모았다.
## ‘<이민호:PER> 열애 언급’ <수지:PER>, 최근 SNS글 보니 의미심장? “고마워요. 믿어줘서”<수지:PER> <이민호:PER> 열애 언급그룹 <미쓰에이:ORG> <수지:PER>가 ‘<해피투게더:POH>’에서 <이민호:PER>와의 열애 사실에 대해 언급한 가운데, <수지:PER>의 최근 SNS글이 눈길을 모았다.
‘	‘	SS	O
이민호	이민호	NNP	B-PER
_	_	_	O
열애	열애	NNG	O
_	_	_	O
언급	언급	NNG	O
’	’	SS	O
_	_	_	O
수지	수지	NNG	B-PER
,	,	SP	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
SNS	SNS	SL	O
글	글	NNG	O
_	_	_	O
보	보	VV	O
니	니	EC	O
_	_	_	O
의미심장	의미심장	NNG	O
?	?	SF	O
_	_	_	O
“	“	SS	O
고마	고맙	VA	O
워요	어요	EF	O
.	.	SF	O
_	_	_	O
믿	믿	VV	O
어	어	EC	O
줘서	주+어서	VX+EF	O
”	”	SS	O
수지	수지	NNG	B-PER
_	_	_	O
이민호	이민호	NNP	B-PER
_	_	_	O
열애	열애	NNG	O
_	_	_	O
언급	언급	NNG	O
그룹	그룹	NNG	O
_	_	_	O
미쓰에	미쓰에	NNP	B-ORG
이	이	JKS	I-ORG
_	_	_	O
수지	수지	NNG	B-PER
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
해피투게더	해피투게더	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
이민호	이민호	NNP	B-PER
와	와	JKB	O
의	의	JKG	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
사실	사실	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급한	언급하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
수지	수지	NNG	B-PER
의	의	JKG	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
SNS	SNS	SL	O
글	글	NNG	O
이	이	JKS	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
