## 1
## 주성하 zsh75@donga.com·이세형 기자
## <주성하:PER> <zsh75@donga.com:POH>·<이세형:PER> 기자
주성	주성	NNG	B-PER
하	하	XSV	I-PER
_	_	_	O
zsh	zsh	SL	B-POH
75	75	SN	I-POH
@	@	SW	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
·	·	SP	O
이세형	이세형	NNP	B-PER
_	_	_	O
기자	기자	NNG	O

## 2
## 이중 화상을 입은 21명은 인근 병원으로 후송돼 치료를 받고 있으나 생명에는 지장이 없는 것으로 전해졌다.
## 이중 화상을 입은 <21명:NOH>은 인근 병원으로 후송돼 치료를 받고 있으나 생명에는 지장이 없는 것으로 전해졌다.
이	이	MM	O
중	중	NNB	O
_	_	_	O
화상	화상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
21	21	SN	B-NOH
명	명	NNB	I-NOH
은	은	JX	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
병원	병원	NNG	O
으로	으로	JKB	O
_	_	_	O
후송돼	후송되+어	VV+EC	O
_	_	_	O
치료	치료	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
_	_	_	O
생명	생명	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
지장	지장	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 3
## 중앙통신은 목격자 증인을 인용해 열차가 불에 휩싸이기 전 큰 폭음이 들렸다고 전했다.
## <중앙통신:ORG>은 목격자 증인을 인용해 열차가 불에 휩싸이기 전 큰 폭음이 들렸다고 전했다.
중앙통신	중앙통신	NNP	B-ORG
은	은	JX	O
_	_	_	O
목격자	목격자	NNG	O
_	_	_	O
증인	증인	NNG	O
을	을	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
열차	열차	NNG	O
가	가	JKS	O
_	_	_	O
불	불	NNG	O
에	에	JKB	O
_	_	_	O
휩싸이	휩싸이	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
폭음	폭음	NNG	O
이	이	JKS	O
_	_	_	O
들	들리	VV	O
렸	었	EP	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 한편, 한국마케팅아카데미는 카페, 지식인, 페이스북, 카카오, 인스타그램 등 다양한 마케팅 도구를 바탕으로 온라인 마케팅 전문 교육을 제공하고 있다.
## 한편, <한국마케팅아카데미:ORG>는 카페, <지식인:POH>, <페이스북:POH>, <카카오:POH>, <인스타그램:POH> 등 다양한 마케팅 도구를 바탕으로 온라인 마케팅 전문 교육을 제공하고 있다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-ORG
마케팅	마케팅	NNG	I-ORG
아카데미	아카데미	NNG	I-ORG
는	는	JX	O
_	_	_	O
카페	카페	NNG	O
,	,	SP	O
_	_	_	O
지식인	지식인	NNG	B-POH
,	,	SP	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
,	,	SP	O
_	_	_	O
카카오	카카오	NNP	B-POH
,	,	SP	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
마케팅	마케팅	NNG	O
_	_	_	O
도구	도구	NNG	O
를	를	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
온라인	온라인	NNG	O
_	_	_	O
마케팅	마케팅	NNG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## SM6 dCi에 장착된 1.5 dCi(Direct Common-rail Injection) 엔진은 최고출력 110마력, 최대토크 25.5kg.m, 복합공인연비 17.0km/ℓ(16&17인치 타이어 기준)의 성능을 발휘한다.
## <SM6 dCi:POH>에 장착된 <1.5 dCi:POH>(Direct Common-rail Injection) 엔진은 최고출력 <110마력:NOH>, 최대토크 <25.5kg.m:NOH>, 복합공인연비 <17.0km/ℓ:NOH>(<16:NOH>&<17인치:NOH> 타이어 기준)의 성능을 발휘한다.
SM	SM	SL	B-POH
6	6	SN	I-POH
_	_	_	I-POH
dCi	dCi	SL	I-POH
에	에	JKB	O
_	_	_	O
장착된	장착되+ㄴ	VV+ETM	O
_	_	_	O
1.5	1.5	SN	B-POH
_	_	_	I-POH
dCi	dCi	SL	I-POH
(	(	SS	O
Direct	Direct	SL	O
_	_	_	O
Common	Common	SL	O
-	-	SO	O
rail	rail	SL	O
_	_	_	O
Injection	Injection	SL	O
)	)	SS	O
_	_	_	O
엔진	엔진	NNG	O
은	은	JX	O
_	_	_	O
최고	최고	NNG	O
출력	출력	NNG	O
_	_	_	O
110	110	SN	B-NOH
마력	마력	NNB	I-NOH
,	,	SP	O
_	_	_	O
최대	최대	NNG	O
토크	토크	NNG	O
_	_	_	O
25.5	25.5	SN	B-NOH
