## 1
## 실제 경기도 일산 문촌마을의 전용면적 163㎡ 아파트는 올 1월에 전체 관리비 가운데 일반관리비·경비비·청소비를 지난해 12월보다 약 2만7600원(연간 33만1200원) 더 냈다.
## 실제 <경기도:LOC> <일산 문촌마을:LOC>의 전용면적 <163㎡:NOH> 아파트는 올 <1월:DAT>에 전체 관리비 가운데 일반관리비·경비비·청소비를 지난해 <12월:DAT>보다 약 <2만7600원:MNY>(연간 <33만1200원:MNY>) 더 냈다.
실제	실제	NNG	O
_	_	_	O
경기도	경기도	NNP	B-LOC
_	_	_	O
일산	일산	NNP	B-LOC
_	_	_	I-LOC
문	문	NNG	I-LOC
촌마을	촌마을	NNG	I-LOC
의	의	JKG	O
_	_	_	O
전용면적	전용면적	NNG	O
_	_	_	O
163	163	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
아파트	아파트	NNG	O
는	는	JX	O
_	_	_	O
올	올	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
관리비	관리비	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
일반	일반	NNG	O
관리비	관리비	NNG	O
·	·	SP	O
경비	경비	NNG	O
비	비	XSN	O
·	·	SP	O
청소	청소	NNG	O
비	비	XSN	O
를	를	JKO	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
보다	보다	JKB	O
_	_	_	O
약	약	MM	O
_	_	_	O
2	2	SN	B-MNY
만	만	NR	I-MNY
7600	7600	SN	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
연간	연간	NNG	O
_	_	_	O
33	33	SN	B-MNY
만	만	NR	I-MNY
1200	1200	SN	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
냈	내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## ‘화장대를 부탁해’ 한채영 “바비인형 수식어 감사하다…진짜인 것 같아”배우 한채영이 ‘바비인형’ 수식어가 부담스럽지 않다고 전했다.
## ‘<화장대를 부탁해:POH>’ <한채영:PER> “바비인형 수식어 감사하다…진짜인 것 같아”배우 <한채영:PER>이 ‘바비인형’ 수식어가 부담스럽지 않다고 전했다.
‘	‘	SS	O
화장대	화장대	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
한채영	한채영	NNP	B-PER
_	_	_	O
“	“	SS	O
바비	바비	NNP	O
인형	인형	NNG	O
_	_	_	O
수식어	수식어	NNG	O
_	_	_	O
감사하	감사하	VV	O
다	다	EC	O
…	…	SE	O
진짜	진짜	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EF	O
”	”	SS	O
배우	배우	NNG	O
_	_	_	O
한채영	한채영	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
바비	바비	NNP	O
인형	인형	NNG	O
’	’	SS	O
_	_	_	O
수식어	수식어	NNG	O
가	가	JKS	O
_	_	_	O
부담스럽	부담스럽	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 23일 서울 광화문 씨네큐브에서 열린 FashionN ‘화장대를 부탁해’ 기자간담회에는 한채영과 보라, 최희가 참석했다.
## <23일:DAT> <서울 광화문 씨네큐브:LOC>에서 열린 <FashionN:POH> ‘<화장대를 부탁해:POH>’ 기자간담회에는 <한채영:PER>과 <보라:PER>, <최희:PER>가 참석했다.
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
광화문	광화문	NNP	I-LOC
_	_	_	I-LOC
씨네큐브	씨네큐브	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
FashionN	FashionN	SL	B-POH
_	_	_	O
‘	‘	SS	O
화장대	화장대	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
기자	기자	NNG	O
간담회	간담회	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
한채영	한채영	NNP	B-PER
과	과	JC	O
_	_	_	O
보	보	VV	B-PER
라	라	EC	I-PER
,	,	SP	O
_	_	_	O
최희	최희	NNP	B-PER
가	가	JKS	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이날 한채영은 “민낯 공개, 쉽지 않았다”며 “즐겁게 찍으려고 노력했다”라고 밝혔다.
## 이날 <한채영:PER>은 “민낯 공개, 쉽지 않았다”며 “즐겁게 찍으려고 노력했다”라고 밝혔다.
이날	이날	NNG	O
_	_	_	O
한채영	한채영	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
민	민	XPN	O
낯	낯	NNG	O
_	_	_	O
공개	공개	NNG	O
,	,	SP	O
_	_	_	O
쉽	쉽	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
즐겁	즐겁	VA	O
게	게	EC	O
_	_	_	O
찍	찍	VV	O
으려고	으려고	EC	O
_	_	_	O
노력	노력하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 앞서 한채영은 ‘화장대를 부탁해’ 방송 첫 회 녹화분에서 민낯을 공개했다.
## 앞서 <한채영:PER>은 ‘<화장대를 부탁해:POH>’ 방송 첫 회 녹화분에서 민낯을 공개했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
한채영	한채영	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
화장대	화장대	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
회	회	NNB	O
_	_	_	O
녹화	녹화	NNG	O
분	분	XSN	O
에서	에서	JKB	O
_	_	_	O
민낯	민낯	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이 경우 65개 집단 중 하림, KCC, 한국타이어, 코오롱, 교보생명 등 28개 집단이 규제를 면해 대기업 규제의 실효성이 크게 떨어지게 된다.
## 이 경우 <65개:NOH> 집단 중 <하림:ORG>, <KCC:ORG>, <한국타이어:ORG>, <코오롱:ORG>, <교보생명:ORG> 등 <28개:NOH> 집단이 규제를 면해 대기업 규제의 실효성이 크게 떨어지게 된다.
이	이	MM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
65	65	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
집단	집단	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
하림	하림	NNP	B-ORG
,	,	SP	O
_	_	_	O
KCC	KCC	SL	B-ORG
,	,	SP	O
_	_	_	O
한국타이어	한국타이어	NNP	B-ORG
,	,	SP	O
_	_	_	O
코오롱	코오롱	NNP	B-ORG
,	,	SP	O
_	_	_	O
교보생명	교보생명	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
28	28	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
집단	집단	NNG	O
이	이	JKS	O
_	_	_	O
규제	규제	NNG	O
를	를	JKO	O
_	_	_	O
면해	면하+여	VV+EC	O
_	_	_	O
대기업	대기업	NNG	O
_	_	_	O
규제	규제	NNG	O
의	의	JKG	O
_	_	_	O
실효성	실효성	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
떨어지	떨어지	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 주전들 대부분이 휴식을 취한 가운데 최전방 공격수로 선발 출전한 손흥민은 경기 초반부터 좋은 움직임을 보이면서 팀 공격을 이끌었다.
## 주전들 대부분이 휴식을 취한 가운데 최전방 공격수로 선발 출전한 <손흥민:PER>은 경기 초반부터 좋은 움직임을 보이면서 팀 공격을 이끌었다.
주전	주전	NNG	O
들	들	XSN	O
_	_	_	O
대부분	대부분	NNG	O
이	이	JKS	O
_	_	_	O
휴식	휴식	NNG	O
을	을	JKO	O
_	_	_	O
취한	취하+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
최전방	최전방	NNG	O
_	_	_	O
공격수	공격수	NNG	O
로	로	JKB	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
출전한	출전하+ㄴ	VV+ETM	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
은	은	JX	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
초반	초반	NNG	O
부터	부터	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
움직임	움직임	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
면서	면서	EC	O
_	_	_	O
팀	팀	NNG	O
_	_	_	O
공격	공격	NNG	O
을	을	JKO	O
_	_	_	O
이끌	이끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 전국 독감 유행주의보 발령 …2010년 이후 가장 빨라
## 전국 독감 유행주의보 발령 …<2010년:DAT> 이후 가장 빨라
전국	전국	NNG	O
_	_	_	O
독감	독감	NNG	O
_	_	_	O
유행	유행	NNG	O
주의보	주의보	NNG	O
_	_	_	O
발령	발령	NNG	O
_	_	_	O
…	…	SE	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
빨	빠르	VA	O
라	아	EC	O

## 9
## 그러나 트럼프의 무슬림 입국금지와 시리아 난민 유입의 120일간 금지등 정책이 그런 목적을 이룰 수 있을지는 분명하지 않다.
## 그러나 <트럼프:PER>의 <무슬림:ORG> 입국금지와 <시리아:ORG> 난민 유입의 <120일간:DUR> 금지등 정책이 그런 목적을 이룰 수 있을지는 분명하지 않다.
그러나	그러나	MAJ	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
의	의	JKG	O
_	_	_	O
무슬림	무슬림	NNG	B-ORG
_	_	_	O
입국	입국	NNG	O
금지	금지	NNG	O
와	와	JC	O
_	_	_	O
시리아	시리아	NNP	B-ORG
_	_	_	O
난민	난민	NNG	O
_	_	_	O
유입	유입	NNG	O
의	의	JKG	O
_	_	_	O
120	120	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
금지	금지	NNG	O
등	등	NNB	O
_	_	_	O
정책	정책	NNG	O
이	이	JKS	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
목적	목적	NNG	O
을	을	JKO	O
_	_	_	O
이룰	이루+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을지	을지	EC	O
는	는	JX	O
_	_	_	O
분명하	분명하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 10
