## 1
## 이날 테러는 알카에다 이라크지부(AQI)의 부부 테러리스트 소행이었다.
## 이날 테러는 <알카에다 이라크지부:ORG>(<AQI:ORG>)의 부부 테러리스트 소행이었다.
이날	이날	NNG	O
_	_	_	O
테러	테러	NNG	O
는	는	JX	O
_	_	_	O
알카에다	알카에다	NNP	B-ORG
_	_	_	I-ORG
이라크	이라크	NNP	I-ORG
지부	지부	NNG	I-ORG
(	(	SS	O
AQI	AQI	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
부부	부부	NNG	O
_	_	_	O
테러리스트	테러리스트	NNG	O
_	_	_	O
소행	소행	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 다니엘은 진중권이 베를린에서 공부했다는 말에 독일어로 말을 걸었고 진중권은 유창한 독일어로 대화를 나눠 주변을 깜짝 놀라게 했다.
## <다니엘:PER>은 <진중권:PER>이 <베를린:LOC>에서 공부했다는 말에 독일어로 말을 걸었고 <진중권:PER>은 유창한 독일어로 대화를 나눠 주변을 깜짝 놀라게 했다.
다니엘	다니엘	NNP	B-PER
은	은	JX	O
_	_	_	O
진중권	진중권	NNP	B-PER
이	이	JKS	O
_	_	_	O
베를린	베를린	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
공부	공부하	VV	O
했	었	EP	O
다는	다는	ETM	O
_	_	_	O
말	말	NNB	O
에	에	JKB	O
_	_	_	O
독일어	독일어	NNP	O
로	로	JKB	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
걸	걸	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
진중권	진중권	NNP	B-PER
은	은	JX	O
_	_	_	O
유창한	유창하+ㄴ	VA+ETM	O
_	_	_	O
독일어	독일어	NNP	O
로	로	JKB	O
_	_	_	O
대화	대화	NNG	O
를	를	JKO	O
_	_	_	O
나눠	나누+어	VV+EC	O
_	_	_	O
주변	주변	NNG	O
을	을	JKO	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
놀라	놀라	VV	O
게	게	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이에 다니엘은 "진짜 잘 하신다.
## 이에 <다니엘:PER>은 "진짜 잘 하신다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
다니엘	다니엘	NNP	B-PER
은	은	JX	O
_	_	_	O
"	"	SS	O
진짜	진짜	NNG	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
하	하	VV	O
신다	시+ㄴ다	EP+EF	O
.	.	SF	O

## 4
## 백악관 비서진 등이 배석했다.
## <백악관:ORG> 비서진 등이 배석했다.
백악관	백악관	NNP	B-ORG
_	_	_	O
비서	비서	NNG	O
진	진	XSN	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
배석	배석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 롯데는 다양한 주주친화 정책도 마련했다.
## <롯데:ORG>는 다양한 주주친화 정책도 마련했다.
롯데	롯데	NNP	B-ORG
는	는	JX	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
주주	주주	NNG	O
친화	친화	NNG	O
_	_	_	O
정책	정책	NNG	O
도	도	JX	O
_	_	_	O
마련	마련하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 구로여성인력개발센터(관장 서정연)가 여성의 일자리 창출을 위해 국비지원 교육프로그램인 ‘경력단절 여성 직업 훈련’에 대한 수강생을 모집한다.
## <구로여성인력개발센터:ORG>(관장 <서정연:PER>)가 여성의 일자리 창출을 위해 국비지원 교육프로그램인 ‘경력단절 여성 직업 훈련’에 대한 수강생을 모집한다.
구로	구로	NNP	B-ORG
여성	여성	NNG	I-ORG
인력	인력	NNG	I-ORG
개발	개발	NNG	I-ORG
센터	센터	NNG	I-ORG
(	(	SS	O
관장	관장	NNG	O
_	_	_	O
서정연	서정연	NNP	B-PER
)	)	SS	O
가	가	JKS	O
_	_	_	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
창출	창출	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
국비	국비	NNG	O
지원	지원	NNG	O
_	_	_	O
교육	교육	NNG	O
프로그램	프로그램	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
