## 1
## 손범규 "박 전 대통령, 누구도 원망 않고 평정한 상태"
## <손범규:PER> "<박:PER> 전 대통령, 누구도 원망 않고 평정한 상태"
손범규	손범규	NNP	B-PER
_	_	_	O
"	"	SS	O
박	박	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
,	,	SP	O
_	_	_	O
누구	누구	NP	O
도	도	JX	O
_	_	_	O
원망	원망	NNG	O
_	_	_	O
않	않	VV	O
고	고	EC	O
_	_	_	O
평정한	평정하+ㄴ	VA+ETM	O
_	_	_	O
상태	상태	NNG	O
"	"	SS	O

## 2
## 그날 데미타세 잔으로 커피를 마시며 에프가 말했었다.
## 그날 데미타세 잔으로 커피를 마시며 <에프:PER>가 말했었다.
그날	그날	NNG	O
_	_	_	O
데미	데미	NNP	O
타세	타세	NNG	O
_	_	_	O
잔	잔	NNG	O
으로	으로	JKB	O
_	_	_	O
커피	커피	NNG	O
를	를	JKO	O
_	_	_	O
마시	마시	VV	O
며	며	EC	O
_	_	_	O
에프	에프	NNG	B-PER
가	가	JKS	O
_	_	_	O
말	말하	VV	O
했었	었었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 좋아하는 음식도 삼겹살과 스시. 최근 한국을 찾은 재일교포 3세 변호사인 김창호 씨(32)의 모습에는 이처럼 두 나라의 특징이 녹아 있었다.
## 좋아하는 음식도 삼겹살과 스시. 최근 <한국:LOC>을 찾은 <재일교포 3세:NOH> 변호사인 <김창호:PER> 씨(<32:NOH>)의 모습에는 이처럼 <두 나라:NOH>의 특징이 녹아 있었다.
좋아하	좋아하	VV	O
는	는	ETM	O
_	_	_	O
음식	음식	NNG	O
도	도	JX	O
_	_	_	O
삼겹살	삼겹살	NNG	O
과	과	JC	O
_	_	_	O
스시	스시	NNG	O
.	.	SF	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
한국	한국	NNP	B-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
재일	재일	NNG	B-NOH
교포	교포	NNG	I-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
세	세	NNB	I-NOH
_	_	_	O
변호사	변호사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
김창호	김창호	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
32	32	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
이	이	NP	O
처럼	처럼	JKB	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
나라	나라	NNG	I-NOH
의	의	JKG	O
_	_	_	O
특징	특징	NNG	O
이	이	JKS	O
_	_	_	O
녹	녹	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘투명인간’ 강호동 진세연 미모 극찬, “형수보다 예뻐?” 질문에 반응보니?
## ‘<투명인간:POH>’ <강호동:PER> <진세연:PER> 미모 극찬, “형수보다 예뻐?” 질문에 반응보니?
‘	‘	SS	O
투명인간	투명인간	NNP	B-POH
’	’	SS	O
_	_	_	O
강호동	강호동	NNP	B-PER
_	_	_	O
진세연	진세연	NNP	B-PER
_	_	_	O
미모	미모	NNG	O
_	_	_	O
극찬	극찬	NNG	O
,	,	SP	O
_	_	_	O
“	“	SS	O
형수	형수	NNG	O
보다	보다	JKB	O
_	_	_	O
예	예쁘	VA	O
뻐	어	EF	O
?	?	SF	O
”	”	SS	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
반응	반응	NNG	O
보	보	VV	O
니	니	EF	O
?	?	SF	O

## 5
## 반면 장 씨는 “삼성에 후원금 지원을 요구한 혐의를 인정한다”며 개입을 부인한 최 씨와 엇갈린 진술을 했다.
## 반면 <장:PER> 씨는 “<삼성:ORG>에 후원금 지원을 요구한 혐의를 인정한다”며 개입을 부인한 <최:PER> 씨와 엇갈린 진술을 했다.
반면	반면	NNG	O
_	_	_	O
장	장	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
삼성	삼성	NNP	B-ORG
에	에	JKB	O
_	_	_	O
후원금	후원금	NNG	O
_	_	_	O
지원	지원	NNG	O
을	을	JKO	O
_	_	_	O
요구한	요구하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
인정한다	인정하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
개입	개입	NNG	O
을	을	JKO	O
_	_	_	O
부인한	부인하+ㄴ	VV+ETM	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
엇갈린	엇갈리+ㄴ	VV+ETM	O
_	_	_	O
진술	진술	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 다산이 자신의 수기치인(修己治人) 사상을 피력한 친필이다.
## <다산:PER>이 자신의 수기치인(修己治人) 사상을 피력한 친필이다.
다산	다산	NNP	B-PER
이	이	JKS	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
수기치인	수기치인	NNG	O
(	(	SS	O
修己治人	修己治人	SH	O
)	)	SS	O
_	_	_	O
사상	사상	NNG	O
을	을	JKO	O
_	_	_	O
피력한	피력하+ㄴ	VV+ETM	O
_	_	_	O
친필	친필	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 손연재는 자신의 발에 대해 “애잔하지는 않고 못생겼다”고 덤덤하게 말했다.
## <손연재:PER>는 자신의 발에 대해 “애잔하지는 않고 못생겼다”고 덤덤하게 말했다.
손연재	손연재	NNP	B-PER
는	는	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
발	발	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
애잔하	애잔하	VA	O
지	지	EC	O
는	는	JX	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
못생	못생기	VA	O
겼	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덤덤하	덤덤하	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 12주 연속 1위다.
## <12주:NOH> 연속 <1위:NOH>다.
12	12	SN	B-NOH
주	주	NNB	I-NOH
_	_	_	O
연속	연속	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 9
## 북한을 탈출하려는 여성 시인과 종교 분쟁이 한창이던 시절 북아일랜드 벨파스트에 사는 소년의 삶을 대칭적으로 보여주며 북한 체제의 문제점을 고발하는 내용이었다.
## <북한:ORG>을 탈출하려는 여성 시인과 종교 분쟁이 한창이던 시절 <북아일랜드:LOC> <벨파스트:LOC>에 사는 소년의 삶을 대칭적으로 보여주며 <북한:ORG> 체제의 문제점을 고발하는 내용이었다.
북한	북한	NNP	B-ORG
을	을	JKO	O
_	_	_	O
탈출하	탈출하	VV	O
려는	려는	ETM	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
시인	시인	NNG	O
과	과	JC	O
_	_	_	O
종교	종교	NNG	O
_	_	_	O
분쟁	분쟁	NNG	O
이	이	JKS	O
_	_	_	O
한창	한창	NNG	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
북아일랜드	북아일랜드	NNP	B-LOC
_	_	_	O
벨파스트	벨파스트	NNP	B-LOC
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
소년	소년	NNG	O
의	의	JKG	O
_	_	_	O
삶	삶	NNG	O
을	을	JKO	O
_	_	_	O
대칭적	대칭적	NNG	O
으로	으로	JKB	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
며	며	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
체제	체제	NNG	O
의	의	JKG	O
_	_	_	O
문제점	문제점	NNG	O
을	을	JKO	O
_	_	_	O
고발하	고발하	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이 말에 MC들은 “한혜진이 원래 낯을 가리는 성격인데다 워낙 시크한 편”이라고 슬리피를 위로했다.
## 이 말에 MC들은 “<한혜진:PER>이 원래 낯을 가리는 성격인데다 워낙 시크한 편”이라고 <슬리피:PER>를 위로했다.
이	이	MM	O
_	_	_	O
말	말	NNG	O
에	에	JKB	O
_	_	_	O
MC	MC	SL	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
한혜진	한혜진	NNP	B-PER
이	이	JKS	O
_	_	_	O
원래	원래	NNG	O
_	_	_	O
낯	낯	NNG	O
을	을	JKO	O
_	_	_	O
가리	가리	VV	O
는	는	ETM	O
_	_	_	O
성격	성격	NNG	O
인데	이+ㄴ데	VCP+EC	O
다	다	JX	O
_	_	_	O
워낙	워낙	MAG	O
_	_	_	O
시크	시크	NNG	O
한	하+ㄴ	XSA+ETM	O
_	_	_	O
편	펴+ㄴ	VV+ETM	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
슬리피	슬리피	NNG	B-PER
를	를	JKO	O
_	_	_	O
위로	위로하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 브레튼우즈위원회는 폴 볼커 전미연방준비제도이사회 의장이 수장격인 회의 소집인이 되고 미국, 일본, 독일 금융계 지도급인사들이 각각 공동의장을 맡고 있으며, 전체위원은 43명으로 구성되어 있다.
## <브레튼우즈위원회:ORG>는 <폴 볼커:PER> <전미연방준비제도이사회:ORG> 의장이 수장격인 회의 소집인이 되고 <미국:ORG>, <일본:ORG>, <독일:ORG> 금융계 지도급인사들이 각각 공동의장을 맡고 있으며, 전체위원은 <43명:NOH>으로 구성되어 있다.
브레튼우즈	브레튼우즈	NNG	B-ORG
위원회	위원회	NNG	I-ORG
는	는	JX	O
_	_	_	O
폴	폴	NNP	B-PER
_	_	_	I-PER
볼커	볼커	NNP	I-PER
_	_	_	O
전	전	NNP	B-ORG
미	미	NNP	I-ORG
연방	연방	NNG	I-ORG
준비	준비	NNG	I-ORG
제도	제도	NNG	I-ORG
이사회	이사회	NNG	I-ORG
_	_	_	O
의장	의장	NNG	O
이	이	JKS	O
_	_	_	O
수장	수장	NNG	O
격인	격인	NNG	O
_	_	_	O
회의	회의	NNG	O
_	_	_	O
소집	소집	NNG	O
인	인	XSN	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
,	,	SP	O
_	_	_	O
독일	독일	NNP	B-ORG
_	_	_	O
금융계	금융계	NNG	O
_	_	_	O
지도급	지도급	NNG	O
인사	인사	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
공동	공동	NNG	O
의장	의장	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
전체	전체	NNG	O
위원	위원	NNG	O
은	은	JX	O
_	_	_	O
43	43	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
구성되	구성되	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 누가 웃고, 누가 울었을까?심은하 남편 지상욱 지금껏 ‘배우 심은하의 남편 지상욱’이 회자됐다면, 이제는 ‘국회의원 지상욱의 아내 심은하’라는 말이 더 적합할 것 같다.
## 누가 웃고, 누가 울었을까?<심은하:PER> 남편 <지상욱:PER> 지금껏 ‘배우 <심은하:PER>의 남편 <지상욱:PER>’이 회자됐다면, 이제는 ‘국회의원 <지상욱:PER>의 아내 <심은하:PER>’라는 말이 더 적합할 것 같다.
누	누구	NP	O
가	가	JKS	O
_	_	_	O
웃	웃	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
누	누구	NP	O
가	가	JKS	O
_	_	_	O
울	울	VV	O
었	었	EP	O
을까	을까	EF	O
?	?	SF	O
심은하	심은하	NNP	B-PER
_	_	_	O
남편	남편	NNG	O
_	_	_	O
지상욱	지상욱	NNP	B-PER
_	_	_	O
지금껏	지금껏	MAG	O
_	_	_	O
‘	‘	SS	O
배우	배우	NNG	O
_	_	_	O
심은하	심은하	NNP	B-PER
의	의	JKG	O
_	_	_	O
남편	남편	NNG	O
_	_	_	O
지상욱	지상욱	NNP	B-PER
’	’	SS	O
이	이	JKS	O
_	_	_	O
회자	회자되	VV	O
됐	었	EP	O
다면	다면	EC	O
,	,	SP	O
_	_	_	O
이제	이제	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
국회의원	국회의원	NNG	O
_	_	_	O
지상욱	지상욱	NNP	B-PER
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
_	_	_	O
심은하	심은하	NNP	B-PER
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
말	말	NNG	O
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
적합할	적합하+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 유시민 “반기문, ‘유엔사무총장’ 타이틀 사유화…나 같으면 출마 안해”
## <유시민:PER> “<반기문:PER>, ‘유엔사무총장’ 타이틀 사유화…나 같으면 출마 안해”
유시민	유시민	NNP	B-PER
_	_	_	O
“	“	SS	O
반기문	반기문	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
유엔	유엔	NNP	O
사무총장	사무총장	NNG	O
’	’	SS	O
_	_	_	O
타이틀	타이틀	NNG	O
_	_	_	O
사유화	사유화	NNG	O
…	…	SE	O
나	나	NP	O
_	_	_	O
같	같	VA	O
으면	으면	EC	O
_	_	_	O
출마	출마	NNG	O
_	_	_	O
안	안	MAG	O
해	하+여	VV+EF	O
”	”	SS	O

## 14
## 공연 제작사 인사이트엔터테인먼트에 따르면 봉태규는 오는 4월21일 서울 대학로 TOM2관에서 개막하는 ‘보도지침’에서 보도지침을 월간지를 통해 폭로한 기자 ‘김주혁’ 역을 맡는다.
## 공연 제작사 <인사이트엔터테인먼트:ORG>에 따르면 <봉태규:PER>는 오는 <4월21일:DAT> <서울:LOC> <대학로:LOC> <TOM2관:LOC>에서 개막하는 ‘<보도지침:POH>’에서 보도지침을 월간지를 통해 폭로한 기자 ‘<김주혁:PER>’ 역을 맡는다.
공연	공연	NNG	O
_	_	_	O
제작사	제작사	NNG	O
_	_	_	O
인사이트	인사이트	NNP	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
봉태규	봉태규	NNP	B-PER
는	는	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
21	21	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
대학로	대학로	NNP	B-LOC
_	_	_	O
TOM	TOM	SL	B-LOC
2	2	SN	I-LOC
관	관	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
개막하	개막하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
보도	보도	NNG	B-POH
지침	지침	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
보도	보도	NNG	O
지침	지침	NNG	O
을	을	JKO	O
_	_	_	O
월간지	월간지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
폭로한	폭로하+ㄴ	VV+ETM	O
_	_	_	O
기자	기자	NNG	O
_	_	_	O
‘	‘	SS	O
김주혁	김주혁	NNP	B-PER
’	’	SS	O
_	_	_	O
역	역	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
는다	는다	EF	O
.	.	SF	O

