## 1
## 허 위원장도 학생들의 소원을 들어주기 위해 분주히 뛰었다.
## <허:PER> 위원장도 학생들의 <소원:POH>을 들어주기 위해 분주히 뛰었다.
허	허	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
도	도	JX	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
소원	소원	NNG	B-POH
을	을	JKO	O
_	_	_	O
들	듣	VV	O
어	어	EC	O
주	주	VX	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
분주히	분주히	MAG	O
_	_	_	O
뛰	뛰	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## CEO스코어는 지난해 4분기(10∼12월)와 올 1월 임원 인사를 단행한 삼성 현대자동차 LG 등 10개 그룹 신규 임원 623명에 대한 조사도 병행했다.
## <CEO스코어:ORG>는 지난해 <4분기:NOH>(<10∼12월:DUR>)와 올 <1월:DAT> 임원 인사를 단행한 <삼성:ORG> <현대자동차:ORG> <LG:ORG> 등 <10개:NOH> 그룹 신규 임원 <623명:NOH>에 대한 조사도 병행했다.
CEO	CEO	SL	B-ORG
스코어	스코어	NNG	I-ORG
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
4	4	SN	B-NOH
분기	분기	NNG	I-NOH
(	(	SS	O
10	10	SN	B-DUR
∼	∼	SO	I-DUR
12	12	SN	I-DUR
월	월	NNB	I-DUR
)	)	SS	O
와	와	JKB	O
_	_	_	O
올	올	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
임원	임원	NNG	O
_	_	_	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
단행한	단행하+ㄴ	VV+ETM	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
현대	현대	NNP	B-ORG
자동차	자동차	NNG	I-ORG
_	_	_	O
LG	LG	SL	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
임원	임원	NNG	O
_	_	_	O
623	623	SN	B-NOH
명	명	NNB	I-NOH
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
조사	조사	NNG	O
도	도	JX	O
_	_	_	O
병행	병행하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 금융권 관계자는 "직장이 없는 20대와 재취업이 어려운 60대의 개인회생신청자가 늘어나는 점은 우려스러운 부분"이라며 "자칫 범죄 등 사회문제로 이어질 수 있다"고 말했다.
## 금융권 관계자는 "직장이 없는 <20대:NOH>와 재취업이 어려운 <60대:NOH>의 개인회생신청자가 늘어나는 점은 우려스러운 부분"이라며 "자칫 범죄 등 사회문제로 이어질 수 있다"고 말했다.
금융	금융	NNG	O
권	권	XSN	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
직장	직장	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
와	와	JC	O
_	_	_	O
재	재	XPN	O
취업	취업	NNG	O
이	이	JKS	O
_	_	_	O
어려	어렵	VA	O
운	ㄴ	ETM	O
_	_	_	O
60	60	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
개인	개인	NNG	O
회생	회생	NNG	O
신청자	신청자	NNG	O
가	가	JKS	O
_	_	_	O
늘어나	늘어나	VV	O
는	는	ETM	O
_	_	_	O
점	점	NNG	O
은	은	JX	O
_	_	_	O
우려스러	우려스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
부분	부분	NNG	O
"	"	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
자칫	자칫	MAG	O
_	_	_	O
범죄	범죄	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
사회	사회	NNG	O
문제	문제	NNG	O
로	로	JKB	O
_	_	_	O
이어질	이어지+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘한 살 연하 사업가와 열애’ 김하늘, 내년 초 결혼…“최근 프러포즈 받아”‘사업가와 열애’ 김하늘 결혼배우 김하늘(37·사진)이 열애 중인 한 살 연하의 사업가와 내년 초 결혼한다.
## ‘<한 살:NOH> 연하 사업가와 열애’ <김하늘:PER>, 내년 초 결혼…“최근 프러포즈 받아”‘사업가와 열애’ <김하늘:PER> 결혼배우 <김하늘:PER>(<37:NOH>·사진)이 열애 중인 <한 살:NOH> 연하의 사업가와 내년 초 결혼한다.
‘	‘	SS	O
한	한	MM	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
_	_	_	O
연하	연하	NNG	O
_	_	_	O
사업가	사업가	NNG	O
와	와	JKB	O
_	_	_	O
열애	열애	NNG	O
’	’	SS	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
,	,	SP	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
결혼	결혼	NNG	O
…	…	SE	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
프러포즈	프러포즈	NNG	O
_	_	_	O
받	받	VV	O
아	아	EF	O
”	”	SS	O
‘	‘	SS	O
사업가	사업가	NNG	O
와	와	JKB	O
_	_	_	O
열애	열애	NNG	O
’	’	SS	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
_	_	_	O
결혼	결혼	NNG	O
배우	배우	NNG	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
(	(	SS	O
37	37	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
_	_	_	O
연하	연하	NNG	O
의	의	JKG	O
_	_	_	O
사업가	사업가	NNG	O
와	와	JC	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
결혼한다	결혼하+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 24일 스포츠동아에 따르면, 김하늘은 올해 초 지인의 소개로 만나 열애 중인 사업가 남자친구와 내년 초 결혼하기로 했다고 한 측근이 전했다.
## <24일:DAT> <스포츠동아:ORG>에 따르면, <김하늘:PER>은 올해 초 지인의 소개로 만나 열애 중인 사업가 남자친구와 내년 초 결혼하기로 했다고 한 측근이 전했다.
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
지인	지인	NNG	O
의	의	JKG	O
_	_	_	O
소개	소개	NNG	O
로	로	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
사업	사업	NNG	O
가	가	XSN	O
_	_	_	O
남자	남자	NNG	O
친구	친구	NNG	O
와	와	JC	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
결혼하	결혼하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다고	다고	EC	O
_	_	_	O
한	한	MM	O
_	_	_	O
측근	측근	NNG	O
이	이	JKS	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 7회 중심타선과의 대결은 “6회와 크게 다를 것은 없었지만 중심타자들은 실투 하나가 홈런으로 연결되기 때문에 조심스럽다.
## <7회:NOH> 중심타선과의 대결은 “<6회:NOH>와 크게 다를 것은 없었지만 중심타자들은 실투 <하나:NOH>가 홈런으로 연결되기 때문에 조심스럽다.
7	7	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
중심	중심	NNG	O
타선	타선	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
대결	대결	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
6	6	SN	B-NOH
회	회	NNB	I-NOH
와	와	JKB	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
다를	다르+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
없	없	VA	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
중심	중심	NNG	O
타자	타자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
실투	실투	NNG	O
_	_	_	O
하나	하나	NNG	B-NOH
가	가	JKS	O
_	_	_	O
홈런	홈런	NNG	O
으로	으로	JKB	O
_	_	_	O
연결되	연결되	VV	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
조심스럽	조심스럽	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 서부지구 샌프란시스코, 동부지구 마이에미, 중부지구 피츠버그와 승률을 다퉈야 한다.
## 서부지구 <샌프란시스코:ORG>, 동부지구 <마이에미:ORG>, 중부지구 <피츠버그:ORG>와 승률을 다퉈야 한다.
서부	서부	NNG	O
지구	지구	NNG	O
_	_	_	O
샌프란시스코	샌프란시스코	NNP	B-ORG
,	,	SP	O
_	_	_	O
동부	동부	NNG	O
지구	지구	NNG	O
_	_	_	O
마이	마이	NNG	B-ORG
에미	에미	NNG	I-ORG
,	,	SP	O
_	_	_	O
중부	중부	NNG	O
지구	지구	NNG	O
_	_	_	O
피츠버그	피츠버그	NNP	B-ORG
와	와	JC	O
_	_	_	O
승률	승률	NNG	O
을	을	JKO	O
_	_	_	O
다퉈	다투+어	VV+EC	O
야	야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 8
## 기아자 이어 대우중­대우자도 타결 임박
## <기아:ORG>자 이어 <대우중:ORG>­<대우자:ORG>도 타결 임박
기아자	기아자	NNP	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
대우	대우	NNP	B-ORG
중	중	NNP	I-ORG
­	­	SS	O
대우자	대우자	NNP	B-ORG
도	도	JX	O
_	_	_	O
타결	타결	NNG	O
_	_	_	O
임박	임박	NNG	O

## 9
## 트럼프 대통령은 지난 2월 기자들에게 상을 수여하고, 학생들에게 장학금을 주고, 대통령직에 대한 존경심을 표하는 기자단과의 정례적인 만찬을 생략할 것이라고 밝혔다.
## <트럼프:PER> 대통령은 지난 <2월:DAT> 기자들에게 상을 수여하고, 학생들에게 장학금을 주고, 대통령직에 대한 존경심을 표하는 기자단과의 정례적인 만찬을 생략할 것이라고 밝혔다.
트럼프	트럼프	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
상	상	NNG	O
을	을	JKO	O
_	_	_	O
수여하	수여하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
장학금	장학금	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
대통령	대통령	NNG	O
직	직	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
존경심	존경심	NNG	O
을	을	JKO	O
_	_	_	O
표하	표하	VV	O
는	는	ETM	O
_	_	_	O
기자	기자	NNG	O
단	단	XSN	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
정례적	정례적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
만찬	만찬	NNG	O
을	을	JKO	O
_	_	_	O
생략할	생략하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 레제프 타이이프 에르도안 터키 대통령은 이번 쿠데타의 배후로 정적 펫훌라흐 귈렌(75)을 지목하고 미국 정부에 “귈렌을 미국에서 추방하거나 터키로 인도하라”고 요구했다.
## <레제프 타이이프 에르도안:PER> <터키:ORG> 대통령은 이번 쿠데타의 배후로 정적 <펫훌라흐 귈렌:PER>(<75:NOH>)을 지목하고 <미국 정부:ORG>에 “<귈렌:PER>을 <미국:ORG>에서 추방하거나 <터키:ORG>로 인도하라”고 요구했다.
레제프	레제프	NNP	B-PER
_	_	_	I-PER
타이이프	타이이프	NNP	I-PER
_	_	_	I-PER
에르도안	에르도안	NNP	I-PER
_	_	_	O
터키	터키	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
쿠데타	쿠데타	NNG	O
의	의	JKG	O
_	_	_	O
배후	배후	NNG	O
로	로	JKB	O
_	_	_	O
정적	정적	NNG	O
_	_	_	O
펫훌라흐	펫훌라흐	NNG	B-PER
_	_	_	I-PER
귈렌	귈레+ㄴ	NNG+JX	I-PER
(	(	SS	O
75	75	SN	B-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
지목하	지목하	VV	O
고	고	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
에	에	JKB	O
_	_	_	O
“	“	SS	O
귈렌	귈렌	NNG	B-PER
을	을	JKO	O
_	_	_	O
미국	미국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
추방하	추방하	VV	O
거나	거나	EC	O
_	_	_	O
터키	터키	NNP	B-ORG
로	로	JKB	O
_	_	_	O
인도하	인도하	VV	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
요구	요구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 평균임금을 다른 기아차 국내 사업장의 70%인 4000만원 정도로 하면 원가경쟁력이 생긴다.
## 평균임금을 다른 <기아차:ORG> 국내 사업장의 <70%:PNT>인 <4000만원:MNY> 정도로 하면 원가경쟁력이 생긴다.
평균	평균	NNG	O
임금	임금	NNG	O
을	을	JKO	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
기아차	기아차	NNP	B-ORG
_	_	_	O
국내	국내	NNG	O
_	_	_	O
사업장	사업장	NNG	O
의	의	JKG	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
인	이+ㄴ	VCP+ETM	O
_	_	_	O
4000	4000	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
원가	원가	NNG	O
경쟁력	경쟁력	NNG	O
이	이	JKS	O
_	_	_	O
생긴다	생기+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 1970년대 악명 높은 유신시절 선생님은 늘 후배들 앞장에 섰습니다.
## <1970년대:DUR> 악명 높은 유신시절 선생님은 늘 후배들 앞장에 섰습니다.
1970	1970	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
악명	악명	NNG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
유신	유신	NNG	O
시절	시절	NNG	O
_	_	_	O
선생님	선생님	NNG	O
은	은	JX	O
_	_	_	O
늘	늘	MAG	O
_	_	_	O
후배	후배	NNG	O
들	들	XSN	O
_	_	_	O
앞장	앞장	NNG	O
에	에	JKB	O
_	_	_	O
섰	서+었	VV+EP	O
