## 1
## 김요환 육군참모총장은 이날 화상으로 긴급 지휘관회의를 열어 육군 본부 직속으로 성 관련 사고전담반을 구성해 성 군기 위반 신고와 수사, 피해자 보호 등을 일괄 처리하는 내용이 들어간 대책을 마련하라고 지시했다.
## <김요환:PER> 육군참모총장은 이날 화상으로 긴급 지휘관회의를 열어 육군 본부 직속으로 성 관련 사고전담반을 구성해 성 군기 위반 신고와 수사, 피해자 보호 등을 일괄 처리하는 내용이 들어간 대책을 마련하라고 지시했다.
김요환	김요환	NNP	B-PER
_	_	_	O
육군	육군	NNG	O
참모	참모	NNG	O
총장	총장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
화상	화상	NNG	O
으로	으로	JKB	O
_	_	_	O
긴급	긴급	NNG	O
_	_	_	O
지휘관	지휘관	NNG	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
육군	육군	NNG	O
_	_	_	O
본부	본부	NNG	O
_	_	_	O
직속	직속	NNG	O
으로	으로	JKB	O
_	_	_	O
성	성	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
사고	사고	NNG	O
전담	전담	NNG	O
반	반	NNG	O
을	을	JKO	O
_	_	_	O
구성해	구성하+여	VV+EC	O
_	_	_	O
성	성	NNG	O
_	_	_	O
군기	군기	NNG	O
_	_	_	O
위반	위반	NNG	O
_	_	_	O
신고	신고	NNG	O
와	와	JC	O
_	_	_	O
수사	수사	NNG	O
,	,	SP	O
_	_	_	O
피해자	피해자	NNG	O
_	_	_	O
보호	보호	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
일괄	일괄	NNG	O
_	_	_	O
처리하	처리하	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
이	이	JKS	O
_	_	_	O
들어간	들어가+ㄴ	VV+ETM	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
마련하	마련하	VV	O
라고	라고	EC	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 두 살배기 아들을 폭행해 숨지게 한 20대가 범행 2년 3개월 만에 구속되고 부인까지 경찰 조사를 받으면서 남은 자녀들은 아동 보호시설에 맡겨졌다.
## <두:NOH> 살배기 아들을 폭행해 숨지게 한 <20대:NOH>가 범행 <2년 3개월 만:NOH>에 구속되고 부인까지 경찰 조사를 받으면서 남은 자녀들은 아동 보호시설에 맡겨졌다.
두	두	MM	B-NOH
_	_	_	O
살	살	NNB	O
배기	배기	XSN	O
_	_	_	O
아들	아들	NNG	O
을	을	JKO	O
_	_	_	O
폭행해	폭행하+여	VV+EC	O
_	_	_	O
숨지	숨지	VV	O
게	게	EC	O
_	_	_	O
한	하+ㄴ	VX+ETM	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKS	O
_	_	_	O
범행	범행	NNG	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
개월	개월	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
구속되	구속되	VV	O
고	고	EC	O
_	_	_	O
부인	부인	NNG	O
까지	까지	JX	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
으면서	으면서	EC	O
_	_	_	O
남	남	VV	O
은	은	ETM	O
_	_	_	O
자녀	자녀	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
아동	아동	NNG	O
_	_	_	O
보호	보호	NNG	O
시설	시설	NNG	O
에	에	JKB	O
_	_	_	O
맡겨	맡기+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 특히 실리콘밸리가 있는 캘리포니아 주는 운동과 건강에 유난히 신경을 쓰는 지역이기도 하다.
## 특히 <실리콘밸리:LOC>가 있는 <캘리포니아 주:LOC>는 운동과 건강에 유난히 신경을 쓰는 지역이기도 하다.
특히	특히	MAG	O
_	_	_	O
실리콘밸리	실리콘밸리	NNP	B-LOC
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
캘리포니아	캘리포니아	NNP	B-LOC
_	_	_	I-LOC
주	주	VV	I-LOC
는	는	ETM	O
_	_	_	O
운동	운동	NNG	O
과	과	JC	O
_	_	_	O
건강	건강	NNG	O
에	에	JKB	O
_	_	_	O
유난히	유난히	MAG	O
_	_	_	O
신경	신경	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
지역	지역	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 한국 여자볼링 세계선수권 2연속 종합우승
## <한국 여자볼링:ORG> 세계선수권 <2연속:NOH> 종합우승
한국	한국	NNP	B-ORG
_	_	_	I-ORG
여자	여자	NNG	I-ORG
볼링	볼링	NNG	I-ORG
_	_	_	O
세계	세계	NNG	O
선수권	선수권	NNG	O
_	_	_	O
2	2	SN	B-NOH
연속	연속	NNG	I-NOH
_	_	_	O
종합	종합	NNG	O
우승	우승	NNG	O

## 5
## 자신을 송쿤밍이라 소개한 펑달리에게 속아 금세 사랑에 빠지는 팡유안의 모습도 설득력이 떨어진다.
## 자신을 <송쿤밍:PER>이라 소개한 <펑달리:PER>에게 속아 금세 사랑에 빠지는 <팡유안:PER>의 모습도 설득력이 떨어진다.
자신	자신	NNG	O
을	을	JKO	O
_	_	_	O
송쿤밍	송쿤밍	NNG	B-PER
이	이	VCP	O
라	라	EC	O
_	_	_	O
소개한	소개하+ㄴ	VV+ETM	O
_	_	_	O
펑달리	펑달리	NNG	B-PER
에게	에게	JKB	O
_	_	_	O
속	속	VV	O
아	아	EC	O
_	_	_	O
금세	금세	MAG	O
_	_	_	O
사랑	사랑	NNG	O
에	에	JKB	O
_	_	_	O
빠지	빠지	VV	O
는	는	ETM	O
_	_	_	O
팡유안	팡유안	NNG	B-PER
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
도	도	JX	O
_	_	_	O
설득력	설득력	NNG	O
이	이	JKS	O
_	_	_	O
떨어진다	떨어지+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 그러나 파급 효과는 ‘5조원+α’의 매머드급으로 기대된다.
## 그러나 파급 효과는 ‘<5조원:MNY>+α’의 매머드급으로 기대된다.
그러나	그러나	MAJ	O
_	_	_	O
파급	파급	NNG	O
_	_	_	O
효과	효과	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
5	5	SN	B-MNY
조	조	NR	I-MNY
원+	원++	NNB+SW	O
α	α	SW	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
매머드	매머드	NNG	O
급	급	NNG	O
으로	으로	JKB	O
_	_	_	O
