## 1
## 서울 첫눈... 누리꾼 “문자 3통 받아야 인정” 기상청은 어떻게 정할까?
## <서울:LOC> 첫눈... 누리꾼 “문자 <3통:NOH> 받아야 인정” <기상청:ORG>은 어떻게 정할까?
서울	서울	NNP	B-LOC
_	_	_	O
첫눈	첫눈	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
_	_	_	O
“	“	SS	O
문자	문자	NNG	O
_	_	_	O
3	3	SN	B-NOH
통	통	NNG	I-NOH
_	_	_	O
받	받	VV	O
아야	아야	EC	O
_	_	_	O
인정	인정	NNG	O
”	”	SS	O
_	_	_	O
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
정할까	정하+ㄹ까	VV+EF	O
?	?	SF	O

## 2
## 2006년에는 전북지역 최초로 정읍시 입암면에 생산과 가공, 판매까지 원스톱으로 처리할 수 있는 전시판매장을 개장해 시선을 모았다.
## <2006년:DAT>에는 <전북:ORG>지역 최초로 <정읍시:LOC> <입암면:LOC>에 생산과 가공, 판매까지 원스톱으로 처리할 수 있는 전시판매장을 개장해 시선을 모았다.
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
전북	전북	NNP	B-ORG
지역	지역	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
정읍시	정읍시	NNP	B-LOC
_	_	_	O
입암면	입암면	NNP	B-LOC
에	에	JKB	O
_	_	_	O
생산	생산	NNG	O
과	과	JC	O
_	_	_	O
가공	가공	NNG	O
,	,	SP	O
_	_	_	O
판매	판매	NNG	O
까지	까지	JX	O
_	_	_	O
원스톱	원스톱	NNG	O
으로	으로	JKB	O
_	_	_	O
처리할	처리하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
전시	전시	NNG	O
판매장	판매장	NNG	O
을	을	JKO	O
_	_	_	O
개장해	개장하+여	VV+EC	O
_	_	_	O
시선	시선	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이 프로그램에 출연하니까 정말 좋다”면서 “MBC를 나온 뒤 연락(러브콜)이 없더라. 그래서 4년 쭉 쉬었다”고 근황을 전했다.
## 이 프로그램에 출연하니까 정말 좋다”면서 “<MBC:ORG>를 나온 뒤 연락(러브콜)이 없더라. 그래서 <4년:DUR> 쭉 쉬었다”고 근황을 전했다.
이	이	MM	O
_	_	_	O
프로그램	프로그램	NNG	O
에	에	JKB	O
_	_	_	O
출연하	출연하	VV	O
니까	니까	EC	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
좋	좋	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
MBC	MBC	SL	B-ORG
를	를	JKO	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
연락	연락	NNG	O
(	(	SS	O
러브	러브	NNG	O
콜	콜	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
그래서	그래서	MAJ	O
_	_	_	O
4	4	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
쭉	쭉	MAG	O
_	_	_	O
쉬	쉬	VV	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
근황	근황	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘너를 기억해 도경수’‘너를 기억해’ 도경수의 복잡 미묘한 표정이 담긴 스틸컷이 공개돼 주목을 끌고 있다.
## ‘<너를 기억해:POH> <도경수:PER>’‘<너를 기억해:POH>’ <도경수:PER>의 복잡 미묘한 표정이 담긴 스틸컷이 공개돼 주목을 끌고 있다.
‘	‘	SS	O
너	너	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
기억해	기억하+여	VV+EC	I-POH
_	_	_	O
도경수	도경수	NNP	B-PER
’	’	SS	O
‘	‘	SS	O
너	너	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
기억해	기억하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
도경수	도경수	NNP	B-PER
의	의	JKG	O
_	_	_	O
복잡	복잡	NNG	O
_	_	_	O
미묘한	미묘하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
이	이	JKS	O
_	_	_	O
담긴	담기+ㄴ	VV+ETM	O
_	_	_	O
스틸	스틸	NNG	O
컷	컷	NNG	O
이	이	JKS	O
_	_	_	O
공개돼	공개되+어	VV+EC	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 환율 하한선 폐지 발표 직후 유로 대비 프랑의 가치는 장중 한때 41%나 치솟았다.
## 환율 하한선 폐지 발표 직후 유로 대비 프랑의 가치는 장중 한때 <41%:PNT>나 치솟았다.
환율	환율	NNG	O
_	_	_	O
하한선	하한선	NNG	O
_	_	_	O
폐지	폐지	NNG	O
_	_	_	O
발표	발표	NNG	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
유로	유로	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
프랑	프랑	NNB	O
의	의	JKG	O
_	_	_	O
가치	가치	NNG	O
는	는	JX	O
_	_	_	O
장중	장중	NNG	O
_	_	_	O
한때	한때	NNG	O
_	_	_	O
41	41	SN	B-PNT
%	%	SW	I-PNT
나	나	JX	O
_	_	_	O
치솟	치솟	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 22일 하늘색 수의 차림으로 조사를 받기 위해 검찰청사로 나온 박 전 수석은 기자에게 “몸이 좋지 않다”고 말했다.
