## 1
## 복원할 지역의 서식 환경과 지역 주민의 호응까지 20년 가까이 살펴온 황새복원 연구팀은 충분한 증식으로 만족하지 않는다.
## 복원할 지역의 서식 환경과 지역 주민의 호응까지 <20년:DUR> 가까이 살펴온 <황새복원 연구팀:ORG>은 충분한 증식으로 만족하지 않는다.
복원할	복원하+ㄹ	VV+ETM	O
_	_	_	O
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
서식	서식	NNG	O
_	_	_	O
환경	환경	NNG	O
과	과	JC	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
주민	주민	NNG	O
의	의	JKG	O
_	_	_	O
호응	호응	NNG	O
까지	까지	JX	O
_	_	_	O
20	20	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
살펴	살피+어	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
황새	황새	NNG	B-ORG
복원	복원	NNG	I-ORG
_	_	_	I-ORG
연구	연구	NNG	I-ORG
팀	팀	NNG	I-ORG
은	은	JX	O
_	_	_	O
충분한	충분하+ㄴ	VA+ETM	O
_	_	_	O
증식	증식	NNG	O
으로	으로	JKB	O
_	_	_	O
만족하	만족하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 2
## 파주시는 28일 “이곳에 6월까지 200대 규모의 임시 주차장을 공영주차장으로 개발해 주차 불편을 해소할 예정”이라며 “또 출렁다리 주변의 볼거리와 먹거리를 확충해 이용편의를 개선할 계획”이라고 밝혔다.
## <파주시:LOC>는 <28일:DAT> “이곳에 <6월:DAT>까지 <200대:NOH> 규모의 임시 주차장을 공영주차장으로 개발해 주차 불편을 해소할 예정”이라며 “또 출렁다리 주변의 볼거리와 먹거리를 확충해 이용편의를 개선할 계획”이라고 밝혔다.
파주시	파주시	NNP	B-LOC
는	는	JX	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
이곳	이곳	NP	O
에	에	JKB	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
200	200	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
임시	임시	NNG	O
_	_	_	O
주차장	주차장	NNG	O
을	을	JKO	O
_	_	_	O
공영	공영	NNG	O
주차장	주차장	NNG	O
으로	으로	JKB	O
_	_	_	O
개발해	개발하+여	VV+EC	O
_	_	_	O
주차	주차	NNG	O
_	_	_	O
불편	불편	NNG	O
을	을	JKO	O
_	_	_	O
해소할	해소하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
또	또	MAG	O
_	_	_	O
출렁다리	출렁다리	NNG	O
_	_	_	O
주변	주변	NNG	O
의	의	JKG	O
_	_	_	O
볼거리	볼거리	NNG	O
와	와	JC	O
_	_	_	O
먹거리	먹거리	NNG	O
를	를	JKO	O
_	_	_	O
확충해	확충하+여	VV+EC	O
_	_	_	O
이용	이용	NNG	O
편의	편의	NNG	O
를	를	JKO	O
_	_	_	O
개선할	개선하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 시는 이를 위해 출렁다리에서 보이는 20m 높이의 운계폭포를 6월까지 관광명소로 업그레이드 한다.
## 시는 이를 위해 출렁다리에서 보이는 <20m:NOH> 높이의 <운계폭포:POH>를 <6월:DAT>까지 관광명소로 업그레이드 한다.
시	시	NNG	O
는	는	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
출렁다리	출렁다리	NNG	O
에서	에서	JKB	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
20	20	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
높이	높이	NNG	O
의	의	JKG	O
_	_	_	O
운계	운계	NNP	B-POH
폭포	폭포	NNG	I-POH
를	를	JKO	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
관광	관광	NNG	O
명소	명소	NNG	O
로	로	JKB	O
_	_	_	O
업그레이드	업그레이드	NNG	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 무디스는 자율주행기술 확산으로 사고가 줄면 초기엔 보험사 수익이 늘겠지만 결국 보험료도 급감해 보험 업계 수익에 큰 타격이 불가피하다고 내다봤다.
## <무디스:ORG>는 자율주행기술 확산으로 사고가 줄면 초기엔 보험사 수익이 늘겠지만 결국 보험료도 급감해 보험 업계 수익에 큰 타격이 불가피하다고 내다봤다.
무디스	무디스	NNP	B-ORG
는	는	JX	O
_	_	_	O
자율	자율	NNG	O
주행	주행	NNG	O
기술	기술	NNG	O
_	_	_	O
확산	확산	NNG	O
으로	으로	JKB	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
줄	줄	VV	O
면	면	EC	O
_	_	_	O
초기	초기	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
보험	보험	NNG	O
사	사	XSN	O
_	_	_	O
수익	수익	NNG	O
이	이	JKS	O
_	_	_	O
늘	늘	VV	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
보험료	보험료	NNG	O
도	도	JX	O
_	_	_	O
급감해	급감하+여	VV+EC	O
_	_	_	O
보험	보험	NNG	O
_	_	_	O
업계	업계	NNG	O
_	_	_	O
수익	수익	NNG	O
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
타격	타격	NNG	O
이	이	JKS	O
_	_	_	O
불가피하	불가피하	VA	O
다고	다고	EC	O
_	_	_	O
내다	내다보	VV	O
봤	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 주심은 마샤리포프와 샴시디노프를 퇴장시켰다.
## 주심은 <마샤리포프:PER>와 <샴시디노프:PER>를 퇴장시켰다.
주심	주심	NNG	O
은	은	JX	O
_	_	_	O
마	마	NNG	B-PER
샤리포프	샤리포프	NNP	I-PER
와	와	JC	O
_	_	_	O
샴시디노프	샴시디노프	NNG	B-PER
를	를	JKO	O
_	_	_	O
퇴장	퇴장	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 건설부는 이미 상수원의 확보를 위해 추가 댐건설및 광역상수도 계획을 여러차례 공개했었다.
## <건설부:ORG>는 이미 상수원의 확보를 위해 추가 댐건설및 광역상수도 계획을 여러차례 공개했었다.
건설부	건설부	NNG	B-ORG
는	는	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
상수원	상수원	NNG	O
의	의	JKG	O
_	_	_	O
확보	확보	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
댐	댐	NNG	O
건설	건설	NNG	O
및	및	MAG	O
_	_	_	O
광역	광역	NNG	O
상수도	상수도	NNG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
여러	여러	MM	O
차례	차례	NNG	O
_	_	_	O
공개	공개하	VV	O
했었	였었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 미국에서는 방산업체인 록히드마틴이 400t의 화물을 실을 수 있는 비행선 P-791을 개발한 데 이어 작년에는 미국항공우주국(NASA)이 통신 정찰 과학실험 등을 할 수 있는 비행선 개발 공모전을 벌이기도 했다.
## <미국:ORG>에서는 방산업체인 <록히드마틴:ORG>이 <400t:NOH>의 화물을 실을 수 있는 비행선 <P-791:POH>을 개발한 데 이어 작년에는 <미국항공우주국:ORG>(<NASA:ORG>)이 통신 정찰 과학실험 등을 할 수 있는 비행선 개발 공모전을 벌이기도 했다.
미국	미국	NNP	B-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
방산	방산	NNG	O
업체	업체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
록히드마틴	록히드마틴	NNP	B-ORG
이	이	JKS	O
_	_	_	O
400	400	SN	B-NOH
t	t	SL	I-NOH
의	의	JKG	O
_	_	_	O
화물	화물	NNG	O
을	을	JKO	O
_	_	_	O
실	싣	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
비행선	비행선	NNG	O
_	_	_	O
P	P	SL	B-POH
-	-	SO	I-POH
791	791	SN	I-POH
을	을	JKO	O
_	_	_	O
개발한	개발하+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
작년	작년	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
항공	항공	NNG	I-ORG
우주국	우주국	NNG	I-ORG
(	(	SS	O
NASA	NASA	SL	B-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
통신	통신	NNG	O
_	_	_	O
정찰	정찰	NNG	O
_	_	_	O
과학	과학	NNG	O
실험	실험	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
비행선	비행선	NNG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
공모전	공모전	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 16일 인제대 김해캠퍼스에서 차인준 총장(왼쪽)이 기말시험을 준비 중인 학생들에게 사비로 마련한 비타민 음료수와 마스크를 나눠주 고 있다.
## <16일:DAT> <인제대 김해캠퍼스:LOC>에서 <차인준:PER> 총장(왼쪽)이 기말시험을 준비 중인 학생들에게 사비로 마련한 비타민 음료수와 마스크를 나눠주 고 있다.
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
인제대	인제대	NNP	B-LOC
_	_	_	I-LOC
김해	김해	NNP	I-LOC
캠퍼스	캠퍼스	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
차인준	차인준	NNP	B-PER
_	_	_	O
총장	총장	NNG	O
(	(	SS	O
왼쪽	왼쪽	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
기말	기말	NNG	O
시험	시험	NNG	O
을	을	JKO	O
_	_	_	O
준비	준비	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
사비	사비	NNG	O
로	로	JKB	O
_	_	_	O
마련한	마련하+ㄴ	VV+ETM	O
_	_	_	O
비타민	비타민	NNG	O
_	_	_	O
음료수	음료수	NNG	O
와	와	JC	O
_	_	_	O
마스크	마스크	NNG	O
를	를	JKO	O
_	_	_	O
나눠	나누+어	VV+EC	O
주	주	VV	O
_	_	_	O
고	고	JKQ	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 지역난방공사가 구입하는 LNG값은 지난해 12월 메가줄(MJ·1메가줄은 240㎉)당 19.2원에서 올 1월 17.7원으로 8% 내렸다.
## <지역난방공사:ORG>가 구입하는 LNG값은 지난해 <12월:DAT> 메가줄(MJ·<1메가줄:NOH>은 <240㎉:NOH>)당 <19.2원:MNY>에서 올 <1월:DAT> <17.7원:MNY>으로 <8%:PNT> 내렸다.
지역난방	지역난방	NNG	B-ORG
공사	공사	NNG	I-ORG
가	가	JKS	O
_	_	_	O
구입하	구입하	VV	O
는	는	ETM	O
_	_	_	O
LNG	LNG	SL	O
값	값	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
메가	메가	NNB	O
줄	줄	NNG	O
(	(	SS	O
MJ	MJ	SL	O
·	·	SP	O
1	1	SN	B-NOH
메가	메가	NNB	I-NOH
줄	줄	NNB	I-NOH
은	은	JX	O
_	_	_	O
240	240	SN	B-NOH
㎉	㎉	SW	I-NOH
)	)	SS	O
당	당	XSN	O
_	_	_	O
19.2	19.2	SN	B-MNY
원	원	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
올	올	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
17.7	17.7	SN	B-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
8	8	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 2년 가까이 이어졌던 버클리대 반전 시위를 주 방위군 투입으로 틀어막은 장본인은 로널드 레이건 당시 캘리포니아 주지사였다.
## <2년:DUR> 가까이 이어졌던 <버클리대:ORG> 반전 시위를 주 방위군 투입으로 틀어막은 장본인은 <로널드 레이건:PER> 당시 <캘리포니아:LOC> 주지사였다.
2	2	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
이어	이어지	VV	O
졌	었	EP	O
던	던	ETM	O
_	_	_	O
버클리대	버클리대	NNP	B-ORG
_	_	_	O
반전	반전	NNG	O
_	_	_	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
주	주	NNG	O
_	_	_	O
방위군	방위군	NNG	O
_	_	_	O
투입	투입	NNG	O
으로	으로	JKB	O
_	_	_	O
틀어막	틀어막	VV	O
은	은	ETM	O
_	_	_	O
장본인	장본인	NNG	O
은	은	JX	O
_	_	_	O
로널드	로널드	NNP	B-PER
_	_	_	I-PER
레이건	레이건	NNP	I-PER
_	_	_	O
당시	당시	NNG	O
_	_	_	O
캘리포니아	캘리포니아	NNP	B-LOC
_	_	_	O
주	주	NNG	O
지사	지사+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 두 제품 모두 과일 속껍질(펄프셀)이 함유되어 과일을 직접 갈아 마시는 것과 같은 풍부한 식감을 느낄 수 있다.
## <두:NOH> 제품 모두 과일 속껍질(<펄프셀:PER>)이 함유되어 과일을 직접 갈아 마시는 것과 같은 풍부한 식감을 느낄 수 있다.
두	두	MM	B-NOH
_	_	_	O
제품	제품	NNG	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
과일	과일	NNG	O
_	_	_	O
속껍질	속껍질	NNG	O
(	(	SS	O
펄프	펄프	NNG	B-PER
셀	셀	NNG	I-PER
)	)	SS	O
이	이	JKS	O
_	_	_	O
함유되	함유되	VV	O
어	어	EC	O
_	_	_	O
과일	과일	NNG	O
을	을	JKO	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
갈	갈	VV	O
아	아	EC	O
_	_	_	O
마시	마시	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
식	식	NNG	O
감	감	NNG	O
을	을	JKO	O
_	_	_	O
느낄	느끼+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 김경태가 이번에 우승하면 2010년 이후 5년 만에 다시 상금왕을 확정짓는다.
## <김경태:PER>가 이번에 우승하면 <2010년:DAT> 이후 <5년 만:NOH>에 다시 상금왕을 확정짓는다.
김경태	김경태	NNP	B-PER
가	가	JKS	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
우승하	우승하	VV	O
면	면	EC	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
상금	상금	NNG	O
왕	왕	XSN	O
을	을	JKO	O
_	_	_	O
확정	확정	NNG	O
짓	짓	VV	O
는다	는다	EF	O
.	.	SF	O

## 13
## 공모 내용은 관절 질환 치료를 받은 환자들의 진솔한 극복·체험기로 A4용지 1∼2매 분량이다.
## 공모 내용은 관절 질환 치료를 받은 환자들의 진솔한 극복·체험기로 <A4:NOH>용지 <1:NOH>∼<2매:NOH> 분량이다.
공모	공모	NNG	O
_	_	_	O
내용	내용	NNG	O
은	은	JX	O
_	_	_	O
관절	관절	NNG	O
_	_	_	O
질환	질환	NNG	O
_	_	_	O
치료	치료	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
환자	환자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
진솔한	진솔하+ㄴ	VA+ETM	O
_	_	_	O
극복	극복	NNG	O
·	·	SP	O
체험	체험	NNG	O
기	기	XSN	O
로	로	JKB	O
_	_	_	O
A	A	SL	B-NOH
4	4	SN	I-NOH
용지	용지	NNG	O
_	_	_	O
1	1	SN	B-NOH
∼	∼	SO	O
2	2	SN	B-NOH
매	매	NNB	I-NOH
_	_	_	O
분량	분량	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 미국이 기준 금리를 올리더라도 시중 금리가 상승하는 건 상당한 시간이 지난 후가 될 것이다.
## <미국:ORG>이 기준 금리를 올리더라도 시중 금리가 상승하는 건 상당한 시간이 지난 후가 될 것이다.
미국	미국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
기준	기준	NNG	O
_	_	_	O
금리	금리	NNG	O
를	를	JKO	O
_	_	_	O
올리	올리	VV	O
더라도	더라도	EC	O
_	_	_	O
시중	시중	NNG	O
_	_	_	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
상승하	상승하	VV	O
는	는	ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
상당한	상당하+ㄴ	VA+ETM	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 이제 하늘에 신화와 영웅이 있는 것은 아니지만, 아이들에게 저 멀리 M31에 있는 수천억 개의 별들이 우리를 향해서 달려오고 있다고 이야기를 할 수 있다.
## 이제 하늘에 신화와 영웅이 있는 것은 아니지만, 아이들에게 저 멀리 <M31:POH>에 있는 <수천억 개:NOH>의 별들이 우리를 향해서 달려오고 있다고 이야기를 할 수 있다.
이제	이제	MAG	O
_	_	_	O
하늘	하늘	NNG	O
에	에	JKB	O
_	_	_	O
신화	신화	NNG	O
와	와	JC	O
_	_	_	O
영웅	영웅	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
저	저	MM	O
_	_	_	O
멀리	멀리	MAG	O
_	_	_	O
M	M	SL	B-POH
31	31	SN	I-POH
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
수천억	수천억	NR	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
별	별	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
우리	우리	NP	O
를	를	JKO	O
_	_	_	O
향해서	향하+여서	VV+EC	O
_	_	_	O
달려오	달려오	VV	O
고	고	EC	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

