## 1
## 이병철이 “세상에서 내 마음대로 안 되는 게 자식과 골프, 그리고 미원”이라고 털어놓았다는 얘기도 전해진다.
## <이병철:PER>이 “세상에서 내 마음대로 안 되는 게 자식과 골프, 그리고 미원”이라고 털어놓았다는 얘기도 전해진다.
이병철이	이병철이	NNP	O
_	_	_	O
“	“	SS	O
세상	세상	NNG	O
에서	에서	JKB	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
마음대로	마음대로	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
자식	자식	NNG	O
과	과	JC	O
_	_	_	O
골프	골프	NNG	O
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
미	미	NNP	O
원	원	XSN	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
털어놓	털어놓	VV	O
았	았	EP	O
다는	다는	ETM	O
_	_	_	O
얘기	얘기	NNG	O
도	도	JX	O
_	_	_	O
전해	전하+여	VV+EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 2
## 한편 오는 8일 장현승의 모든 것을 담은 첫 솔로 데뷔음반 ‘마이’와 타이틀 곡 ‘니가 처음이야’의 공개를 앞둔 장현승은 현재 화려한 솔로활동의 막바지 준비에 돌입, 독보적 개성을 반영한 무대를 준비 중에 있다.
## 한편 오는 <8일:DAT> <장현승:PER>의 모든 것을 담은 첫 솔로 데뷔음반 ‘<마이:POH>’와 타이틀 곡 ‘<니가 처음이야:POH>’의 공개를 앞둔 <장현승:PER>은 현재 화려한 솔로활동의 막바지 준비에 돌입, 독보적 개성을 반영한 무대를 준비 중에 있다.
한편	한편	NNG	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
장현승	장현승	NNP	B-PER
의	의	JKG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
솔로	솔로	NNG	O
_	_	_	O
데뷔	데뷔	NNG	O
음반	음반	NNG	O
_	_	_	O
‘	‘	SS	O
마이	마이	NNG	B-POH
’	’	SS	O
와	와	JKB	O
_	_	_	O
타이틀	타이틀	NNG	O
_	_	_	O
곡	곡	NNG	O
_	_	_	O
‘	‘	SS	O
니	니	NP	B-POH
가	가	JKS	I-POH
_	_	_	I-POH
처음	처음	NNG	I-POH
이	이	VCP	I-POH
야	야	EF	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
공개	공개	NNG	O
를	를	JKO	O
_	_	_	O
앞둔	앞두+ㄴ	VV+ETM	O
_	_	_	O
장현승	장현승	NNP	B-PER
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
화려한	화려하+ㄴ	VA+ETM	O
_	_	_	O
솔로	솔로	NNG	O
활동	활동	NNG	O
의	의	JKG	O
_	_	_	O
막바지	막바지	NNG	O
_	_	_	O
준비	준비	NNG	O
에	에	JKB	O
_	_	_	O
돌입	돌입	NNG	O
,	,	SP	O
_	_	_	O
독보적	독보적	NNG	O
_	_	_	O
개성	개성	NNG	O
을	을	JKO	O
_	_	_	O
반영한	반영하+ㄴ	VV+ETM	O
_	_	_	O
무대	무대	NNG	O
를	를	JKO	O
_	_	_	O
준비	준비	NNG	O
_	_	_	O
중	중	NNB	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 그리고 일본으로 향한다.
## 그리고 <일본:LOC>으로 향한다.
그리고	그리고	MAJ	O
_	_	_	O
일본	일본	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
향한다	향하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 주변 사람들이 이해하지 못함에도 미치마타 씨가 한국을 찾은 이유는 그가 13년 전부터 발굴 작업에 참여해 왔기 때문이다.
## 주변 사람들이 이해하지 못함에도 <미치마타:PER> 씨가 <한국:LOC>을 찾은 이유는 그가 <13년:DUR> 전부터 발굴 작업에 참여해 왔기 때문이다.
주변	주변	NNG	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
이해하	이해하	VV	O
지	지	EC	O
_	_	_	O
못함	못하+ㅁ	VX+ETN	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
미치	미치	NNG	B-PER
마타	마타	NNP	I-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
한국	한국	NNP	B-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
_	_	_	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
13	13	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
발굴	발굴	NNG	O
_	_	_	O
작업	작업	NNG	O
에	에	JKB	O
_	_	_	O
참여해	참여하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 오나귀 박보영, "'오나귀'는 내 인생드라마…끝내려니 싱숭생숭, 행복했어요"
## <오나귀:POH> <박보영:PER>, "'<오나귀:POH>'는 내 인생드라마…끝내려니 싱숭생숭, 행복했어요"
오	오	NNP	B-POH
나귀	나귀	NNG	I-POH
_	_	_	O
박보영	박보영	NNP	B-PER
,	,	SP	O
_	_	_	O
"	"	SS	O
'	'	SS	O
오	오	NNP	B-POH
나귀	나귀	NNG	I-POH
'	'	SS	O
는	는	JX	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
인생	인생	NNG	O
드라마	드라마	NNG	O
…	…	SE	O
끝내	끝내	VV	O
려니	려니	EC	O
_	_	_	O
싱숭생숭	싱숭생숭	MAG	O
,	,	SP	O
_	_	_	O
행복	행복하	VA	O
했	었	EP	O
어요	어요	EF	O
"	"	SS	O

## 6
## 특유의 환한 눈웃음을 지으면서 그는 만찬이 열린 시각 새벽을 맞은 고국을 향해 “깊이 잠든 한국에 감사드린다”고 인사를 보냈다.
## 특유의 환한 눈웃음을 지으면서 그는 만찬이 열린 시각 새벽을 맞은 고국을 향해 “깊이 잠든 <한국:LOC>에 감사드린다”고 인사를 보냈다.
특유	특유	NNG	O
의	의	JKG	O
_	_	_	O
환한	환하+ㄴ	VA+ETM	O
_	_	_	O
눈웃음	눈웃음	NNG	O
을	을	JKO	O
_	_	_	O
지	짓	VV	O
으면서	으면서	EC	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
만찬	만찬	NNG	O
이	이	JKS	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
시각	시각	NNG	O
_	_	_	O
새벽	새벽	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
은	은	ETM	O
_	_	_	O
고국	고국	NNG	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
“	“	SS	O
깊이	깊이	MAG	O
_	_	_	O
잠든	잠들+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
감사	감사	NNG	O
드린다	드리+ㄴ다	XSV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
보냈	보내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 배용준은 “전세 만료일이 다가오면서 전세가를 올려달라고 한다”며 “콘크리트가 아닌 땅을 밟고 싶었다”고 내 집 마련 이유를 설명했다.
## <배용준:PER>은 “전세 만료일이 다가오면서 전세가를 올려달라고 한다”며 “콘크리트가 아닌 땅을 밟고 싶었다”고 내 집 마련 이유를 설명했다.
배용준	배용준	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
전세	전세	NNG	O
_	_	_	O
만료일	만료일	NNG	O
이	이	JKS	O
_	_	_	O
다가오	다가오	VV	O
면서	면서	EC	O
_	_	_	O
전세	전세	NNG	O
가	가	XSN	O
를	를	JKO	O
_	_	_	O
올려	올리+어	VV+EC	O
달	달	VX	O
라고	라고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
콘크리트	콘크리트	NNG	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
땅	땅	NNG	O
을	을	JKO	O
_	_	_	O
밟	밟	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
집	집	NNG	O
_	_	_	O
마련	마련	NNG	O
_	_	_	O
이유	이유	NNG	O
를	를	JKO	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 당류 함량이 높은 상위 4개 제품의 당류 평균은 20.11g으로 하루 섭취권고량의 40.2%나 됐다.
## 당류 함량이 높은 상위 <4개:NOH> 제품의 당류 평균은 <20.11g:NOH>으로 하루 섭취권고량의 <40.2%:PNT>나 됐다.
당류	당류	NNG	O
_	_	_	O
함량	함량	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
상위	상위	NNG	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
당류	당류	NNG	O
_	_	_	O
평균	평균	NNG	O
은	은	JX	O
_	_	_	O
20.11	20.11	SN	B-NOH
g	g	SL	I-NOH
으로	으로	JKB	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
섭취	섭취	NNG	O
권고	권고	NNG	O
량	량	NNG	O
의	의	JKG	O
_	_	_	O
40.2	40.2	SN	B-PNT
%	%	SW	I-PNT
나	나	JX	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 7일(현지시간) 미국 라스베이거스 가전쇼 CES 2016 기자간담회에서 조 사장은 “시그니처 키친 스위트(SIGNATURE KITCHEN SUITE)’를 올 상반기 미국 시장에 내놓는다”고 발표했다.
## <7일:DAT>(현지시간) <미국 라스베이거스 가전쇼 CES:POH> <2016:DAT> 기자간담회에서 <조:PER> 사장은 “<시그니처 키친 스위트:POH>(<SIGNATURE KITCHEN SUITE:POH>)’를 올 상반기 <미국:LOC> 시장에 내놓는다”고 발표했다.
7	7	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
미국	미국	NNP	B-POH
_	_	_	I-POH
라스베이거스	라스베이거스	NNP	I-POH
_	_	_	I-POH
가전	가전	NNG	I-POH
쇼	쇼	NNG	I-POH
_	_	_	I-POH
CES	CES	SL	I-POH
_	_	_	O
2016	2016	SN	B-DAT
_	_	_	O
기자	기자	NNG	O
간담회	간담회	NNG	O
에서	에서	JKB	O
_	_	_	O
조	조	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
시	시	NNG	B-POH
그니	그니	NP	I-POH
처	처	NNG	I-POH
_	_	_	I-POH
키친	키친	NNG	I-POH
_	_	_	I-POH
스위트	스위트	NNG	I-POH
(	(	SS	O
SIGNATURE	SIGNATURE	SL	B-POH
_	_	_	I-POH
KITCHEN	KITCHEN	SL	I-POH
_	_	_	I-POH
SUITE	SUITE	SL	I-POH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
올	올	NNG	O
_	_	_	O
상반기	상반기	NNG	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
시장	시장	NNG	O
에	에	JKB	O
_	_	_	O
내놓	내놓	VV	O
는다	는다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 시는 앞서 타당성조사 용역(2014년)와 기초학술조사 용역(2015~2016년)을 마쳐 지질공원 운영 적격지로 평가 받은바 있다.
## 시는 앞서 타당성조사 용역(<2014년:DAT>)와 기초학술조사 용역(<2015~2016년:DUR>)을 마쳐 지질공원 운영 적격지로 평가 받은바 있다.
시	시	NNG	O
는	는	JX	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
타당성	타당성	NNG	O
조사	조사	NNG	O
_	_	_	O
용역	용역	NNG	O
(	(	SS	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
)	)	SS	O
와	와	JKB	O
_	_	_	O
기초	기초	NNG	O
학술	학술	NNG	O
조사	조사	NNG	O
_	_	_	O
용역	용역	NNG	O
(	(	SS	O
2015	2015	SN	B-DUR
~	~	SO	I-DUR
2016	2016	SN	I-DUR
년	년	NNB	I-DUR
)	)	SS	O
을	을	JKO	O
_	_	_	O
마쳐	마치+어	VV+EC	O
_	_	_	O
지질	지질	NNG	O
공원	공원	NNG	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
적격	적격	NNG	O
지	지	XSN	O
로	로	JKB	O
_	_	_	O
평가	평가	NNG	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 광역 M버스 정류장도 가깝다.
## <광역 M버스 정류장:LOC>도 가깝다.
광역	광역	NNG	B-LOC
_	_	_	I-LOC
M	M	SL	I-LOC
버스	버스	NNG	I-LOC
_	_	_	I-LOC
정류장	정류장	NNG	I-LOC
도	도	JX	O
_	_	_	O
가깝	가깝	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 그리하여 북유럽 신들의 자리엔 기독교 성자들이 자리했고 북유럽 사람들은 그들의 고유 신화가 아닌 그리스신화가 그 자리를 메웠다.북유럽신화는 겨울이 아주 긴 북유럽의 자연적 특성처럼 신화 또한 음산하다. ‘반지의 제왕’ 등의 배경과 흡사하다. 얼음과 불이 만나 탄생한 신들은 불멸이 아니라 죽음을 향해 달려가는 존재들이다.
## 그리하여 <북유럽:LOC> 신들의 자리엔 기독교 성자들이 자리했고 <북유럽:LOC> 사람들은 그들의 고유 신화가 아닌 <그리스:LOC>신화가 그 자리를 메웠다.<북유럽:LOC>신화는 겨울이 아주 긴 <북유럽:LOC>의 자연적 특성처럼 신화 또한 음산하다. ‘<반지의 제왕:POH>’ 등의 배경과 흡사하다. 얼음과 불이 만나 탄생한 신들은 불멸이 아니라 죽음을 향해 달려가는 존재들이다.
그리하여	그리하여	MAJ	O
_	_	_	O
북유럽	북유럽	NNP	B-LOC
_	_	_	O
신	신	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
자리	자리	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
기독교	기독교	NNG	O
_	_	_	O
성자	성자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
자리	자리하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
북유럽	북유럽	NNP	B-LOC
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
그	그	NP	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
고유	고유	NNG	O
_	_	_	O
신화	신화	NNG	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
그리스	그리스	NNP	B-LOC
신화	신화	NNG	O
가	가	JKS	O
_	_	_	O
그	그	MM	O
_	_	_	O
자리	자리	NNG	O
를	를	JKO	O
_	_	_	O
메	메우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O
북유럽	북유럽	NNP	B-LOC
신화	신화	NNG	O
는	는	JX	O
_	_	_	O
겨울	겨울	NNG	O
이	이	JKS	O
_	_	_	O
아주	아주	MAG	O
_	_	_	O
긴	길+ㄴ	VA+ETM	O
_	_	_	O
북유럽	북유럽	NNP	B-LOC
의	의	JKG	O
_	_	_	O
자연적	자연적	NNG	O
_	_	_	O
특성	특성	NNG	O
처럼	처럼	JKB	O
_	_	_	O
신화	신화	NNG	O
_	_	_	O
또한	또한	MAG	O
_	_	_	O
음산하	음산하	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
‘	‘	SS	O
반지	반지	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
제왕	제왕	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
배경	배경	NNG	O
과	과	JKB	O
_	_	_	O
흡사하	흡사하	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
얼음	얼음	NNG	O
과	과	JC	O
_	_	_	O
불	불	NNG	O
이	이	JKS	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
탄생한	탄생하+ㄴ	VV+ETM	O
_	_	_	O
신	신	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
불멸	불멸	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
죽음	죽음	NNG	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
달려가	달려가	VV	O
는	는	ETM	O
_	_	_	O
존재	존재	NNG	O
들	들	XSN	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 그러나 그는 방북문제를 「심각하고 비중있게」 생각해 왔으며 나름대로 준비도 해 왔다는 것이 이대표측의 설명이다.
## 그러나 그는 방북문제를 「심각하고 비중있게」 생각해 왔으며 나름대로 준비도 해 왔다는 것이 <이:PER>대표측의 설명이다.
그러나	그러나	MAJ	O
_	_	_	O
그	그	NP	O
