## 1
## 7년 전 아우디·폴크스바겐코리아 사장이었던 그는 폴크스바겐의 TDI(터보직분사) 디젤엔진 전 차종 미디어 시승행사에서 기자에게 이렇게 말했다.
## <7년:NOH> 전 <아우디·폴크스바겐코리아:ORG> 사장이었던 그는 <폴크스바겐:ORG>의 <TDI(터보직분사) 디젤엔진 전 차종 미디어 시승행사:POH>에서 기자에게 이렇게 말했다.
7	7	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
아우디	아우디	NNP	B-ORG
·	·	SP	I-ORG
폴크스바겐	폴크스바겐	NNP	I-ORG
코리아	코리아	NNP	I-ORG
_	_	_	O
사장	사장	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
폴크스바겐	폴크스바겐	NNP	B-ORG
의	의	JKG	O
_	_	_	O
TDI	TDI	SL	B-POH
(	(	SS	I-POH
터보	터보	NNG	I-POH
직분	직분	NNG	I-POH
사	사	NNG	I-POH
)	)	SS	I-POH
_	_	_	I-POH
디젤	디젤	NNG	I-POH
엔진	엔진	NNG	I-POH
_	_	_	I-POH
전	전	MM	I-POH
_	_	_	I-POH
차종	차종	NNG	I-POH
_	_	_	I-POH
미디어	미디어	NNG	I-POH
_	_	_	I-POH
시승	시승	NNG	I-POH
행사	행사	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
에게	에게	JKB	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## [사설]롯데 ‘황제 경영’ 막으려면 김종인 상법 제대로 논의해야
## [사설]<롯데:ORG> ‘황제 경영’ 막으려면 <김종인:PER> 상법 제대로 논의해야
[	[	SS	O
사설	사설	NNG	O
]	]	SS	O
롯데	롯데	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
황제	황제	NNG	O
_	_	_	O
경영	경영	NNG	O
’	’	SS	O
_	_	_	O
막	막	VV	O
으려면	으려면	EC	O
_	_	_	O
김종인	김종인	NNP	B-PER
_	_	_	O
상법	상법	NNG	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
논의해야	논의하+여야	VV+EC	O

## 3
## “디스패치 클라라, 진실은 무엇인가요?” 등의 반응을 보였다.
## “<디스패치:ORG> <클라라:PER>, 진실은 무엇인가요?” 등의 반응을 보였다.
“	“	SS	O
디스	디스	NNG	B-ORG
패치	패치	NNG	I-ORG
_	_	_	O
클라라	클라라	NNP	B-PER
,	,	SP	O
_	_	_	O
진실	진실	NNG	O
은	은	JX	O
_	_	_	O
무엇	무엇	NP	O
인가	이+ㄴ가	VCP+EC	O
요	요	JX	O
?	?	SF	O
”	”	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 힐링캠프 성유리, XX 욕설 女학생에 복수혈전? “교복 보면 움찔!” 알고보니…‘힐링캠프’ 성유리가 과거 안티팬에게 통쾌한 복수를 했던 일화를 공개했다.
## <힐링캠프:POH> <성유리:PER>, XX 욕설 女학생에 복수혈전? “교복 보면 움찔!” 알고보니…‘<힐링캠프:POH>’ <성유리:PER>가 과거 안티팬에게 통쾌한 복수를 했던 일화를 공개했다.
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
_	_	_	O
성유리	성유리	NNP	B-PER
,	,	SP	O
_	_	_	O
XX	XX	SL	O
_	_	_	O
욕설	욕설	NNG	O
_	_	_	O
女	女	SH	O
학생	학생	NNG	O
에	에	JKB	O
_	_	_	O
복수	복수	NNG	O
혈전	혈전	NNG	O
?	?	SF	O
_	_	_	O
“	“	SS	O
교복	교복	NNG	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
움찔	움찔	MAG	O
!	!	SF	O
”	”	SS	O
_	_	_	O
알	알	VV	O
고	고	EC	O
보	보	VX	O
니	니	EC	O
…	…	SE	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
_	_	_	O
성유리	성유리	NNP	B-PER
가	가	JKS	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
안티	안티	NNG	O
팬	팬	NNG	O
에게	에게	JKB	O
_	_	_	O
통쾌한	통쾌하+ㄴ	VA+ETM	O
_	_	_	O
복수	복수	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
던	던	ETM	O
_	_	_	O
일화	일화	NNG	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 20일 방송된 SBS ‘힐링캠프, 기쁘지 아니한가’(이하 ‘힐링캠프’)에서는 배우 성유리와 정려원이 일본으로 힐링 여행을 떠나는 모습이 그려졌다.
## <20일:DAT> 방송된 <SBS:ORG> ‘<힐링캠프, 기쁘지 아니한가:POH>’(이하 ‘<힐링캠프:POH>’)에서는 배우 <성유리:PER>와 <정려원:PER>이 <일본:LOC>으로 힐링 여행을 떠나는 모습이 그려졌다.
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
,	,	SP	I-POH
_	_	_	I-POH
기쁘	기쁘	VA	I-POH
지	지	EC	I-POH
_	_	_	I-POH
아니한가	아니하+ㄴ가	VX+EF	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
)	)	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
성유리	성유리	NNP	B-PER
와	와	JC	O
_	_	_	O
정려원	정려원	NNP	B-PER
이	이	JKS	O
_	_	_	O
일본	일본	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
힐링	힐링	NNG	O
_	_	_	O
여행	여행	NNG	O
을	을	JKO	O
_	_	_	O
떠나	떠나	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이날 ‘힐링캠프’에서 성유리와 정려원은 기차를 타고 예약한 숙소로 이동하던 중 전성기의 추억을 떠올렸다.
## 이날 ‘<힐링캠프:POH>’에서 <성유리:PER>와 <정려원:PER>은 기차를 타고 예약한 숙소로 이동하던 중 전성기의 추억을 떠올렸다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
성유리	성유리	NNP	B-PER
와	와	JC	O
_	_	_	O
정려원	정려원	NNP	B-PER
은	은	JX	O
_	_	_	O
기차	기차	NNG	O
를	를	JKO	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
예약한	예약하+ㄴ	VV+ETM	O
_	_	_	O
숙소	숙소	NNG	O
로	로	JKB	O
_	_	_	O
이동하	이동하	VV	O
던	던	ETM	O
_	_	_	O
중	중	NNP	O
_	_	_	O
전성기	전성기	NNG	O
의	의	JKG	O
_	_	_	O
추억	추억	NNG	O
을	을	JKO	O
_	_	_	O
떠올	떠올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 성유리는 과거 안티팬에 대한 기억을 꺼내며 “어딜가나 욕을 먹었다.
## <성유리:PER>는 과거 안티팬에 대한 기억을 꺼내며 “어딜가나 욕을 먹었다.
성유리	성유리	NNP	B-PER
는	는	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
안티	안티	NNG	O
팬	팬	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
기억	기억	NNG	O
을	을	JKO	O
_	_	_	O
꺼내	꺼내	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
어딜	어디+ㄹ	NP+JKO	O
가나	가+아나	VV+EC	O
_	_	_	O
욕	욕	NNG	O
을	을	JKO	O
_	_	_	O
먹	먹	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 통합씨름협회(회장 박팔용)가 주최하고, 문화체육관광부와 국민체육진흥공단이 재정 후원을 하는 ‘2016추석장사씨름대회’가 13일부터 18일까지 6일간 장충체육관에서 열린다.
## <통합씨름협회:ORG>(회장 <박팔용:PER>)가 주최하고, <문화체육관광부:ORG>와 <국민체육진흥공단:ORG>이 재정 후원을 하는 ‘<2016:DAT><추석장사씨름대회:POH>’가 <13일부터 18일:DUR>까지 <6일간:NOH> <장충체육관:LOC>에서 열린다.
통합	통합	NNG	B-ORG
씨름	씨름	NNG	I-ORG
협회	협회	NNG	I-ORG
(	(	SS	O
회장	회장	NNG	O
_	_	_	O
박팔용	박팔용	NNP	B-PER
)	)	SS	O
가	가	JKS	O
_	_	_	O
주최하	주최하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
문화	문화	NNG	B-ORG
체육	체육	NNG	I-ORG
관광부	관광부	NNG	I-ORG
와	와	JC	O
_	_	_	O
국민	국민	NNG	B-ORG
체육	체육	NNG	I-ORG
진흥	진흥	NNG	I-ORG
공단	공단	NNG	I-ORG
이	이	JKS	O
_	_	_	O
재정	재정	NNG	O
_	_	_	O
후원	후원	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
2016	2016	SN	B-DAT
추석	추석	NNG	B-POH
장사	장사	NNG	I-POH
씨름	씨름	NNG	I-POH
대회	대회	NNG	I-POH
’	’	SS	O
가	가	JKS	O
_	_	_	O
13	13	SN	B-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
