## 1
## 지난 2011년 SBS 드라마 '폼나게 살거야'로 데뷔한 윤세인은 MBC '아들녀석들', SBS '잘 키운 딸 하나'에 출연했다.
## 지난 <2011년:DAT> <SBS:POH> 드라마 '<폼나게 살거야:POH>'로 데뷔한 <윤세인:PER>은 <MBC:POH> '<아들녀석들:POH>', <SBS:POH> '<잘 키운 딸 하나:POH>'에 출연했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2011	2011	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
'	'	SS	O
폼	폼	NNG	B-POH
나	나	VV	I-POH
게	게	EC	I-POH
_	_	_	I-POH
살	살+ㄹ	VV+ETM	I-POH
거	것+이	NNB+VCP	I-POH
야	야	EF	I-POH
'	'	SS	O
로	로	JKB	O
_	_	_	O
데뷔한	데뷔하+ㄴ	VV+ETM	O
_	_	_	O
윤세인	윤세인	NNP	B-PER
은	은	JX	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
'	'	SS	O
아들	아들	NNG	B-POH
녀석	녀석	NNB	I-POH
들	들	XSN	I-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
'	'	SS	O
잘	잘	MAG	B-POH
_	_	_	I-POH
키운	키우+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
_	_	_	I-POH
하나	하나	NR	I-POH
'	'	SS	O
에	에	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 포항과 안방 대결에서 16승9무11패로 우위를 점한다고는 해도 위안을 삼기 어렵다.
## <포항:LOC>과 안방 대결에서 <16승:NOH><9무:NOH><11패:NOH>로 우위를 점한다고는 해도 위안을 삼기 어렵다.
포항	포항	NNP	B-LOC
과	과	JC	O
_	_	_	O
안방	안방	NNG	O
_	_	_	O
대결	대결	NNG	O
에서	에서	JKB	O
_	_	_	O
16	16	SN	B-NOH
승	승	NNB	I-NOH
9	9	SN	B-NOH
무	무	NNG	I-NOH
11	11	SN	B-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
우위	우위	NNG	O
를	를	JKO	O
_	_	_	O
점한다고	점하+ㄴ다고	VV+EC	O
는	는	JX	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
위안	위안	NNG	O
을	을	JKO	O
_	_	_	O
삼	삼	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 전용면적별 일반분양 가구 수는 △59㎡ 84가구 △84㎡ 123가구 △107㎡ 11가구 △110㎡ 4가구다.
## 전용면적별 일반분양 가구 수는 △<59㎡:NOH> <84가구:NOH> △<84㎡:NOH> <123가구:NOH> △<107㎡:NOH> <11가구:NOH> △<110㎡:NOH> <4가구:NOH>다.
전용면적	전용면적	NNG	O
별	별	XSN	O
_	_	_	O
일반	일반	NNG	O
분양	분양	NNG	O
_	_	_	O
가구	가구	NNG	O
_	_	_	O
수	수	NNG	O
는	는	JX	O
_	_	_	O
△	△	SW	O
59	59	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
84	84	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
△	△	SW	O
84	84	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
123	123	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
△	△	SW	O
107	107	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
11	11	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
△	△	SW	O
110	110	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
4	4	SN	B-NOH
가구	가구+이	NNG+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 4
## 준결승 1국 ２보(22∼33)
## 준결승 <1국:NOH> <２보:NOH>(<22:NOH>∼<33:NOH>)
준결승	준결승	NNG	O
_	_	_	O
1	1	SN	B-NOH
국	국	XSN	I-NOH
_	_	_	O
２	２	SN	B-NOH
보	보	NNB	I-NOH
(	(	SS	O
22	22	SN	B-NOH
∼	∼	SO	O
33	33	SN	B-NOH
)	)	SS	O

## 5
## 전북제일고가 핸드볼 명문교로 자리매김하기까지는 지도자의 연구와 노력이 숨어있다.
## <전북제일고:ORG>가 핸드볼 명문교로 자리매김하기까지는 지도자의 연구와 노력이 숨어있다.
전북	전북	NNP	B-ORG
제일고	제일고	NNP	I-ORG
가	가	JKS	O
_	_	_	O
핸드볼	핸드볼	NNG	O
_	_	_	O
명문교	명문교	NNG	O
로	로	JKB	O
_	_	_	O
자리	자리	NNG	O
매김	매기+ㅁ	VV+ETN	O
하	하	XSV	O
기	기	ETN	O
까지	까지	JX	O
는	는	JX	O
_	_	_	O
지도자	지도자	NNG	O
의	의	JKG	O
_	_	_	O
연구	연구	NNG	O
와	와	JC	O
_	_	_	O
노력	노력	NNG	O
이	이	JKS	O
_	_	_	O
숨	숨	VV	O
어	어	EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 세계적인 여성 참정권 운동가인 에멀라인 팽크허스트의 증손녀와 고손녀 등 수백 명의 정치인 배우 등 명사들이 동참했다.
## 세계적인 여성 참정권 운동가인 <에멀라인 팽크허스트:PER>의 증손녀와 고손녀 등 수백 명의 정치인 배우 등 명사들이 동참했다.
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
참정권	참정권	NNG	O
_	_	_	O
운동가	운동가	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
에멀라	에멀라	NNG	B-PER
