## 1
## 하지만 영업본부가 매출 부담이 없는 오전 2시에 방송을 내보내기로 결정하자 세 사람을 중심으로 쇼호스트, 마케팅, 카메라, 무대디자인 등 각 부서의 막내급 사원들이 모여 방송 준비에 들어갔다.
## 하지만 영업본부가 매출 부담이 없는 <오전 2시:TIM>에 방송을 내보내기로 결정하자 <세 사람:NOH>을 중심으로 쇼호스트, 마케팅, 카메라, 무대디자인 등 각 부서의 막내급 사원들이 모여 방송 준비에 들어갔다.
하지만	하지만	MAJ	O
_	_	_	O
영업	영업	NNG	O
본부	본부	NNG	O
가	가	JKS	O
_	_	_	O
매출	매출	NNG	O
_	_	_	O
부담	부담	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
에	에	JKB	O
_	_	_	O
방송	방송	NNG	O
을	을	JKO	O
_	_	_	O
내보내	내보내	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
결정하	결정하	VV	O
자	자	EC	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
을	을	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
쇼	쇼	NNG	O
호스트	호스트	NNG	O
,	,	SP	O
_	_	_	O
마케팅	마케팅	NNG	O
,	,	SP	O
_	_	_	O
카메라	카메라	NNG	O
,	,	SP	O
_	_	_	O
무대	무대	NNG	O
디자인	디자인	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
각	각	MM	O
_	_	_	O
부서	부서	NNG	O
의	의	JKG	O
_	_	_	O
막내	막내	NNG	O
급	급	NNG	O
_	_	_	O
사원	사원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
준비	준비	NNG	O
에	에	JKB	O
_	_	_	O
들어갔	들어가+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 임지연 vs 이유영 '간신'에서…"김강우를 뺏어라?"
## <임지연:PER> vs <이유영:PER> '<간신:POH>'에서…"<김강우:PER>를 뺏어라?"
임지연	임지연	NNP	B-PER
_	_	_	O
vs	vs	SL	O
_	_	_	O
이유영	이유영	NNP	B-PER
_	_	_	O
'	'	SS	O
간신	간신	NNG	B-POH
'	'	SS	O
에서	에서	JKB	O
…	…	SE	O
"	"	SS	O
김강우	김강우	NNP	B-PER
를	를	JKO	O
_	_	_	O
뺏	뺏	VV	O
어라	어라	EF	O
?	?	SF	O
"	"	SS	O

## 3
## 체감온도가 영하 20도까지 떨어진 가운데 칼바람이 얼굴을 때렸다.
## 체감온도가 <영하 20도:NOH>까지 떨어진 가운데 칼바람이 얼굴을 때렸다.
체감	체감	NNG	O
온도	온도	NNG	O
가	가	JKS	O
_	_	_	O
영하	영하	NNG	B-NOH
_	_	_	I-NOH
20	20	SN	I-NOH
도	도	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
칼바람	칼바람	NNG	O
이	이	JKS	O
_	_	_	O
얼굴	얼굴	NNG	O
을	을	JKO	O
_	_	_	O
때	때리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 스스로 대학생활의 95%를 테니스에 바쳤다고 말할 정도였다.
## 스스로 대학생활의 <95%:PNT>를 테니스에 바쳤다고 말할 정도였다.
스스로	스스로	MAG	O
_	_	_	O
대학	대학	NNG	O
생활	생활	NNG	O
의	의	JKG	O
_	_	_	O
95	95	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
테니스	테니스	NNG	O
에	에	JKB	O
_	_	_	O
바	바치	VV	O
쳤	었	EP	O
다고	다고	EC	O
_	_	_	O
말할	말하+ㄹ	VV+ETM	O
_	_	_	O
정도	정도+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## MBC 복귀 노홍철 근황 보니, 스페인-포르투갈 여행 포착…‘나홀로 여행’ 모습보니?음주운전 파문으로 자숙 중이던 방송인 노홍철(36)의 복귀 소식이 전해졌다.
## <MBC:ORG> 복귀 <노홍철:PER> 근황 보니, <스페인:LOC>-<포르투갈:LOC> 여행 포착…‘나홀로 여행’ 모습보니?음주운전 파문으로 자숙 중이던 방송인 <노홍철:PER>(<36:NOH>)의 복귀 소식이 전해졌다.
MBC	MBC	SL	B-ORG
_	_	_	O
복귀	복귀	NNG	O
_	_	_	O
노홍철	노홍철	NNP	B-PER
_	_	_	O
근황	근황	NNG	O
_	_	_	O
보	보	VV	O
니	니	EC	O
,	,	SP	O
_	_	_	O
스페인	스페인	NNP	B-LOC
-	-	SO	O
포르투갈	포르투갈	NNP	B-LOC
_	_	_	O
여행	여행	NNG	O
_	_	_	O
포착	포착	NNG	O
…	…	SE	O
‘	‘	SS	O
나	나	NP	O
홀로	홀로	MAG	O
_	_	_	O
여행	여행	NNG	O
’	’	SS	O
_	_	_	O
모습	모습	NNG	O
보	보	VV	O
니	니	EF	O
?	?	SF	O
음주	음주	NNG	O
운전	운전	NNG	O
_	_	_	O
파문	파문	NNG	O
으로	으로	JKB	O
_	_	_	O
자숙	자숙	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
방송인	방송인	NNG	O
_	_	_	O
노홍철	노홍철	NNP	B-PER
(	(	SS	O
36	36	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
복귀	복귀	NNG	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 북한의 천안함 폭침 사건으로 한반도가 초비상 상태였던 2010년 5월 초 미국 워싱턴 주미 대사관 소속이던 한 고위 정보 당국자가 한인 퇴폐업소에서 마사지를 받으려 순서를 기다리다가 현장에 출동한 미국 경찰에 붙잡힌 뒤 서울로 추방되기도 했다.
## <북한:ORG>의 <천안함 폭침 사건:POH>으로 <한반도:LOC>가 초비상 상태였던 <2010년 5월:DAT> 초 <미국 워싱턴 주미 대사관:ORG> 소속이던 <한:NOH> 고위 정보 당국자가 한인 퇴폐업소에서 마사지를 받으려 순서를 기다리다가 현장에 출동한 <미국:LOC> 경찰에 붙잡힌 뒤 <서울:LOC>로 추방되기도 했다.
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
천안함	천안함	NNP	B-POH
_	_	_	I-POH
폭침	폭침	NNG	I-POH
_	_	_	I-POH
사건	사건	NNG	I-POH
으로	으로	JKB	O
_	_	_	O
한반도	한반도	NNP	B-LOC
가	가	JKS	O
_	_	_	O
초비상	초비상	NNG	O
_	_	_	O
상태	상태+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
초	초	NNB	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
워싱턴	워싱턴	NNP	I-ORG
_	_	_	I-ORG
주미	주미	NNG	I-ORG
_	_	_	I-ORG
대사관	대사관	NNG	I-ORG
_	_	_	O
소속	소속	NNG	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
고위	고위	NNG	O
_	_	_	O
정보	정보	NNG	O
_	_	_	O
당국자	당국자	NNG	O
가	가	JKS	O
_	_	_	O
한인	한인	NNG	O
_	_	_	O
퇴폐	퇴폐	NNG	O
업소	업소	NNG	O
에서	에서	JKB	O
_	_	_	O
마사지	마사지	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
으려	으려	EC	O
_	_	_	O
순서	순서	NNG	O
를	를	JKO	O
_	_	_	O
기다리	기다리	VV	O
다가	다가	EC	O
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
출동한	출동하+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
붙잡힌	붙잡히+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
로	로	JKB	O
_	_	_	O
추방되	추방되	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 지난해 7월 결혼 3년 만에 임신 소식을 알려 화제를 모았다.
## 지난해 <7월:DAT> 결혼 <3년 만:NOH>에 임신 소식을 알려 화제를 모았다.
지난해	지난해	NNG	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
임신	임신	NNG	O
_	_	_	O
소식	소식	NNG	O
을	을	JKO	O
