## 1
## 한국납세자연맹(회장 김선택)은 “이번 연말정산 세법개정은 정부의 세수추계를 진실로 믿고 법을 통과시킨 잘못이므로 이를 무효화 하는 ‘근로자 증세반대 서명운동’을 21일부터 연맹 홈페이지에서 시작했다”고 21일 밝혔다.
## <한국납세자연맹:ORG>(회장 <김선택:PER>)은 “이번 연말정산 세법개정은 정부의 세수추계를 진실로 믿고 법을 통과시킨 잘못이므로 이를 무효화 하는 ‘근로자 증세반대 서명운동’을 <21일:DAT>부터 연맹 홈페이지에서 시작했다”고 <21일:DAT> 밝혔다.
한국	한국	NNP	B-ORG
납세자	납세자	NNG	I-ORG
연맹	연맹	NNG	I-ORG
(	(	SS	O
회장	회장	NNG	O
_	_	_	O
김선택	김선택	NNP	B-PER
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
연말정산	연말정산	NNG	O
_	_	_	O
세법	세법	NNG	O
개정	개정	NNG	O
은	은	JX	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
세수	세수	NNG	O
추계	추계	NNG	O
를	를	JKO	O
_	_	_	O
진실로	진실로	MAG	O
_	_	_	O
믿	믿	VV	O
고	고	EC	O
_	_	_	O
법	법	NNG	O
을	을	JKO	O
_	_	_	O
통과	통과	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
잘못	잘못	NNG	O
이	이	VCP	O
므로	므로	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
무효화	무효화	NNG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
근로자	근로자	NNG	O
_	_	_	O
증세	증세	NNG	O
반대	반대	NNG	O
_	_	_	O
서명	서명	NNG	O
운동	운동	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
연맹	연맹	NNG	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에서	에서	JKB	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 납세자연맹은 “잘못된 세수추계자료를 바탕으로 작성돼 공평한 기준, 일관성도 없는 세제개편안을 국회에 제출해 졸속으로 검토한 법이 통과되면서 직장인 세금폭탄은 예고돼 있었다”면서 “월급은 그대로인데 세금과 4대 보험, 공과금, 생활물가만 오르면 유리지갑 직장인들은 빚을 내어 세금을 내야 한다”고 주장했다.
## <납세자연맹:ORG>은 “잘못된 세수추계자료를 바탕으로 작성돼 공평한 기준, 일관성도 없는 세제개편안을 국회에 제출해 졸속으로 검토한 법이 통과되면서 직장인 세금폭탄은 예고돼 있었다”면서 “월급은 그대로인데 세금과 4대 보험, 공과금, 생활물가만 오르면 유리지갑 직장인들은 빚을 내어 세금을 내야 한다”고 주장했다.
납세자	납세자	NNG	B-ORG
연맹	연맹	NNG	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
잘못된	잘못되+ㄴ	VV+ETM	O
_	_	_	O
세수	세수	NNG	O
추계	추계	NNG	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
작성돼	작성되+어	VV+EC	O
_	_	_	O
공평한	공평하+ㄴ	VA+ETM	O
_	_	_	O
기준	기준	NNG	O
,	,	SP	O
_	_	_	O
일관성	일관성	NNG	O
