## 1
## [영남 파워기업]“한국맥주가 맛이 없다고?” 수제맥주 열풍 이어가는 울산 토종기업
## [<영남 파워기업:POH>]“<한국:LOC>맥주가 맛이 없다고?” 수제맥주 열풍 이어가는 <울산:LOC> 토종기업
[	[	SS	O
영남	영남	NNP	B-POH
_	_	_	I-POH
파워	파워	NNG	I-POH
기업	기업	NNG	I-POH
]	]	SS	O
“	“	SS	O
한국	한국	NNP	B-LOC
맥주	맥주	NNG	O
가	가	JKS	O
_	_	_	O
맛	맛	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다고	다고	EF	O
?	?	SF	O
”	”	SS	O
_	_	_	O
수제	수제	NNG	O
맥주	맥주	NNG	O
_	_	_	O
열풍	열풍	NNG	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
가	가	VX	O
는	는	ETM	O
_	_	_	O
울산	울산	NNP	B-LOC
_	_	_	O
토종	토종	NNG	O
기업	기업	NNG	O

## 2
## 아름다운 자연환경과 제주도심 조망이 어우러진 고급스러운 설계로 인기를 끌고 있어서다.
## 아름다운 자연환경과 <제주:LOC>도심 조망이 어우러진 고급스러운 설계로 인기를 끌고 있어서다.
아름다	아름답	VA	O
운	ㄴ	ETM	O
_	_	_	O
자연환경	자연환경	NNG	O
과	과	JC	O
_	_	_	O
제주도	제주도	NNP	O
심	심	NNG	O
_	_	_	O
조망	조망	NNG	O
이	이	JKS	O
_	_	_	O
어우러진	어우러지+ㄴ	VV+ETM	O
_	_	_	O
고급스러	고급스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
설계	설계	NNG	O
로	로	JKB	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어서	어서+이	EC+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 제주도 내 오피스텔은 기업들이 사업을 진행하는 동안 머물 수 있는 비즈니스 공간으로 이용이 가능하고 고소득층의 주거공간으로도 적합하다.
## <제주도:LOC> 내 오피스텔은 기업들이 사업을 진행하는 동안 머물 수 있는 비즈니스 공간으로 이용이 가능하고 고소득층의 주거공간으로도 적합하다.
제주도	제주도	NNP	B-LOC
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
오피스텔	오피스텔	NNG	O
은	은	JX	O
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
는	는	ETM	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
머물	머물+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
공간	공간	NNG	O
으로	으로	JKB	O
_	_	_	O
이용	이용	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
고	고	EC	O
_	_	_	O
고소득	고소득	NNG	O
층	층	XSN	O
의	의	JKG	O
_	_	_	O
주거	주거	NNG	O
공간	공간	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
적합하	적합하	VA	O
다	다	EF	O
.	.	SF	O

## 4
