## 1
## 또 9월 말 현재 숨어 있는 가계 빚으로 불리는 자영업자 대출이 464조5000억 원, 대출자 수는 114만 명으로 집계됐다.
## 또 <9월:DAT> 말 현재 숨어 있는 가계 빚으로 불리는 자영업자 대출이 <464조5000억 원:MNY>, 대출자 수는 <114만 명:NOH>으로 집계됐다.
또	또	MAG	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
말	말	NNB	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
숨	숨	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
가계	가계	NNG	O
_	_	_	O
빚	빚	NNG	O
으로	으로	JKB	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
자영업	자영업	NNG	O
자	자	XSN	O
_	_	_	O
대출	대출	NNG	O
이	이	JKS	O
_	_	_	O
464	464	SN	B-MNY
조	조	NNG	I-MNY
5000	5000	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
대출자	대출자	NNG	O
_	_	_	O
수	수	NNB	O
는	는	JX	O
_	_	_	O
114	114	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
집계	집계되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## ‘정우와 결혼’ 김유미, 다리 길이가 ‘헉!’… 쭉 뻗은 각선미 ‘눈길’정우의 예비 신부인 김유미의 각선미가 눈길을 끈다.
## ‘<정우:PER>와 결혼’ <김유미:PER>, 다리 길이가 ‘헉!’… 쭉 뻗은 각선미 ‘눈길’<정우:PER>의 예비 신부인 <김유미:PER>의 각선미가 눈길을 끈다.
‘	‘	SS	O
정우	정우	NNP	B-PER
와	와	JKB	O
_	_	_	O
결혼	결혼	NNG	O
’	’	SS	O
_	_	_	O
김유미	김유미	NNP	B-PER
,	,	SP	O
_	_	_	O
다리	다리	NNG	O
_	_	_	O
길이	길이	NNG	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
헉	헉	IC	O
!	!	SF	O
’	’	SS	O
…	…	SE	O
_	_	_	O
쭉	쭉	MAG	O
_	_	_	O
뻗	뻗	VV	O
은	은	ETM	O
_	_	_	O
각선미	각선미	NNG	O
_	_	_	O
‘	‘	SS	O
눈길	눈길	NNG	O
’	’	SS	O
정우	정우	NNP	B-PER
의	의	JKG	O
_	_	_	O
예비	예비	NNG	O
_	_	_	O
신부	신부	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
김유미	김유미	NNP	B-PER
의	의	JKG	O
_	_	_	O
각선미	각선미	NNG	O
가	가	JKS	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 김유미는 과거 자신의 SNS에 "날이많이더워졌어요~촬영휴식시간에 늘함께하는 돌고래인형과함께^^무정도시.많이~사랑해주세요~"라는 글과 함꼐 사진 한 장을 게재했다.
## <김유미:PER>는 과거 자신의 SNS에 "날이많이더워졌어요~촬영휴식시간에 늘함께하는 돌고래인형과함께^^<무정도시:POH>.많이~사랑해주세요~"라는 글과 함꼐 사진 <한 장:NOH>을 게재했다.
김유미	김유미	NNP	B-PER
는	는	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
SNS	SNS	SL	O
에	에	JKB	O
_	_	_	O
"	"	SS	O
날	날	NNG	O
이	이	NNG	O
많이	많이	MAG	O
더워	더워지	VV	O
졌	었	EP	O
어요	어요	EC	O
~	~	SO	O
촬영	촬영	NNG	O
휴식	휴식	NNG	O
시간	시간	NNG	O
에	에	JKB	O
_	_	_	O
늘	늘	MAG	O
함께하	함께하	VV	O
는	는	ETM	O
_	_	_	O
돌고래	돌고래	NNG	O
인형	인형	NNG	O
과	과	XSN	O
함께	함께	MAG	O
^	^	SW	O
^	^	SW	O
무	무	NNG	B-POH
정도	정도	NNG	I-POH
시	시	NNG	I-POH
.	.	SF	O
많이	많이	MAG	O
~	~	SO	O
사랑해	사랑하+여	VV+EC	O
주	주	VX	O
세요	시+어요	EP+EC	O
~	~	SO	O
"	"+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
과	과	JC	O
_	_	_	O
함꼐	함꼐	NNG	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
게재	게재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 사진 속 정유미는 자동차 안에서 짧은 드레스를 입고 다리를 쭉 뻗어 각선미를 드러내고 있다.
## 사진 속 <정유미:PER>는 자동차 안에서 짧은 드레스를 입고 다리를 쭉 뻗어 각선미를 드러내고 있다.
사진	사진	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
정유미	정유미	NNP	B-PER
는	는	JX	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
짧	짧	VA	O
은	은	ETM	O
_	_	_	O
드레스	드레스	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
다리	다리	NNG	O
를	를	JKO	O
_	_	_	O
쭉	쭉	MAG	O
_	_	_	O
뻗	뻗	VV	O
어	어	EC	O
_	_	_	O
각선미	각선미	NNG	O
를	를	JKO	O
_	_	_	O
드러내	드러내	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 한편, 정우 소속사 FNC 엔터테인먼트 측은 13일 공식 보도자료를 통해 “정우가 오는 16일 김유미와 결혼을 한다”고 밝혔다.
