## 1
## [CAR]5년 만의 페이스리프트, 역동적이고 날렵한 성능 뽐내
## [CAR]<5년:DAT> 만의 페이스리프트, 역동적이고 날렵한 성능 뽐내
[	[	SS	O
CAR	CAR	SL	O
]	]	SS	O
5	5	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
만	만	NNB	O
의	의	JKG	O
_	_	_	O
페이스리프트	페이스리프트	NNP	O
,	,	SP	O
_	_	_	O
역동적	역동적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
날렵한	날렵하+ㄴ	VA+ETM	O
_	_	_	O
성능	성능	NNG	O
_	_	_	O
뽐내	뽐내+어	VV+EC	O

## 2
## 이 당국자는 또 이번 북한의 금강산 관광 투자유치 성공 가능성이 낮다고 예측했다.
## 이 당국자는 또 이번 <북한:ORG>의 <금강산:LOC> 관광 투자유치 성공 가능성이 낮다고 예측했다.
이	이	MM	O
_	_	_	O
당국자	당국자	NNG	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
금강산	금강산	NNP	B-LOC
_	_	_	O
관광	관광	NNG	O
_	_	_	O
투자	투자	NNG	O
유치	유치	NNG	O
_	_	_	O
성공	성공	NNG	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
낮	낮	VA	O
다고	다고	EC	O
_	_	_	O
예측	예측하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 첫째는 ‘베어링 고배당증권투자회사(주식)’이다.
## 첫째는 ‘<베어링 고배당증권투자회사:POH>(주식)’이다.
첫째	첫째	NR	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
베어링	베어링	NNG	B-POH
_	_	_	I-POH
고	고	XPN	I-POH
배당	배당	NNG	I-POH
증권	증권	NNG	I-POH
투자	투자	NNG	I-POH
회사	회사	NNG	I-POH
(	(	SS	O
주식	주식	NNG	O
)	)	SS	O
’	’	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 이어 두 사람이 함께 하룻밤을 묵는 장면까지 전파를 탔다.
## 이어 <두 사람:NOH>이 함께 <하룻밤:DAT>을 묵는 장면까지 전파를 탔다.
이	잇	VV	O
어	어	EC	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
이	이	JKS	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
하룻밤	하룻밤	NNG	B-DAT
을	을	JKO	O
_	_	_	O
묵	묵	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
까지	까지	JX	O
_	_	_	O
전파	전파	NNG	O
를	를	JKO	O
_	_	_	O
탔	타+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 순간최고시청률을 기록한 장면은 공심과 안단태가 횟집 사장의 손에 이끌려 같이 사진을 찍는 순간이었다.
## 순간최고시청률을 기록한 장면은 <공심:PER>과 <안단태:PER>가 횟집 사장의 손에 이끌려 같이 사진을 찍는 순간이었다.
순간	순간	NNG	O
최고	최고	NNG	O
시청률	시청률	NNG	O
을	을	JKO	O
_	_	_	O
