## 1
## 올해도 윤성환의 뒤에는 안지만이 기다리고, 안지만 앞에는 윤성환이 출격한다.
## 올해도 <윤성환:PER>의 뒤에는 <안지만:PER>이 기다리고, <안지만:PER> 앞에는 <윤성환:PER>이 출격한다.
올해	올해	NNG	O
도	도	JX	O
_	_	_	O
윤성환	윤성환	NNP	B-PER
의	의	JKG	O
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
안지만	안지만	NNP	B-PER
이	이	JKS	O
_	_	_	O
기다리	기다리	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
안지만	안지만	NNP	B-PER
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
윤성환	윤성환	NNP	B-PER
이	이	JKS	O
_	_	_	O
출격한다	출격하+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 북한이 23일 실시한 잠수함발사탄도미사일(SLBM) 발사에 대해선 “최근 일련의 발사 가운데 가장 성공적이었다”고 평가하면서도 “다만 기술적으로 성공하는 데까지는 3, 4년의 시간이 걸릴 것”으로 예상했다.
## <북한:ORG>이 <23일:DAT> 실시한 <잠수함발사탄도미사일:POH>(<SLBM:POH>) 발사에 대해선 “최근 일련의 발사 가운데 가장 성공적이었다”고 평가하면서도 “다만 기술적으로 성공하는 데까지는 <3:NOH>, <4년:NOH>의 시간이 걸릴 것”으로 예상했다.
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
잠수함	잠수함	NNG	B-POH
발사	발사	NNG	I-POH
탄도미사일	탄도미사일	NNG	I-POH
(	(	SS	O
SLBM	SLBM	SL	B-POH
)	)	SS	O
_	_	_	O
발사	발사	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
일련	일련	NNG	O
의	의	JKG	O
_	_	_	O
발사	발사	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
성공적	성공적	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
평가하	평가하	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
“	“	SS	O
다만	다만	MAG	O
_	_	_	O
기술적	기술적	NNG	O
으로	으로	JKB	O
_	_	_	O
성공하	성공하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
까지	까지	JX	O
는	는	JX	O
_	_	_	O
3	3	SN	B-NOH
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
년	년	NNB	I-NOH
의	의	JKG	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
걸릴	걸리+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
으로	으로	JKB	O
_	_	_	O
예상	예상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 영유권 분쟁지 남중국해를 둘러싸고 중국과 미국의 힘겨루기가 치열하다.
## 영유권 분쟁지 남중국해를 둘러싸고 <중국:ORG>과 <미국:ORG>의 힘겨루기가 치열하다.
영유	영유	NNG	O
권	권	XSN	O
_	_	_	O
분쟁	분쟁	NNG	O
지	지	XSN	O
_	_	_	O
남중국해	남중국해	NNP	O
를	를	JKO	O
_	_	_	O
둘러싸	둘러싸	VV	O
고	고	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JC	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
힘겨루기	힘겨루기	NNG	O
가	가	JKS	O
_	_	_	O
치열하	치열하	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 노숙인 김모 씨는 50대가 되도록 자신의 호적(현 가족관계등록부)이 있는지조차 모르고 길바닥을 전전하며 살아왔다.
## 노숙인 <김:PER>모 씨는 <50대:NOH>가 되도록 자신의 호적(현 <가족관계등록부:POH>)이 있는지조차 모르고 길바닥을 전전하며 살아왔다.
노숙	노숙	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	O
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
50	50	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKC	O
_	_	_	O
되도록	되도록	MAG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
호적	호적	NNG	O
(	(	SS	O
현	현	MM	O
_	_	_	O
가족	가족	NNG	B-POH
관계	관계	NNG	I-POH
등록부	등록부	NNG	I-POH
)	)	SS	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는지	는지	EC	O
조차	조차	JX	O
_	_	_	O
모르	모르	VV	O
고	고	EC	O
_	_	_	O
길바닥	길바닥	NNG	O
을	을	JKO	O
_	_	_	O
전전하	전전하	VV	O
며	며	EC	O
_	_	_	O
살아	살아오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 현대엘리베이터를 앞세워 현대그룹 재건에 나서는 현 회장으로서는 경영권 방어에 성공하면서 일단 한시름 놓게 됐다.
## <현대엘리베이터:ORG>를 앞세워 <현대그룹:ORG> 재건에 나서는 현 회장으로서는 경영권 방어에 성공하면서 일단 한시름 놓게 됐다.
현대엘리베이터	현대엘리베이터	NNP	B-ORG
를	를	JKO	O
_	_	_	O
앞세	앞세우	VV	O
워	어	EC	O
_	_	_	O
현대	현대	NNP	B-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
재건	재건	NNG	O
에	에	JKB	O
_	_	_	O
나서	나+아서	VV+EC	O
는	는	JX	O
_	_	_	O
현	현	MM	O
_	_	_	O
회장	회장	NNG	O
으로서	으로서	JKB	O
는	는	JX	O
_	_	_	O
경영권	경영권	NNG	O
_	_	_	O
방어	방어	NNG	O
에	에	JKB	O
_	_	_	O
성공하	성공하	VV	O
면서	면서	EC	O
_	_	_	O
일단	일단	MAG	O
_	_	_	O
한시름	한시름	NNG	O
_	_	_	O
놓	놓	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## [단독]박원오 작년 8월 최순실에게 “삼성서 계약 빨리 하자고 한다”
## [단독]<박원오:PER> 작년 <8월:DAT> <최순실:PER>에게 “<삼성:ORG>서 계약 빨리 하자고 한다”
[	[	SS	O
단독	단독	NNG	O
]	]	SS	O
박원오	박원오	NNP	B-PER
_	_	_	O
작년	작년	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
최순실	최순실	NNP	B-PER
