## 1
## 두 포럼에서 나온 견해를 소개한다.“한반도 통일은 한민족 공동체의 숙명이다.
## <두 포럼:NOH>에서 나온 견해를 소개한다.“<한반도:LOC> 통일은 한민족 공동체의 숙명이다.
두	두	MM	B-NOH
_	_	_	I-NOH
포럼	포럼	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
견해	견해	NNG	O
를	를	JKO	O
_	_	_	O
소개한다	소개하+ㄴ다	VV+EF	O
.	.	SF	O
“	“	SS	O
한반도	한반도	NNP	B-LOC
_	_	_	O
통일	통일	NNG	O
은	은	JX	O
_	_	_	O
한민족	한민족	NNG	O
_	_	_	O
공동체	공동체	NNG	O
의	의	JKG	O
_	_	_	O
숙명	숙명	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 심장병은 성인 사망 원인 1위다.
## 심장병은 성인 사망 원인 <1위:NOH>다.
심장병	심장병	NNG	O
은	은	JX	O
_	_	_	O
성인	성인	NNG	O
_	_	_	O
사망	사망	NNG	O
_	_	_	O
원인	원인	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 3
## 사진은 3차원을 2차원으로 변환하는 매체이다.
## 사진은 <3차원:NOH>을 <2차원:NOH>으로 변환하는 매체이다.
사진	사진	NNG	O
은	은	JX	O
_	_	_	O
3	3	SN	B-NOH
차원	차원	NNG	I-NOH
을	을	JKO	O
_	_	_	O
2	2	SN	B-NOH
차원	차원	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
변환하	변환하	VV	O
는	는	ETM	O
_	_	_	O
매체	매체	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 영국 과학자 프랜시스 골턴(Francis Galton)은 소의 겉모습만 본 실험 참가자 700명에게 소의 무게를 쪽지에 적어내도록 하는 실험을 했다.
## <영국:LOC> 과학자 <프랜시스 골턴:PER>(<Francis Galton:PER>)은 소의 겉모습만 본 실험 참가자 <700명:NOH>에게 소의 무게를 쪽지에 적어내도록 하는 실험을 했다.
영국	영국	NNP	B-LOC
_	_	_	O
과학	과학	NNG	O
자	자	XSN	O
_	_	_	O
프랜시스	프랜시스	NNP	B-PER
_	_	_	I-PER
골턴	골턴	NNP	I-PER
(	(	SS	O
Francis	Francis	SL	B-PER
_	_	_	I-PER
Galton	Galton	SL	I-PER
)	)	SS	O
은	은	JX	O
_	_	_	O
소	소	NNG	O
의	의	JKG	O
_	_	_	O
겉모습	겉모습	NNG	O
만	만	JX	O
_	_	_	O
본	본	MM	O
_	_	_	O
실험	실험	NNG	O
_	_	_	O
참가자	참가자	NNG	O
_	_	_	O
700	700	SN	B-NOH
명	명	NNB	I-NOH
에게	에게	JKB	O
_	_	_	O
소	소	NNG	O
의	의	JKG	O
_	_	_	O
무게	무게	NNG	O
를	를	JKO	O
_	_	_	O
쪽지	쪽지	NNG	O
에	에	JKB	O
_	_	_	O
적	적	VV	O
어	어	EC	O
내	내	VV	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 정준호 이하정, 아들 공개… “벌써부터 훈훈하네!”
## <정준호:PER> <이하정:PER>, 아들 공개… “벌써부터 훈훈하네!”
정준호	정준호	NNP	B-PER
_	_	_	O
이하정	이하정	NNP	B-PER
,	,	SP	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
공개	공개	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
벌써	벌써	MAG	O
부터	부터	JX	O
_	_	_	O
훈훈하	훈훈하	VA	O
네	네	EF	O
!	!	SF	O
”	”	SS	O

## 6
## 검찰의 칼끝이 어디로 향할지 모르는 상황에서 정치권이 ‘성완종 게이트’를 정략적으로 이용하지 말라는 일종의 ‘경고성 메시지’로도 읽힌다.
## 검찰의 칼끝이 어디로 향할지 모르는 상황에서 정치권이 ‘<성완종 게이트:POH>’를 정략적으로 이용하지 말라는 일종의 ‘경고성 메시지’로도 읽힌다.
검찰	검찰	NNG	O
의	의	JKG	O
_	_	_	O
칼끝	칼끝	NNG	O
이	이	JKS	O
_	_	_	O
어디	어디	NP	O
로	로	JKB	O
_	_	_	O
향할지	향하+ㄹ지	VV+EC	O
_	_	_	O
모르	모르	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
정치권	정치권	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
성완종	성완종	NNP	B-POH
_	_	_	I-POH
게이트	게이트	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
정략적	정략적	NNG	O
으로	으로	JKB	O
_	_	_	O
이용하	이용하	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
라는	라는	ETM	O
_	_	_	O
일종	일종	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
경고	경고	NNG	O
성	성	XSN	O
_	_	_	O
메시지	메시지	NNG	O
’	’	SS	O
로	로	JKB	O
도	도	JX	O
_	_	_	O
읽힌다	읽히+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 이와 관련해 롯데 조원우 감독은 “이대호와 최준석, 그리고 포수 강민호(32)까지 같은 라인업에 쓰는 것이 가능하다”고 못을 박았다.조 감독이 구상하는 롯데 최상의 시나리오는 포수 강민호, 1루수 이대호, 지명타자 최준석이 들어가는 카드다.
## 이와 관련해 <롯데:ORG> <조원우:PER> 감독은 “<이대호:PER>와 <최준석:PER>, 그리고 포수 <강민호:PER>(<32:NOH>)까지 같은 라인업에 쓰는 것이 가능하다”고 못을 박았다.<조:PER> 감독이 구상하는 <롯데:ORG> 최상의 시나리오는 포수 <강민호:PER>, <1루수:NOH> <이대호:PER>, 지명타자 <최준석:PER>이 들어가는 카드다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
조원우	조원우	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이대호	이대호	NNP	B-PER
와	와	JC	O
_	_	_	O
최준석	최준석	NNP	B-PER
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
포수	포수	NNG	O
_	_	_	O
강민호	강민호	NNP	B-PER
(	(	SS	O
32	32	SN	B-NOH
)	)	SS	O
까지	까지	JX	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
라인업	라인업	NNG	O
에	에	JKB	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
못	못	NNG	O
을	을	JKO	O
_	_	_	O
박	박	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O
조	조	NNG	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
구상하	구상하	VV	O
는	는	ETM	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
최상	최상	NNG	O
의	의	JKG	O
_	_	_	O
시나리오	시나리오	NNG	O
는	는	JX	O
_	_	_	O
포수	포수	NNG	O
_	_	_	O
강민호	강민호	NNP	B-PER
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
루수	루수	NNG	I-NOH
_	_	_	O
이대호	이대호	NNP	B-PER
,	,	SP	O
_	_	_	O
지명	지명	NNG	O
타자	타자	NNG	O
_	_	_	O
최준석	최준석	NNP	B-PER
이	이	JKS	O
_	_	_	O
들어가	들어가	VV	O
는	는	ETM	O
_	_	_	O
카드	카드+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 15일 서울 종로구 현대상선 본사에서 기자들과 만난 유창근 현대상선 사장(64)의 얘기다.
## <15일:DAT> <서울:LOC> <종로구:LOC> <현대상선 본사:LOC>에서 기자들과 만난 <유창근:PER> <현대상선:ORG> 사장(<64:NOH>)의 얘기다.
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
종로구	종로구	NNP	B-LOC
_	_	_	O
현대상선	현대상선	NNP	B-LOC
_	_	_	I-LOC
본사	본사	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
유창근	유창근	NNP	B-PER
_	_	_	O
현대상선	현대상선	NNP	B-ORG
_	_	_	O
사장	사장	NNG	O
(	(	SS	O
64	64	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
얘기	얘기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 9
## (국정원 직원 유서 공개)국정원 직원 유서 공개...‘노트 3장’ 각 장마다 대상 달라...무슨 내용?국정원 직원 임모 씨의 유서 3장 가운데 당초 공개하지 않은 두 장의 유서가 추가로 공개됐다.임 씨는 가족에게 보내는 내용의 이 유서에서 "아내와 두 딸, 그리고 부모님께 짊어질 짐들이 너무 무겁다.
## (<국정원:ORG> 직원 유서 공개)<국정원:ORG> 직원 유서 공개...‘노트 <3장:NOH>’ 각 장마다 대상 달라...무슨 내용?<국정원:ORG> 직원 <임모:PER> 씨의 유서 <3장:NOH> 가운데 당초 공개하지 않은 <두 장:NOH>의 유서가 추가로 공개됐다.<임:PER> 씨는 <가족:POH>에게 보내는 내용의 이 유서에서 "아내와 <두 딸:NOH>, 그리고 부모님께 짊어질 짐들이 너무 무겁다.
(	(	SS	O
국정원	국정원	NNG	B-ORG
_	_	_	O
직원	직원	NNG	O
_	_	_	O
유서	유서	NNG	O
_	_	_	O
공개	공개	NNG	O
)	)	SS	O
국정원	국정원	NNG	B-ORG
_	_	_	O
