## 1
## 그러자 기부액이 세 배로 뛰었다.
## 그러자 기부액이 <세 배:PNT>로 뛰었다.
그러	그러	VV	O
자	자	EC	O
_	_	_	O
기부	기부	NNG	O
액	액	XSN	O
이	이	JKS	O
_	_	_	O
세	세	MM	B-PNT
_	_	_	I-PNT
배	배	NNG	I-PNT
로	로	JKB	O
_	_	_	O
뛰	뛰	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 세월호 침몰 당시 중앙부처 공무원에 대한 과잉 의전 때문에 해양경찰의 초기 구조활동이 방해를 받았다는 주장이 나왔다.
## <세월호:POH> 침몰 당시 중앙부처 공무원에 대한 과잉 의전 때문에 해양경찰의 초기 구조활동이 방해를 받았다는 주장이 나왔다.
세월호	세월호	NNP	B-POH
_	_	_	O
침몰	침몰	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
중앙	중앙	NNG	O
부처	부처	NNG	O
_	_	_	O
공무원	공무원	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
과잉	과잉	NNG	O
_	_	_	O
의전	의전	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
해양	해양	NNG	O
경찰	경찰	NNG	O
의	의	JKG	O
_	_	_	O
초기	초기	NNG	O
_	_	_	O
구조	구조	NNG	O
활동	활동	NNG	O
이	이	JKS	O
_	_	_	O
방해	방해	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다는	다는	ETM	O
_	_	_	O
주장	주장	NNG	O
이	이	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 프레지던츠컵- 배상문·대니 리 '코리언듀오' 대회 첫 승전보
## <프레지던츠컵:POH>- <배상문:PER>·<대니 리:PER> '<코리언듀오:POH>' 대회 첫 승전보
프레지던츠	프레지던츠	NNG	B-POH
컵	컵	NNG	I-POH
-	-	SO	O
_	_	_	O
배상문	배상문	NNP	B-PER
·	·	SP	O
대	대	VV	B-PER
니	니	EC	I-PER
_	_	_	I-PER
리	리	NNB	I-PER
_	_	_	O
'	'	SS	O
코리언	코리언	NNG	B-POH
듀오	듀오	NNG	I-POH
'	'	SS	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
승전보	승전보	NNG	O

## 4
## 오바마의 행정명령으로 북한은 핵과 미사일을 개발하고, 인권을 유린하고, 악랄한 사이버 공격까지 감행하는 악(惡)의 존재로 더욱 굳어지게 됐다.
## <오바마:PER>의 행정명령으로 <북한:ORG>은 핵과 미사일을 개발하고, 인권을 유린하고, 악랄한 사이버 공격까지 감행하는 악(惡)의 존재로 더욱 굳어지게 됐다.
오바마	오바마	NNP	B-PER
의	의	JKG	O
_	_	_	O
행정	행정	NNG	O
명령	명령	NNG	O
으로	으로	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
은	은	JX	O
_	_	_	O
핵	핵	NNG	O
과	과	JC	O
_	_	_	O
미사일	미사일	NNG	O
을	을	JKO	O
_	_	_	O
개발하	개발하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
인권	인권	NNG	O
을	을	JKO	O
_	_	_	O
유린하	유린하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
악랄한	악랄하+ㄴ	VA+ETM	O
_	_	_	O
사이버	사이버	NNG	O
_	_	_	O
공격	공격	NNG	O
까지	까지	JX	O
_	_	_	O
감행하	감행하	VV	O
는	는	ETM	O
_	_	_	O
악	악	NNG	O
(	(	SS	O
惡	惡	SH	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
존재	존재	NNG	O
로	로	JKB	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
굳어지	굳어지	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 그는 “헌재가 정원 9인이 아닌 8인으로 탄핵소추를 심판해 결정하는 것은 재판관들의 종전 판결례를 보나 원로 법조인들의 일치된 의견으로 보나 명백한 위헌이라 원천 무효임을 만천하에 알렸지만, 재판관들은 자신의 말을 뒤집으면서 전혀 사리에 맞지 않는 이유로 합헌이라고 했다”고 강조했다.
## 그는 “헌재가 정원 <9인:NOH>이 아닌 <8인:NOH>으로 탄핵소추를 심판해 결정하는 것은 재판관들의 종전 판결례를 보나 원로 법조인들의 일치된 의견으로 보나 명백한 위헌이라 원천 무효임을 만천하에 알렸지만, 재판관들은 자신의 말을 뒤집으면서 전혀 사리에 맞지 않는 이유로 합헌이라고 했다”고 강조했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
헌재	헌재	NNG	O
가	가	JKS	O
_	_	_	O
정원	정원	NNG	O
_	_	_	O
9	9	SN	B-NOH
인	인	NNG	I-NOH
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
8	8	SN	B-NOH
인	인	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
탄핵	탄핵	NNG	O
소추	소추	NNG	O
를	를	JKO	O
_	_	_	O
심판해	심판하+여	VV+EC	O
_	_	_	O
결정하	결정하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
재판관	재판관	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
종전	종전	NNG	O
_	_	_	O
판결례	판결례	NNG	O
를	를	JKO	O
_	_	_	O
보	보	VV	O
나	나	EC	O
_	_	_	O
원로	원로	NNG	O
_	_	_	O
법조인	법조인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
일치된	일치되+ㄴ	VV+ETM	O
_	_	_	O
의견	의견	NNG	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
나	나	EC	O
_	_	_	O
명백한	명백하+ㄴ	VA+ETM	O
_	_	_	O
위헌	위헌	NNG	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
원천	원천	NNG	O
_	_	_	O
무효	무효	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
만천하	만천하	NNG	O
에	에	JKB	O
_	_	_	O
알	알리	VV	O
렸	었	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
재판관	재판관	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
뒤집	뒤집	VV	O
으면서	으면서	EC	O
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
사리	사리	NNG	O
에	에	JKB	O
_	_	_	O
맞	맞	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
합헌	합헌	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 영화는 본드가 어떻게 고아가 됐고 어떤 어린 시절을 보냈는지 살짝 언급한다.
## 영화는 <본드:PER>가 어떻게 고아가 됐고 어떤 어린 시절을 보냈는지 살짝 언급한다.
영화	영화	NNG	O
는	는	JX	O
_	_	_	O
본드	본드	NNG	B-PER
가	가	JKS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
고아	고아	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
고	고	EC	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
어린	어리+ㄴ	VA+ETM	O
_	_	_	O
시절	시절	NNG	O
을	을	JKO	O
_	_	_	O
