## 1
## 그는 하원 정보위 민주당 간사인 아담 쉬프 의원에 질문에 이같이 답하면서 러시아와 트럼프 대통령 선거본부와의 커넥션 가능성을 처음 공식 확인했다.
## 그는 하원 정보위 <민주당:ORG> 간사인 <아담 쉬프:PER> 의원에 질문에 이같이 답하면서 <러시아:ORG>와 <트럼프:PER> 대통령 선거본부와의 커넥션 가능성을 처음 공식 확인했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
하원	하원	NNG	O
_	_	_	O
정보	정보	NNG	O
위	위	NNG	O
_	_	_	O
민주당	민주당	NNP	B-ORG
_	_	_	O
간사	간사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
아담	아담	NNP	B-PER
_	_	_	I-PER
쉬프	쉬프	NNG	I-PER
_	_	_	O
의원	의원	NNG	O
에	에	JKB	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
답하	답하	VV	O
면서	면서	EC	O
_	_	_	O
러시아	러시아	NNP	B-ORG
와	와	JC	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
선거	선거	NNG	O
본부	본부	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
커넥션	커넥션	NNG	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 지난 16일 신원섭 산림청장을 정부대전청사 청장실에서 만나 세계산림총회유치 의미 등을 들어봤다.
## 지난 <16일:DAT> <신원섭:PER> 산림청장을 <정부대전청사:LOC> 청장실에서 만나 <세계산림총회:POH>유치 의미 등을 들어봤다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
신원섭	신원섭	NNP	B-PER
_	_	_	O
산림청장	산림청장	NNG	O
을	을	JKO	O
_	_	_	O
정부	정부	NNG	B-LOC
대전	대전	NNP	I-LOC
청사	청사	NNG	I-LOC
_	_	_	O
청장	청장	NNG	O
실	실	XSN	O
에서	에서	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
세계	세계	NNG	B-POH
산림	산림	NNG	I-POH
총회	총회	NNG	I-POH
유치	유치	NNG	O
_	_	_	O
의미	의미	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
들	듣	VV	O
어	어+보	EC+VX	O
봤	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## FAO 산림분야 최고 권위 국제행사러시아·이탈리아 등 따돌리고 개최총회서 미래 산림 비전 보여줄 것개도국에 산림치유 노하우도 전파-세계산림총회는 어떤 행사인가.“FAO에서 주관하는 산림분야의 가장 크고 영향력 있는 국제회의다.
## <FAO:ORG> 산림분야 최고 권위 국제행사<러시아:ORG>·<이탈리아:ORG> 등 따돌리고 개최총회서 미래 산림 비전 보여줄 것개도국에 산림치유 노하우도 전파-<세계산림총회:POH>는 어떤 행사인가.“<FA:ORG>O에서 주관하는 산림분야의 가장 크고 영향력 있는 국제회의다.
FAO	FAO	SL	B-ORG
_	_	_	O
산림	산림	NNG	O
분야	분야	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
권위	권위	NNG	O
_	_	_	O
국제	국제	NNG	O
