## 1
## 그는 “금융시스템이 어떻게 반응할지 확실히 알 수 없고 시스템적인 위험이 재발할 가능성도 배제할 수 없다”며 “주요국 중앙은행들이 가진 정책 수단이 2008년 금융위기 때보다 훨씬 적기 때문에 브렉시트 결과가 심각할 수 있다”고 진단했다.
## 그는 “금융시스템이 어떻게 반응할지 확실히 알 수 없고 시스템적인 위험이 재발할 가능성도 배제할 수 없다”며 “주요국 중앙은행들이 가진 정책 수단이 <2008년:DAT> 금융위기 때보다 훨씬 적기 때문에 <브렉시트:POH> 결과가 심각할 수 있다”고 진단했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
금융	금융	NNG	O
시스템	시스템	NNG	O
이	이	JKS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
반응할지	반응하+ㄹ지	VV+EC	O
_	_	_	O
확실히	확실히	MAG	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
고	고	EC	O
_	_	_	O
시스템	시스템	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
위험	위험	NNG	O
이	이	JKS	O
_	_	_	O
재발할	재발하+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
도	도	JX	O
_	_	_	O
배제할	배제하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
주요	주요	NNG	O
국	국	XSN	O
_	_	_	O
중앙은행	중앙은행	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
정책	정책	NNG	O
_	_	_	O
수단	수단	NNG	O
이	이	JKC	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
금융	금융	NNG	O
위기	위기	NNG	O
_	_	_	O
때	때	NNG	O
보다	보다	JKB	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
적	적	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
브렉시트	브렉시트	NNG	B-POH
_	_	_	O
결과	결과	NNG	O
가	가	JKS	O
_	_	_	O
심각할	심각하+ㄹ	VA+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
진단	진단하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 닌텐도는 콘솔 게임기를 헤드마운트디스플레이(HMD)에 장착해 VR을 즐길 수 있는 기술을 지난해 7월 미국 특허상표청(USPTO)에 출원했다.
## <닌텐도:ORG>는 콘솔 게임기를 헤드마운트디스플레이(HMD)에 장착해 VR을 즐길 수 있는 기술을 지난해 <7월:DAT> <미국 특허상표청:ORG>(<USPTO:ORG>)에 출원했다.
닌텐도	닌텐도	NNP	B-ORG
는	는	JX	O
_	_	_	O
콘솔	콘솔	NNG	O
_	_	_	O
게임기	게임기	NNG	O
를	를	JKO	O
_	_	_	O
헤드	헤드	NNG	O
마운트	마운트	NNG	O
디스플레이	디스플레이	NNG	O
(	(	SS	O
HMD	HMD	SL	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
장착해	장착하+여	VV+EC	O
_	_	_	O
VR	VR	SL	O
을	을	JKO	O
